"Status","Year","Disability","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Project Delivery","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Security","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Tax","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Unknown","55","55","49600","44930"
"In post","2023","Undeclared","Finance","Commercial","45","45","38000","38470"
"In post","2023","Undeclared","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Finance","480","455","43840","39590"
"In post","2023","Undeclared","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Operational Delivery","80","75","30790","22520"
"In post","2023","Undeclared","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Security","25","25","[c]","[c]"
"In post","2023","Undeclared","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Tax","5","5","[c]","[c]"
"In post","2023","Undeclared","Finance","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Grants Management","Operational Delivery","190","175","24950","22150"
"In post","2023","Undeclared","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Human Resources","675","650","38890","34450"
"In post","2023","Undeclared","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Operational Delivery","55","55","32280","28120"
"In post","2023","Undeclared","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Tax","10","10","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Internal Audit","40","40","51660","52480"
"In post","2023","Undeclared","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Undeclared","Legal","Legal","240","225","59410","62330"
"In post","2023","Undeclared","Legal","Operational Delivery","70","65","29200","27760"
"In post","2023","Undeclared","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","Policy","5","5","[c]","[c]"
"In post","2023","Undeclared","Legal","Tax","15","15","[c]","[c]"
"In post","2023","Undeclared","Legal","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","No function","Commercial","65","60","54830","52850"
"In post","2023","Undeclared","No function","Communications","10","10","[c]","[c]"
"In post","2023","Undeclared","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","No function","Counter Fraud","5","5","[c]","[c]"
"In post","2023","Undeclared","No function","Digital, Data and Technology","40","40","47690","49510"
"In post","2023","Undeclared","No function","Economics","15","15","[c]","[c]"
"In post","2023","Undeclared","No function","Finance","10","10","[c]","[c]"
"In post","2023","Undeclared","No function","Geography","30","25","[c]","[c]"
"In post","2023","Undeclared","No function","Human Resources","15","15","[c]","[c]"
"In post","2023","Undeclared","No function","Intelligence Analysis","235","220","34930","32410"
"In post","2023","Undeclared","No function","International Trade","60","60","51750","55370"
"In post","2023","Undeclared","No function","Knowledge and Information Management","35","30","36180","34170"
"In post","2023","Undeclared","No function","Legal","95","85","46780","45090"
"In post","2023","Undeclared","No function","Medicine","175","155","84340","79590"
"In post","2023","Undeclared","No function","Operational Delivery","14670","13405","31530","28480"
"In post","2023","Undeclared","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","No function","Other","450","435","30790","28120"
"In post","2023","Undeclared","No function","Planning","10","10","[c]","[c]"
"In post","2023","Undeclared","No function","Planning Inspectors","30","25","[c]","[c]"
"In post","2023","Undeclared","No function","Policy","1455","1425","48950","46470"
"In post","2023","Undeclared","No function","Project Delivery","75","75","48490","43210"
"In post","2023","Undeclared","No function","Property","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","No function","Psychology","120","110","39680","32420"
"In post","2023","Undeclared","No function","Science and Engineering","1060","1010","43970","42480"
"In post","2023","Undeclared","No function","Security","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","No function","Statistics","5","5","[c]","[c]"
"In post","2023","Undeclared","No function","Tax","625","585","41280","35000"
"In post","2023","Undeclared","No function","Unknown","205","200","40960","35000"
"In post","2023","Undeclared","No function","Veterinarian","40","40","45730","38670"
"In post","2023","Undeclared","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Operational Delivery","45","40","38670","38720"
"In post","2023","Undeclared","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Other","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Policy","85","80","58100","58050"
"In post","2023","Undeclared","Project Delivery","Project Delivery","685","665","46160","42510"
"In post","2023","Undeclared","Project Delivery","Science and Engineering","60","55","49500","47760"
"In post","2023","Undeclared","Project Delivery","Tax","40","35","36310","35000"
"In post","2023","Undeclared","Project Delivery","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Finance","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Operational Delivery","70","65","34170","30710"
"In post","2023","Undeclared","Property","Other","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Property","470","440","39100","36140"
"In post","2023","Undeclared","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Security","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Undeclared","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Intelligence Analysis","5","5","[c]","[c]"
"In post","2023","Undeclared","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Security","595","580","35660","34460"
"In post","2023","Undeclared","Security","Unknown","30","30","[c]","[c]"
"In post","2023","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Finance","15","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Medicine","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Operational Delivery","45","45","43350","43650"
"In post","2023","Undeclared","Unknown","Other","30","30","47330","47670"
"In post","2023","Undeclared","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Policy","105","100","43490","39690"
"In post","2023","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","280","270","40890","35410"
"In post","2023","Unknown","Analysis","Digital, Data and Technology","50","50","47200","43650"
"In post","2023","Unknown","Analysis","Economics","485","480","44330","38720"
"In post","2023","Unknown","Analysis","Finance","15","15","[c]","[c]"
"In post","2023","Unknown","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","Intelligence Analysis","35","35","40320","36180"
"In post","2023","Unknown","Analysis","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","Unknown","Analysis","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","Operational Delivery","255","250","33890","31060"
"In post","2023","Unknown","Analysis","Operational Research","205","205","40420","38000"
"In post","2023","Unknown","Analysis","Other","110","105","47790","42190"
"In post","2023","Unknown","Analysis","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","Policy","25","25","[c]","[c]"
"In post","2023","Unknown","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","Science and Engineering","390","380","39970","38720"
"In post","2023","Unknown","Analysis","Social Research","380","365","41330","39300"
"In post","2023","Unknown","Analysis","Statistics","630","620","40230","38340"
"In post","2023","Unknown","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Commercial","Commercial","1390","1360","43140","37590"
"In post","2023","Unknown","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Unknown","Commercial","Finance","10","10","[c]","[c]"
"In post","2023","Unknown","Commercial","Human Resources","5","5","[c]","[c]"
"In post","2023","Unknown","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Operational Delivery","25","25","[c]","[c]"
"In post","2023","Unknown","Commercial","Other","10","10","[c]","[c]"
"In post","2023","Unknown","Commercial","Policy","5","5","[c]","[c]"
"In post","2023","Unknown","Commercial","Project Delivery","10","10","[c]","[c]"
"In post","2023","Unknown","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Security","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Unknown","35","35","45030","41950"
"In post","2023","Unknown","Communications","Communications","970","950","43590","40790"
"In post","2023","Unknown","Communications","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Operational Delivery","15","15","[c]","[c]"
"In post","2023","Unknown","Communications","Other","10","10","[c]","[c]"
"In post","2023","Unknown","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Unknown","95","95","48710","41950"
"In post","2023","Unknown","Counter Fraud","Counter Fraud","945","905","34520","32530"
"In post","2023","Unknown","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Intelligence Analysis","40","40","39180","35000"
"In post","2023","Unknown","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Legal","485","460","34140","32580"
"In post","2023","Unknown","Counter Fraud","Operational Delivery","600","560","31660","28130"
"In post","2023","Unknown","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Other","45","40","41380","35000"
"In post","2023","Unknown","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Tax","335","315","38350","34700"
"In post","2023","Unknown","Counter Fraud","Unknown","85","85","36380","34400"
"In post","2023","Unknown","Debt","Operational Delivery","1335","1235","24400","22520"
"In post","2023","Unknown","Debt","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","Other","105","95","22500","21690"
"In post","2023","Unknown","Debt","Tax","300","285","23690","22520"
"In post","2023","Unknown","Debt","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Digital, Data and Technology","4785","4705","43330","39520"
"In post","2023","Unknown","Digital, Data & Technology","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Finance","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Human Resources","20","20","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Knowledge and Information Management","155","155","32690","29570"
"In post","2023","Unknown","Digital, Data & Technology","Operational Delivery","110","105","39740","36300"
"In post","2023","Unknown","Digital, Data & Technology","Operational Research","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Other","55","55","36160","29890"
"In post","2023","Unknown","Digital, Data & Technology","Policy","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Project Delivery","95","95","36690","36180"
"In post","2023","Unknown","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Science and Engineering","10","10","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Security","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Statistics","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Tax","20","20","[c]","[c]"
"In post","2023","Unknown","Digital, Data & Technology","Unknown","280","275","46080","41780"
"In post","2023","Unknown","Finance","Commercial","15","15","[c]","[c]"
"In post","2023","Unknown","Finance","Corporate Finance","30","30","57320","45820"
"In post","2023","Unknown","Finance","Counter Fraud","10","10","[c]","[c]"
"In post","2023","Unknown","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Finance","1730","1675","40620","36160"
"In post","2023","Unknown","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Medicine","5","5","[c]","[c]"
"In post","2023","Unknown","Finance","Operational Delivery","340","300","27260","22520"
"In post","2023","Unknown","Finance","Other","10","10","[c]","[c]"
"In post","2023","Unknown","Finance","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Policy","10","10","[c]","[c]"
"In post","2023","Unknown","Finance","Project Delivery","15","15","[c]","[c]"
"In post","2023","Unknown","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Security","10","10","[c]","[c]"
"In post","2023","Unknown","Finance","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Tax","35","35","34190","32540"
"In post","2023","Unknown","Finance","Unknown","170","165","46160","41950"
"In post","2023","Unknown","Grants Management","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","Operational Delivery","580","535","25860","22150"
"In post","2023","Unknown","Grants Management","Policy","20","20","[c]","[c]"
"In post","2023","Unknown","Grants Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Grants Management","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Human Resources","2270","2200","38380","34010"
"In post","2023","Unknown","Human Resources","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","Unknown","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Operational Delivery","90","85","34030","31760"
"In post","2023","Unknown","Human Resources","Other","20","20","[c]","[c]"
"In post","2023","Unknown","Human Resources","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Policy","5","5","[c]","[c]"
"In post","2023","Unknown","Human Resources","Project Delivery","20","20","[c]","[c]"
"In post","2023","Unknown","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Tax","50","45","37990","34700"
"In post","2023","Unknown","Human Resources","Unknown","85","80","41810","34930"
"In post","2023","Unknown","Internal Audit","Internal Audit","105","100","44770","41890"
"In post","2023","Unknown","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Finance","10","10","[c]","[c]"
"In post","2023","Unknown","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Knowledge and Information Management","20","15","[c]","[c]"
"In post","2023","Unknown","Legal","Legal","1545","1460","54330","54100"
"In post","2023","Unknown","Legal","Operational Delivery","820","775","27470","26900"
"In post","2023","Unknown","Legal","Other","25","25","[c]","[c]"
"In post","2023","Unknown","Legal","Policy","30","30","53010","52840"
"In post","2023","Unknown","Legal","Project Delivery","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Security","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","Tax","65","65","42010","39790"
"In post","2023","Unknown","Legal","Unknown","55","55","46650","35000"
"In post","2023","Unknown","No function","Commercial","25","25","[c]","[c]"
"In post","2023","Unknown","No function","Communications","50","45","46580","43110"
"In post","2023","Unknown","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Counter Fraud","20","20","[c]","[c]"
"In post","2023","Unknown","No function","Digital, Data and Technology","220","215","54640","56430"
"In post","2023","Unknown","No function","Economics","60","60","49370","42850"
"In post","2023","Unknown","No function","Finance","25","25","[c]","[c]"
"In post","2023","Unknown","No function","Geography","135","130","31160","29710"
"In post","2023","Unknown","No function","Human Resources","35","35","38420","32390"
"In post","2023","Unknown","No function","Inspector of Education and Training","60","55","60910","52750"
"In post","2023","Unknown","No function","Intelligence Analysis","380","375","33290","29750"
"In post","2023","Unknown","No function","International Trade","890","875","49050","45040"
"In post","2023","Unknown","No function","Knowledge and Information Management","125","120","38060","35040"
"In post","2023","Unknown","No function","Legal","100","100","39980","37680"
"In post","2023","Unknown","No function","Medicine","745","645","52650","41190"
"In post","2023","Unknown","No function","Operational Delivery","44575","41940","28980","26630"
"In post","2023","Unknown","No function","Operational Research","100","100","27380","22520"
"In post","2023","Unknown","No function","Other","1605","1525","31690","27140"
"In post","2023","Unknown","No function","Planning","25","20","[c]","[c]"
"In post","2023","Unknown","No function","Planning Inspectors","55","45","55870","48660"
"In post","2023","Unknown","No function","Policy","5955","5865","48040","43650"
"In post","2023","Unknown","No function","Project Delivery","425","425","44150","39190"
"In post","2023","Unknown","No function","Property","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","No function","Psychology","175","160","36040","31310"
"In post","2023","Unknown","No function","Science and Engineering","1015","995","36890","33000"
"In post","2023","Unknown","No function","Security","35","35","53290","41870"
"In post","2023","Unknown","No function","Social Research","20","20","[c]","[c]"
"In post","2023","Unknown","No function","Statistics","25","25","[c]","[c]"
"In post","2023","Unknown","No function","Tax","3435","3275","34100","34370"
"In post","2023","Unknown","No function","Unknown","2920","2825","46000","41950"
"In post","2023","Unknown","No function","Veterinarian","25","25","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Communications","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Medicine","20","20","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Operational Delivery","420","405","38750","33940"
"In post","2023","Unknown","Project Delivery","Operational Research","50","50","41930","39890"
"In post","2023","Unknown","Project Delivery","Other","50","50","38880","39450"
"In post","2023","Unknown","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Policy","625","605","51720","51960"
"In post","2023","Unknown","Project Delivery","Project Delivery","3035","2955","44480","41200"
"In post","2023","Unknown","Project Delivery","Science and Engineering","360","355","46000","42620"
"In post","2023","Unknown","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Tax","160","155","36190","35000"
"In post","2023","Unknown","Project Delivery","Unknown","80","80","51080","42140"
"In post","2023","Unknown","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Finance","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Operational Delivery","340","325","26150","22520"
"In post","2023","Unknown","Property","Other","215","210","34210","32930"
"In post","2023","Unknown","Property","Policy","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Project Delivery","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Property","1325","1285","33970","30610"
"In post","2023","Unknown","Property","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Security","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Human Resources","5","5","[c]","[c]"
"In post","2023","Unknown","Security","Intelligence Analysis","40","40","45500","41450"
"In post","2023","Unknown","Security","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Unknown","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Other","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Policy","45","40","48050","51500"
"In post","2023","Unknown","Security","Property","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Security","2420","2380","34150","30350"
"In post","2023","Unknown","Security","Unknown","180","170","30680","25970"
"In post","2023","Unknown","Unknown","Communications","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Finance","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Human Resources","35","35","27610","22150"
"In post","2023","Unknown","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Legal","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","Medicine","30","30","58160","56380"
"In post","2023","Unknown","Unknown","Operational Delivery","165","155","39130","34520"
"In post","2023","Unknown","Unknown","Other","1915","1910","41850","39570"
"In post","2023","Unknown","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Policy","155","150","45540","40540"
"In post","2023","Unknown","Unknown","Project Delivery","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Psychology","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Science and Engineering","685","665","37260","31120"
"In post","2023","Unknown","Unknown","Security","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Social Research","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Statistics","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","7665","7375","38840","33520"
"In post","2023","Unknown","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Economics","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
