"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Legal","Tax","5","5","[c]","[c]"
"In post","2023","Mixed","Legal","Unknown","10","10","[c]","[c]"
"In post","2023","Mixed","No function","Commercial","10","10","[c]","[c]"
"In post","2023","Mixed","No function","Communications","5","5","[c]","[c]"
"In post","2023","Mixed","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2023","Mixed","No function","Economics","15","15","[c]","[c]"
"In post","2023","Mixed","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Human Resources","5","5","[c]","[c]"
"In post","2023","Mixed","No function","Inspector of Education and Training","10","10","[c]","[c]"
"In post","2023","Mixed","No function","Intelligence Analysis","35","35","38080","32760"
"In post","2023","Mixed","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","International Trade","65","65","48690","42510"
"In post","2023","Mixed","No function","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Mixed","No function","Legal","25","25","[c]","[c]"
"In post","2023","Mixed","No function","Medicine","35","30","71060","74080"
"In post","2023","Mixed","No function","Operational Delivery","4360","4080","30590","28120"
"In post","2023","Mixed","No function","Operational Research","5","5","[c]","[c]"
"In post","2023","Mixed","No function","Other","110","105","33200","30140"
"In post","2023","Mixed","No function","Planning","5","5","[c]","[c]"
"In post","2023","Mixed","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Policy","960","945","47700","43750"
"In post","2023","Mixed","No function","Project Delivery","45","45","47940","43420"
"In post","2023","Mixed","No function","Property","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Psychology","35","35","38160","31310"
"In post","2023","Mixed","No function","Science and Engineering","125","120","39650","37570"
"In post","2023","Mixed","No function","Security","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","No function","Tax","200","195","36970","34700"
"In post","2023","Mixed","No function","Unknown","185","180","44470","39450"
"In post","2023","Mixed","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Delivery","25","25","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Other","5","5","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Policy","50","50","54650","56240"
"In post","2023","Mixed","Project Delivery","Project Delivery","305","295","44280","41190"
"In post","2023","Mixed","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Science and Engineering","30","30","44400","42620"
"In post","2023","Mixed","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Tax","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Mixed","Property","Other","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Project Delivery","5","5","[c]","[c]"
"In post","2023","Mixed","Property","Property","95","90","35680","33830"
"In post","2023","Mixed","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Security","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Other","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Policy","5","5","[c]","[c]"
"In post","2023","Mixed","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Property","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Security","90","90","37730","36160"
"In post","2023","Mixed","Security","Unknown","20","20","[c]","[c]"
"In post","2023","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Human Resources","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Legal","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Medicine","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Operational Delivery","15","15","[c]","[c]"
"In post","2023","Mixed","Unknown","Other","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Policy","65","60","42680","39150"
"In post","2023","Mixed","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Science and Engineering","35","30","39390","39890"
"In post","2023","Mixed","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","230","225","38940","32960"
"In post","2023","Mixed","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Economics","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Operational Research","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Other","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Social Research","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Statistics","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Commercial","25","20","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Communications","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Counter Fraud","55","50","29980","30120"
"In post","2023","Other ethnicity","Counter Fraud","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Legal","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Tax","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Operational Delivery","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Other","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","115","115","43670","40300"
"In post","2023","Other ethnicity","Digital, Data & Technology","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Science and Engineering","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Unknown","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Finance","50","45","44630","41820"
"In post","2023","Other ethnicity","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Operational Delivery","10","5","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Human Resources","60","55","38730","33020"
"In post","2023","Other ethnicity","Human Resources","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Internal Audit","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Legal","90","85","56760","54100"
"In post","2023","Other ethnicity","Legal","Operational Delivery","35","35","27060","27760"
"In post","2023","Other ethnicity","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Other ethnicity","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Intelligence Analysis","10","10","[c]","[c]"
"In post","2023","Other ethnicity","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","International Trade","20","20","[c]","[c]"
"In post","2023","Other ethnicity","No function","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","Other ethnicity","No function","Legal","10","10","[c]","[c]"
"In post","2023","Other ethnicity","No function","Medicine","10","10","[c]","[c]"
"In post","2023","Other ethnicity","No function","Operational Delivery","1185","1105","31440","29660"
"In post","2023","Other ethnicity","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Other","30","30","41150","36090"
"In post","2023","Other ethnicity","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Policy","355","350","48470","50510"
"In post","2023","Other ethnicity","No function","Project Delivery","15","15","[c]","[c]"
"In post","2023","Other ethnicity","No function","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Psychology","5","5","[c]","[c]"
"In post","2023","Other ethnicity","No function","Science and Engineering","40","35","39800","33590"
"In post","2023","Other ethnicity","No function","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","No function","Tax","65","65","36710","34700"
"In post","2023","Other ethnicity","No function","Unknown","45","45","41300","39770"
"In post","2023","Other ethnicity","No function","Veterinarian","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Policy","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Project Delivery","75","70","52580","44720"
"In post","2023","Other ethnicity","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Science and Engineering","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
