"Status","Year","Function_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","Unknown","Unknown","100","[c]","28530","27570"
"Leaver CS","2023","No function","Wales","Outside London","1910","[c]","25870","22500"
"Leaver CS","2023","No function","West Midlands (England)","Outside London","2340","[c]","28640","26130"
"Leaver CS","2023","No function","Yorkshire and The Humber","Outside London","2325","[c]","31100","27570"
"Leaver CS","2023","Project Delivery","East Midlands (England)","Outside London","30","[c]","38800","39520"
"Leaver CS","2023","Project Delivery","East of England","Outside London","55","[c]","42880","41200"
"Leaver CS","2023","Project Delivery","London","London","320","[c]","48580","42290"
"Leaver CS","2023","Project Delivery","North East (England)","Outside London","50","[c]","36290","36320"
"Leaver CS","2023","Project Delivery","North West (England)","Outside London","115","[c]","40450","36330"
"Leaver CS","2023","Project Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Scotland","Outside London","35","[c]","42080","40180"
"Leaver CS","2023","Project Delivery","South East (England)","Outside London","100","[c]","42190","40000"
"Leaver CS","2023","Project Delivery","South West (England)","Outside London","490","[c]","41900","40000"
"Leaver CS","2023","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Wales","Outside London","65","[c]","43730","39040"
"Leaver CS","2023","Project Delivery","West Midlands (England)","Outside London","55","[c]","42590","37590"
"Leaver CS","2023","Project Delivery","Yorkshire and The Humber","Outside London","50","[c]","42080","38470"
"Leaver CS","2023","Property","East Midlands (England)","Outside London","50","[c]","30350","27000"
"Leaver CS","2023","Property","East of England","Outside London","40","[c]","35890","35250"
"Leaver CS","2023","Property","London","London","120","[c]","43890","42910"
"Leaver CS","2023","Property","North East (England)","Outside London","65","[c]","26910","22520"
"Leaver CS","2023","Property","North West (England)","Outside London","45","[c]","36930","32000"
"Leaver CS","2023","Property","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Scotland","Outside London","70","[c]","33350","28490"
"Leaver CS","2023","Property","South East (England)","Outside London","55","[c]","36280","33990"
"Leaver CS","2023","Property","South West (England)","Outside London","105","[c]","30440","27730"
"Leaver CS","2023","Property","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Wales","Outside London","45","[c]","34390","27170"
"Leaver CS","2023","Property","West Midlands (England)","Outside London","30","[c]","37670","34370"
"Leaver CS","2023","Property","Yorkshire and The Humber","Outside London","50","[c]","39640","39570"
"Leaver CS","2023","Security","East Midlands (England)","Outside London","25","[c]","28600","25350"
"Leaver CS","2023","Security","East of England","Outside London","70","[c]","35630","27630"
"Leaver CS","2023","Security","London","London","105","[c]","38160","35650"
"Leaver CS","2023","Security","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","North West (England)","Outside London","45","[c]","30100","27480"
"Leaver CS","2023","Security","Northern Ireland","Outside London","30","[c]","25040","22130"
"Leaver CS","2023","Security","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Scotland","Outside London","130","[c]","33250","27500"
"Leaver CS","2023","Security","South East (England)","Outside London","205","[c]","32130","29120"
"Leaver CS","2023","Security","South West (England)","Outside London","165","[c]","31540","27500"
"Leaver CS","2023","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Wales","Outside London","20","[c]","31420","25650"
"Leaver CS","2023","Security","West Midlands (England)","Outside London","35","[c]","29690","25680"
"Leaver CS","2023","Security","Yorkshire and The Humber","Outside London","90","[c]","30570","27430"
"Leaver CS","2023","Unknown","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East of England","Outside London","45","[c]","43460","40860"
"Leaver CS","2023","Unknown","London","London","910","[c]","45070","38790"
"Leaver CS","2023","Unknown","North East (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North West (England)","Outside London","25","[c]","28460","27570"
"Leaver CS","2023","Unknown","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Overseas","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scotland","Outside London","1110","[c]","38620","33520"
"Leaver CS","2023","Unknown","South East (England)","Outside London","70","[c]","39250","39890"
"Leaver CS","2023","Unknown","South West (England)","Outside London","75","[c]","37600","30650"
"Leaver CS","2023","Unknown","Unknown","Unknown","255","[c]","36600","33690"
"Leaver CS","2023","Unknown","Wales","Outside London","210","[c]","41720","38160"
"Leaver CS","2023","Unknown","West Midlands (England)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Yorkshire and The Humber","Outside London","120","[c]","33130","28120"
"Leaver Dept.","2023","Analysis","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","London","London","345","[c]","42780","37250"
"Leaver Dept.","2023","Analysis","North East (England)","Outside London","15","[c]","35770","32260"
"Leaver Dept.","2023","Analysis","North West (England)","Outside London","30","[c]","40430","42090"
"Leaver Dept.","2023","Analysis","Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","South East (England)","Outside London","40","[c]","37120","37820"
"Leaver Dept.","2023","Analysis","South West (England)","Outside London","35","[c]","42790","39680"
"Leaver Dept.","2023","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Wales","Outside London","45","[c]","35230","32000"
"Leaver Dept.","2023","Analysis","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Yorkshire and The Humber","Outside London","20","[c]","37560","33770"
"Leaver Dept.","2023","Commercial","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","East of England","Outside London","10","[c]","40830","41590"
"Leaver Dept.","2023","Commercial","London","London","85","[c]","42140","40380"
"Leaver Dept.","2023","Commercial","North East (England)","Outside London","15","[c]","38170","41590"
"Leaver Dept.","2023","Commercial","North West (England)","Outside London","50","[c]","39140","39040"
"Leaver Dept.","2023","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scotland","Outside London","15","[c]","37270","35850"
"Leaver Dept.","2023","Commercial","South East (England)","Outside London","10","[c]","35660","35640"
"Leaver Dept.","2023","Commercial","South West (England)","Outside London","35","[c]","41120","41200"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Wales","Outside London","20","[c]","34550","31830"
"Leaver Dept.","2023","Commercial","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Yorkshire and The Humber","Outside London","35","[c]","37310","37800"
"Leaver Dept.","2023","Communications","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","London","London","225","[c]","42150","38610"
"Leaver Dept.","2023","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","North West (England)","Outside London","15","[c]","39740","35130"
"Leaver Dept.","2023","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","South West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Wales","Outside London","15","[c]","30160","30660"
"Leaver Dept.","2023","Communications","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Yorkshire and The Humber","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","East Midlands (England)","Outside London","15","[c]","27900","28120"
"Leaver Dept.","2023","Counter Fraud","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","London","London","100","[c]","35600","32520"
"Leaver Dept.","2023","Counter Fraud","North East (England)","Outside London","25","[c]","29070","28120"
"Leaver Dept.","2023","Counter Fraud","North West (England)","Outside London","35","[c]","28040","28120"
"Leaver Dept.","2023","Counter Fraud","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Scotland","Outside London","35","[c]","27080","27570"
"Leaver Dept.","2023","Counter Fraud","South East (England)","Outside London","25","[c]","29230","31280"
"Leaver Dept.","2023","Counter Fraud","South West (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Wales","Outside London","15","[c]","27640","27840"
"Leaver Dept.","2023","Counter Fraud","West Midlands (England)","Outside London","20","[c]","30490","29230"
"Leaver Dept.","2023","Counter Fraud","Yorkshire and The Humber","Outside London","30","[c]","33260","34170"
"Leaver Dept.","2023","Debt","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","London","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","North East (England)","Outside London","30","[c]","24540","21690"
"Leaver Dept.","2023","Debt","North West (England)","Outside London","30","[c]","23230","21690"
"Leaver Dept.","2023","Debt","Scotland","Outside London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Wales","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","West Midlands (England)","Outside London","35","[c]","23630","21690"
"Leaver Dept.","2023","Debt","Yorkshire and The Humber","Outside London","25","[c]","23250","21690"
"Leaver Dept.","2023","Digital, Data & Technology","East Midlands (England)","Outside London","20","[c]","36790","31380"
"Leaver Dept.","2023","Digital, Data & Technology","East of England","Outside London","15","[c]","31310","32020"
"Leaver Dept.","2023","Digital, Data & Technology","London","London","240","[c]","47370","43650"
"Leaver Dept.","2023","Digital, Data & Technology","North East (England)","Outside London","75","[c]","37680","34170"
"Leaver Dept.","2023","Digital, Data & Technology","North West (England)","Outside London","100","[c]","37550","36750"
"Leaver Dept.","2023","Digital, Data & Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Scotland","Outside London","25","[c]","35870","31970"
"Leaver Dept.","2023","Digital, Data & Technology","South East (England)","Outside London","25","[c]","35010","35650"
"Leaver Dept.","2023","Digital, Data & Technology","South West (England)","Outside London","70","[c]","42990","42030"
"Leaver Dept.","2023","Digital, Data & Technology","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Wales","Outside London","60","[c]","39760","37690"
"Leaver Dept.","2023","Digital, Data & Technology","West Midlands (England)","Outside London","45","[c]","39550","37730"
"Leaver Dept.","2023","Digital, Data & Technology","Yorkshire and The Humber","Outside London","60","[c]","42110","37590"
"Leaver Dept.","2023","Finance","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","London","London","195","[c]","48540","40140"
"Leaver Dept.","2023","Finance","North East (England)","Outside London","40","[c]","38040","34170"
"Leaver Dept.","2023","Finance","North West (England)","Outside London","65","[c]","41740","37710"
"Leaver Dept.","2023","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Scotland","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","South East (England)","Outside London","15","[c]","37070","34570"
"Leaver Dept.","2023","Finance","South West (England)","Outside London","25","[c]","49600","45100"
"Leaver Dept.","2023","Finance","Unknown","Unknown","10","[c]","33260","32630"
"Leaver Dept.","2023","Finance","Wales","Outside London","15","[c]","37020","31660"
"Leaver Dept.","2023","Finance","West Midlands (England)","Outside London","20","[c]","36390","34170"
"Leaver Dept.","2023","Finance","Yorkshire and The Humber","Outside London","40","[c]","42770","34170"
"Leaver Dept.","2023","Grants Management","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","London","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","North East (England)","Outside London","25","[c]","23640","22150"
"Leaver Dept.","2023","Grants Management","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Grants Management","Yorkshire and The Humber","Outside London","10","[c]","24240","21720"
"Leaver Dept.","2023","Human Resources","East Midlands (England)","Outside London","15","[c]","27890","27530"
"Leaver Dept.","2023","Human Resources","East of England","Outside London","15","[c]","34480","27640"
"Leaver Dept.","2023","Human Resources","London","London","250","[c]","43350","37820"
"Leaver Dept.","2023","Human Resources","North East (England)","Outside London","70","[c]","30760","28120"
"Leaver Dept.","2023","Human Resources","North West (England)","Outside London","95","[c]","36100","32640"
"Leaver Dept.","2023","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Scotland","Outside London","40","[c]","33560","28120"
"Leaver Dept.","2023","Human Resources","South East (England)","Outside London","30","[c]","32690","32420"
"Leaver Dept.","2023","Human Resources","South West (England)","Outside London","60","[c]","33310","31660"
"Leaver Dept.","2023","Human Resources","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","Wales","Outside London","85","[c]","33300","31660"
"Leaver Dept.","2023","Human Resources","West Midlands (England)","Outside London","35","[c]","38160","35530"
"Leaver Dept.","2023","Human Resources","Yorkshire and The Humber","Outside London","60","[c]","38480","35110"
"Leaver Dept.","2023","Internal Audit","London","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","London","London","175","[c]","48610","51250"
"Leaver Dept.","2023","Legal","North East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","North West (England)","Outside London","25","[c]","33430","27840"
"Leaver Dept.","2023","Legal","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","South East (England)","Outside London","15","[c]","31430","28200"
"Leaver Dept.","2023","Legal","South West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Wales","Outside London","10","[c]","47460","43250"
"Leaver Dept.","2023","Legal","West Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","Yorkshire and The Humber","Outside London","20","[c]","37820","28590"
"Leaver Dept.","2023","No function","East Midlands (England)","Outside London","240","[c]","28410","27570"
"Leaver Dept.","2023","No function","East of England","Outside London","195","[c]","30020","28120"
"Leaver Dept.","2023","No function","London","London","3750","[c]","44520","40050"
"Leaver Dept.","2023","No function","North East (England)","Outside London","480","[c]","29610","27570"
"Leaver Dept.","2023","No function","North West (England)","Outside London","1050","[c]","29180","27570"
"Leaver Dept.","2023","No function","Northern Ireland","Outside London","45","[c]","28610","26750"
"Leaver Dept.","2023","No function","Overseas","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2023","No function","Scotland","Outside London","715","[c]","26820","27570"
"Leaver Dept.","2023","No function","South East (England)","Outside London","440","[c]","30120","28120"
"Leaver Dept.","2023","No function","South West (England)","Outside London","370","[c]","32350","28120"
"Leaver Dept.","2023","No function","Unknown","Unknown","45","[c]","34260","31670"
"Leaver Dept.","2023","No function","Wales","Outside London","470","[c]","29610","27570"
"Leaver Dept.","2023","No function","West Midlands (England)","Outside London","630","[c]","29780","27570"
"Leaver Dept.","2023","No function","Yorkshire and The Humber","Outside London","575","[c]","31640","28120"
"Leaver Dept.","2023","Project Delivery","East Midlands (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","East of England","Outside London","10","[c]","36280","37640"
"Leaver Dept.","2023","Project Delivery","London","London","225","[c]","41260","35620"
"Leaver Dept.","2023","Project Delivery","North East (England)","Outside London","30","[c]","39400","35310"
"Leaver Dept.","2023","Project Delivery","North West (England)","Outside London","45","[c]","37380","34300"
"Leaver Dept.","2023","Project Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Scotland","Outside London","20","[c]","41680","35920"
"Leaver Dept.","2023","Project Delivery","South East (England)","Outside London","35","[c]","42080","40580"
"Leaver Dept.","2023","Project Delivery","South West (England)","Outside London","55","[c]","40980","40000"
"Leaver Dept.","2023","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","Wales","Outside London","35","[c]","37020","35540"
"Leaver Dept.","2023","Project Delivery","West Midlands (England)","Outside London","35","[c]","41490","38060"
"Leaver Dept.","2023","Project Delivery","Yorkshire and The Humber","Outside London","30","[c]","38620","34740"
"Leaver Dept.","2023","Property","East Midlands (England)","Outside London","10","[c]","34440","26020"
"Leaver Dept.","2023","Property","East of England","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","London","London","35","[c]","49330","41780"
"Leaver Dept.","2023","Property","North East (England)","Outside London","35","[c]","26350","22520"
"Leaver Dept.","2023","Property","North West (England)","Outside London","15","[c]","34980","29140"
"Leaver Dept.","2023","Property","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","South West (England)","Outside London","30","[c]","34480","27740"
"Leaver Dept.","2023","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","Wales","Outside London","20","[c]","35890","34170"
"Leaver Dept.","2023","Property","West Midlands (England)","Outside London","15","[c]","39110","36050"
"Leaver Dept.","2023","Property","Yorkshire and The Humber","Outside London","25","[c]","37300","36670"
"Leaver Dept.","2023","Security","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","East of England","Outside London","10","[c]","29470","27500"
"Leaver Dept.","2023","Security","London","London","85","[c]","39160","35620"
"Leaver Dept.","2023","Security","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","North West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Scotland","Outside London","15","[c]","32450","33020"
"Leaver Dept.","2023","Security","South East (England)","Outside London","25","[c]","29890","27500"
"Leaver Dept.","2023","Security","South West (England)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Wales","Outside London","10","[c]","33910","31840"
"Leaver Dept.","2023","Security","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","Yorkshire and The Humber","Outside London","35","[c]","31780","32640"
"Leaver Dept.","2023","Unknown","East Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","London","London","795","[c]","37280","32000"
"Leaver Dept.","2023","Unknown","North East (England)","Outside London","15","[c]","35760","32000"
"Leaver Dept.","2023","Unknown","North West (England)","Outside London","30","[c]","31270","31990"
"Leaver Dept.","2023","Unknown","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Overseas","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scotland","Outside London","175","[c]","39670","34730"
"Leaver Dept.","2023","Unknown","South East (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","South West (England)","Outside London","25","[c]","39850","32000"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","55","[c]","35830","33040"
"Leaver Dept.","2023","Unknown","Wales","Outside London","70","[c]","42500","38160"
"Leaver Dept.","2023","Unknown","West Midlands (England)","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Yorkshire and The Humber","Outside London","95","[c]","37370","35110"
"New entrant CS","2023","Analysis","East Midlands (England)","Outside London","15","[c]","35150","34000"
"New entrant CS","2023","Analysis","East of England","Outside London","35","[c]","29090","30350"
"New entrant CS","2023","Analysis","London","London","625","[c]","35470","34480"
"New entrant CS","2023","Analysis","North East (England)","Outside London","110","[c]","31380","31270"
"New entrant CS","2023","Analysis","North West (England)","Outside London","100","[c]","32430","33130"
"New entrant CS","2023","Analysis","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Scotland","Outside London","40","[c]","36540","34110"
"New entrant CS","2023","Analysis","South East (England)","Outside London","165","[c]","31940","31060"
"New entrant CS","2023","Analysis","South West (England)","Outside London","155","[c]","30720","27330"
"New entrant CS","2023","Analysis","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Analysis","Wales","Outside London","130","[c]","31410","31560"
"New entrant CS","2023","Analysis","West Midlands (England)","Outside London","45","[c]","36230","32800"
"New entrant CS","2023","Analysis","Yorkshire and The Humber","Outside London","55","[c]","33840","31620"
"New entrant CS","2023","Commercial","East Midlands (England)","Outside London","10","[c]","32240","30330"
"New entrant CS","2023","Commercial","East of England","Outside London","15","[c]","34250","31230"
"New entrant CS","2023","Commercial","London","London","160","[c]","42600","35010"
"New entrant CS","2023","Commercial","North East (England)","Outside London","15","[c]","43170","39090"
"New entrant CS","2023","Commercial","North West (England)","Outside London","70","[c]","40970","33950"
"New entrant CS","2023","Commercial","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Scotland","Outside London","50","[c]","41270","33990"
"New entrant CS","2023","Commercial","South East (England)","Outside London","50","[c]","33480","27680"
"New entrant CS","2023","Commercial","South West (England)","Outside London","235","[c]","33850","31690"
"New entrant CS","2023","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","Wales","Outside London","20","[c]","33630","31640"
"New entrant CS","2023","Commercial","West Midlands (England)","Outside London","60","[c]","48820","38640"
"New entrant CS","2023","Commercial","Yorkshire and The Humber","Outside London","50","[c]","47390","37680"
"New entrant CS","2023","Communications","East Midlands (England)","Outside London","10","[c]","36010","34470"
"New entrant CS","2023","Communications","East of England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","London","London","300","[c]","40370","37620"
"New entrant CS","2023","Communications","North East (England)","Outside London","20","[c]","32440","30510"
"New entrant CS","2023","Communications","North West (England)","Outside London","45","[c]","36020","32800"
"New entrant CS","2023","Communications","Northern Ireland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Scotland","Outside London","25","[c]","35890","34000"
"New entrant CS","2023","Communications","South East (England)","Outside London","25","[c]","34470","31350"
"New entrant CS","2023","Communications","South West (England)","Outside London","40","[c]","37280","37300"
"New entrant CS","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","Wales","Outside London","45","[c]","34310","31640"
"New entrant CS","2023","Communications","West Midlands (England)","Outside London","25","[c]","33800","31310"
"New entrant CS","2023","Communications","Yorkshire and The Humber","Outside London","20","[c]","39270","36040"
"New entrant CS","2023","Counter Fraud","East Midlands (England)","Outside London","30","[c]","30730","27890"
"New entrant CS","2023","Counter Fraud","East of England","Outside London","25","[c]","26760","27080"
"New entrant CS","2023","Counter Fraud","London","London","125","[c]","32860","32260"
"New entrant CS","2023","Counter Fraud","North East (England)","Outside London","35","[c]","31990","28120"
"New entrant CS","2023","Counter Fraud","North West (England)","Outside London","55","[c]","28360","27770"
"New entrant CS","2023","Counter Fraud","Northern Ireland","Outside London","15","[c]","31990","27890"
"New entrant CS","2023","Counter Fraud","Scotland","Outside London","80","[c]","25280","21690"
"New entrant CS","2023","Counter Fraud","South East (England)","Outside London","110","[c]","26880","25610"
"New entrant CS","2023","Counter Fraud","South West (England)","Outside London","25","[c]","31740","28120"
"New entrant CS","2023","Counter Fraud","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","Wales","Outside London","70","[c]","25730","25610"
"New entrant CS","2023","Counter Fraud","West Midlands (England)","Outside London","25","[c]","31500","34170"
"New entrant CS","2023","Counter Fraud","Yorkshire and The Humber","Outside London","60","[c]","26720","27650"
"New entrant CS","2023","Debt","East Midlands (England)","Outside London","215","[c]","22590","22520"
"New entrant CS","2023","Debt","London","London","145","[c]","26890","26920"
"New entrant CS","2023","Debt","North East (England)","Outside London","215","[c]","22540","22520"
"New entrant CS","2023","Debt","North West (England)","Outside London","95","[c]","22460","22520"
"New entrant CS","2023","Debt","Scotland","Outside London","310","[c]","22470","22520"
"New entrant CS","2023","Debt","South West (England)","Outside London","20","[c]","21690","21690"
"New entrant CS","2023","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Debt","Wales","Outside London","110","[c]","22490","22520"
"New entrant CS","2023","Debt","West Midlands (England)","Outside London","380","[c]","21940","21690"
"New entrant CS","2023","Debt","Yorkshire and The Humber","Outside London","185","[c]","22490","22520"
"New entrant CS","2023","Digital, Data & Technology","East Midlands (England)","Outside London","45","[c]","33770","30710"
"New entrant CS","2023","Digital, Data & Technology","East of England","Outside London","35","[c]","33100","31270"
"New entrant CS","2023","Digital, Data & Technology","London","London","705","[c]","44610","40000"
"New entrant CS","2023","Digital, Data & Technology","North East (England)","Outside London","315","[c]","40170","37760"
"New entrant CS","2023","Digital, Data & Technology","North West (England)","Outside London","445","[c]","37800","34400"
"New entrant CS","2023","Digital, Data & Technology","Northern Ireland","Outside London","15","[c]","39470","34700"
"New entrant CS","2023","Digital, Data & Technology","Overseas","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data & Technology","Scotland","Outside London","105","[c]","38860","37350"
"New entrant CS","2023","Digital, Data & Technology","South East (England)","Outside London","200","[c]","37910","36660"
"New entrant CS","2023","Digital, Data & Technology","South West (England)","Outside London","440","[c]","33730","30930"
