"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Science and Engineering","SCS level","SCS level","Unknown","20","20","[c]","[c]"
"In post","2023","Science and Engineering","SEO/HEO","HEO","Heterosexual / straight","2040","1985","33600","32980"
"In post","2023","Science and Engineering","SEO/HEO","HEO","LGBO","125","125","32470","31920"
"In post","2023","Science and Engineering","SEO/HEO","HEO","Undeclared","300","290","34440","34200"
"In post","2023","Science and Engineering","SEO/HEO","HEO","Unknown","530","520","31930","30650"
"In post","2023","Science and Engineering","SEO/HEO","SEO","Heterosexual / straight","2475","2385","42870","42620"
"In post","2023","Science and Engineering","SEO/HEO","SEO","LGBO","125","120","41400","40420"
"In post","2023","Science and Engineering","SEO/HEO","SEO","Undeclared","395","375","43110","42650"
"In post","2023","Science and Engineering","SEO/HEO","SEO","Unknown","515","500","41640","40510"
"In post","2023","Science and Engineering","Unknown","Unknown","Heterosexual / straight","620","610","44630","43360"
"In post","2023","Science and Engineering","Unknown","Unknown","LGBO","25","25","[c]","[c]"
"In post","2023","Science and Engineering","Unknown","Unknown","Undeclared","85","80","48810","46390"
"In post","2023","Science and Engineering","Unknown","Unknown","Unknown","90","90","39250","33840"
"In post","2023","Security","AA/AO","AA","Heterosexual / straight","1845","1790","22350","21380"
"In post","2023","Security","AA/AO","AA","LGBO","50","50","22820","21380"
"In post","2023","Security","AA/AO","AA","Undeclared","185","175","22240","21380"
"In post","2023","Security","AA/AO","AA","Unknown","390","385","24240","24430"
"In post","2023","Security","AA/AO","AO","Heterosexual / straight","1845","1805","34200","35010"
"In post","2023","Security","AA/AO","AO","LGBO","65","65","34160","32700"
"In post","2023","Security","AA/AO","AO","Undeclared","270","260","36980","40880"
"In post","2023","Security","AA/AO","AO","Unknown","690","685","33400","30700"
"In post","2023","Security","EO","EO","Heterosexual / straight","885","860","33540","29530"
"In post","2023","Security","EO","EO","LGBO","45","45","33090","29400"
"In post","2023","Security","EO","EO","Undeclared","135","130","37400","33470"
"In post","2023","Security","EO","EO","Unknown","160","160","32650","29210"
"In post","2023","Security","G6/G7","G6","Heterosexual / straight","135","135","71210","69480"
"In post","2023","Security","G6/G7","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Security","G6/G7","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","Security","G6/G7","G6","Unknown","40","40","72120","70500"
"In post","2023","Security","G6/G7","G7","Heterosexual / straight","345","340","57270","56910"
"In post","2023","Security","G6/G7","G7","LGBO","20","20","[c]","[c]"
"In post","2023","Security","G6/G7","G7","Undeclared","45","45","57550","57530"
"In post","2023","Security","G6/G7","G7","Unknown","105","105","57810","57000"
"In post","2023","Security","SCS level","SCS level","Heterosexual / straight","60","60","95540","89480"
"In post","2023","Security","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","SCS level","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Security","SEO/HEO","HEO","Heterosexual / straight","885","855","37780","35000"
"In post","2023","Security","SEO/HEO","HEO","LGBO","55","55","36130","35040"
"In post","2023","Security","SEO/HEO","HEO","Undeclared","145","140","38990","35000"
"In post","2023","Security","SEO/HEO","HEO","Unknown","185","180","36680","35650"
"In post","2023","Security","SEO/HEO","SEO","Heterosexual / straight","580","575","43770","42510"
"In post","2023","Security","SEO/HEO","SEO","LGBO","35","35","42430","42510"
"In post","2023","Security","SEO/HEO","SEO","Undeclared","90","85","44320","42900"
"In post","2023","Security","SEO/HEO","SEO","Unknown","115","115","43440","43000"
"In post","2023","Security","Unknown","Unknown","Heterosexual / straight","35","35","37510","35250"
"In post","2023","Security","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Social Research","AA/AO","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Social Research","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","EO","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Social Research","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","EO","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Social Research","G6/G7","G6","Heterosexual / straight","65","60","69920","70290"
"In post","2023","Social Research","G6/G7","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Social Research","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Social Research","G6/G7","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Social Research","G6/G7","G7","Heterosexual / straight","310","290","56890","56450"
"In post","2023","Social Research","G6/G7","G7","LGBO","20","20","[c]","[c]"
"In post","2023","Social Research","G6/G7","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Social Research","G6/G7","G7","Unknown","45","45","56320","55370"
"In post","2023","Social Research","SCS level","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Social Research","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","SEO/HEO","HEO","Heterosexual / straight","305","290","33670","32170"
"In post","2023","Social Research","SEO/HEO","HEO","LGBO","65","65","33250","31610"
"In post","2023","Social Research","SEO/HEO","HEO","Undeclared","30","30","34320","32460"
"In post","2023","Social Research","SEO/HEO","HEO","Unknown","75","75","35010","35050"
"In post","2023","Social Research","SEO/HEO","SEO","Heterosexual / straight","405","385","41910","41700"
"In post","2023","Social Research","SEO/HEO","SEO","LGBO","45","40","42060","43170"
"In post","2023","Social Research","SEO/HEO","SEO","Undeclared","45","40","42290","41700"
"In post","2023","Social Research","SEO/HEO","SEO","Unknown","75","75","41650","41300"
"In post","2023","Statistics","AA/AO","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Statistics","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","AA/AO","AA","Unknown","30","30","23370","23500"
"In post","2023","Statistics","AA/AO","AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Statistics","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","AA/AO","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Statistics","EO","EO","Heterosexual / straight","160","155","29040","28910"
"In post","2023","Statistics","EO","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Statistics","EO","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Statistics","EO","EO","Unknown","40","40","29050","29660"
"In post","2023","Statistics","G6/G7","G6","Heterosexual / straight","155","145","68970","68130"
"In post","2023","Statistics","G6/G7","G6","LGBO","20","20","[c]","[c]"
"In post","2023","Statistics","G6/G7","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Statistics","G6/G7","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Statistics","G6/G7","G7","Heterosexual / straight","500","480","56950","55720"
"In post","2023","Statistics","G6/G7","G7","LGBO","50","50","57150","55370"
"In post","2023","Statistics","G6/G7","G7","Undeclared","60","55","57890","56950"
"In post","2023","Statistics","G6/G7","G7","Unknown","90","85","56060","55460"
"In post","2023","Statistics","SCS level","SCS level","Heterosexual / straight","60","60","84720","80500"
"In post","2023","Statistics","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","SCS level","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Statistics","SEO/HEO","HEO","Heterosexual / straight","525","510","34590","34250"
"In post","2023","Statistics","SEO/HEO","HEO","LGBO","70","70","34280","34060"
"In post","2023","Statistics","SEO/HEO","HEO","Undeclared","70","65","34380","34190"
"In post","2023","Statistics","SEO/HEO","HEO","Unknown","160","160","32990","32060"
"In post","2023","Statistics","SEO/HEO","SEO","Heterosexual / straight","605","575","42560","42370"
"In post","2023","Statistics","SEO/HEO","SEO","LGBO","70","70","41600","41050"
"In post","2023","Statistics","SEO/HEO","SEO","Undeclared","50","50","42390","42510"
"In post","2023","Statistics","SEO/HEO","SEO","Unknown","125","120","42270","42140"
"In post","2023","Tax","AA/AO","AO","Heterosexual / straight","975","895","22640","22520"
"In post","2023","Tax","AA/AO","AO","LGBO","105","100","22690","22520"
"In post","2023","Tax","AA/AO","AO","Undeclared","80","75","22910","22520"
"In post","2023","Tax","AA/AO","AO","Unknown","895","820","22610","22520"
"In post","2023","Tax","EO","EO","Heterosexual / straight","2475","2335","28720","28130"
"In post","2023","Tax","EO","EO","LGBO","220","215","28470","27890"
"In post","2023","Tax","EO","EO","Undeclared","245","220","29340","28130"
"In post","2023","Tax","EO","EO","Unknown","1455","1380","28720","28130"
"In post","2023","Tax","G6/G7","G6","Heterosexual / straight","480","455","72620","71300"
"In post","2023","Tax","G6/G7","G6","LGBO","25","25","[c]","[c]"
"In post","2023","Tax","G6/G7","G6","Undeclared","80","75","73090","71300"
"In post","2023","Tax","G6/G7","G6","Unknown","90","85","73100","71300"
"In post","2023","Tax","G6/G7","G7","Heterosexual / straight","1515","1450","58860","57970"
"In post","2023","Tax","G6/G7","G7","LGBO","105","105","58370","57970"
"In post","2023","Tax","G6/G7","G7","Undeclared","225","215","58690","57970"
"In post","2023","Tax","G6/G7","G7","Unknown","365","345","59020","57970"
"In post","2023","Tax","SCS level","SCS level","Heterosexual / straight","50","50","82020","78430"
"In post","2023","Tax","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Tax","SCS level","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Tax","SCS level","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Tax","SEO/HEO","HEO","Heterosexual / straight","3560","3390","35780","35000"
"In post","2023","Tax","SEO/HEO","HEO","LGBO","275","270","35350","35000"
"In post","2023","Tax","SEO/HEO","HEO","Undeclared","415","390","36150","35000"
"In post","2023","Tax","SEO/HEO","HEO","Unknown","1545","1475","35980","35000"
"In post","2023","Tax","SEO/HEO","SEO","Heterosexual / straight","1550","1480","43050","42510"
"In post","2023","Tax","SEO/HEO","SEO","LGBO","60","60","42980","42510"
"In post","2023","Tax","SEO/HEO","SEO","Undeclared","190","180","43290","42510"
"In post","2023","Tax","SEO/HEO","SEO","Unknown","385","370","43420","42510"
"In post","2023","Unknown","AA/AO","AA","Heterosexual / straight","815","765","23830","23340"
"In post","2023","Unknown","AA/AO","AA","LGBO","120","115","23350","23340"
"In post","2023","Unknown","AA/AO","AA","Undeclared","50","50","23780","23340"
"In post","2023","Unknown","AA/AO","AA","Unknown","1255","1170","23260","22180"
"In post","2023","Unknown","AA/AO","AO","Heterosexual / straight","1285","1220","25220","25280"
"In post","2023","Unknown","AA/AO","AO","LGBO","140","140","24350","22520"
"In post","2023","Unknown","AA/AO","AO","Undeclared","115","110","24690","24750"
"In post","2023","Unknown","AA/AO","AO","Unknown","1115","1060","26560","26220"
"In post","2023","Unknown","EO","EO","Heterosexual / straight","3145","3015","29850","29450"
"In post","2023","Unknown","EO","EO","LGBO","355","350","29110","29100"
"In post","2023","Unknown","EO","EO","Undeclared","310","300","29000","28770"
"In post","2023","Unknown","EO","EO","Unknown","1855","1790","30050","29100"
"In post","2023","Unknown","G6/G7","G6","Heterosexual / straight","1500","1450","73860","73120"
"In post","2023","Unknown","G6/G7","G6","LGBO","115","110","73400","72300"
"In post","2023","Unknown","G6/G7","G6","Undeclared","235","225","71200","67890"
"In post","2023","Unknown","G6/G7","G6","Unknown","450","440","74180","74000"
"In post","2023","Unknown","G6/G7","G7","Heterosexual / straight","2785","2685","59240","57880"
"In post","2023","Unknown","G6/G7","G7","LGBO","275","270","57700","56160"
"In post","2023","Unknown","G6/G7","G7","Undeclared","530","510","57030","54690"
"In post","2023","Unknown","G6/G7","G7","Unknown","1000","970","59140","58040"
"In post","2023","Unknown","SCS level","SCS level","Heterosexual / straight","530","515","92920","85200"
"In post","2023","Unknown","SCS level","SCS level","LGBO","55","55","95560","84680"
"In post","2023","Unknown","SCS level","SCS level","Undeclared","80","80","90070","84130"
"In post","2023","Unknown","SCS level","SCS level","Unknown","195","190","97310","85200"
"In post","2023","Unknown","SEO/HEO","HEO","Heterosexual / straight","3745","3640","35840","34730"
"In post","2023","Unknown","SEO/HEO","HEO","LGBO","405","400","35360","34730"
"In post","2023","Unknown","SEO/HEO","HEO","Undeclared","440","430","34840","34190"
"In post","2023","Unknown","SEO/HEO","HEO","Unknown","2255","2195","34730","34730"
"In post","2023","Unknown","SEO/HEO","SEO","Heterosexual / straight","3150","3045","45350","43960"
"In post","2023","Unknown","SEO/HEO","SEO","LGBO","290","285","44180","42860"
"In post","2023","Unknown","SEO/HEO","SEO","Undeclared","415","400","43290","41950"
"In post","2023","Unknown","SEO/HEO","SEO","Unknown","1130","1090","45840","44890"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","100","100","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","EO","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Veterinarian","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","G6/G7","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Veterinarian","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","G6/G7","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Veterinarian","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","G6/G7","G7","Heterosexual / straight","75","75","53310","53110"
"In post","2023","Veterinarian","G6/G7","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Veterinarian","G6/G7","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Veterinarian","G6/G7","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Veterinarian","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","SEO/HEO","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Veterinarian","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","SEO/HEO","SEO","Heterosexual / straight","150","140","39970","38200"
"In post","2023","Veterinarian","SEO/HEO","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","Veterinarian","SEO/HEO","SEO","Undeclared","35","35","41350","38260"
"In post","2023","Veterinarian","SEO/HEO","SEO","Unknown","25","20","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","EO","Heterosexual / straight","40","[c]","27610","27140"
"Leaver CS","2023","Commercial","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","HEO","Heterosexual / straight","55","[c]","34410","34250"
"Leaver CS","2023","Commercial","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","SEO","Heterosexual / straight","85","[c]","41480","42150"
"Leaver CS","2023","Commercial","SEO/HEO","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO/HEO","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","G7","Heterosexual / straight","35","[c]","56050","55760"
"Leaver CS","2023","Communications","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6/G7","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","HEO","Heterosexual / straight","75","[c]","35650","34340"
"Leaver CS","2023","Communications","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","SEO","Heterosexual / straight","60","[c]","42370","42170"
"Leaver CS","2023","Communications","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO/HEO","SEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","AO","Heterosexual / straight","65","[c]","23080","21690"
"Leaver CS","2023","Counter Fraud","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AA/AO","AO","Unknown","50","[c]","22590","21690"
"Leaver CS","2023","Counter Fraud","EO","EO","Heterosexual / straight","130","[c]","28560","28120"
"Leaver CS","2023","Counter Fraud","EO","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","EO","Unknown","80","[c]","28970","28120"
"Leaver CS","2023","Counter Fraud","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6/G7","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","HEO","Heterosexual / straight","35","[c]","35300","34500"
"Leaver CS","2023","Counter Fraud","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO/HEO","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","AO","Heterosexual / straight","45","[c]","22850","22220"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","AA/AO","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","EO","EO","Heterosexual / straight","160","[c]","28190","27680"
"Leaver CS","2023","Digital, Data and Technology","EO","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","EO","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","EO","EO","Unknown","110","[c]","28040","28100"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","G6","Heterosexual / straight","85","[c]","71000","71090"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","G6","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","G7","Heterosexual / straight","270","[c]","57360","56460"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","G6/G7","G7","Undeclared","35","[c]","[c]","[c]"
