"Status","Year","Parent_department","Profession_of_post","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Revenue and Customs","Human Resources","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Male","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Greater Manchester","Female","130","120","41650","42140"
"In post","2023","HM Revenue and Customs","Human Resources","Greater Manchester","Male","85","85","37320","34700"
"In post","2023","HM Revenue and Customs","Human Resources","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Inner London - East","Female","70","65","54760","47890"
"In post","2023","HM Revenue and Customs","Human Resources","Inner London - East","Male","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Inner London - West","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Lancashire","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Merseyside","Female","55","50","36050","34550"
"In post","2023","HM Revenue and Customs","Human Resources","Merseyside","Male","40","40","38020","34890"
"In post","2023","HM Revenue and Customs","Human Resources","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Northumberland, and Tyne and Wear","Female","70","65","39510","35000"
"In post","2023","HM Revenue and Customs","Human Resources","Northumberland, and Tyne and Wear","Male","35","35","37770","34820"
"In post","2023","HM Revenue and Customs","Human Resources","Outer London - South","Female","30","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Outer London - South","Male","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Shropshire and Staffordshire","Female","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Shropshire and Staffordshire","Male","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Surrey, East and West Sussex","Female","15","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Surrey, East and West Sussex","Male","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","West Central Scotland","Female","25","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","West Central Scotland","Male","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","West Midlands","Female","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","West Yorkshire","Female","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Human Resources","West Yorkshire","Male","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Derbyshire and Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Derbyshire and Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Greater Manchester","Female","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Greater Manchester","Male","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Inner London - East","Female","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Inner London - East","Male","40","40","48610","45370"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Northumberland, and Tyne and Wear","Female","20","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Northumberland, and Tyne and Wear","Male","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Outer London - South","Female","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Outer London - South","Male","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","West Central Scotland","Female","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","West Central Scotland","Male","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","West Midlands","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","West Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Intelligence Analysis","West Yorkshire","Male","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Greater Manchester","Male","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Inner London - East","Male","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Northumberland, and Tyne and Wear","Female","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Internal Audit","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Derbyshire and Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Derbyshire and Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Male","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Greater Manchester","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Greater Manchester","Male","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Inner London - East","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Merseyside","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Outer London - South","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Outer London - South","Male","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","West Midlands","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","West Midlands","Male","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","West Yorkshire","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","International Trade","West Yorkshire","Male","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Inner London - East","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Knowledge and Information Management","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Berkshire, Buckinghamshire and Oxfordshire","Female","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Berkshire, Buckinghamshire and Oxfordshire","Male","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Derbyshire and Nottinghamshire","Female","45","40","34100","29730"
"In post","2023","HM Revenue and Customs","Legal","Derbyshire and Nottinghamshire","Male","60","60","36110","35000"
"In post","2023","HM Revenue and Customs","Legal","East Anglia","Female","110","90","27950","28130"
"In post","2023","HM Revenue and Customs","Legal","East Anglia","Male","105","100","30370","28130"
"In post","2023","HM Revenue and Customs","Legal","East Wales","Female","70","60","30320","28130"
"In post","2023","HM Revenue and Customs","Legal","East Wales","Male","70","65","34480","29730"
"In post","2023","HM Revenue and Customs","Legal","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Female","50","45","37350","34400"
"In post","2023","HM Revenue and Customs","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Male","65","65","37280","35000"
"In post","2023","HM Revenue and Customs","Legal","Greater Manchester","Female","165","150","39670","35000"
"In post","2023","HM Revenue and Customs","Legal","Greater Manchester","Male","205","205","39150","35000"
"In post","2023","HM Revenue and Customs","Legal","Hampshire and Isle of Wight","Female","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Hampshire and Isle of Wight","Male","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Inner London - East","Female","280","260","46880","39790"
"In post","2023","HM Revenue and Customs","Legal","Inner London - East","Male","305","300","46670","39790"
"In post","2023","HM Revenue and Customs","Legal","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Kent","Female","40","35","31450","29730"
"In post","2023","HM Revenue and Customs","Legal","Kent","Male","45","45","35050","35000"
"In post","2023","HM Revenue and Customs","Legal","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Merseyside","Female","25","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Merseyside","Male","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Northern Ireland","Female","35","35","31920","29730"
"In post","2023","HM Revenue and Customs","Legal","Northern Ireland","Male","70","70","33460","32070"
"In post","2023","HM Revenue and Customs","Legal","Northumberland, and Tyne and Wear","Female","30","25","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Northumberland, and Tyne and Wear","Male","30","30","36360","34550"
"In post","2023","HM Revenue and Customs","Legal","Outer London - South","Female","110","105","44960","39450"
"In post","2023","HM Revenue and Customs","Legal","Outer London - South","Male","160","155","44190","39790"
"In post","2023","HM Revenue and Customs","Legal","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Legal","West Central Scotland","Female","80","75","33880","34700"
"In post","2023","HM Revenue and Customs","Legal","West Central Scotland","Male","75","70","33660","34400"
"In post","2023","HM Revenue and Customs","Legal","West Midlands","Female","40","35","32610","29730"
"In post","2023","HM Revenue and Customs","Legal","West Midlands","Male","60","55","34200","34700"
"In post","2023","HM Revenue and Customs","Legal","West Yorkshire","Female","45","45","37400","34700"
"In post","2023","HM Revenue and Customs","Legal","West Yorkshire","Male","55","55","37510","35000"
"In post","2023","HM Revenue and Customs","Operational Delivery","Bedfordshire and Hertfordshire","Female","5","5","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Female","70","60","30310","27650"
"In post","2023","HM Revenue and Customs","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Male","90","85","26640","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Derbyshire and Nottinghamshire","Female","1055","945","29570","27650"
"In post","2023","HM Revenue and Customs","Operational Delivery","Derbyshire and Nottinghamshire","Male","845","815","29300","27650"
"In post","2023","HM Revenue and Customs","Operational Delivery","Devon","Female","220","200","25870","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Devon","Male","140","140","26130","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","East Anglia","Female","50","45","30060","28130"
"In post","2023","HM Revenue and Customs","Operational Delivery","East Anglia","Male","40","40","30780","29730"
"In post","2023","HM Revenue and Customs","Operational Delivery","East Wales","Female","1115","975","28340","27650"
"In post","2023","HM Revenue and Customs","Operational Delivery","East Wales","Male","1005","965","28400","27650"
"In post","2023","HM Revenue and Customs","Operational Delivery","East Yorkshire and Northern Lincolnshire","Female","15","15","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Eastern Scotland","Female","505","465","27090","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Eastern Scotland","Male","460","445","28060","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Essex","Female","35","30","30840","26020"
"In post","2023","HM Revenue and Customs","Operational Delivery","Essex","Male","10","10","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Female","180","160","32280","29730"
"In post","2023","HM Revenue and Customs","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Male","170","165","32160","28130"
"In post","2023","HM Revenue and Customs","Operational Delivery","Greater Manchester","Female","1305","1185","30020","27890"
"In post","2023","HM Revenue and Customs","Operational Delivery","Greater Manchester","Male","1320","1275","29980","27890"
"In post","2023","HM Revenue and Customs","Operational Delivery","Hampshire and Isle of Wight","Female","365","310","26060","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Hampshire and Isle of Wight","Male","215","200","26460","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Inner London - East","Female","830","745","34760","32530"
"In post","2023","HM Revenue and Customs","Operational Delivery","Inner London - East","Male","470","450","36290","32540"
"In post","2023","HM Revenue and Customs","Operational Delivery","Inner London - West","Female","50","50","44120","39620"
"In post","2023","HM Revenue and Customs","Operational Delivery","Inner London - West","Male","30","30","55990","65170"
"In post","2023","HM Revenue and Customs","Operational Delivery","Kent","Female","30","25","30140","27890"
"In post","2023","HM Revenue and Customs","Operational Delivery","Kent","Male","20","20","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Lancashire","Female","590","485","27700","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Lancashire","Male","460","430","27350","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Merseyside","Female","1950","1725","27580","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Merseyside","Male","1310","1275","28340","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","HM Revenue and Customs","Operational Delivery","Northern Ireland","Female","650","570","28130","27890"
"In post","2023","HM Revenue and Customs","Operational Delivery","Northern Ireland","Male","550","535","27660","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Northumberland, and Tyne and Wear","Female","3830","3135","26640","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Northumberland, and Tyne and Wear","Male","2235","2110","27600","22520"
"In post","2023","HM Revenue and Customs","Operational Delivery","Outer London - East and North East","Female","5","5","[c]","[c]"
