"Status","Year","Disability","Ethnicity","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Black","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Education Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Education Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","FCDO Services","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Commercial Organisation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Commercial Organisation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Legal Department","Female","10","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Legal Department","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Courts and Tribunals Service","Female","105","95","27650","25480"
"In post","2023","Declared disabled","Black","HM Courts and Tribunals Service","Male","30","30","26960","25480"
"In post","2023","Declared disabled","Black","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Crown Prosecution Service Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Prison and Probation Service","Female","330","315","33440","31310"
"In post","2023","Declared disabled","Black","HM Prison and Probation Service","Male","125","120","35980","33810"
"In post","2023","Declared disabled","Black","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Revenue and Customs (excl. agencies)","Female","125","120","36530","34700"
"In post","2023","Declared disabled","Black","HM Revenue and Customs (excl. agencies)","Male","65","65","34780","32540"
"In post","2023","Declared disabled","Black","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury (excl. agencies)","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Home Office","Female","135","125","33750","30200"
"In post","2023","Declared disabled","Black","Home Office","Male","45","40","35230","30410"
"In post","2023","Declared disabled","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence (excl. agencies)","Female","35","35","38090","37940"
"In post","2023","Declared disabled","Black","Ministry of Defence (excl. agencies)","Male","25","20","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Justice (excl. agencies)","Female","45","45","39130","35410"
"In post","2023","Declared disabled","Black","Ministry of Justice (excl. agencies)","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Infrastructure Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","National Savings and Investments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Public Guardian","Female","15","10","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Queen Elizabeth II Centre","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Serious Fraud Office","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The Insolvency Service","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Debt Management Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Health Security Agency","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Health Security Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Valuation Office Agency","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Black","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Black","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Active Travel England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Active Travel England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Active Travel England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Advisory, Conciliation and Arbitration Service","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Building Digital UK","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Building Digital UK","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Building Digital UK","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cabinet Office (excl. agencies)","Female","25","25","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cabinet Office (excl. agencies)","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Central Civil Service Fast Stream","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Central Civil Service Fast Stream","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Mixed","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
