"Status","Year","Age","Function_of_post","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","Human Resources","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Crown Prosecution Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Defence Electronics and Components Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Defence Equipment and Support","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Defence Equipment and Support","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Defence Science and Technology Laboratory","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Education (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Transport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Work and Pensions (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Work and Pensions (excl. agencies)","EO","95","75","28650","28120"
"In post","2023","60-64","Human Resources","Department for Work and Pensions (excl. agencies)","G6","10","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Department for Work and Pensions (excl. agencies)","G7","15","10","52600","51790"
"In post","2023","60-64","Human Resources","Department for Work and Pensions (excl. agencies)","HEO","40","30","35050","34170"
"In post","2023","60-64","Human Resources","Department for Work and Pensions (excl. agencies)","SEO","25","20","40450","38470"
"In post","2023","60-64","Human Resources","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Department of Health and Social Care (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Driver and Vehicle Licensing Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Driver and Vehicle Licensing Agency","HEO","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Driver and Vehicle Standards Agency","HEO","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","FCDO Services","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","FCDO Services","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Government Internal Audit Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Prison and Probation Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Prison and Probation Service","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Revenue and Customs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Revenue and Customs (excl. agencies)","EO","20","15","29270","28130"
"In post","2023","60-64","Human Resources","HM Revenue and Customs (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Revenue and Customs (excl. agencies)","G7","15","10","57690","57970"
"In post","2023","60-64","Human Resources","HM Revenue and Customs (excl. agencies)","HEO","40","30","36830","36210"
"In post","2023","60-64","Human Resources","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Revenue and Customs (excl. agencies)","SEO","20","10","44430","44930"
"In post","2023","60-64","Human Resources","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Treasury (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","HM Treasury (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Health and Safety Executive","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Health and Safety Executive","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Home Office","AO","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Home Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Home Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Home Office","HEO","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Home Office","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Met Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Met Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Met Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Ministry of Defence (excl. agencies)","AA","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Ministry of Defence (excl. agencies)","AO","65","60","22530","22220"
"In post","2023","60-64","Human Resources","Ministry of Defence (excl. agencies)","EO","255","245","29860","29570"
"In post","2023","60-64","Human Resources","Ministry of Defence (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Ministry of Defence (excl. agencies)","G7","20","20","57530","58670"
"In post","2023","60-64","Human Resources","Ministry of Defence (excl. agencies)","HEO","175","170","36300","35350"
"In post","2023","60-64","Human Resources","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Ministry of Defence (excl. agencies)","SEO","55","50","44490","42070"
"In post","2023","60-64","Human Resources","Ministry of Defence (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Ministry of Justice (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2023","60-64","Human Resources","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Ministry of Justice (excl. agencies)","G7","10","10","[c]","[c]"
"In post","2023","60-64","Human Resources","Ministry of Justice (excl. agencies)","HEO","20","15","32350","32410"
"In post","2023","60-64","Human Resources","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Ministry of Justice (excl. agencies)","SEO","25","20","42070","41510"
"In post","2023","60-64","Human Resources","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","National Crime Agency","HEO","10","10","[c]","[c]"
"In post","2023","60-64","Human Resources","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Health Security Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Health Security Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Health Security Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Health Security Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Human Resources","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","FCDO Services","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Government Internal Audit Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Government Internal Audit Agency","G7","15","10","56630","57430"
"In post","2023","60-64","Internal Audit","Government Internal Audit Agency","HEO","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Government Internal Audit Agency","SEO","25","20","45820","44210"
"In post","2023","60-64","Internal Audit","HM Prison and Probation Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","HM Prison and Probation Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","HM Prison and Probation Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","HM Revenue and Customs (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Maritime and Coastguard Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Met Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Ministry of Defence (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Ministry of Defence (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Ministry of Defence (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2023","60-64","Internal Audit","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Internal Audit","Vehicle Certification Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Companies House","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Crown Office and Procurator Fiscal Service","G6","15","10","74730","74000"
"In post","2023","60-64","Legal","Crown Office and Procurator Fiscal Service","G7","15","15","60320","58850"
"In post","2023","60-64","Legal","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Crown Prosecution Service","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Crown Prosecution Service","AO","110","95","23630","22870"
"In post","2023","60-64","Legal","Crown Prosecution Service","EO","85","70","29210","28850"
"In post","2023","60-64","Legal","Crown Prosecution Service","G6","20","20","82410","79200"
"In post","2023","60-64","Legal","Crown Prosecution Service","G7","215","180","60510","60800"
"In post","2023","60-64","Legal","Crown Prosecution Service","HEO","25","20","35130","35000"
"In post","2023","60-64","Legal","Crown Prosecution Service","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Legal","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Work and Pensions (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Work and Pensions (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Department for Work and Pensions (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","FCDO Services","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","FCDO Services","G7","5","5","[c]","[c]"
"In post","2023","60-64","Legal","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Government Legal Department","EO","10","10","29690","30130"
"In post","2023","60-64","Legal","Government Legal Department","G6","45","40","73920","74900"
"In post","2023","60-64","Legal","Government Legal Department","G7","20","15","57530","57590"
"In post","2023","60-64","Legal","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Government Legal Department","SCS level","20","15","90060","86380"
"In post","2023","60-64","Legal","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","HM Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","HM Land Registry","EO","10","5","28800","28080"
"In post","2023","60-64","Legal","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","HM Land Registry","G7","15","10","66400","67290"
"In post","2023","60-64","Legal","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","HM Revenue and Customs (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","HM Revenue and Customs (excl. agencies)","AO","25","20","24170","22520"
"In post","2023","60-64","Legal","HM Revenue and Customs (excl. agencies)","EO","20","15","30080","29730"
"In post","2023","60-64","Legal","HM Revenue and Customs (excl. agencies)","G6","10","10","77860","80380"
"In post","2023","60-64","Legal","HM Revenue and Customs (excl. agencies)","G7","10","10","60150","57980"
"In post","2023","60-64","Legal","HM Revenue and Customs (excl. agencies)","HEO","20","15","35590","35000"
"In post","2023","60-64","Legal","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","HM Revenue and Customs (excl. agencies)","SEO","15","15","43770","42510"
"In post","2023","60-64","Legal","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Health and Safety Executive","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Intellectual Property Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Met Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Legal","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Active Travel England","SEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Advisory, Conciliation and Arbitration Service","EO","25","20","26330","26320"
"In post","2023","60-64","No function","Advisory, Conciliation and Arbitration Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Advisory, Conciliation and Arbitration Service","HEO","40","30","34810","35190"
"In post","2023","60-64","No function","Advisory, Conciliation and Arbitration Service","SEO","10","10","42300","41330"
"In post","2023","60-64","No function","Animal and Plant Health Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Animal and Plant Health Agency","AO","75","70","23130","22150"
"In post","2023","60-64","No function","Animal and Plant Health Agency","EO","60","55","27250","26850"
"In post","2023","60-64","No function","Animal and Plant Health Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Animal and Plant Health Agency","G7","15","15","54440","54880"
"In post","2023","60-64","No function","Animal and Plant Health Agency","HEO","30","30","31920","30840"
"In post","2023","60-64","No function","Animal and Plant Health Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Animal and Plant Health Agency","SEO","35","30","42650","40960"
"In post","2023","60-64","No function","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Building Digital UK","HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Cabinet Office (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2023","60-64","No function","Cabinet Office (excl. agencies)","EO","10","10","30020","30570"
"In post","2023","60-64","No function","Cabinet Office (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","60-64","No function","Cabinet Office (excl. agencies)","G7","5","5","[c]","[c]"
"In post","2023","60-64","No function","Cabinet Office (excl. agencies)","HEO","10","10","[c]","[c]"
"In post","2023","60-64","No function","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Cabinet Office (excl. agencies)","SEO","5","5","[c]","[c]"
"In post","2023","60-64","No function","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","No function","Charity Commission","EO","10","10","26200","25300"
"In post","2023","60-64","No function","Charity Commission","G6","[c]","[c]","[c]","[c]"
