"Status","Year","Age","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","65+","Counter Fraud","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","AO","80","[c]","21840","21690"
"Leaver CS","2023","65+","Debt","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","AO","10","[c]","23630","22280"
"Leaver CS","2023","65+","Digital, Data & Technology","EO","30","[c]","29090","28120"
"Leaver CS","2023","65+","Digital, Data & Technology","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","HEO","30","[c]","34530","34170"
"Leaver CS","2023","65+","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","SEO","20","[c]","43910","42110"
"Leaver CS","2023","65+","Finance","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","EO","20","[c]","27800","28070"
"Leaver CS","2023","65+","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","HEO","20","[c]","35420","34300"
"Leaver CS","2023","65+","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","SEO","20","[c]","47630","46470"
"Leaver CS","2023","65+","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","AO","15","[c]","21960","21720"
"Leaver CS","2023","65+","Grants Management","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","AA","10","[c]","21540","20750"
"Leaver CS","2023","65+","Human Resources","AO","70","[c]","22370","22220"
"Leaver CS","2023","65+","Human Resources","EO","55","[c]","30400","29670"
"Leaver CS","2023","65+","Human Resources","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","HEO","40","[c]","35180","34470"
"Leaver CS","2023","65+","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","SEO","15","[c]","44770","42550"
"Leaver CS","2023","65+","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","G7","15","[c]","60420","58780"
"Leaver CS","2023","65+","Legal","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","AA","340","[c]","20330","19930"
"Leaver CS","2023","65+","No function","AO","1265","[c]","22430","21690"
"Leaver CS","2023","65+","No function","EO","855","[c]","28650","28120"
"Leaver CS","2023","65+","No function","G6","35","[c]","74530","71750"
"Leaver CS","2023","65+","No function","G7","90","[c]","60680","59430"
"Leaver CS","2023","65+","No function","HEO","230","[c]","35820","34850"
"Leaver CS","2023","65+","No function","SCS level","20","[c]","119320","119130"
"Leaver CS","2023","65+","No function","SEO","140","[c]","44780","43550"
"Leaver CS","2023","65+","No function","Unknown","220","[c]","39350","29050"
"Leaver CS","2023","65+","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","G6","15","[c]","73290","75980"
"Leaver CS","2023","65+","Project Delivery","G7","15","[c]","53100","51610"
"Leaver CS","2023","65+","Project Delivery","HEO","20","[c]","33420","33820"
"Leaver CS","2023","65+","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Project Delivery","SEO","30","[c]","44560","43080"
"Leaver CS","2023","65+","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","AA","20","[c]","19660","18830"
"Leaver CS","2023","65+","Property","AO","25","[c]","23670","22360"
"Leaver CS","2023","65+","Property","EO","15","[c]","28200","27590"
"Leaver CS","2023","65+","Property","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Property","HEO","20","[c]","35540","34300"
"Leaver CS","2023","65+","Property","SEO","20","[c]","45880","47430"
"Leaver CS","2023","65+","Security","AA","60","[c]","22780","21500"
"Leaver CS","2023","65+","Security","AO","35","[c]","29030","22580"
"Leaver CS","2023","65+","Security","EO","10","[c]","32990","29200"
"Leaver CS","2023","65+","Security","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","AA","25","[c]","25150","24890"
"Leaver CS","2023","65+","Unknown","AO","40","[c]","26540","26220"
"Leaver CS","2023","65+","Unknown","EO","25","[c]","31420","31940"
"Leaver CS","2023","65+","Unknown","G6","15","[c]","77820","79110"
"Leaver CS","2023","65+","Unknown","G7","25","[c]","61160","61440"
"Leaver CS","2023","65+","Unknown","HEO","35","[c]","37030","38160"
"Leaver CS","2023","65+","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","SEO","30","[c]","47060","47470"
"Leaver CS","2023","65+","Unknown","Unknown","10","[c]","43850","33480"
"Leaver CS","2023","Unknown","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","EO","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","EO","25","[c]","27940","27590"
"Leaver Dept.","2023","20-29","Analysis","G7","20","[c]","57270","56390"
"Leaver Dept.","2023","20-29","Analysis","HEO","195","[c]","33150","33250"
"Leaver Dept.","2023","20-29","Analysis","SEO","60","[c]","41990","41750"
"Leaver Dept.","2023","20-29","Commercial","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","EO","25","[c]","27750","27500"
"Leaver Dept.","2023","20-29","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Commercial","HEO","30","[c]","32280","32000"
"Leaver Dept.","2023","20-29","Commercial","SEO","15","[c]","40610","41060"
"Leaver Dept.","2023","20-29","Communications","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","EO","25","[c]","27750","28370"
"Leaver Dept.","2023","20-29","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Communications","HEO","75","[c]","33360","33330"
"Leaver Dept.","2023","20-29","Communications","SEO","15","[c]","42190","42670"
"Leaver Dept.","2023","20-29","Counter Fraud","AO","20","[c]","22880","21690"
"Leaver Dept.","2023","20-29","Counter Fraud","EO","60","[c]","29080","28120"
"Leaver Dept.","2023","20-29","Counter Fraud","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","AO","75","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","AO","10","[c]","21410","21630"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","EO","35","[c]","27520","27570"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","G7","10","[c]","52940","52300"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","HEO","75","[c]","32290","32670"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","SEO","40","[c]","41570","41130"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","EO","25","[c]","28430","28120"
"Leaver Dept.","2023","20-29","Finance","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Finance","HEO","70","[c]","33620","33250"
"Leaver Dept.","2023","20-29","Finance","SEO","15","[c]","40310","40140"
"Leaver Dept.","2023","20-29","Grants Management","AO","15","[c]","21870","22150"
"Leaver Dept.","2023","20-29","Grants Management","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","AO","25","[c]","22450","21810"
"Leaver Dept.","2023","20-29","Human Resources","EO","65","[c]","27470","27820"
"Leaver Dept.","2023","20-29","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","G7","15","[c]","52310","53380"
"Leaver Dept.","2023","20-29","Human Resources","HEO","95","[c]","32680","32280"
"Leaver Dept.","2023","20-29","Human Resources","SEO","15","[c]","40430","39430"
"Leaver Dept.","2023","20-29","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","AO","25","[c]","24000","24480"
"Leaver Dept.","2023","20-29","Legal","EO","30","[c]","27520","27590"
"Leaver Dept.","2023","20-29","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","HEO","20","[c]","33200","31640"
"Leaver Dept.","2023","20-29","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","AA","40","[c]","20510","19930"
"Leaver Dept.","2023","20-29","No function","AO","715","[c]","22440","21780"
"Leaver Dept.","2023","20-29","No function","EO","890","[c]","28440","28120"
"Leaver Dept.","2023","20-29","No function","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","G7","215","[c]","55170","54700"
"Leaver Dept.","2023","20-29","No function","HEO","800","[c]","34190","34290"
"Leaver Dept.","2023","20-29","No function","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","SEO","325","[c]","41120","41410"
"Leaver Dept.","2023","20-29","No function","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","EO","30","[c]","27500","27260"
"Leaver Dept.","2023","20-29","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Project Delivery","HEO","105","[c]","33020","33250"
"Leaver Dept.","2023","20-29","Project Delivery","SEO","25","[c]","40130","41440"
"Leaver Dept.","2023","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","AO","15","[c]","22330","22520"
"Leaver Dept.","2023","20-29","Property","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","AA","10","[c]","23830","22960"
"Leaver Dept.","2023","20-29","Security","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","EO","20","[c]","25780","24860"
"Leaver Dept.","2023","20-29","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","HEO","20","[c]","34980","35330"
"Leaver Dept.","2023","20-29","Security","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","EO","85","[c]","27450","26980"
"Leaver Dept.","2023","20-29","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","G7","40","[c]","53570","54870"
"Leaver Dept.","2023","20-29","Unknown","HEO","365","[c]","32430","32000"
"Leaver Dept.","2023","20-29","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","SEO","55","[c]","39890","39270"
"Leaver Dept.","2023","30-39","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","G7","50","[c]","54860","54860"
"Leaver Dept.","2023","30-39","Analysis","HEO","50","[c]","33210","33170"
"Leaver Dept.","2023","30-39","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","SEO","50","[c]","41750","42010"
"Leaver Dept.","2023","30-39","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","G7","15","[c]","51010","51360"
"Leaver Dept.","2023","30-39","Commercial","HEO","25","[c]","33150","32520"
"Leaver Dept.","2023","30-39","Commercial","SEO","35","[c]","40700","40780"
"Leaver Dept.","2023","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","G7","20","[c]","55480","56340"
"Leaver Dept.","2023","30-39","Communications","HEO","35","[c]","35030","33630"
"Leaver Dept.","2023","30-39","Communications","SEO","40","[c]","42690","41900"
"Leaver Dept.","2023","30-39","Counter Fraud","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","EO","55","[c]","28950","28120"
"Leaver Dept.","2023","30-39","Counter Fraud","HEO","20","[c]","33990","34170"
"Leaver Dept.","2023","30-39","Counter Fraud","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Debt","AO","40","[c]","21620","21690"
"Leaver Dept.","2023","30-39","Debt","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","EO","30","[c]","27290","26960"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","G7","55","[c]","54890","54700"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","HEO","70","[c]","33260","33290"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","SEO","70","[c]","40700","40390"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","EO","25","[c]","27390","26670"
"Leaver Dept.","2023","30-39","Finance","G6","15","[c]","66980","66620"
"Leaver Dept.","2023","30-39","Finance","G7","30","[c]","53100","52250"
"Leaver Dept.","2023","30-39","Finance","HEO","25","[c]","33820","33870"
"Leaver Dept.","2023","30-39","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","SEO","40","[c]","42030","42390"
"Leaver Dept.","2023","30-39","Grants Management","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","AO","35","[c]","21810","21720"
"Leaver Dept.","2023","30-39","Human Resources","EO","35","[c]","27500","27180"
"Leaver Dept.","2023","30-39","Human Resources","G6","15","[c]","66370","66530"
"Leaver Dept.","2023","30-39","Human Resources","G7","35","[c]","55360","55240"
"Leaver Dept.","2023","30-39","Human Resources","HEO","70","[c]","33140","32400"
"Leaver Dept.","2023","30-39","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","SEO","55","[c]","41340","41050"
"Leaver Dept.","2023","30-39","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","EO","20","[c]","27720","27350"
"Leaver Dept.","2023","30-39","Legal","G6","20","[c]","66740","65660"
"Leaver Dept.","2023","30-39","Legal","G7","35","[c]","53350","52020"
"Leaver Dept.","2023","30-39","Legal","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","AA","30","[c]","20510","19930"
"Leaver Dept.","2023","30-39","No function","AO","505","[c]","22240","21780"
"Leaver Dept.","2023","30-39","No function","EO","735","[c]","28210","28120"
"Leaver Dept.","2023","30-39","No function","G6","160","[c]","66160","65440"
"Leaver Dept.","2023","30-39","No function","G7","460","[c]","55060","54700"
"Leaver Dept.","2023","30-39","No function","HEO","455","[c]","34010","34020"
"Leaver Dept.","2023","30-39","No function","SCS level","55","[c]","76060","73470"
"Leaver Dept.","2023","30-39","No function","SEO","385","[c]","41340","41420"
"Leaver Dept.","2023","30-39","No function","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","EO","20","[c]","27230","27060"
"Leaver Dept.","2023","30-39","Project Delivery","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","G7","40","[c]","53360","53420"
"Leaver Dept.","2023","30-39","Project Delivery","HEO","60","[c]","34290","33000"
"Leaver Dept.","2023","30-39","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","SEO","45","[c]","41050","40800"
"Leaver Dept.","2023","30-39","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","AO","15","[c]","22280","22520"
"Leaver Dept.","2023","30-39","Property","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","HEO","15","[c]","34760","34220"
"Leaver Dept.","2023","30-39","Property","SEO","10","[c]","40930","40120"
"Leaver Dept.","2023","30-39","Security","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","AO","10","[c]","24920","21830"
"Leaver Dept.","2023","30-39","Security","EO","15","[c]","27310","26300"
"Leaver Dept.","2023","30-39","Security","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","HEO","15","[c]","33790","33520"
"Leaver Dept.","2023","30-39","Security","SEO","15","[c]","40340","40540"
"Leaver Dept.","2023","30-39","Unknown","AO","15","[c]","25890","26220"
"Leaver Dept.","2023","30-39","Unknown","EO","25","[c]","29370","29450"
"Leaver Dept.","2023","30-39","Unknown","G6","40","[c]","70130","69010"
"Leaver Dept.","2023","30-39","Unknown","G7","100","[c]","54490","55120"
"Leaver Dept.","2023","30-39","Unknown","HEO","140","[c]","33950","32960"
"Leaver Dept.","2023","30-39","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","SEO","75","[c]","41940","41750"
"Leaver Dept.","2023","30-39","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","G7","15","[c]","56340","56870"
"Leaver Dept.","2023","40-49","Analysis","HEO","10","[c]","34370","33980"
"Leaver Dept.","2023","40-49","Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","SEO","15","[c]","41910","40130"
"Leaver Dept.","2023","40-49","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Commercial","G7","15","[c]","53220","54250"
"Leaver Dept.","2023","40-49","Commercial","HEO","10","[c]","34130","33990"
"Leaver Dept.","2023","40-49","Commercial","SEO","35","[c]","42040","41590"
"Leaver Dept.","2023","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","G7","15","[c]","56890","56430"
"Leaver Dept.","2023","40-49","Communications","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","SEO","15","[c]","42840","42950"
"Leaver Dept.","2023","40-49","Counter Fraud","AO","15","[c]","22840","21690"
"Leaver Dept.","2023","40-49","Counter Fraud","EO","35","[c]","29280","28120"
"Leaver Dept.","2023","40-49","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","AO","30","[c]","21600","21690"
"Leaver Dept.","2023","40-49","Debt","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","EO","25","[c]","27470","27170"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","G6","20","[c]","68480","67080"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","G7","55","[c]","55330","55860"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","HEO","35","[c]","33460","32950"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","SEO","60","[c]","42250","41800"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Finance","G6","15","[c]","71590","72710"
"Leaver Dept.","2023","40-49","Finance","G7","15","[c]","52960","51770"
"Leaver Dept.","2023","40-49","Finance","HEO","25","[c]","33400","33050"
"Leaver Dept.","2023","40-49","Finance","SCS level","10","[c]","[c]","[c]"
