"Status","Year","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","UK Statistics Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","SCS level","Female","40","40","85610","80000"
"In post","2023","UK Statistics Authority","SCS level","Male","55","55","86640","77170"
"In post","2023","UK Statistics Authority","SEO/HEO","Female","1460","1385","35250","34560"
"In post","2023","UK Statistics Authority","SEO/HEO","Male","1125","1110","35500","37690"
"In post","2023","UK Statistics Authority","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","UK Supreme Court","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","EO","Female","15","15","[c]","[c]"
"In post","2023","UK Supreme Court","EO","Male","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","EO","Female","25","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","EO","Male","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","G6/G7","Female","30","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","G6/G7","Male","45","45","80680","76500"
"In post","2023","Water Services Regulation Authority","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","SEO/HEO","Female","70","65","47190","44580"
"In post","2023","Water Services Regulation Authority","SEO/HEO","Male","70","70","48500","47780"
"In post","2023","Welsh Government","AA/AO","Female","525","470","25110","25620"
"In post","2023","Welsh Government","AA/AO","Male","320","305","25160","25620"
"In post","2023","Welsh Government","EO","Female","625","580","29810","30610"
"In post","2023","Welsh Government","EO","Male","450","440","29920","30610"
"In post","2023","Welsh Government","G6/G7","Female","640","600","63960","63900"
"In post","2023","Welsh Government","G6/G7","Male","540","525","65190","63900"
"In post","2023","Welsh Government","SCS level","Female","85","80","86890","81600"
"In post","2023","Welsh Government","SCS level","Male","110","105","92470","83390"
"In post","2023","Welsh Government","SEO/HEO","Female","1740","1620","42630","39690"
"In post","2023","Welsh Government","SEO/HEO","Male","1020","995","43050","41700"
"Leaver CS","2023","Attorney General's Departments","AA/AO","Female","120","[c]","22830","22870"
"Leaver CS","2023","Attorney General's Departments","AA/AO","Male","55","[c]","22950","22870"
"Leaver CS","2023","Attorney General's Departments","EO","Female","95","[c]","28260","27980"
"Leaver CS","2023","Attorney General's Departments","EO","Male","35","[c]","28410","28180"
"Leaver CS","2023","Attorney General's Departments","G6/G7","Female","195","[c]","58420","56340"
"Leaver CS","2023","Attorney General's Departments","G6/G7","Male","150","[c]","61470","61100"
"Leaver CS","2023","Attorney General's Departments","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","SEO/HEO","Female","75","[c]","37340","38760"
"Leaver CS","2023","Attorney General's Departments","SEO/HEO","Male","55","[c]","39050","39140"
"Leaver CS","2023","Cabinet Office","AA/AO","Female","60","[c]","20620","21050"
"Leaver CS","2023","Cabinet Office","AA/AO","Male","50","[c]","20200","20890"
"Leaver CS","2023","Cabinet Office","EO","Female","70","[c]","26880","27500"
"Leaver CS","2023","Cabinet Office","EO","Male","50","[c]","26640","27110"
"Leaver CS","2023","Cabinet Office","G6/G7","Female","200","[c]","61110","58460"
"Leaver CS","2023","Cabinet Office","G6/G7","Male","220","[c]","62020","59250"
"Leaver CS","2023","Cabinet Office","SCS level","Female","35","[c]","107680","103000"
"Leaver CS","2023","Cabinet Office","SCS level","Male","50","[c]","115340","103090"
"Leaver CS","2023","Cabinet Office","SEO/HEO","Female","240","[c]","35190","34550"
"Leaver CS","2023","Cabinet Office","SEO/HEO","Male","165","[c]","35520","34550"
"Leaver CS","2023","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Female","90","[c]","22180","22180"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","AA/AO","Male","65","[c]","21540","21380"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","EO","Female","75","[c]","26540","25630"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","EO","Male","75","[c]","27010","26570"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Female","145","[c]","56470","53600"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","G6/G7","Male","180","[c]","57950","54760"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","210","[c]","36840","35210"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","255","[c]","37950","39650"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","G6/G7","Female","50","[c]","57000","54090"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","G6/G7","Male","50","[c]","57490","53990"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","55","[c]","35450","35040"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","45","[c]","35830","35620"
"Leaver CS","2023","Department for Education","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","EO","Female","45","[c]","25550","25900"
"Leaver CS","2023","Department for Education","EO","Male","35","[c]","24620","25900"
"Leaver CS","2023","Department for Education","G6/G7","Female","85","[c]","58460","55710"
"Leaver CS","2023","Department for Education","G6/G7","Male","90","[c]","58140","55160"
"Leaver CS","2023","Department for Education","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","SEO/HEO","Female","145","[c]","36560","37590"
"Leaver CS","2023","Department for Education","SEO/HEO","Male","110","[c]","36690","37590"
"Leaver CS","2023","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","AA/AO","Female","165","[c]","22190","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","AA/AO","Male","115","[c]","22240","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","EO","Female","160","[c]","26270","25920"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","EO","Male","110","[c]","26060","25920"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","G6/G7","Female","85","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","G6/G7","Male","85","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","195","[c]","34790","32560"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","180","[c]","35900","37130"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","EO","Male","40","[c]","22830","26250"
"Leaver CS","2023","Department for International Trade","G6/G7","Female","45","[c]","55990","55370"
"Leaver CS","2023","Department for International Trade","G6/G7","Male","50","[c]","57100","55500"
"Leaver CS","2023","Department for International Trade","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","SEO/HEO","Female","35","[c]","35900","35070"
"Leaver CS","2023","Department for International Trade","SEO/HEO","Male","55","[c]","36370","37340"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","AA/AO","Male","35","[c]","21670","21960"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","G6/G7","Female","55","[c]","55880","54630"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","G6/G7","Male","60","[c]","57700","54940"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","65","[c]","36600","36340"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","80","[c]","35520","34310"
"Leaver CS","2023","Department for Transport","AA/AO","Female","400","[c]","21460","21840"
"Leaver CS","2023","Department for Transport","AA/AO","Male","320","[c]","23220","22500"
"Leaver CS","2023","Department for Transport","EO","Female","130","[c]","27650","26960"
"Leaver CS","2023","Department for Transport","EO","Male","330","[c]","28000","26960"
"Leaver CS","2023","Department for Transport","G6/G7","Female","60","[c]","60770","56290"
"Leaver CS","2023","Department for Transport","G6/G7","Male","100","[c]","61620","57050"
"Leaver CS","2023","Department for Transport","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","SEO/HEO","Female","105","[c]","36980","35760"
"Leaver CS","2023","Department for Transport","SEO/HEO","Male","185","[c]","37980","37450"
"Leaver CS","2023","Department for Work and Pensions","AA/AO","Female","2115","[c]","21850","21690"
"Leaver CS","2023","Department for Work and Pensions","AA/AO","Male","1100","[c]","21880","21690"
"Leaver CS","2023","Department for Work and Pensions","EO","Female","2710","[c]","28620","28120"
"Leaver CS","2023","Department for Work and Pensions","EO","Male","1480","[c]","28640","28120"
"Leaver CS","2023","Department for Work and Pensions","G6/G7","Female","110","[c]","57050","55150"
"Leaver CS","2023","Department for Work and Pensions","G6/G7","Male","180","[c]","61310","59630"
"Leaver CS","2023","Department for Work and Pensions","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Work and Pensions","SEO/HEO","Female","385","[c]","37330","36560"
"Leaver CS","2023","Department for Work and Pensions","SEO/HEO","Male","325","[c]","39950","38470"
"Leaver CS","2023","Department of Health and Social Care","AA/AO","Female","185","[c]","21400","20880"
"Leaver CS","2023","Department of Health and Social Care","AA/AO","Male","75","[c]","21570","20880"
"Leaver CS","2023","Department of Health and Social Care","EO","Female","305","[c]","26270","26880"
"Leaver CS","2023","Department of Health and Social Care","EO","Male","115","[c]","26410","26930"
"Leaver CS","2023","Department of Health and Social Care","G6/G7","Female","360","[c]","58640","54990"
"Leaver CS","2023","Department of Health and Social Care","G6/G7","Male","260","[c]","57650","54690"
"Leaver CS","2023","Department of Health and Social Care","SCS level","Female","90","[c]","94230","88680"
"Leaver CS","2023","Department of Health and Social Care","SCS level","Male","85","[c]","101980","100840"
"Leaver CS","2023","Department of Health and Social Care","SEO/HEO","Female","785","[c]","36340","36330"
"Leaver CS","2023","Department of Health and Social Care","SEO/HEO","Male","375","[c]","35480","34350"
"Leaver CS","2023","Estyn","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","AA/AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","G6/G7","Female","70","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","G6/G7","Male","75","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","SEO/HEO","Female","70","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","SEO/HEO","Male","65","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","AA/AO","Female","80","[c]","23610","23390"
"Leaver CS","2023","HM Land Registry","AA/AO","Male","50","[c]","23310","23390"
"Leaver CS","2023","HM Land Registry","EO","Female","85","[c]","28400","28080"
"Leaver CS","2023","HM Land Registry","EO","Male","60","[c]","29800","28080"
"Leaver CS","2023","HM Land Registry","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","SEO/HEO","Female","85","[c]","38400","36070"
"Leaver CS","2023","HM Land Registry","SEO/HEO","Male","95","[c]","40370","39460"
"Leaver CS","2023","HM Revenue and Customs","AA/AO","Female","1310","[c]","22560","22520"
"Leaver CS","2023","HM Revenue and Customs","AA/AO","Male","900","[c]","22650","22520"
"Leaver CS","2023","HM Revenue and Customs","EO","Female","475","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","EO","Male","425","[c]","27770","27000"
"Leaver CS","2023","HM Revenue and Customs","G6/G7","Female","155","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","G6/G7","Male","235","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","SEO/HEO","Female","450","[c]","42360","43690"
"Leaver CS","2023","HM Revenue and Customs","SEO/HEO","Male","590","[c]","43270","45750"
"Leaver CS","2023","HM Treasury","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","AA/AO","Male","30","[c]","22670","22750"
"Leaver CS","2023","HM Treasury","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","G6/G7","Female","50","[c]","57770","54620"
"Leaver CS","2023","HM Treasury","G6/G7","Male","75","[c]","57160","54440"
"Leaver CS","2023","HM Treasury","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","SEO/HEO","Female","55","[c]","36630","36800"
"Leaver CS","2023","HM Treasury","SEO/HEO","Male","75","[c]","36690","33820"
"Leaver CS","2023","Home Office","AA/AO","Female","425","[c]","22890","22400"
"Leaver CS","2023","Home Office","AA/AO","Male","350","[c]","22810","22400"
"Leaver CS","2023","Home Office","EO","Female","425","[c]","27600","26750"
"Leaver CS","2023","Home Office","EO","Male","500","[c]","27450","26750"
"Leaver CS","2023","Home Office","G6/G7","Female","120","[c]","61710","59290"
"Leaver CS","2023","Home Office","G6/G7","Male","135","[c]","62820","59700"
"Leaver CS","2023","Home Office","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","SEO/HEO","Female","250","[c]","38540","37460"
"Leaver CS","2023","Home Office","SEO/HEO","Male","280","[c]","38230","37720"
"Leaver CS","2023","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","AA/AO","Female","700","[c]","22720","22220"
"Leaver CS","2023","Ministry of Defence","AA/AO","Male","1085","[c]","25070","22220"
"Leaver CS","2023","Ministry of Defence","EO","Female","270","[c]","28920","27470"
"Leaver CS","2023","Ministry of Defence","EO","Male","480","[c]","29850","28100"
"Leaver CS","2023","Ministry of Defence","G6/G7","Female","165","[c]","61150","57220"
"Leaver CS","2023","Ministry of Defence","G6/G7","Male","305","[c]","61300","58450"
"Leaver CS","2023","Ministry of Defence","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","SCS level","Male","35","[c]","111540","103220"
"Leaver CS","2023","Ministry of Defence","SEO/HEO","Female","595","[c]","38650","38790"
"Leaver CS","2023","Ministry of Defence","SEO/HEO","Male","1160","[c]","39190","39420"
"Leaver CS","2023","Ministry of Defence","Unknown","Female","75","[c]","35070","33250"
"Leaver CS","2023","Ministry of Defence","Unknown","Male","305","[c]","39480","36110"
"Leaver CS","2023","Ministry of Justice","AA/AO","Female","3075","[c]","22030","21780"
"Leaver CS","2023","Ministry of Justice","AA/AO","Male","2930","[c]","22110","21780"
"Leaver CS","2023","Ministry of Justice","EO","Female","420","[c]","27450","26770"
"Leaver CS","2023","Ministry of Justice","EO","Male","445","[c]","27690","27170"
"Leaver CS","2023","Ministry of Justice","G6/G7","Female","125","[c]","59450","58220"
"Leaver CS","2023","Ministry of Justice","G6/G7","Male","145","[c]","62060","60570"
"Leaver CS","2023","Ministry of Justice","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","SEO/HEO","Female","480","[c]","38290","37680"
"Leaver CS","2023","Ministry of Justice","SEO/HEO","Male","415","[c]","39640","38990"
"Leaver CS","2023","Ministry of Justice","Unknown","Female","1445","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Male","525","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","AA/AO","Female","30","[c]","25980","24740"
"Leaver CS","2023","National Crime Agency","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","EO","Female","70","[c]","35140","34670"
"Leaver CS","2023","National Crime Agency","EO","Male","80","[c]","36390","36410"
"Leaver CS","2023","National Crime Agency","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","G6/G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","SEO/HEO","Female","40","[c]","44610","45480"
"Leaver CS","2023","National Crime Agency","SEO/HEO","Male","95","[c]","45720","45610"
"Leaver CS","2023","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","55","[c]","76960","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","40","[c]","77550","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","70","[c]","46710","47750"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","EO","Male","30","[c]","26980","26700"
"Leaver CS","2023","Office of Gas and Electricity Markets","G6/G7","Female","35","[c]","55510","56180"
"Leaver CS","2023","Office of Gas and Electricity Markets","G6/G7","Male","60","[c]","64790","63970"
"Leaver CS","2023","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","SEO/HEO","Female","45","[c]","37400","37210"
"Leaver CS","2023","Office of Gas and Electricity Markets","SEO/HEO","Male","45","[c]","36570","36180"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
