"Status","Year","Age","Disability","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Declared non-disabled","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared non-disabled","Heterosexual / straight","395","[c]","23860","22520"
"New entrant CS","2023","16-19","Declared non-disabled","LGBO","50","[c]","23640","22520"
"New entrant CS","2023","16-19","Declared non-disabled","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Declared non-disabled","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Heterosexual / straight","100","[c]","22710","22400"
"New entrant CS","2023","16-19","Unknown","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Unknown","535","[c]","22830","22400"
"New entrant CS","2023","20-29","Declared disabled","Heterosexual / straight","845","[c]","26760","24840"
"New entrant CS","2023","20-29","Declared disabled","LGBO","410","[c]","27270","25640"
"New entrant CS","2023","20-29","Declared disabled","Undeclared","100","[c]","27240","25920"
"New entrant CS","2023","20-29","Declared disabled","Unknown","160","[c]","28250","28840"
"New entrant CS","2023","20-29","Declared non-disabled","Heterosexual / straight","7580","[c]","27200","25750"
"New entrant CS","2023","20-29","Declared non-disabled","LGBO","1055","[c]","27530","25750"
"New entrant CS","2023","20-29","Declared non-disabled","Undeclared","450","[c]","27920","25920"
"New entrant CS","2023","20-29","Declared non-disabled","Unknown","270","[c]","27320","25920"
"New entrant CS","2023","20-29","Undeclared","Heterosexual / straight","220","[c]","27300","26020"
"New entrant CS","2023","20-29","Undeclared","LGBO","75","[c]","26900","23850"
"New entrant CS","2023","20-29","Undeclared","Undeclared","145","[c]","29300","27890"
"New entrant CS","2023","20-29","Undeclared","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Unknown","Heterosexual / straight","1910","[c]","28350","27080"
"New entrant CS","2023","20-29","Unknown","LGBO","295","[c]","28710","27080"
"New entrant CS","2023","20-29","Unknown","Undeclared","280","[c]","29590","28770"
"New entrant CS","2023","20-29","Unknown","Unknown","9190","[c]","26620","25750"
"New entrant CS","2023","30-39","Declared disabled","Heterosexual / straight","595","[c]","30100","26630"
"New entrant CS","2023","30-39","Declared disabled","LGBO","195","[c]","30690","27650"
"New entrant CS","2023","30-39","Declared disabled","Undeclared","55","[c]","33900","32380"
"New entrant CS","2023","30-39","Declared disabled","Unknown","75","[c]","31090","27790"
"New entrant CS","2023","30-39","Declared non-disabled","Heterosexual / straight","4870","[c]","32240","28880"
"New entrant CS","2023","30-39","Declared non-disabled","LGBO","495","[c]","32400","28880"
"New entrant CS","2023","30-39","Declared non-disabled","Undeclared","240","[c]","33790","29090"
"New entrant CS","2023","30-39","Declared non-disabled","Unknown","175","[c]","36080","28840"
"New entrant CS","2023","30-39","Undeclared","Heterosexual / straight","160","[c]","29430","27060"
"New entrant CS","2023","30-39","Undeclared","LGBO","50","[c]","29390","23560"
"New entrant CS","2023","30-39","Undeclared","Undeclared","80","[c]","35200","32360"
"New entrant CS","2023","30-39","Undeclared","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Heterosexual / straight","1350","[c]","33480","30330"
"New entrant CS","2023","30-39","Unknown","LGBO","150","[c]","31920","29750"
"New entrant CS","2023","30-39","Unknown","Undeclared","120","[c]","36870","34190"
"New entrant CS","2023","30-39","Unknown","Unknown","5265","[c]","29740","25880"
"New entrant CS","2023","40-49","Declared disabled","Heterosexual / straight","515","[c]","31420","27080"
"New entrant CS","2023","40-49","Declared disabled","LGBO","70","[c]","30490","25750"
"New entrant CS","2023","40-49","Declared disabled","Undeclared","45","[c]","31060","26400"
"New entrant CS","2023","40-49","Declared disabled","Unknown","45","[c]","32490","26400"
"New entrant CS","2023","40-49","Declared non-disabled","Heterosexual / straight","3550","[c]","34760","28880"
"New entrant CS","2023","40-49","Declared non-disabled","LGBO","180","[c]","36010","28880"
"New entrant CS","2023","40-49","Declared non-disabled","Undeclared","140","[c]","36920","32800"
"New entrant CS","2023","40-49","Declared non-disabled","Unknown","140","[c]","42820","31970"
"New entrant CS","2023","40-49","Undeclared","Heterosexual / straight","115","[c]","33130","28880"
"New entrant CS","2023","40-49","Undeclared","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Undeclared","Undeclared","55","[c]","35570","32450"
"New entrant CS","2023","40-49","Undeclared","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Unknown","Heterosexual / straight","1060","[c]","35170","30440"
"New entrant CS","2023","40-49","Unknown","LGBO","55","[c]","35730","31040"
"New entrant CS","2023","40-49","Unknown","Undeclared","80","[c]","40830","37760"
"New entrant CS","2023","40-49","Unknown","Unknown","3195","[c]","31200","26400"
"New entrant CS","2023","50-59","Declared disabled","Heterosexual / straight","410","[c]","30240","24070"
"New entrant CS","2023","50-59","Declared disabled","LGBO","40","[c]","29820","25920"
"New entrant CS","2023","50-59","Declared disabled","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared disabled","Unknown","40","[c]","32620","27650"
"New entrant CS","2023","50-59","Declared non-disabled","Heterosexual / straight","2550","[c]","33750","27890"
"New entrant CS","2023","50-59","Declared non-disabled","LGBO","100","[c]","32220","24330"
"New entrant CS","2023","50-59","Declared non-disabled","Undeclared","130","[c]","34200","28120"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","110","[c]","42190","28120"
"New entrant CS","2023","50-59","Undeclared","Heterosexual / straight","100","[c]","27820","23430"
"New entrant CS","2023","50-59","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Undeclared","55","[c]","30470","27280"
"New entrant CS","2023","50-59","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Heterosexual / straight","965","[c]","34820","29750"
"New entrant CS","2023","50-59","Unknown","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Undeclared","65","[c]","38660","33830"
"New entrant CS","2023","50-59","Unknown","Unknown","2725","[c]","30440","25750"
"New entrant CS","2023","60-64","Declared disabled","Heterosexual / straight","85","[c]","26600","23230"
"New entrant CS","2023","60-64","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Heterosexual / straight","495","[c]","31070","24770"
"New entrant CS","2023","60-64","Declared non-disabled","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared non-disabled","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Heterosexual / straight","185","[c]","34760","29750"
"New entrant CS","2023","60-64","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","630","[c]","28900","24250"
"New entrant CS","2023","65+","Declared disabled","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Heterosexual / straight","120","[c]","29850","23230"
"New entrant CS","2023","65+","Declared non-disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Declared non-disabled","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","65+","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Heterosexual / straight","60","[c]","35060","25750"
"New entrant CS","2023","65+","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","Unknown","170","[c]","33090","25750"
"New entrant CS","2023","Unknown","Declared disabled","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared disabled","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared non-disabled","Heterosexual / straight","40","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared non-disabled","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared non-disabled","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","45","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
