"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Social Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","G6/G7","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Declared disabled","Social Research","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Social Research","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","SEO/HEO","Heterosexual / straight","70","65","38400","39300"
"In post","2023","Declared disabled","Social Research","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Social Research","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Social Research","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Statistics","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Statistics","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","G6/G7","Heterosexual / straight","55","50","60790","59570"
"In post","2023","Declared disabled","Statistics","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Statistics","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","SEO/HEO","Heterosexual / straight","120","115","39010","39300"
"In post","2023","Declared disabled","Statistics","SEO/HEO","LGBO","30","30","37020","36730"
"In post","2023","Declared disabled","Statistics","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Statistics","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Tax","AA/AO","Heterosexual / straight","115","100","22680","22520"
"In post","2023","Declared disabled","Tax","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Tax","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Tax","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Tax","EO","Heterosexual / straight","235","215","28890","28130"
"In post","2023","Declared disabled","Tax","EO","LGBO","35","35","28820","28130"
"In post","2023","Declared disabled","Tax","EO","Undeclared","30","25","29490","28130"
"In post","2023","Declared disabled","Tax","EO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Tax","G6/G7","Heterosexual / straight","205","195","61830","57970"
"In post","2023","Declared disabled","Tax","G6/G7","LGBO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Tax","G6/G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Tax","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Tax","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Tax","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Tax","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Tax","SEO/HEO","Heterosexual / straight","570","535","38120","35070"
"In post","2023","Declared disabled","Tax","SEO/HEO","LGBO","85","85","36610","35000"
"In post","2023","Declared disabled","Tax","SEO/HEO","Undeclared","65","60","37530","35000"
"In post","2023","Declared disabled","Tax","SEO/HEO","Unknown","55","50","39010","39620"
"In post","2023","Declared disabled","Unknown","AA/AO","Heterosexual / straight","255","235","24250","24890"
"In post","2023","Declared disabled","Unknown","AA/AO","LGBO","80","75","24030","23340"
"In post","2023","Declared disabled","Unknown","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","AA/AO","Unknown","60","55","25600","24890"
"In post","2023","Declared disabled","Unknown","EO","Heterosexual / straight","380","360","29800","29450"
"In post","2023","Declared disabled","Unknown","EO","LGBO","95","95","29040","29100"
"In post","2023","Declared disabled","Unknown","EO","Undeclared","40","35","29630","29100"
"In post","2023","Declared disabled","Unknown","EO","Unknown","35","35","30750","30440"
"In post","2023","Declared disabled","Unknown","G6/G7","Heterosexual / straight","335","320","63810","64690"
"In post","2023","Declared disabled","Unknown","G6/G7","LGBO","80","80","62110","61530"
"In post","2023","Declared disabled","Unknown","G6/G7","Undeclared","35","35","62900","61850"
"In post","2023","Declared disabled","Unknown","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Heterosexual / straight","30","30","91290","83530"
"In post","2023","Declared disabled","Unknown","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","695","675","39770","38330"
"In post","2023","Declared disabled","Unknown","SEO/HEO","LGBO","180","175","37930","37350"
"In post","2023","Declared disabled","Unknown","SEO/HEO","Undeclared","70","70","39570","38220"
"In post","2023","Declared disabled","Unknown","SEO/HEO","Unknown","145","140","33230","30130"
"In post","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","AA/AO","Heterosexual / straight","145","135","22920","22220"
"In post","2023","Declared non-disabled","Commercial","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","EO","Heterosexual / straight","350","335","27830","27370"
"In post","2023","Declared non-disabled","Commercial","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","EO","Undeclared","30","30","28430","28120"
"In post","2023","Declared non-disabled","Commercial","EO","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","G6/G7","Heterosexual / straight","1205","1175","64030","65500"
"In post","2023","Declared non-disabled","Commercial","G6/G7","LGBO","55","55","63260","64490"
"In post","2023","Declared non-disabled","Commercial","G6/G7","Undeclared","65","65","61240","59120"
"In post","2023","Declared non-disabled","Commercial","G6/G7","Unknown","205","200","65320","65500"
"In post","2023","Declared non-disabled","Commercial","SCS level","Heterosexual / straight","185","180","112880","107430"
"In post","2023","Declared non-disabled","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","SCS level","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","SEO/HEO","Heterosexual / straight","1950","1880","38740","38470"
"In post","2023","Declared non-disabled","Commercial","SEO/HEO","LGBO","90","90","38650","37590"
"In post","2023","Declared non-disabled","Commercial","SEO/HEO","Undeclared","125","120","39440","39260"
"In post","2023","Declared non-disabled","Commercial","SEO/HEO","Unknown","130","125","38510","38470"
"In post","2023","Declared non-disabled","Commercial","Unknown","Heterosexual / straight","115","115","44530","42620"
"In post","2023","Declared non-disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","AA/AO","Heterosexual / straight","85","80","23280","22500"
"In post","2023","Declared non-disabled","Communications","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","EO","Heterosexual / straight","250","235","28490","28010"
"In post","2023","Declared non-disabled","Communications","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","EO","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","G6/G7","Heterosexual / straight","575","555","59980","58970"
"In post","2023","Declared non-disabled","Communications","G6/G7","LGBO","50","50","60620","59340"
"In post","2023","Declared non-disabled","Communications","G6/G7","Undeclared","45","40","62080","59670"
"In post","2023","Declared non-disabled","Communications","G6/G7","Unknown","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","SCS level","Heterosexual / straight","60","60","89010","82650"
"In post","2023","Declared non-disabled","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","SEO/HEO","Heterosexual / straight","1115","1065","39150","39650"
"In post","2023","Declared non-disabled","Communications","SEO/HEO","LGBO","85","85","39500","38860"
"In post","2023","Declared non-disabled","Communications","SEO/HEO","Undeclared","70","70","39750","39910"
"In post","2023","Declared non-disabled","Communications","SEO/HEO","Unknown","70","65","40580","41020"
"In post","2023","Declared non-disabled","Communications","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","G6/G7","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","AA/AO","Heterosexual / straight","835","740","23140","21690"
"In post","2023","Declared non-disabled","Counter Fraud","AA/AO","LGBO","40","40","22890","21690"
"In post","2023","Declared non-disabled","Counter Fraud","AA/AO","Undeclared","105","85","22800","21690"
"In post","2023","Declared non-disabled","Counter Fraud","AA/AO","Unknown","170","140","23380","22650"
"In post","2023","Declared non-disabled","Counter Fraud","EO","Heterosexual / straight","2655","2455","28950","28120"
"In post","2023","Declared non-disabled","Counter Fraud","EO","LGBO","125","120","28970","28120"
"In post","2023","Declared non-disabled","Counter Fraud","EO","Undeclared","215","190","28980","28120"
"In post","2023","Declared non-disabled","Counter Fraud","EO","Unknown","485","410","29180","28120"
"In post","2023","Declared non-disabled","Counter Fraud","G6/G7","Heterosexual / straight","190","180","62820","61440"
"In post","2023","Declared non-disabled","Counter Fraud","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","SEO/HEO","Heterosexual / straight","1470","1405","37320","35000"
"In post","2023","Declared non-disabled","Counter Fraud","SEO/HEO","LGBO","75","75","37240","35030"
"In post","2023","Declared non-disabled","Counter Fraud","SEO/HEO","Undeclared","105","100","38040","36990"
"In post","2023","Declared non-disabled","Counter Fraud","SEO/HEO","Unknown","205","195","37850","36810"
"In post","2023","Declared non-disabled","Digital, Data and Technology","AA/AO","Heterosexual / straight","265","255","23090","22220"
"In post","2023","Declared non-disabled","Digital, Data and Technology","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data and Technology","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data and Technology","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data and Technology","EO","Heterosexual / straight","1575","1500","28630","28120"
"In post","2023","Declared non-disabled","Digital, Data and Technology","EO","LGBO","85","85","27830","27650"
"In post","2023","Declared non-disabled","Digital, Data and Technology","EO","Undeclared","165","155","28540","28120"
"In post","2023","Declared non-disabled","Digital, Data and Technology","EO","Unknown","190","170","28350","28120"
"In post","2023","Declared non-disabled","Digital, Data and Technology","G6/G7","Heterosexual / straight","3955","3880","59800","57970"
"In post","2023","Declared non-disabled","Digital, Data and Technology","G6/G7","LGBO","225","220","59000","56820"
"In post","2023","Declared non-disabled","Digital, Data and Technology","G6/G7","Undeclared","345","340","60160","57970"
"In post","2023","Declared non-disabled","Digital, Data and Technology","G6/G7","Unknown","280","270","58630","56930"
"In post","2023","Declared non-disabled","Digital, Data and Technology","SCS level","Heterosexual / straight","225","220","94680","88830"
"In post","2023","Declared non-disabled","Digital, Data and Technology","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data and Technology","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data and Technology","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","5820","5675","39060","38470"
"In post","2023","Declared non-disabled","Digital, Data and Technology","SEO/HEO","LGBO","320","315","37750","37320"
"In post","2023","Declared non-disabled","Digital, Data and Technology","SEO/HEO","Undeclared","550","535","39830","39780"
"In post","2023","Declared non-disabled","Digital, Data and Technology","SEO/HEO","Unknown","420","400","38360","38470"
"In post","2023","Declared non-disabled","Digital, Data and Technology","Unknown","Heterosexual / straight","30","30","39840","36140"
"In post","2023","Declared non-disabled","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","AA/AO","Heterosexual / straight","35","35","22210","21200"
"In post","2023","Declared non-disabled","Economics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","EO","Heterosexual / straight","90","90","27550","28130"
"In post","2023","Declared non-disabled","Economics","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","G6/G7","Heterosexual / straight","530","510","61920","59370"
"In post","2023","Declared non-disabled","Economics","G6/G7","LGBO","40","40","60670","59370"
"In post","2023","Declared non-disabled","Economics","G6/G7","Undeclared","50","45","62660","60430"
"In post","2023","Declared non-disabled","Economics","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","SCS level","Heterosexual / straight","65","65","90300","83200"
"In post","2023","Declared non-disabled","Economics","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","SEO/HEO","Heterosexual / straight","400","395","38060","37380"
"In post","2023","Declared non-disabled","Economics","SEO/HEO","LGBO","45","45","36940","35650"
"In post","2023","Declared non-disabled","Economics","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","AA/AO","Heterosexual / straight","495","450","23030","22510"
"In post","2023","Declared non-disabled","Finance","AA/AO","LGBO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","AA/AO","Undeclared","45","40","23070","22490"
"In post","2023","Declared non-disabled","Finance","AA/AO","Unknown","45","40","23340","22520"
"In post","2023","Declared non-disabled","Finance","EO","Heterosexual / straight","890","840","28270","27740"
"In post","2023","Declared non-disabled","Finance","EO","LGBO","45","40","28070","28090"
"In post","2023","Declared non-disabled","Finance","EO","Undeclared","65","60","28630","28120"
"In post","2023","Declared non-disabled","Finance","EO","Unknown","50","50","28400","28120"
"In post","2023","Declared non-disabled","Finance","G6/G7","Heterosexual / straight","1585","1540","60220","58970"
"In post","2023","Declared non-disabled","Finance","G6/G7","LGBO","70","70","60030","58990"
"In post","2023","Declared non-disabled","Finance","G6/G7","Undeclared","110","105","61170","59590"
"In post","2023","Declared non-disabled","Finance","G6/G7","Unknown","90","85","61740","58600"
"In post","2023","Declared non-disabled","Finance","SCS level","Heterosexual / straight","205","200","93680","84270"
"In post","2023","Declared non-disabled","Finance","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","SEO/HEO","Heterosexual / straight","2655","2560","39200","38470"
"In post","2023","Declared non-disabled","Finance","SEO/HEO","LGBO","85","85","38650","38470"
"In post","2023","Declared non-disabled","Finance","SEO/HEO","Undeclared","225","210","40550","39820"
"In post","2023","Declared non-disabled","Finance","SEO/HEO","Unknown","165","160","38590","38470"
"In post","2023","Declared non-disabled","Finance","Unknown","Heterosexual / straight","40","35","57310","52210"
"In post","2023","Declared non-disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","EO","Heterosexual / straight","85","80","28400","27610"
"In post","2023","Declared non-disabled","Geography","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","EO","Unknown","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","SEO/HEO","Heterosexual / straight","155","145","37040","34370"
"In post","2023","Declared non-disabled","Geography","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","AA/AO","Heterosexual / straight","640","595","22720","22220"
"In post","2023","Declared non-disabled","Human Resources","AA/AO","LGBO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","AA/AO","Undeclared","50","50","22590","22220"
"In post","2023","Declared non-disabled","Human Resources","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","EO","Heterosexual / straight","1485","1415","28550","27740"
"In post","2023","Declared non-disabled","Human Resources","EO","LGBO","50","50","27440","27140"
"In post","2023","Declared non-disabled","Human Resources","EO","Undeclared","115","110","29170","27740"
"In post","2023","Declared non-disabled","Human Resources","EO","Unknown","60","55","29070","28120"
"In post","2023","Declared non-disabled","Human Resources","G6/G7","Heterosexual / straight","1545","1495","59310","57970"
"In post","2023","Declared non-disabled","Human Resources","G6/G7","LGBO","100","95","59470","57430"
"In post","2023","Declared non-disabled","Human Resources","G6/G7","Undeclared","65","65","59510","58320"
"In post","2023","Declared non-disabled","Human Resources","G6/G7","Unknown","55","50","58370","56710"
"In post","2023","Declared non-disabled","Human Resources","SCS level","Heterosexual / straight","150","145","91640","83270"
"In post","2023","Declared non-disabled","Human Resources","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","SEO/HEO","Heterosexual / straight","3270","3130","37940","37420"
"In post","2023","Declared non-disabled","Human Resources","SEO/HEO","LGBO","150","145","37180","37300"
"In post","2023","Declared non-disabled","Human Resources","SEO/HEO","Undeclared","180","170","38210","36920"
