"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","EO","Heterosexual / straight","55","50","28190","27890"
"In post","2023","Digital, Data & Technology","Unknown","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","EO","Unknown","55","50","28060","27650"
"In post","2023","Digital, Data & Technology","Unknown","G6","Heterosexual / straight","65","65","69430","68730"
"In post","2023","Digital, Data & Technology","Unknown","G6","LGBO","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","G7","Heterosexual / straight","180","180","56560","56430"
"In post","2023","Digital, Data & Technology","Unknown","G7","LGBO","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","G7","Unknown","55","55","57230","57970"
"In post","2023","Digital, Data & Technology","Unknown","HEO","Heterosexual / straight","125","125","35110","34400"
"In post","2023","Digital, Data & Technology","Unknown","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","HEO","Unknown","80","80","35710","35000"
"In post","2023","Digital, Data & Technology","Unknown","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","SEO","Heterosexual / straight","160","160","42880","42140"
"In post","2023","Digital, Data & Technology","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","SEO","Unknown","65","65","43280","42510"
"In post","2023","Finance","Commercial","AO","Heterosexual / straight","40","30","21980","21690"
"In post","2023","Finance","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Commercial","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Finance","Commercial","AO","Unknown","10","10","[c]","[c]"
"In post","2023","Finance","Commercial","EO","Heterosexual / straight","50","45","28770","28120"
"In post","2023","Finance","Commercial","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Finance","Commercial","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","Finance","Commercial","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","Commercial","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Finance","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Commercial","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Commercial","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Commercial","G7","Heterosexual / straight","70","65","52450","50160"
"In post","2023","Finance","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Commercial","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Finance","Commercial","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Finance","Commercial","HEO","Heterosexual / straight","195","180","34910","34170"
"In post","2023","Finance","Commercial","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Finance","Commercial","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Finance","Commercial","HEO","Unknown","30","25","[c]","[c]"
"In post","2023","Finance","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Commercial","SEO","Heterosexual / straight","180","170","39360","38470"
"In post","2023","Finance","Commercial","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Finance","Commercial","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Finance","Commercial","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","Finance","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Corporate Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Corporate Finance","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Corporate Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Corporate Finance","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Corporate Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Corporate Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Corporate Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Finance","Counter Fraud","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Finance","AA","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Finance","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Finance","AA","Unknown","10","10","[c]","[c]"
"In post","2023","Finance","Finance","AO","Heterosexual / straight","610","555","23060","22500"
"In post","2023","Finance","Finance","AO","LGBO","20","20","[c]","[c]"
"In post","2023","Finance","Finance","AO","Undeclared","60","55","22650","22220"
"In post","2023","Finance","Finance","AO","Unknown","230","205","23570","22520"
"In post","2023","Finance","Finance","EO","Heterosexual / straight","1055","1010","28250","27470"
"In post","2023","Finance","Finance","EO","LGBO","60","55","27890","28090"
"In post","2023","Finance","Finance","EO","Undeclared","120","110","28430","28120"
"In post","2023","Finance","Finance","EO","Unknown","220","210","28220","27620"
"In post","2023","Finance","Finance","G6","Heterosexual / straight","540","525","69720","70250"
"In post","2023","Finance","Finance","G6","LGBO","25","25","[c]","[c]"
"In post","2023","Finance","Finance","G6","Undeclared","60","55","69880","70330"
"In post","2023","Finance","Finance","G6","Unknown","110","105","70520","70840"
"In post","2023","Finance","Finance","G7","Heterosexual / straight","1295","1260","56200","56020"
"In post","2023","Finance","Finance","G7","LGBO","60","60","56020","55720"
"In post","2023","Finance","Finance","G7","Undeclared","120","120","56870","56600"
"In post","2023","Finance","Finance","G7","Unknown","205","200","56630","55800"
"In post","2023","Finance","Finance","HEO","Heterosexual / straight","1455","1395","34750","34300"
"In post","2023","Finance","Finance","HEO","LGBO","70","70","34360","34170"
"In post","2023","Finance","Finance","HEO","Undeclared","170","160","35120","34300"
"In post","2023","Finance","Finance","HEO","Unknown","305","300","34730","34300"
"In post","2023","Finance","Finance","SCS level","Heterosexual / straight","220","215","92070","83010"
"In post","2023","Finance","Finance","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Finance","Finance","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","Finance","Finance","SCS level","Unknown","40","40","89930","84160"
"In post","2023","Finance","Finance","SEO","Heterosexual / straight","1600","1545","42890","42210"
"In post","2023","Finance","Finance","SEO","LGBO","55","55","42590","42140"
"In post","2023","Finance","Finance","SEO","Undeclared","200","190","43990","42610"
"In post","2023","Finance","Finance","SEO","Unknown","285","280","42910","42510"
"In post","2023","Finance","Finance","Unknown","Heterosexual / straight","50","50","56050","54510"
"In post","2023","Finance","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Finance","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","AA","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Finance","Operational Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","AA","Unknown","25","20","[c]","[c]"
"In post","2023","Finance","Operational Delivery","AO","Heterosexual / straight","425","345","22610","22520"
"In post","2023","Finance","Operational Delivery","AO","LGBO","20","20","[c]","[c]"
"In post","2023","Finance","Operational Delivery","AO","Undeclared","85","65","22670","22520"
"In post","2023","Finance","Operational Delivery","AO","Unknown","295","240","22870","22520"
"In post","2023","Finance","Operational Delivery","EO","Heterosexual / straight","215","200","28620","28130"
"In post","2023","Finance","Operational Delivery","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Finance","Operational Delivery","EO","Undeclared","30","30","28820","28130"
"In post","2023","Finance","Operational Delivery","EO","Unknown","100","95","28660","28130"
"In post","2023","Finance","Operational Delivery","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","G7","Heterosexual / straight","40","40","57780","57970"
"In post","2023","Finance","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Operational Delivery","HEO","Heterosexual / straight","160","155","34990","35000"
"In post","2023","Finance","Operational Delivery","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Finance","Operational Delivery","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Finance","Operational Delivery","HEO","Unknown","55","50","35470","35000"
"In post","2023","Finance","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","SEO","Heterosexual / straight","95","95","42600","42510"
"In post","2023","Finance","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Finance","Operational Delivery","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Finance","Operational Research","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Finance","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Finance","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Finance","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","G6","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Finance","Security","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","G7","Heterosexual / straight","45","45","55010","54870"
"In post","2023","Finance","Security","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Finance","Security","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Finance","Security","HEO","Heterosexual / straight","80","75","35350","34170"
"In post","2023","Finance","Security","HEO","LGBO","10","10","[c]","[c]"
