"Status","Year","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Northern Ireland Office","Operational Delivery","London","25","25","51320","55720"
"In post","2023","Northern Ireland Office","Operational Delivery","Outside London","25","25","34770","37680"
"In post","2023","Northern Ireland Office","Other","London","15","15","71350","55900"
"In post","2023","Northern Ireland Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","London","35","30","52690","43650"
"In post","2023","Northern Ireland Office","Policy","Outside London","25","25","41160","37680"
"In post","2023","Northern Ireland Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","Outside London","15","15","36140","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","London","25","25","47040","43840"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","Outside London","15","15","42340","40850"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","30","30","47450","43850"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Outside London","95","90","44170","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","Outside London","30","30","43110","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","Outside London","65","65","40380","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","105","105","69160","72470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Outside London","885","865","66570","66170"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","London","20","15","64820","64680"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Outside London","200","180","30920","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","London","40","40","40930","30340"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","Outside London","235","225","28990","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","London","50","50","49480","44250"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","Outside London","40","40","53060","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","Outside London","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","London","20","20","47870","36330"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","Outside London","30","25","44110","40640"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","London","15","15","44710","36950"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Statistics","Outside London","110","105","40600","40640"
"In post","2023","Office of Gas and Electricity Markets","Communications","London","35","30","54350","49000"
"In post","2023","Office of Gas and Electricity Markets","Communications","Outside London","30","30","38660","34930"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","London","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","London","115","115","50730","46160"
"In post","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","80","80","50250","47730"
"In post","2023","Office of Gas and Electricity Markets","Economics","London","25","25","51860","54650"
"In post","2023","Office of Gas and Electricity Markets","Economics","Outside London","10","10","53380","52020"
"In post","2023","Office of Gas and Electricity Markets","Finance","London","15","15","48180","45820"
"In post","2023","Office of Gas and Electricity Markets","Finance","Outside London","20","20","49290","45750"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","London","20","20","50760","46160"
"In post","2023","Office of Gas and Electricity Markets","Human Resources","Outside London","35","35","37770","36580"
"In post","2023","Office of Gas and Electricity Markets","Legal","London","75","70","63140","60620"
"In post","2023","Office of Gas and Electricity Markets","Legal","Outside London","25","20","61340","60000"
"In post","2023","Office of Gas and Electricity Markets","Operational Delivery","London","135","130","36380","30340"
"In post","2023","Office of Gas and Electricity Markets","Operational Delivery","Outside London","245","240","30280","25000"
"In post","2023","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Policy","London","220","215","53350","49710"
"In post","2023","Office of Gas and Electricity Markets","Policy","Outside London","105","100","46110","43650"
"In post","2023","Office of Gas and Electricity Markets","Project Delivery","London","45","45","53370","46250"
"In post","2023","Office of Gas and Electricity Markets","Project Delivery","Outside London","20","20","44200","43650"
"In post","2023","Office of Gas and Electricity Markets","Science and Engineering","London","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Science and Engineering","Outside London","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Unknown","London","165","160","47940","45110"
"In post","2023","Office of Gas and Electricity Markets","Unknown","Outside London","110","110","38510","33400"
"In post","2023","Office of Qualifications and Examinations Regulation","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Communications","Outside London","35","35","42250","40450"
"In post","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","35","35","40100","39140"
"In post","2023","Office of Qualifications and Examinations Regulation","Economics","Outside London","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Finance","Outside London","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","10","10","42570","41040"
"In post","2023","Office of Qualifications and Examinations Regulation","Legal","Outside London","15","15","59270","57900"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","135","130","44850","39140"
"In post","2023","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","25","25","45150","39570"
"In post","2023","Office of Qualifications and Examinations Regulation","Policy","Outside London","40","40","49920","48060"
"In post","2023","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","15","15","43590","47780"
"In post","2023","Office of Qualifications and Examinations Regulation","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Statistics","Outside London","10","10","42180","39140"
"In post","2023","Office of Rail and Road","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Communications","London","15","15","48220","33870"
"In post","2023","Office of Rail and Road","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Economics","London","20","20","64450","57700"
"In post","2023","Office of Rail and Road","Economics","Outside London","20","20","50210","53150"
"In post","2023","Office of Rail and Road","Finance","London","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Human Resources","London","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Legal","London","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Legal","Outside London","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Operational Delivery","London","75","70","58640","58190"
"In post","2023","Office of Rail and Road","Operational Delivery","Outside London","70","70","50900","53410"
"In post","2023","Office of Rail and Road","Policy","London","50","45","59820","57700"
"In post","2023","Office of Rail and Road","Policy","Outside London","30","30","56270","51830"
"In post","2023","Office of Rail and Road","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Science and Engineering","London","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Science and Engineering","Outside London","15","15","63530","60580"
"In post","2023","Office of Rail and Road","Statistics","London","10","10","50230","52590"
"In post","2023","Office of Rail and Road","Statistics","Outside London","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Communications","London","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Operational Delivery","London","10","10","55190","57340"
"In post","2023","Office of the Secretary of State for Scotland","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Policy","London","20","20","48020","43650"
"In post","2023","Office of the Secretary of State for Scotland","Policy","Outside London","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland","Unknown","Outside London","70","70","52330","52360"
"In post","2023","Office of the Secretary of State for Wales","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Policy","London","15","15","54570","55720"
"In post","2023","Office of the Secretary of State for Wales","Policy","Outside London","15","15","42900","37680"
"In post","2023","Scottish Government","Commercial","Outside London","105","105","36070","31970"
"In post","2023","Scottish Government","Communications","Outside London","40","40","42430","39590"
"In post","2023","Scottish Government","Digital, Data and Technology","Outside London","305","305","41510","38170"
"In post","2023","Scottish Government","Finance","Outside London","165","160","37380","34000"
"In post","2023","Scottish Government","Human Resources","Outside London","270","255","38790","37060"
"In post","2023","Scottish Government","Internal Audit","Outside London","10","5","[c]","[c]"
"In post","2023","Scottish Government","Knowledge and Information Management","Outside London","25","25","37890","31540"
"In post","2023","Scottish Government","Legal","Outside London","760","720","61050","55990"
"In post","2023","Scottish Government","Operational Delivery","Outside London","7610","7110","32110","31290"
"In post","2023","Scottish Government","Other","Outside London","630","575","35370","32930"
"In post","2023","Scottish Government","Policy","Outside London","60","60","49320","48410"
"In post","2023","Scottish Government","Project Delivery","Outside London","35","35","49090","49870"
"In post","2023","Scottish Government","Property","Outside London","30","30","41540","39590"
"In post","2023","Scottish Government","Psychology","Outside London","70","65","42530","37060"
"In post","2023","Scottish Government","Security","Outside London","10","10","49680","49870"
"In post","2023","Scottish Government","Statistics","Outside London","5","5","[c]","[c]"
"In post","2023","Scottish Government","Unknown","London","15","15","53820","46390"
"In post","2023","Scottish Government","Unknown","Outside London","17455","16725","41510","36330"
"In post","2023","Scottish Government","Unknown","Overseas","20","20","76250","76030"
"In post","2023","The National Archives","Commercial","London","40","35","32340","24640"
"In post","2023","The National Archives","Communications","London","20","15","36400","33580"
"In post","2023","The National Archives","Digital, Data and Technology","London","120","120","43090","42700"
"In post","2023","The National Archives","Finance","London","15","15","44310","42940"
"In post","2023","The National Archives","Human Resources","London","15","15","35260","30380"
"In post","2023","The National Archives","Knowledge and Information Management","London","105","100","35420","31450"
"In post","2023","The National Archives","Operational Delivery","London","155","145","30880","29840"
"In post","2023","The National Archives","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","The National Archives","Other","London","95","90","43330","35700"
"In post","2023","The National Archives","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Property","London","15","15","40300","36310"
"In post","2023","UK Export Finance","Communications","London","20","20","46840","42650"
"In post","2023","UK Export Finance","Digital, Data and Technology","London","55","55","56000","54000"
"In post","2023","UK Export Finance","Economics","London","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Finance","London","25","25","61970","56360"
"In post","2023","UK Export Finance","Human Resources","London","35","30","49810","42900"
"In post","2023","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","London","30","30","50480","46400"
"In post","2023","UK Export Finance","Legal","London","40","40","66110","76120"
"In post","2023","UK Export Finance","Operational Delivery","London","260","255","53600","46480"
"In post","2023","UK Export Finance","Operational Delivery","Outside London","25","25","54830","52180"
"In post","2023","UK Export Finance","Policy","London","15","15","65650","64450"
"In post","2023","UK Export Finance","Project Delivery","London","10","10","52850","42950"
"In post","2023","UK Export Finance","Security","London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Commercial","Outside London","35","35","44100","39060"
"In post","2023","UK Statistics Authority","Communications","London","10","10","[c]","[c]"
"In post","2023","UK Statistics Authority","Communications","Outside London","65","65","39660","37720"
"In post","2023","UK Statistics Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Digital, Data and Technology","London","55","55","47310","40830"
"In post","2023","UK Statistics Authority","Digital, Data and Technology","Outside London","840","815","42480","38600"
"In post","2023","UK Statistics Authority","Economics","London","20","20","51730","54540"
"In post","2023","UK Statistics Authority","Economics","Outside London","160","160","34750","31560"
"In post","2023","UK Statistics Authority","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Finance","Outside London","50","50","40280","33460"
"In post","2023","UK Statistics Authority","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Human Resources","London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Human Resources","Outside London","205","185","35890","31660"
"In post","2023","UK Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Knowledge and Information Management","Outside London","15","15","30330","31060"
"In post","2023","UK Statistics Authority","Operational Delivery","London","50","50","43140","37960"
"In post","2023","UK Statistics Authority","Operational Delivery","Outside London","2905","2405","28650","24840"
"In post","2023","UK Statistics Authority","Operational Research","London","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","Operational Research","Outside London","25","25","36470","35920"
"In post","2023","UK Statistics Authority","Policy","London","20","20","52860","54540"
"In post","2023","UK Statistics Authority","Policy","Outside London","80","75","35810","31060"
"In post","2023","UK Statistics Authority","Project Delivery","London","10","10","53740","42370"
"In post","2023","UK Statistics Authority","Project Delivery","Outside London","270","260","42470","37760"
"In post","2023","UK Statistics Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Property","Outside London","10","10","36840","34710"
"In post","2023","UK Statistics Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Security","Outside London","55","55","40960","35800"
"In post","2023","UK Statistics Authority","Social Research","London","60","60","41510","39300"
"In post","2023","UK Statistics Authority","Social Research","Outside London","575","550","39400","39190"
"In post","2023","UK Statistics Authority","Statistics","London","75","70","52890","42370"
"In post","2023","UK Statistics Authority","Statistics","Outside London","505","485","44070","39300"
"In post","2023","UK Supreme Court","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Communications","London","10","5","[c]","[c]"
"In post","2023","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Legal","London","10","10","41760","37230"
"In post","2023","UK Supreme Court","Operational Delivery","London","20","20","38540","30600"
"In post","2023","UK Supreme Court","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Communications","Outside London","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Corporate Finance","Outside London","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Digital, Data and Technology","Outside London","20","20","49820","49760"
"In post","2023","Water Services Regulation Authority","Economics","London","30","30","59380","47850"
"In post","2023","Water Services Regulation Authority","Economics","Outside London","20","20","62040","53660"
"In post","2023","Water Services Regulation Authority","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Finance","Outside London","15","15","75070","67090"
"In post","2023","Water Services Regulation Authority","Human Resources","Outside London","15","10","43740","41340"
"In post","2023","Water Services Regulation Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Legal","London","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Legal","Outside London","10","10","66590","71450"
"In post","2023","Water Services Regulation Authority","Operational Delivery","London","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Operational Delivery","Outside London","20","20","38880","36500"
"In post","2023","Water Services Regulation Authority","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Policy","London","15","15","71700","69360"
"In post","2023","Water Services Regulation Authority","Policy","Outside London","35","35","53840","50000"
"In post","2023","Water Services Regulation Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Project Delivery","Outside London","10","10","48110","47530"
"In post","2023","Water Services Regulation Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Science and Engineering","London","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Science and Engineering","Outside London","20","15","57090","55330"
"In post","2023","Water Services Regulation Authority","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Communications","Outside London","160","150","42440","39690"
"In post","2023","Welsh Government","Digital, Data and Technology","Outside London","235","230","41240","39690"
"In post","2023","Welsh Government","Economics","Outside London","50","45","50860","43660"
"In post","2023","Welsh Government","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Finance","Outside London","330","310","45350","39690"
"In post","2023","Welsh Government","Human Resources","Outside London","245","235","33700","27890"
"In post","2023","Welsh Government","Inspector of Education and Training","Outside London","30","30","36800","36590"
"In post","2023","Welsh Government","Internal Audit","Outside London","25","20","44860","39690"
"In post","2023","Welsh Government","Knowledge and Information Management","Outside London","115","110","36730","30610"
"In post","2023","Welsh Government","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Legal","Outside London","175","165","61200","63900"
"In post","2023","Welsh Government","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Medicine","Outside London","195","185","49840","49370"
"In post","2023","Welsh Government","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Operational Delivery","Outside London","1625","1520","39500","30610"
"In post","2023","Welsh Government","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2023","Welsh Government","Other","Outside London","605","575","45190","43660"
"In post","2023","Welsh Government","Planning","Outside London","70","65","47320","39690"
"In post","2023","Welsh Government","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Policy","London","5","5","[c]","[c]"
"In post","2023","Welsh Government","Policy","Outside London","1645","1570","45760","39690"
"In post","2023","Welsh Government","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government","Project Delivery","Outside London","135","130","47440","43660"
"In post","2023","Welsh Government","Property","Outside London","65","60","42870","39690"
"In post","2023","Welsh Government","Science and Engineering","Outside London","65","65","52410","49370"
"In post","2023","Welsh Government","Social Research","Outside London","100","95","44090","41700"
"In post","2023","Welsh Government","Statistics","Outside London","100","90","43290","41700"
"In post","2023","Welsh Government","Tax","Outside London","5","5","[c]","[c]"
"In post","2023","Welsh Government","Unknown","Outside London","35","35","47120","41700"
"In post","2023","Welsh Government","Veterinarian","Outside London","5","5","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Communications","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Counter Fraud","London","35","[c]","47010","42210"
"Leaver CS","2023","Attorney General's Departments","Digital, Data and Technology","London","10","[c]","39940","34320"
"Leaver CS","2023","Attorney General's Departments","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Human Resources","London","15","[c]","32040","27760"
"Leaver CS","2023","Attorney General's Departments","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Legal","London","235","[c]","58270","55000"
"Leaver CS","2023","Attorney General's Departments","Legal","Outside London","170","[c]","53440","55290"
"Leaver CS","2023","Attorney General's Departments","Operational Delivery","London","90","[c]","26680","25600"
"Leaver CS","2023","Attorney General's Departments","Operational Delivery","Outside London","160","[c]","25020","24070"
"Leaver CS","2023","Attorney General's Departments","Other","London","20","[c]","37760","27580"
"Leaver CS","2023","Attorney General's Departments","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Policy","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Commercial","London","10","[c]","48000","31530"
"Leaver CS","2023","Cabinet Office","Commercial","Outside London","30","[c]","37030","38330"
"Leaver CS","2023","Cabinet Office","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Digital, Data and Technology","London","20","[c]","40670","32000"
"Leaver CS","2023","Cabinet Office","Digital, Data and Technology","Outside London","20","[c]","41400","38980"
"Leaver CS","2023","Cabinet Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Finance","Outside London","15","[c]","37280","37300"
"Leaver CS","2023","Cabinet Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Operational Delivery","Outside London","20","[c]","41560","31410"
"Leaver CS","2023","Cabinet Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Project Delivery","London","15","[c]","31830","32960"
"Leaver CS","2023","Cabinet Office","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Security","Outside London","15","[c]","34470","34320"
"Leaver CS","2023","Cabinet Office","Statistics","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","London","625","[c]","53580","54700"
"Leaver CS","2023","Cabinet Office","Unknown","Outside London","275","[c]","42400","36220"
"Leaver CS","2023","Cabinet Office","Unknown","Unknown","25","[c]","51260","30630"
"Leaver CS","2023","Chancellor's other departments","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Human Resources","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Other","London","35","[c]","62830","43740"
"Leaver CS","2023","Chancellor's other departments","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Human Resources","Outside London","[c]","[c]","[c]","[c]"
