"Status","Year","Disability","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Operational Delivery","Female","2040","[c]","27070","26650"
"Leaver CS","2023","Declared disabled","Operational Delivery","Male","1165","[c]","28470","27570"
"Leaver CS","2023","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Other","Female","80","[c]","28230","22310"
"Leaver CS","2023","Declared disabled","Other","Male","70","[c]","26570","21690"
"Leaver CS","2023","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Policy","Female","110","[c]","43910","38470"
"Leaver CS","2023","Declared disabled","Policy","Male","90","[c]","48110","44500"
"Leaver CS","2023","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Project Delivery","Female","65","[c]","41400","40020"
"Leaver CS","2023","Declared disabled","Project Delivery","Male","35","[c]","41030","40890"
"Leaver CS","2023","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Psychology","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Science and Engineering","Female","55","[c]","35610","32130"
"Leaver CS","2023","Declared disabled","Science and Engineering","Male","60","[c]","36330","33990"
"Leaver CS","2023","Declared disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Security","Male","60","[c]","34200","30750"
"Leaver CS","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Social Research","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Statistics","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Statistics","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Tax","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Tax","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Unknown","Female","170","[c]","41540","34630"
"Leaver CS","2023","Declared disabled","Unknown","Male","130","[c]","42840","37940"
"Leaver CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Female","115","[c]","38780","34940"
"Leaver CS","2023","Declared non-disabled","Commercial","Male","115","[c]","44770","40720"
"Leaver CS","2023","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Female","150","[c]","45030","42000"
"Leaver CS","2023","Declared non-disabled","Communications","Male","90","[c]","43680","39140"
"Leaver CS","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Corporate Finance","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Female","180","[c]","28610","28120"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Male","150","[c]","30780","28120"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data and Technology","Female","360","[c]","43120","40410"
"Leaver CS","2023","Declared non-disabled","Digital, Data and Technology","Male","740","[c]","45400","41800"
"Leaver CS","2023","Declared non-disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Economics","Female","55","[c]","40240","33570"
"Leaver CS","2023","Declared non-disabled","Economics","Male","90","[c]","34910","31860"
"Leaver CS","2023","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Female","235","[c]","40450","34800"
"Leaver CS","2023","Declared non-disabled","Finance","Male","245","[c]","43580","40030"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Geography","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Female","495","[c]","33490","27140"
"Leaver CS","2023","Declared non-disabled","Human Resources","Male","300","[c]","35820","32670"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Inspector of Education and Training","Female","85","[c]","67090","72470"
"Leaver CS","2023","Declared non-disabled","Inspector of Education and Training","Male","40","[c]","71350","77470"
"Leaver CS","2023","Declared non-disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intelligence Analysis","Female","45","[c]","32850","30200"
"Leaver CS","2023","Declared non-disabled","Intelligence Analysis","Male","70","[c]","34320","32000"
"Leaver CS","2023","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","International Trade","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","International Trade","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Knowledge and Information Management","Female","35","[c]","29200","27900"
"Leaver CS","2023","Declared non-disabled","Knowledge and Information Management","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Female","325","[c]","51340","52020"
"Leaver CS","2023","Declared non-disabled","Legal","Male","230","[c]","58140","56850"
"Leaver CS","2023","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicine","Female","160","[c]","49750","40590"
"Leaver CS","2023","Declared non-disabled","Medicine","Male","60","[c]","58640","47470"
"Leaver CS","2023","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Female","8795","[c]","27380","26180"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Male","6090","[c]","29870","27570"
"Leaver CS","2023","Declared non-disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Other","Female","405","[c]","30970","25110"
"Leaver CS","2023","Declared non-disabled","Other","Male","325","[c]","31850","22400"
"Leaver CS","2023","Declared non-disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Policy","Female","660","[c]","46040","41360"
"Leaver CS","2023","Declared non-disabled","Policy","Male","585","[c]","49410","47470"
"Leaver CS","2023","Declared non-disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Female","335","[c]","43570","39760"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Male","440","[c]","45490","41200"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Female","130","[c]","33160","30450"
"Leaver CS","2023","Declared non-disabled","Property","Male","215","[c]","39840","37520"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Psychology","Female","85","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Science and Engineering","Female","340","[c]","36560","33710"
"Leaver CS","2023","Declared non-disabled","Science and Engineering","Male","495","[c]","37610","33990"
"Leaver CS","2023","Declared non-disabled","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Female","75","[c]","30770","27630"
"Leaver CS","2023","Declared non-disabled","Security","Male","365","[c]","33540","27680"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Research","Female","40","[c]","39240","38590"
"Leaver CS","2023","Declared non-disabled","Social Research","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Statistics","Female","40","[c]","36530","35830"
"Leaver CS","2023","Declared non-disabled","Statistics","Male","60","[c]","36570","32830"
"Leaver CS","2023","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Tax","Female","290","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Tax","Male","305","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Female","810","[c]","43100","37880"
"Leaver CS","2023","Declared non-disabled","Unknown","Male","805","[c]","47770","41870"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Veterinarian","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Veterinarian","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data and Technology","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Digital, Data and Technology","Male","55","[c]","44250","42110"
"Leaver CS","2023","Undeclared","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Economics","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Finance","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Human Resources","Female","40","[c]","31790","27570"
"Leaver CS","2023","Undeclared","Human Resources","Male","40","[c]","33820","33300"
"Leaver CS","2023","Undeclared","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Intelligence Analysis","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Knowledge and Information Management","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Legal","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Medicine","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Medicine","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Operational Delivery","Female","665","[c]","27860","25830"
"Leaver CS","2023","Undeclared","Operational Delivery","Male","690","[c]","32540","27580"
"Leaver CS","2023","Undeclared","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Other","Male","40","[c]","32900","21690"
"Leaver CS","2023","Undeclared","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Policy","Female","50","[c]","38830","36540"
"Leaver CS","2023","Undeclared","Policy","Male","70","[c]","44630","46680"
"Leaver CS","2023","Undeclared","Project Delivery","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Project Delivery","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Property","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Psychology","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Science and Engineering","Female","35","[c]","38850","38610"
"Leaver CS","2023","Undeclared","Science and Engineering","Male","65","[c]","39960","35260"
"Leaver CS","2023","Undeclared","Security","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Security","Male","55","[c]","33620","30020"
"Leaver CS","2023","Undeclared","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Tax","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Tax","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Female","70","[c]","41280","36040"
"Leaver CS","2023","Undeclared","Unknown","Male","95","[c]","47140","42660"
"Leaver CS","2023","Undeclared","Veterinarian","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Female","65","[c]","34600","32040"
"Leaver CS","2023","Unknown","Commercial","Male","60","[c]","35000","37060"
"Leaver CS","2023","Unknown","Communications","Female","65","[c]","37900","34690"
"Leaver CS","2023","Unknown","Communications","Male","45","[c]","39560","38540"
"Leaver CS","2023","Unknown","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Male","45","[c]","36940","29570"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Female","165","[c]","45330","43160"
"Leaver CS","2023","Unknown","Digital, Data and Technology","Male","425","[c]","43180","39230"
"Leaver CS","2023","Unknown","Economics","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Economics","Male","35","[c]","38360","32720"
"Leaver CS","2023","Unknown","Finance","Female","85","[c]","36520","30710"
"Leaver CS","2023","Unknown","Finance","Male","90","[c]","41090","38780"
"Leaver CS","2023","Unknown","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Female","185","[c]","35150","30550"
"Leaver CS","2023","Unknown","Human Resources","Male","105","[c]","35870","31470"
"Leaver CS","2023","Unknown","Inspector of Education and Training","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intelligence Analysis","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","International Trade","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Knowledge and Information Management","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Female","100","[c]","48970","50980"
"Leaver CS","2023","Unknown","Legal","Male","85","[c]","49800","49260"
"Leaver CS","2023","Unknown","Medicine","Female","90","[c]","47850","40590"
"Leaver CS","2023","Unknown","Medicine","Male","35","[c]","65600","62970"
"Leaver CS","2023","Unknown","Operational Delivery","Female","3295","[c]","28750","25480"
"Leaver CS","2023","Unknown","Operational Delivery","Male","2980","[c]","30680","26530"
"Leaver CS","2023","Unknown","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Operational Research","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Other","Female","170","[c]","30330","26930"
"Leaver CS","2023","Unknown","Other","Male","370","[c]","35230","31710"
"Leaver CS","2023","Unknown","Planning","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Policy","Female","255","[c]","39520","35410"
"Leaver CS","2023","Unknown","Policy","Male","210","[c]","43790","40050"
"Leaver CS","2023","Unknown","Project Delivery","Female","135","[c]","39860","37690"
"Leaver CS","2023","Unknown","Project Delivery","Male","140","[c]","43270","40000"
"Leaver CS","2023","Unknown","Property","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Male","70","[c]","35240","30210"
"Leaver CS","2023","Unknown","Psychology","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Science and Engineering","Female","135","[c]","37220","34290"
"Leaver CS","2023","Unknown","Science and Engineering","Male","270","[c]","36090","32770"
"Leaver CS","2023","Unknown","Security","Female","45","[c]","29620","27500"
"Leaver CS","2023","Unknown","Security","Male","195","[c]","30560","27500"
"Leaver CS","2023","Unknown","Social Research","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Research","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Statistics","Female","45","[c]","28060","23500"
"Leaver CS","2023","Unknown","Statistics","Male","50","[c]","29840","25790"
"Leaver CS","2023","Unknown","Tax","Female","150","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Tax","Male","155","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","955","[c]","41190","34730"
"Leaver CS","2023","Unknown","Unknown","Male","760","[c]","44610","34730"
"Leaver CS","2023","Unknown","Veterinarian","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Female","55","[c]","39770","35870"
"Leaver Dept.","2023","Declared disabled","Human Resources","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Female","385","[c]","28140","27570"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Male","230","[c]","29740","27570"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","Female","[c]","[c]","[c]","[c]"
