"Status","Year","Age","Disability","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","London","Female","1000","[c]","33720","32330"
"Leaver CS","2023","20-29","Declared non-disabled","London","Male","690","[c]","34870","32520"
"Leaver CS","2023","20-29","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Outside London","Female","2365","[c]","25970","24390"
"Leaver CS","2023","20-29","Declared non-disabled","Outside London","Male","1940","[c]","26680","25830"
"Leaver CS","2023","20-29","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","London","Female","65","[c]","31820","31060"
"Leaver CS","2023","20-29","Undeclared","London","Male","70","[c]","36800","34090"
"Leaver CS","2023","20-29","Undeclared","Outside London","Female","110","[c]","24520","22450"
"Leaver CS","2023","20-29","Undeclared","Outside London","Male","100","[c]","26420","25270"
"Leaver CS","2023","20-29","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","London","Female","795","[c]","31850","29660"
"Leaver CS","2023","20-29","Unknown","London","Male","595","[c]","33180","31060"
"Leaver CS","2023","20-29","Unknown","Outside London","Female","1430","[c]","25360","22400"
"Leaver CS","2023","20-29","Unknown","Outside London","Male","1405","[c]","26290","24460"
"Leaver CS","2023","20-29","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","Female","40","[c]","26150","28000"
"Leaver CS","2023","20-29","Unknown","Unknown","Male","50","[c]","28320","29250"
"Leaver CS","2023","30-39","Declared disabled","London","Female","110","[c]","45500","40800"
"Leaver CS","2023","30-39","Declared disabled","London","Male","70","[c]","46400","44500"
"Leaver CS","2023","30-39","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Outside London","Female","310","[c]","28680","27570"
"Leaver CS","2023","30-39","Declared disabled","Outside London","Male","230","[c]","30110","27570"
"Leaver CS","2023","30-39","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","London","Female","795","[c]","44000","41280"
"Leaver CS","2023","30-39","Declared non-disabled","London","Male","725","[c]","47020","43780"
"Leaver CS","2023","30-39","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Outside London","Female","1860","[c]","30830","27570"
"Leaver CS","2023","30-39","Declared non-disabled","Outside London","Male","1810","[c]","33700","29480"
"Leaver CS","2023","30-39","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","London","Female","60","[c]","43820","39120"
"Leaver CS","2023","30-39","Undeclared","London","Male","65","[c]","44180","42670"
"Leaver CS","2023","30-39","Undeclared","Outside London","Female","130","[c]","29680","27570"
"Leaver CS","2023","30-39","Undeclared","Outside London","Male","155","[c]","33870","29850"
"Leaver CS","2023","30-39","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","London","Female","430","[c]","44440","41250"
"Leaver CS","2023","30-39","Unknown","London","Male","385","[c]","47450","44140"
"Leaver CS","2023","30-39","Unknown","Outside London","Female","940","[c]","32490","28490"
"Leaver CS","2023","30-39","Unknown","Outside London","Male","1005","[c]","34540","30440"
"Leaver CS","2023","30-39","Unknown","Overseas","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","Male","50","[c]","38500","36970"
"Leaver CS","2023","40-49","Declared disabled","London","Female","70","[c]","45720","39370"
"Leaver CS","2023","40-49","Declared disabled","London","Male","70","[c]","50530","42800"
"Leaver CS","2023","40-49","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Outside London","Female","330","[c]","31610","27570"
"Leaver CS","2023","40-49","Declared disabled","Outside London","Male","235","[c]","32040","27960"
"Leaver CS","2023","40-49","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared non-disabled","London","Female","535","[c]","48840","44200"
"Leaver CS","2023","40-49","Declared non-disabled","London","Male","380","[c]","57200","55020"
"Leaver CS","2023","40-49","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared non-disabled","Outside London","Female","1605","[c]","32160","27570"
"Leaver CS","2023","40-49","Declared non-disabled","Outside London","Male","1225","[c]","36970","30460"
"Leaver CS","2023","40-49","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared non-disabled","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared non-disabled","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","London","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","London","Male","50","[c]","54190","53850"
"Leaver CS","2023","40-49","Undeclared","Outside London","Female","125","[c]","33960","29530"
"Leaver CS","2023","40-49","Undeclared","Outside London","Male","115","[c]","35830","30160"
"Leaver CS","2023","40-49","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","London","Female","245","[c]","51910","48860"
"Leaver CS","2023","40-49","Unknown","London","Male","200","[c]","58720","55900"
"Leaver CS","2023","40-49","Unknown","Outside London","Female","610","[c]","34890","29160"
"Leaver CS","2023","40-49","Unknown","Outside London","Male","600","[c]","38830","33200"
"Leaver CS","2023","40-49","Unknown","Overseas","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","London","Female","90","[c]","42560","35410"
"Leaver CS","2023","50-59","Declared disabled","London","Male","75","[c]","49230","38920"
"Leaver CS","2023","50-59","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Outside London","Female","600","[c]","31270","28010"
"Leaver CS","2023","50-59","Declared disabled","Outside London","Male","395","[c]","32470","28120"
"Leaver CS","2023","50-59","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","London","Female","355","[c]","47310","36380"
"Leaver CS","2023","50-59","Declared non-disabled","London","Male","345","[c]","53840","44220"
"Leaver CS","2023","50-59","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Outside London","Female","2250","[c]","32380","27570"
"Leaver CS","2023","50-59","Declared non-disabled","Outside London","Male","1710","[c]","37510","30450"
"Leaver CS","2023","50-59","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","London","Male","45","[c]","59590","55020"
"Leaver CS","2023","50-59","Undeclared","Outside London","Female","205","[c]","31230","27570"
"Leaver CS","2023","50-59","Undeclared","Outside London","Male","265","[c]","37720","30790"
"Leaver CS","2023","50-59","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","London","Female","195","[c]","52700","43210"
"Leaver CS","2023","50-59","Unknown","London","Male","170","[c]","53320","42820"
"Leaver CS","2023","50-59","Unknown","Outside London","Female","600","[c]","34470","27570"
"Leaver CS","2023","50-59","Unknown","Outside London","Male","725","[c]","35060","28540"
"Leaver CS","2023","50-59","Unknown","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Male","40","[c]","46450","42950"
"Leaver CS","2023","60-64","Declared disabled","London","Female","50","[c]","43440","34690"
"Leaver CS","2023","60-64","Declared disabled","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Outside London","Female","470","[c]","28790","27570"
"Leaver CS","2023","60-64","Declared disabled","Outside London","Male","290","[c]","35100","29200"
"Leaver CS","2023","60-64","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared non-disabled","London","Female","265","[c]","46650","36510"
"Leaver CS","2023","60-64","Declared non-disabled","London","Male","280","[c]","49560","42200"
"Leaver CS","2023","60-64","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared non-disabled","Outside London","Female","1695","[c]","30960","27570"
"Leaver CS","2023","60-64","Declared non-disabled","Outside London","Male","1350","[c]","38400","32930"
"Leaver CS","2023","60-64","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared non-disabled","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared non-disabled","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Outside London","Female","150","[c]","29490","27570"
"Leaver CS","2023","60-64","Undeclared","Outside London","Male","200","[c]","36580","33570"
"Leaver CS","2023","60-64","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","London","Female","70","[c]","45230","40650"
"Leaver CS","2023","60-64","Unknown","London","Male","100","[c]","56840","56870"
"Leaver CS","2023","60-64","Unknown","Outside London","Female","320","[c]","34900","28200"
"Leaver CS","2023","60-64","Unknown","Outside London","Male","400","[c]","37680","34650"
"Leaver CS","2023","60-64","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Male","30","[c]","47000","39040"
"Leaver CS","2023","65+","Declared disabled","London","Female","60","[c]","35510","31440"
"Leaver CS","2023","65+","Declared disabled","London","Male","45","[c]","34910","30770"
"Leaver CS","2023","65+","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Outside London","Female","405","[c]","26080","24630"
"Leaver CS","2023","65+","Declared disabled","Outside London","Male","295","[c]","28710","27140"
"Leaver CS","2023","65+","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","London","Female","185","[c]","38540","30410"
"Leaver CS","2023","65+","Declared non-disabled","London","Male","200","[c]","43730","37490"
"Leaver CS","2023","65+","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Outside London","Female","1285","[c]","27720","24490"
"Leaver CS","2023","65+","Declared non-disabled","Outside London","Male","1220","[c]","32270","27570"
"Leaver CS","2023","65+","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Outside London","Female","110","[c]","26150","21800"
"Leaver CS","2023","65+","Undeclared","Outside London","Male","180","[c]","33700","28120"
"Leaver CS","2023","65+","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","London","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Outside London","Female","205","[c]","30320","24890"
"Leaver CS","2023","65+","Unknown","Outside London","Male","270","[c]","34000","30650"
"Leaver CS","2023","65+","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","London","Female","145","[c]","36110","34310"
"Leaver Dept.","2023","20-29","Declared disabled","London","Male","75","[c]","36050","35410"
"Leaver Dept.","2023","20-29","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Outside London","Female","120","[c]","27520","27370"
"Leaver Dept.","2023","20-29","Declared disabled","Outside London","Male","80","[c]","27020","27140"
"Leaver Dept.","2023","20-29","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","Female","785","[c]","36150","34260"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","Male","575","[c]","36780","34710"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Outside London","Female","770","[c]","27560","27570"
"Leaver Dept.","2023","20-29","Declared non-disabled","Outside London","Male","515","[c]","27520","27570"
