"Status","Year","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","Unknown","25","25","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Heterosexual / straight","35","35","59620","65280"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","Unknown","40","40","46440","52360"
"In post","2023","Office of the Secretary of State for Wales","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Secretary of State for Wales","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Planning Inspectorate","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Planning Inspectorate","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Outside London","Heterosexual / straight","615","565","47930","48660"
"In post","2023","Planning Inspectorate","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Planning Inspectorate","Outside London","Undeclared","80","70","45930","48660"
"In post","2023","Planning Inspectorate","Outside London","Unknown","135","120","37720","30940"
"In post","2023","Queen Elizabeth II Centre","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Queen Elizabeth II Centre","London","Unknown","40","40","42100","39000"
"In post","2023","Registers of Scotland","Outside London","Heterosexual / straight","680","660","36880","32510"
"In post","2023","Registers of Scotland","Outside London","LGBO","40","40","37250","32510"
"In post","2023","Registers of Scotland","Outside London","Undeclared","70","65","37130","32510"
"In post","2023","Registers of Scotland","Outside London","Unknown","395","370","33440","32510"
"In post","2023","Revenue Scotland","Outside London","Heterosexual / straight","50","50","44740","38330"
"In post","2023","Revenue Scotland","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Revenue Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Revenue Scotland","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Royal Fleet Auxiliary","Unknown","Unknown","1695","1695","41950","40010"
"In post","2023","Rural Payments Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Outside London","Heterosexual / straight","1830","1680","27060","22150"
"In post","2023","Rural Payments Agency","Outside London","LGBO","160","155","26340","22150"
"In post","2023","Rural Payments Agency","Outside London","Undeclared","260","240","26340","22150"
"In post","2023","Rural Payments Agency","Outside London","Unknown","565","520","27230","22150"
"In post","2023","Scottish Courts and Tribunals Service","Outside London","Heterosexual / straight","690","645","32340","28540"
"In post","2023","Scottish Courts and Tribunals Service","Outside London","LGBO","55","50","29440","25060"
"In post","2023","Scottish Courts and Tribunals Service","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Outside London","Unknown","1190","1065","29450","25060"
"In post","2023","Scottish Fiscal Commission","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Scottish Forestry","Outside London","Heterosexual / straight","120","115","38660","38530"
"In post","2023","Scottish Forestry","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Scottish Forestry","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Scottish Forestry","Outside London","Unknown","85","80","38820","38210"
"In post","2023","Scottish Government (excl. agencies)","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","London","Unknown","10","10","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Outside London","Heterosexual / straight","5630","5400","48290","44890"
"In post","2023","Scottish Government (excl. agencies)","Outside London","LGBO","560","545","45350","41640"
"In post","2023","Scottish Government (excl. agencies)","Outside London","Undeclared","385","370","48620","44890"
"In post","2023","Scottish Government (excl. agencies)","Outside London","Unknown","2560","2450","44340","39650"
"In post","2023","Scottish Government (excl. agencies)","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Scottish Prison Service","Outside London","Heterosexual / straight","1440","1340","37720","37060"
"In post","2023","Scottish Prison Service","Outside London","LGBO","95","90","35580","37060"
"In post","2023","Scottish Prison Service","Outside London","Undeclared","55","50","38180","37060"
"In post","2023","Scottish Prison Service","Outside London","Unknown","2950","2780","33660","34070"
"In post","2023","Scottish Public Pensions Agency","Outside London","Heterosexual / straight","145","135","34530","29450"
"In post","2023","Scottish Public Pensions Agency","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Outside London","Unknown","210","200","30240","27740"
"In post","2023","Serious Fraud Office","London","Heterosexual / straight","350","340","47730","41800"
"In post","2023","Serious Fraud Office","London","LGBO","20","20","[c]","[c]"
"In post","2023","Serious Fraud Office","London","Undeclared","30","30","53250","54230"
"In post","2023","Serious Fraud Office","London","Unknown","60","60","51180","43750"
"In post","2023","Social Security Scotland","Outside London","Heterosexual / straight","2000","1920","33690","29450"
"In post","2023","Social Security Scotland","Outside London","LGBO","255","245","30510","29100"
"In post","2023","Social Security Scotland","Outside London","Undeclared","85","85","33660","29450"
"In post","2023","Social Security Scotland","Outside London","Unknown","1685","1605","28850","29100"
"In post","2023","Standards and Testing Agency","London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Standards and Testing Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Standards and Testing Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Outside London","Heterosexual / straight","80","75","41030","37590"
"In post","2023","Standards and Testing Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Standards and Testing Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Outside London","Heterosexual / straight","95","90","35570","33520"
"In post","2023","Student Awards Agency for Scotland","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Outside London","Unknown","160","155","31470","27740"
"In post","2023","Submarine Delivery Agency","Outside London","Heterosexual / straight","1620","1580","43780","42000"
"In post","2023","Submarine Delivery Agency","Outside London","LGBO","50","50","35890","32550"
"In post","2023","Submarine Delivery Agency","Outside London","Undeclared","185","175","46300","42710"
"In post","2023","Submarine Delivery Agency","Outside London","Unknown","205","200","37720","33500"
"In post","2023","Submarine Delivery Agency","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Outside London","Heterosexual / straight","75","75","32940","30330"
"In post","2023","Teaching Regulation Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","London","Heterosexual / straight","200","190","43170","39670"
"In post","2023","The Insolvency Service","London","LGBO","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","London","Undeclared","15","15","[c]","[c]"
"In post","2023","The Insolvency Service","London","Unknown","115","115","39650","37210"
"In post","2023","The Insolvency Service","Outside London","Heterosexual / straight","755","715","34780","31620"
"In post","2023","The Insolvency Service","Outside London","LGBO","45","40","33620","31620"
"In post","2023","The Insolvency Service","Outside London","Undeclared","50","50","38910","36350"
"In post","2023","The Insolvency Service","Outside London","Unknown","465","435","30550","26940"
"In post","2023","The National Archives","London","Heterosexual / straight","265","255","38610","35000"
"In post","2023","The National Archives","London","LGBO","50","50","33730","31450"
"In post","2023","The National Archives","London","Undeclared","65","60","36940","33560"
"In post","2023","The National Archives","London","Unknown","205","195","36920","34940"
"In post","2023","The National Archives","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","The National Archives","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Transport Scotland","Outside London","Heterosexual / straight","325","315","50390","49860"
"In post","2023","Transport Scotland","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","Transport Scotland","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Transport Scotland","Outside London","Unknown","160","155","45690","42860"
"In post","2023","UK Debt Management Office","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","UK Debt Management Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","London","Undeclared","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","London","Unknown","95","95","63780","57210"
"In post","2023","UK Export Finance","London","Heterosexual / straight","415","410","54420","50100"
"In post","2023","UK Export Finance","London","LGBO","25","25","[c]","[c]"
"In post","2023","UK Export Finance","London","Undeclared","55","55","60500","52080"
"In post","2023","UK Export Finance","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","London","Heterosexual / straight","1225","1170","48010","41280"
"In post","2023","UK Health Security Agency","London","LGBO","100","100","50130","41830"
"In post","2023","UK Health Security Agency","London","Undeclared","175","165","48760","41280"
"In post","2023","UK Health Security Agency","London","Unknown","720","685","51030","43210"
"In post","2023","UK Health Security Agency","Outside London","Heterosexual / straight","1880","1775","43800","37420"
"In post","2023","UK Health Security Agency","Outside London","LGBO","105","100","37120","30920"
"In post","2023","UK Health Security Agency","Outside London","Undeclared","280","260","46310","40270"
"In post","2023","UK Health Security Agency","Outside London","Unknown","930","880","44820","40350"
"In post","2023","UK Health Security Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Outside London","Heterosexual / straight","595","570","38510","34370"
"In post","2023","UK Hydrographic Office","Outside London","LGBO","30","30","[c]","[c]"
"In post","2023","UK Hydrographic Office","Outside London","Undeclared","70","65","37540","34370"
"In post","2023","UK Hydrographic Office","Outside London","Unknown","245","235","35810","34370"
"In post","2023","UK Hydrographic Office","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","London","Heterosexual / straight","75","75","50330","41540"
"In post","2023","UK Space Agency","London","LGBO","10","10","[c]","[c]"
"In post","2023","UK Space Agency","London","Undeclared","10","10","[c]","[c]"
"In post","2023","UK Space Agency","London","Unknown","60","60","47330","43650"
"In post","2023","UK Space Agency","Outside London","Heterosexual / straight","75","75","46400","50680"
"In post","2023","UK Space Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","UK Space Agency","Outside London","Unknown","30","30","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Heterosexual / straight","215","210","48930","42190"
"In post","2023","UK Statistics Authority","London","LGBO","25","25","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Undeclared","25","25","[c]","[c]"
"In post","2023","UK Statistics Authority","London","Unknown","55","50","51260","43650"
"In post","2023","UK Statistics Authority","Outside London","Heterosexual / straight","4000","3555","34910","31560"
"In post","2023","UK Statistics Authority","Outside London","LGBO","310","295","35410","31560"
"In post","2023","UK Statistics Authority","Outside London","Undeclared","250","230","35550","31560"
"In post","2023","UK Statistics Authority","Outside London","Unknown","1255","1120","33910","31060"
"In post","2023","UK Supreme Court","London","Heterosexual / straight","45","45","39720","36720"
"In post","2023","UK Supreme Court","London","LGBO","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Valuation Office Agency","London","Heterosexual / straight","340","320","43960","39140"
"In post","2023","Valuation Office Agency","London","LGBO","25","25","[c]","[c]"
"In post","2023","Valuation Office Agency","London","Undeclared","75","70","46980","40190"
"In post","2023","Valuation Office Agency","London","Unknown","220","215","39920","36030"
"In post","2023","Valuation Office Agency","Outside London","Heterosexual / straight","2065","1930","35970","32260"
"In post","2023","Valuation Office Agency","Outside London","LGBO","130","130","32150","27740"
"In post","2023","Valuation Office Agency","Outside London","Undeclared","275","245","35870","32970"
"In post","2023","Valuation Office Agency","Outside London","Unknown","855","805","30080","26020"
"In post","2023","Vehicle Certification Agency","Outside London","Heterosexual / straight","155","145","36220","34970"
"In post","2023","Vehicle Certification Agency","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Outside London","Undeclared","35","35","31850","31070"
"In post","2023","Vehicle Certification Agency","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Outside London","Heterosexual / straight","120","115","41640","39830"
"In post","2023","Veterinary Medicines Directorate","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Heterosexual / straight","50","45","63350","62350"
"In post","2023","Water Services Regulation Authority","London","LGBO","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","Unknown","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","Heterosexual / straight","130","125","53470","50000"
"In post","2023","Water Services Regulation Authority","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Outside London","Unknown","35","35","52040","43230"
"In post","2023","Welsh Government (excl. agencies)","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Outside London","Heterosexual / straight","4820","4555","43680","39690"
"In post","2023","Welsh Government (excl. agencies)","Outside London","LGBO","260","250","43680","39690"
"In post","2023","Welsh Government (excl. agencies)","Outside London","Undeclared","695","655","44380","39690"
"In post","2023","Welsh Government (excl. agencies)","Outside London","Unknown","170","155","40060","34520"
"In post","2023","Welsh Government (excl. agencies)","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Outside London","Unknown","80","80","46800","43660"
"In post","2023","Wilton Park","Outside London","Heterosexual / straight","65","60","37010","31620"
"In post","2023","Wilton Park","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Wilton Park","Outside London","Unknown","5","5","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Outside London","Heterosexual / straight","35","[c]","41240","34850"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","London","Heterosexual / straight","30","[c]","30250","25920"
"Leaver CS","2023","Animal and Plant Health Agency","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Outside London","Heterosexual / straight","155","[c]","30870","26800"
"Leaver CS","2023","Animal and Plant Health Agency","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Outside London","Unknown","45","[c]","26520","25340"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","London","Heterosexual / straight","310","[c]","52610","54700"
"Leaver CS","2023","Cabinet Office (excl. agencies)","London","LGBO","55","[c]","46120","40600"
"Leaver CS","2023","Cabinet Office (excl. agencies)","London","Undeclared","45","[c]","50070","44090"
"Leaver CS","2023","Cabinet Office (excl. agencies)","London","Unknown","110","[c]","50440","41870"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Outside London","Heterosexual / straight","155","[c]","36260","33980"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Outside London","Unknown","45","[c]","32720","25210"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","London","Unknown","80","[c]","30780","30130"
"Leaver CS","2023","Central Civil Service Fast Stream","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","Outside London","Heterosexual / straight","60","[c]","34070","28070"
"Leaver CS","2023","Companies House","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Companies House","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Heterosexual / straight","95","[c]","56190","54070"
"Leaver CS","2023","Competition and Markets Authority","London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Outside London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Criminal Injuries Compensation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Outside London","Heterosexual / straight","45","[c]","39600","38330"
"Leaver CS","2023","Crown Commercial Service","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Commercial Service","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Outside London","Heterosexual / straight","105","[c]","34820","24490"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Office and Procurator Fiscal Service","Outside London","Undeclared","5","[c]","[c]","[c]"
