"Status","Year","Ethnicity","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","SEO/HEO","Male","Unknown","515","495","38950","39150"
"In post","2023","Undeclared","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Female","Heterosexual / straight","90","85","32460","30810"
"In post","2023","Undeclared","Unknown","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Female","Undeclared","220","200","32930","32050"
"In post","2023","Undeclared","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Male","Heterosexual / straight","50","50","32810","29300"
"In post","2023","Undeclared","Unknown","Male","LGBO","10","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Male","Undeclared","245","230","39200","38290"
"In post","2023","Undeclared","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Female","Heterosexual / straight","580","490","23680","22520"
"In post","2023","Unknown","AA/AO","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Unknown","AA/AO","Female","Undeclared","185","150","23880","22520"
"In post","2023","Unknown","AA/AO","Female","Unknown","12810","11550","23740","22520"
"In post","2023","Unknown","AA/AO","Male","Heterosexual / straight","470","455","25950","23230"
"In post","2023","Unknown","AA/AO","Male","LGBO","35","35","25190","22520"
"In post","2023","Unknown","AA/AO","Male","Undeclared","165","160","26170","23240"
"In post","2023","Unknown","AA/AO","Male","Unknown","11400","11045","24950","22520"
"In post","2023","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Female","Heterosexual / straight","415","375","28740","28120"
"In post","2023","Unknown","EO","Female","LGBO","30","25","[c]","[c]"
"In post","2023","Unknown","EO","Female","Undeclared","220","210","28740","28770"
"In post","2023","Unknown","EO","Female","Unknown","8635","8120","28750","28120"
"In post","2023","Unknown","EO","Male","Heterosexual / straight","335","325","29980","28480"
"In post","2023","Unknown","EO","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","EO","Male","Undeclared","145","140","30000","28130"
"In post","2023","Unknown","EO","Male","Unknown","8620","8385","29230","28120"
"In post","2023","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Female","Heterosexual / straight","260","250","60230","56870"
"In post","2023","Unknown","G6/G7","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","G6/G7","Female","Undeclared","320","305","58660","55250"
"In post","2023","Unknown","G6/G7","Female","Unknown","3585","3430","60360","57970"
"In post","2023","Unknown","G6/G7","Male","Heterosexual / straight","225","220","61870","59340"
"In post","2023","Unknown","G6/G7","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","G6/G7","Male","Undeclared","340","325","59110","56250"
"In post","2023","Unknown","G6/G7","Male","Unknown","3900","3840","60930","58900"
"In post","2023","Unknown","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","Unknown","330","315","92690","84000"
"In post","2023","Unknown","SCS level","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Unknown","SCS level","Male","Unknown","370","360","97510","90330"
"In post","2023","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Female","Heterosexual / straight","530","500","38980","38000"
"In post","2023","Unknown","SEO/HEO","Female","LGBO","40","40","39460","39670"
"In post","2023","Unknown","SEO/HEO","Female","Undeclared","400","380","37960","38120"
"In post","2023","Unknown","SEO/HEO","Female","Unknown","7765","7485","38210","37060"
"In post","2023","Unknown","SEO/HEO","Male","Heterosexual / straight","450","435","39640","38470"
"In post","2023","Unknown","SEO/HEO","Male","LGBO","35","35","38780","37740"
"In post","2023","Unknown","SEO/HEO","Male","Undeclared","410","395","39020","38330"
"In post","2023","Unknown","SEO/HEO","Male","Unknown","8555","8400","38620","37710"
"In post","2023","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Heterosexual / straight","115","100","31660","29050"
"In post","2023","Unknown","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Unknown","2475","2255","28490","26840"
"In post","2023","Unknown","Unknown","Male","Heterosexual / straight","40","40","33930","30840"
"In post","2023","Unknown","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","Unknown","2560","2475","37310","35030"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","AA/AO","Female","Heterosexual / straight","39900","34325","23310","22400"
"In post","2023","White","AA/AO","Female","LGBO","2870","2735","25060","22970"
"In post","2023","White","AA/AO","Female","Undeclared","4010","3315","22940","22220"
"In post","2023","White","AA/AO","Female","Unknown","5030","3945","23160","22520"
"In post","2023","White","AA/AO","Male","Heterosexual / straight","31055","29740","25420","22520"
"In post","2023","White","AA/AO","Male","LGBO","2130","2055","24000","22520"
"In post","2023","White","AA/AO","Male","Undeclared","2420","2275","24830","22500"
"In post","2023","White","AA/AO","Male","Unknown","3405","3105","25910","23230"
"In post","2023","White","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","White","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","EO","Female","Heterosexual / straight","39540","35385","28490","28120"
"In post","2023","White","EO","Female","LGBO","2435","2345","28860","28120"
"In post","2023","White","EO","Female","Undeclared","3405","2995","28580","28120"
"In post","2023","White","EO","Female","Unknown","4270","3580","28720","28120"
"In post","2023","White","EO","Male","Heterosexual / straight","28020","26970","29430","28120"
"In post","2023","White","EO","Male","LGBO","2290","2235","28620","28120"
"In post","2023","White","EO","Male","Undeclared","2590","2425","29510","28120"
"In post","2023","White","EO","Male","Unknown","2725","2545","29990","28120"
"In post","2023","White","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","White","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","G6/G7","Female","Heterosexual / straight","22945","21735","60190","57970"
"In post","2023","White","G6/G7","Female","LGBO","1375","1340","59120","56430"
"In post","2023","White","G6/G7","Female","Undeclared","1570","1485","60860","58380"
"In post","2023","White","G6/G7","Female","Unknown","1600","1475","61050","59200"
"In post","2023","White","G6/G7","Male","Heterosexual / straight","22715","22250","61140","59200"
"In post","2023","White","G6/G7","Male","LGBO","1925","1905","60440","57980"
"In post","2023","White","G6/G7","Male","Undeclared","1425","1385","61670","59290"
"In post","2023","White","G6/G7","Male","Unknown","1730","1660","61640","59890"
"In post","2023","White","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","White","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","SCS level","Female","Heterosexual / straight","2320","2205","89370","81940"
"In post","2023","White","SCS level","Female","LGBO","130","125","87190","79270"
"In post","2023","White","SCS level","Female","Undeclared","145","135","87480","81600"
"In post","2023","White","SCS level","Female","Unknown","145","140","93470","83530"
"In post","2023","White","SCS level","Male","Heterosexual / straight","2430","2390","94570","85520"
"In post","2023","White","SCS level","Male","LGBO","235","230","88930","81700"
"In post","2023","White","SCS level","Male","Undeclared","130","130","95240","86530"
"In post","2023","White","SCS level","Male","Unknown","180","175","95730","86120"
"In post","2023","White","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","White","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","SEO/HEO","Female","Heterosexual / straight","45315","42715","38060","37540"
"In post","2023","White","SEO/HEO","Female","LGBO","3230","3150","37640","36620"
"In post","2023","White","SEO/HEO","Female","Undeclared","3535","3325","38460","37720"
"In post","2023","White","SEO/HEO","Female","Unknown","3440","3230","37140","35000"
"In post","2023","White","SEO/HEO","Male","Heterosexual / straight","39840","38935","39150","38480"
"In post","2023","White","SEO/HEO","Male","LGBO","3180","3140","37850","37300"
"In post","2023","White","SEO/HEO","Male","Undeclared","2935","2840","39280","38680"
"In post","2023","White","SEO/HEO","Male","Unknown","3085","2985","38570","38330"
"In post","2023","White","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","White","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","Female","Heterosexual / straight","10625","9830","31060","29050"
"In post","2023","White","Unknown","Female","LGBO","830","805","29650","26840"
"In post","2023","White","Unknown","Female","Undeclared","565","515","32740","30810"
"In post","2023","White","Unknown","Female","Unknown","75","70","33410","31980"
"In post","2023","White","Unknown","Male","Heterosexual / straight","3935","3785","35740","31920"
"In post","2023","White","Unknown","Male","LGBO","350","340","31310","26840"
"In post","2023","White","Unknown","Male","Undeclared","235","220","37520","38290"
"In post","2023","White","Unknown","Male","Unknown","55","55","35190","33370"
"In post","2023","White","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","White","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","AA/AO","Female","Heterosexual / straight","315","[c]","22530","21780"
"Leaver CS","2023","Asian","AA/AO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","AA/AO","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","AA/AO","Female","Unknown","125","[c]","22750","21780"
"Leaver CS","2023","Asian","AA/AO","Male","Heterosexual / straight","310","[c]","22470","21780"
"Leaver CS","2023","Asian","AA/AO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","AA/AO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","AA/AO","Male","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2023","Asian","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","EO","Female","Heterosexual / straight","355","[c]","28830","28230"
"Leaver CS","2023","Asian","EO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","EO","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","EO","Female","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Asian","EO","Male","Heterosexual / straight","270","[c]","28760","28120"
"Leaver CS","2023","Asian","EO","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","EO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","EO","Male","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Asian","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","G6/G7","Female","Heterosexual / straight","100","[c]","58110","55670"
"Leaver CS","2023","Asian","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","G6/G7","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","G6/G7","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","G6/G7","Male","Heterosexual / straight","120","[c]","60680","58970"
"Leaver CS","2023","Asian","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","G6/G7","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","G6/G7","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SEO/HEO","Female","Heterosexual / straight","260","[c]","37820","37790"
"Leaver CS","2023","Asian","SEO/HEO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SEO/HEO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SEO/HEO","Female","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SEO/HEO","Male","Heterosexual / straight","240","[c]","39050","38470"
"Leaver CS","2023","Asian","SEO/HEO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SEO/HEO","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SEO/HEO","Male","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Female","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","AA/AO","Female","Heterosexual / straight","210","[c]","23550","23720"
"Leaver CS","2023","Black","AA/AO","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","AA/AO","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","AA/AO","Female","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","Black","AA/AO","Male","Heterosexual / straight","145","[c]","22560","22220"
"Leaver CS","2023","Black","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","AA/AO","Male","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","EO","Female","Heterosexual / straight","355","[c]","29520","29660"
"Leaver CS","2023","Black","EO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","EO","Female","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","EO","Female","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Black","EO","Male","Heterosexual / straight","160","[c]","29460","29660"
"Leaver CS","2023","Black","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","EO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","EO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","G6/G7","Female","Heterosexual / straight","60","[c]","57330","56200"
"Leaver CS","2023","Black","G6/G7","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","G6/G7","Male","Heterosexual / straight","50","[c]","58740","56430"
"Leaver CS","2023","Black","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","G6/G7","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SCS level","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SEO/HEO","Female","Heterosexual / straight","230","[c]","38120","37850"
"Leaver CS","2023","Black","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SEO/HEO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","SEO/HEO","Female","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","SEO/HEO","Male","Heterosexual / straight","155","[c]","38320","37750"
"Leaver CS","2023","Black","SEO/HEO","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","SEO/HEO","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","SEO/HEO","Male","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SEO/HEO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Female","Heterosexual / straight","110","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Male","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AA/AO","Female","Heterosexual / straight","130","[c]","22170","21690"
"Leaver CS","2023","Mixed","AA/AO","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AA/AO","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AA/AO","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AA/AO","Male","Heterosexual / straight","100","[c]","22780","21840"
"Leaver CS","2023","Mixed","AA/AO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AA/AO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AA/AO","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","EO","Female","Heterosexual / straight","100","[c]","28550","28120"
"Leaver CS","2023","Mixed","EO","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","EO","Female","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","EO","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","EO","Male","Heterosexual / straight","70","[c]","28440","28120"
"Leaver CS","2023","Mixed","EO","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","EO","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","EO","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G6/G7","Female","Heterosexual / straight","50","[c]","57680","56120"
"Leaver CS","2023","Mixed","G6/G7","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G6/G7","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G6/G7","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","G6/G7","Male","Heterosexual / straight","40","[c]","58400","55210"
