"Status","Year","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","North East (England)","15","[c]","42240","31530"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","North West (England)","40","[c]","34830","30740"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Scotland","30","[c]","30600","25160"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","South East (England)","25","[c]","33520","32110"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","South West (England)","170","[c]","36750","35270"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Wales","195","[c]","35280","30530"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","West Midlands (England)","40","[c]","35000","30350"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","15","[c]","32440","30660"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","London","240","[c]","45170","39620"
"Leaver CS","2023","Department for Education","East Midlands (England)","25","[c]","35160","37590"
"Leaver CS","2023","Department for Education","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","London","170","[c]","47050","42170"
"Leaver CS","2023","Department for Education","North East (England)","60","[c]","39610","37590"
"Leaver CS","2023","Department for Education","North West (England)","90","[c]","41090","37590"
"Leaver CS","2023","Department for Education","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","South West (England)","20","[c]","43200","37590"
"Leaver CS","2023","Department for Education","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","West Midlands (England)","100","[c]","42670","39220"
"Leaver CS","2023","Department for Education","Yorkshire and The Humber","75","[c]","41700","37710"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","35","[c]","28390","24920"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","East of England","80","[c]","31140","29180"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","London","300","[c]","31630","26070"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","North East (England)","40","[c]","26390","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","North West (England)","140","[c]","25300","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","South East (England)","125","[c]","32850","29080"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","South West (England)","190","[c]","27260","22150"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Wales","25","[c]","28380","26270"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","West Midlands (England)","55","[c]","26380","24920"
"Leaver CS","2023","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","110","[c]","26660","24920"
"Leaver CS","2023","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","London","215","[c]","42100","38160"
"Leaver CS","2023","Department for International Trade","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","East of England","15","[c]","31100","33210"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","London","215","[c]","45620","39600"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","North East (England)","10","[c]","43410","37110"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","North West (England)","10","[c]","35840","31140"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","South West (England)","70","[c]","38650","33450"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","West Midlands (England)","40","[c]","35430","36340"
"Leaver CS","2023","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","15","[c]","43880","38160"
"Leaver CS","2023","Department for Transport","East Midlands (England)","75","[c]","30110","27450"
"Leaver CS","2023","Department for Transport","East of England","50","[c]","27180","26780"
"Leaver CS","2023","Department for Transport","London","255","[c]","45900","43320"
"Leaver CS","2023","Department for Transport","North East (England)","30","[c]","28040","27050"
"Leaver CS","2023","Department for Transport","North West (England)","55","[c]","30730","27330"
"Leaver CS","2023","Department for Transport","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Transport","Scotland","65","[c]","28310","26830"
"Leaver CS","2023","Department for Transport","South East (England)","190","[c]","35060","27450"
"Leaver CS","2023","Department for Transport","South West (England)","85","[c]","32550","27490"
"Leaver CS","2023","Department for Transport","Wales","625","[c]","25370","22500"
"Leaver CS","2023","Department for Transport","West Midlands (England)","130","[c]","26810","26130"
"Leaver CS","2023","Department for Transport","Yorkshire and The Humber","85","[c]","29180","26960"
"Leaver CS","2023","Department for Work and Pensions","East Midlands (England)","465","[c]","27670","27570"
"Leaver CS","2023","Department for Work and Pensions","East of England","500","[c]","28970","28780"
"Leaver CS","2023","Department for Work and Pensions","London","1085","[c]","33450","31060"
"Leaver CS","2023","Department for Work and Pensions","North East (England)","725","[c]","28230","21690"
"Leaver CS","2023","Department for Work and Pensions","North West (England)","1425","[c]","28430","27570"
"Leaver CS","2023","Department for Work and Pensions","Scotland","795","[c]","25380","21690"
"Leaver CS","2023","Department for Work and Pensions","South East (England)","775","[c]","27220","27570"
"Leaver CS","2023","Department for Work and Pensions","South West (England)","585","[c]","26020","27570"
"Leaver CS","2023","Department for Work and Pensions","Unknown","65","[c]","26810","27570"
"Leaver CS","2023","Department for Work and Pensions","Wales","505","[c]","25070","21690"
"Leaver CS","2023","Department for Work and Pensions","West Midlands (England)","765","[c]","25560","27570"
"Leaver CS","2023","Department for Work and Pensions","Yorkshire and The Humber","725","[c]","29810","27570"
"Leaver CS","2023","Department of Health and Social Care","East Midlands (England)","100","[c]","36070","33710"
"Leaver CS","2023","Department of Health and Social Care","East of England","170","[c]","41310","36330"
"Leaver CS","2023","Department of Health and Social Care","London","1295","[c]","45810","40650"
"Leaver CS","2023","Department of Health and Social Care","North East (England)","25","[c]","40390","29280"
"Leaver CS","2023","Department of Health and Social Care","North West (England)","160","[c]","32300","28390"
"Leaver CS","2023","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Scotland","10","[c]","30220","27440"
"Leaver CS","2023","Department of Health and Social Care","South East (England)","135","[c]","43720","38340"
"Leaver CS","2023","Department of Health and Social Care","South West (England)","250","[c]","34400","29590"
"Leaver CS","2023","Department of Health and Social Care","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","Department of Health and Social Care","West Midlands (England)","95","[c]","36720","29590"
"Leaver CS","2023","Department of Health and Social Care","Yorkshire and The Humber","325","[c]","42050","37170"
"Leaver CS","2023","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","Wales","15","[c]","43750","30610"
"Leaver CS","2023","Food Standards Agency","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","East of England","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","London","15","[c]","46690","42230"
"Leaver CS","2023","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","South East (England)","10","[c]","43500","40520"
"Leaver CS","2023","Food Standards Agency","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","Wales","10","[c]","28910","30350"
"Leaver CS","2023","Food Standards Agency","West Midlands (England)","10","[c]","29920","28090"
"Leaver CS","2023","Food Standards Agency","Yorkshire and The Humber","10","[c]","33820","30580"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","London","240","[c]","45220","39110"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Overseas","45","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Scotland","55","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","South East (England)","95","[c]","34870","31280"
"Leaver CS","2023","HM Land Registry","East Midlands (England)","60","[c]","32940","28080"
"Leaver CS","2023","HM Land Registry","East of England","15","[c]","30080","28080"
"Leaver CS","2023","HM Land Registry","London","65","[c]","39950","36280"
"Leaver CS","2023","HM Land Registry","North East (England)","45","[c]","33120","28080"
"Leaver CS","2023","HM Land Registry","North West (England)","60","[c]","29550","28080"
"Leaver CS","2023","HM Land Registry","South West (England)","155","[c]","37090","34850"
"Leaver CS","2023","HM Land Registry","Wales","35","[c]","31590","28080"
"Leaver CS","2023","HM Land Registry","West Midlands (England)","35","[c]","31220","28080"
"Leaver CS","2023","HM Land Registry","Yorkshire and The Humber","20","[c]","29090","28080"
"Leaver CS","2023","HM Revenue and Customs","East Midlands (England)","240","[c]","38340","36790"
"Leaver CS","2023","HM Revenue and Customs","East of England","165","[c]","37480","35020"
"Leaver CS","2023","HM Revenue and Customs","London","565","[c]","43310","45750"
"Leaver CS","2023","HM Revenue and Customs","North East (England)","760","[c]","26070","22520"
"Leaver CS","2023","HM Revenue and Customs","North West (England)","930","[c]","34870","28330"
"Leaver CS","2023","HM Revenue and Customs","Northern Ireland","115","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Scotland","550","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","South East (England)","195","[c]","43700","38900"
"Leaver CS","2023","HM Revenue and Customs","South West (England)","125","[c]","27880","22520"
"Leaver CS","2023","HM Revenue and Customs","Wales","280","[c]","39140","38800"
"Leaver CS","2023","HM Revenue and Customs","West Midlands (England)","315","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","Yorkshire and The Humber","350","[c]","37660","35020"
"Leaver CS","2023","HM Treasury","East of England","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","London","315","[c]","45090","39050"
"Leaver CS","2023","HM Treasury","North East (England)","15","[c]","36350","32070"
"Leaver CS","2023","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","East Midlands (England)","20","[c]","27260","26130"
"Leaver CS","2023","Home Office","East of England","120","[c]","26680","24080"
"Leaver CS","2023","Home Office","London","990","[c]","40380","36000"
"Leaver CS","2023","Home Office","North East (England)","120","[c]","24700","22400"
"Leaver CS","2023","Home Office","North West (England)","480","[c]","27650","25880"
"Leaver CS","2023","Home Office","Northern Ireland","50","[c]","25610","22400"
"Leaver CS","2023","Home Office","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Home Office","Scotland","100","[c]","26930","25810"
"Leaver CS","2023","Home Office","South East (England)","225","[c]","27990","26750"
"Leaver CS","2023","Home Office","South West (England)","40","[c]","29940","26750"
"Leaver CS","2023","Home Office","Unknown","15","[c]","38800","29590"
"Leaver CS","2023","Home Office","Wales","55","[c]","29840","25990"
"Leaver CS","2023","Home Office","West Midlands (England)","60","[c]","29270","26630"
"Leaver CS","2023","Home Office","Yorkshire and The Humber","240","[c]","28650","25880"
"Leaver CS","2023","Ministry of Defence","East Midlands (England)","210","[c]","29800","27140"
"Leaver CS","2023","Ministry of Defence","East of England","330","[c]","34190","30560"
"Leaver CS","2023","Ministry of Defence","London","335","[c]","41440","38020"
"Leaver CS","2023","Ministry of Defence","North East (England)","15","[c]","27220","22220"
"Leaver CS","2023","Ministry of Defence","North West (England)","190","[c]","31240","27480"
"Leaver CS","2023","Ministry of Defence","Northern Ireland","70","[c]","28700","22970"
"Leaver CS","2023","Ministry of Defence","Overseas","80","[c]","49010","45300"
"Leaver CS","2023","Ministry of Defence","Scotland","345","[c]","31330","26540"
"Leaver CS","2023","Ministry of Defence","South East (England)","960","[c]","34730","32190"
"Leaver CS","2023","Ministry of Defence","South West (England)","1960","[c]","36730","33470"
"Leaver CS","2023","Ministry of Defence","Unknown","205","[c]","36930","34250"
"Leaver CS","2023","Ministry of Defence","Wales","85","[c]","29760","27250"
"Leaver CS","2023","Ministry of Defence","West Midlands (England)","235","[c]","30890","27470"
"Leaver CS","2023","Ministry of Defence","Yorkshire and The Humber","175","[c]","30730","26930"
"Leaver CS","2023","Ministry of Justice","East Midlands (England)","980","[c]","23860","21780"
"Leaver CS","2023","Ministry of Justice","East of England","925","[c]","25070","21780"
"Leaver CS","2023","Ministry of Justice","London","1770","[c]","36890","29660"
"Leaver CS","2023","Ministry of Justice","North East (England)","490","[c]","27270","21780"
"Leaver CS","2023","Ministry of Justice","North West (England)","1190","[c]","26180","21780"
"Leaver CS","2023","Ministry of Justice","Scotland","40","[c]","27570","21780"
"Leaver CS","2023","Ministry of Justice","South East (England)","1485","[c]","26140","21780"
"Leaver CS","2023","Ministry of Justice","South West (England)","695","[c]","25680","21780"
"Leaver CS","2023","Ministry of Justice","Unknown","30","[c]","29020","21780"
"Leaver CS","2023","Ministry of Justice","Wales","435","[c]","27660","21780"
"Leaver CS","2023","Ministry of Justice","West Midlands (England)","1040","[c]","25350","21780"
"Leaver CS","2023","Ministry of Justice","Yorkshire and The Humber","940","[c]","28970","21780"
"Leaver CS","2023","National Crime Agency","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","East of England","10","[c]","33280","34400"
"Leaver CS","2023","National Crime Agency","London","115","[c]","48270","43330"
"Leaver CS","2023","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","North West (England)","75","[c]","37920","38240"
"Leaver CS","2023","National Crime Agency","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Overseas","15","[c]","55950","52610"
"Leaver CS","2023","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","South East (England)","20","[c]","40100","39650"
"Leaver CS","2023","National Crime Agency","South West (England)","40","[c]","37670","36740"
"Leaver CS","2023","National Crime Agency","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","West Midlands (England)","35","[c]","38270","38480"
"Leaver CS","2023","National Crime Agency","Yorkshire and The Humber","25","[c]","36870","36740"
"Leaver CS","2023","Northern Ireland Office","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","15","[c]","45270","47750"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","East of England","20","[c]","67030","72470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","London","40","[c]","43760","36330"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","North West (England)","50","[c]","47970","44400"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","South East (England)","20","[c]","68340","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","South West (England)","30","[c]","54420","52520"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","25","[c]","58870","52750"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","20","[c]","62320","72470"
"Leaver CS","2023","Office of Gas and Electricity Markets","London","160","[c]","48990","40880"
"Leaver CS","2023","Office of Gas and Electricity Markets","Scotland","95","[c]","37630","35000"
"Leaver CS","2023","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","West Midlands (England)","25","[c]","51300","39140"
"Leaver CS","2023","Office of Rail and Road","London","30","[c]","52220","54890"
"Leaver CS","2023","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Scotland","1710","[c]","36210","31940"
"Leaver CS","2023","The National Archives","London","90","[c]","33050","29840"
"Leaver CS","2023","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","London","75","[c]","53410","42000"
"Leaver CS","2023","UK Statistics Authority","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","35","[c]","43060","39840"
"Leaver CS","2023","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","South East (England)","400","[c]","26040","21200"
"Leaver CS","2023","UK Statistics Authority","Wales","250","[c]","33890","30710"
"Leaver CS","2023","UK Supreme Court","London","20","[c]","36820","37230"
"Leaver CS","2023","Water Services Regulation Authority","West Midlands (England)","40","[c]","48110","45420"
"Leaver CS","2023","Welsh Government","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Wales","210","[c]","41880","38160"
"Leaver CS","2023","Welsh Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","London","185","[c]","47050","50500"
"Leaver Dept.","2023","Attorney General's Departments","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","North West (England)","15","[c]","32620","27150"
"Leaver Dept.","2023","Attorney General's Departments","South East (England)","10","[c]","29990","28200"
"Leaver Dept.","2023","Attorney General's Departments","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Wales","10","[c]","48170","46150"
"Leaver Dept.","2023","Attorney General's Departments","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Yorkshire and The Humber","30","[c]","39370","31590"
"Leaver Dept.","2023","Cabinet Office","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","East of England","10","[c]","39880","33640"
"Leaver Dept.","2023","Cabinet Office","London","1250","[c]","43190","35650"
"Leaver Dept.","2023","Cabinet Office","North East (England)","55","[c]","28400","26300"
"Leaver Dept.","2023","Cabinet Office","North West (England)","70","[c]","37730","34250"
"Leaver Dept.","2023","Cabinet Office","Scotland","65","[c]","35110","32960"
"Leaver Dept.","2023","Cabinet Office","South East (England)","15","[c]","30820","31060"
"Leaver Dept.","2023","Cabinet Office","South West (England)","30","[c]","44270","37860"
"Leaver Dept.","2023","Cabinet Office","Unknown","65","[c]","35060","32000"
"Leaver Dept.","2023","Cabinet Office","Wales","25","[c]","37630","32060"
"Leaver Dept.","2023","Cabinet Office","West Midlands (England)","30","[c]","38890","34250"
"Leaver Dept.","2023","Cabinet Office","Yorkshire and The Humber","85","[c]","35320","33020"
"Leaver Dept.","2023","Chancellor's other departments","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","North West (England)","15","[c]","28770","29160"
"Leaver Dept.","2023","Competition and Markets Authority","London","30","[c]","45590","34620"
"Leaver Dept.","2023","Competition and Markets Authority","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","London","490","[c]","44800","40050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","North West (England)","35","[c]","32500","30360"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Scotland","15","[c]","32240","24250"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","South West (England)","25","[c]","40730","43420"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Wales","85","[c]","36810","31060"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","West Midlands (England)","25","[c]","33480","31350"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","London","245","[c]","45500","38280"
"Leaver Dept.","2023","Department for Education","East Midlands (England)","15","[c]","46540","37590"
"Leaver Dept.","2023","Department for Education","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","London","190","[c]","48730","41720"
"Leaver Dept.","2023","Department for Education","North East (England)","50","[c]","40380","37840"
"Leaver Dept.","2023","Department for Education","North West (England)","110","[c]","39210","37590"
"Leaver Dept.","2023","Department for Education","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","South West (England)","20","[c]","43910","37880"
"Leaver Dept.","2023","Department for Education","West Midlands (England)","75","[c]","40740","37590"
"Leaver Dept.","2023","Department for Education","Yorkshire and The Humber","75","[c]","40670","38070"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","East of England","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","London","245","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","North East (England)","45","[c]","24410","22150"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","North West (England)","40","[c]","25580","24920"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","South East (England)","30","[c]","34590","29080"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","South West (England)","95","[c]","27770","25760"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","West Midlands (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","65","[c]","24760","23530"
"Leaver Dept.","2023","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","London","190","[c]","43030","38160"
"Leaver Dept.","2023","Department for International Trade","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","London","310","[c]","44190","39600"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","North East (England)","20","[c]","43590","37540"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","North West (England)","25","[c]","37920","31290"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","South West (England)","30","[c]","39880","40720"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","West Midlands (England)","35","[c]","34800","31420"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","10","[c]","40780","38500"
"Leaver Dept.","2023","Department for Transport","East Midlands (England)","20","[c]","32580","31660"
"Leaver Dept.","2023","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","London","195","[c]","45540","42470"
