"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Policy","South West (England)","35","35","58490","62240"
"In post","2023","Digital, Data & Technology","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Project Delivery","East of England","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Project Delivery","London","135","130","42390","36690"
"In post","2023","Digital, Data & Technology","Project Delivery","North East (England)","10","10","39120","38830"
"In post","2023","Digital, Data & Technology","Project Delivery","North West (England)","45","45","39480","39190"
"In post","2023","Digital, Data & Technology","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Project Delivery","South East (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Project Delivery","South West (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Project Delivery","Wales","15","10","39980","38920"
"In post","2023","Digital, Data & Technology","Project Delivery","West Midlands (England)","20","20","46330","41940"
"In post","2023","Digital, Data & Technology","Project Delivery","Yorkshire and The Humber","25","25","40240","38940"
"In post","2023","Digital, Data & Technology","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","East of England","10","10","36460","36190"
"In post","2023","Digital, Data & Technology","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","South East (England)","20","20","43120","39840"
"In post","2023","Digital, Data & Technology","Science and Engineering","South West (England)","525","490","41350","40040"
"In post","2023","Digital, Data & Technology","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","London","10","10","48840","55150"
"In post","2023","Digital, Data & Technology","Security","North West (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Security","Wales","25","25","42890","38660"
"In post","2023","Digital, Data & Technology","Security","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","North East (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Statistics","Yorkshire and The Humber","10","10","43450","43250"
"In post","2023","Digital, Data & Technology","Tax","London","10","10","51860","45970"
"In post","2023","Digital, Data & Technology","Tax","North East (England)","20","20","35320","34550"
"In post","2023","Digital, Data & Technology","Tax","North West (England)","15","15","37370","34700"
"In post","2023","Digital, Data & Technology","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","Scotland","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Tax","Wales","25","20","39940","35000"
"In post","2023","Digital, Data & Technology","Tax","West Midlands (England)","15","15","46380","42330"
"In post","2023","Digital, Data & Technology","Tax","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","London","250","245","58710","56430"
"In post","2023","Digital, Data & Technology","Unknown","North East (England)","115","115","43510","41780"
"In post","2023","Digital, Data & Technology","Unknown","North West (England)","100","100","46550","42140"
"In post","2023","Digital, Data & Technology","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","Scotland","20","20","59430","51290"
"In post","2023","Digital, Data & Technology","Unknown","South East (England)","100","95","44660","44650"
"In post","2023","Digital, Data & Technology","Unknown","South West (England)","65","65","44800","41780"
"In post","2023","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Unknown","Wales","25","25","44290","41780"
"In post","2023","Digital, Data & Technology","Unknown","West Midlands (England)","245","245","43100","41780"
"In post","2023","Digital, Data & Technology","Unknown","Yorkshire and The Humber","75","75","46700","42140"
"In post","2023","Finance","Commercial","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Finance","Commercial","East of England","5","5","[c]","[c]"
"In post","2023","Finance","Commercial","London","120","120","44190","42810"
"In post","2023","Finance","Commercial","North East (England)","35","35","36730","34520"
"In post","2023","Finance","Commercial","North West (England)","215","205","36890","36720"
"In post","2023","Finance","Commercial","Scotland","20","20","39130","36720"
"In post","2023","Finance","Commercial","South East (England)","5","5","[c]","[c]"
"In post","2023","Finance","Commercial","South West (England)","15","15","35380","34170"
"In post","2023","Finance","Commercial","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Commercial","Wales","30","25","43020","38470"
"In post","2023","Finance","Commercial","West Midlands (England)","20","15","40230","38470"
"In post","2023","Finance","Commercial","Yorkshire and The Humber","270","250","37300","34970"
"In post","2023","Finance","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","London","60","60","54340","44610"
"In post","2023","Finance","Corporate Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Corporate Finance","South West (England)","5","5","[c]","[c]"
"In post","2023","Finance","Corporate Finance","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Finance","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","London","5","5","[c]","[c]"
"In post","2023","Finance","Counter Fraud","North East (England)","5","5","[c]","[c]"
"In post","2023","Finance","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Counter Fraud","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Digital, Data and Technology","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Finance","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Economics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Finance","East Midlands (England)","215","205","37850","34400"
"In post","2023","Finance","Finance","East of England","290","280","39300","37300"
"In post","2023","Finance","Finance","London","2435","2370","51350","46470"
"In post","2023","Finance","Finance","North East (England)","515","490","44060","41780"
"In post","2023","Finance","Finance","North West (England)","1030","970","39400","36990"
"In post","2023","Finance","Finance","Northern Ireland","40","40","40410","38640"
"In post","2023","Finance","Finance","Overseas","45","45","50250","48980"
"In post","2023","Finance","Finance","Scotland","560","520","35690","31540"
"In post","2023","Finance","Finance","South East (England)","1085","1040","37850","34300"
"In post","2023","Finance","Finance","South West (England)","1365","1310","41740","37880"
"In post","2023","Finance","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","Finance","Wales","420","400","37400","32240"
"In post","2023","Finance","Finance","West Midlands (England)","515","500","40600","37590"
"In post","2023","Finance","Finance","Yorkshire and The Humber","775","745","41670","38470"
"In post","2023","Finance","Human Resources","London","5","5","[c]","[c]"
"In post","2023","Finance","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","East Midlands (England)","55","55","33940","29730"
"In post","2023","Finance","Operational Delivery","East of England","5","5","[c]","[c]"
"In post","2023","Finance","Operational Delivery","London","150","140","38370","33270"
"In post","2023","Finance","Operational Delivery","North East (England)","205","185","31490","28130"
"In post","2023","Finance","Operational Delivery","North West (England)","135","130","32330","30800"
"In post","2023","Finance","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Delivery","Scotland","535","450","25960","22520"
"In post","2023","Finance","Operational Delivery","South East (England)","140","125","27100","27650"
"In post","2023","Finance","Operational Delivery","South West (England)","15","15","27970","22150"
"In post","2023","Finance","Operational Delivery","Wales","15","15","34750","35000"
"In post","2023","Finance","Operational Delivery","West Midlands (England)","35","35","32860","27170"
"In post","2023","Finance","Operational Delivery","Yorkshire and The Humber","335","285","25290","22520"
"In post","2023","Finance","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","London","25","20","45000","43210"
"In post","2023","Finance","Other","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Finance","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","London","15","15","52650","51290"
"In post","2023","Finance","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Finance","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","London","20","20","55090","54690"
"In post","2023","Finance","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","North West (England)","5","5","[c]","[c]"
"In post","2023","Finance","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Finance","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","London","80","75","48030","43760"
"In post","2023","Finance","Security","North East (England)","80","75","41140","38470"
"In post","2023","Finance","Security","North West (England)","100","100","40590","38470"
"In post","2023","Finance","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","South West (England)","5","5","[c]","[c]"
"In post","2023","Finance","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","Wales","5","5","[c]","[c]"
"In post","2023","Finance","Security","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Finance","Security","Yorkshire and The Humber","75","70","46700","38470"
"In post","2023","Finance","Social Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","East Midlands (England)","15","15","34820","34400"
"In post","2023","Finance","Tax","London","35","35","45010","45560"
"In post","2023","Finance","Tax","North East (England)","10","10","26280","22520"
"In post","2023","Finance","Tax","North West (England)","15","15","32280","28130"
"In post","2023","Finance","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","Scotland","15","15","36000","27890"
"In post","2023","Finance","Tax","South East (England)","10","5","[c]","[c]"
"In post","2023","Finance","Tax","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","Yorkshire and The Humber","20","20","30270","22520"
"In post","2023","Finance","Unknown","East Midlands (England)","30","30","39340","41170"
"In post","2023","Finance","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","London","180","180","52790","51610"
"In post","2023","Finance","Unknown","North East (England)","40","40","39510","35000"
"In post","2023","Finance","Unknown","North West (England)","25","25","42360","35000"
"In post","2023","Finance","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","Scotland","20","20","32670","27770"
"In post","2023","Finance","Unknown","South East (England)","10","10","36680","22520"
"In post","2023","Finance","Unknown","South West (England)","10","10","[c]","[c]"
"In post","2023","Finance","Unknown","Wales","5","5","[c]","[c]"
"In post","2023","Finance","Unknown","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Finance","Unknown","Yorkshire and The Humber","70","65","41640","38120"
"In post","2023","Grants Management","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","London","5","5","[c]","[c]"
"In post","2023","Grants Management","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","East Midlands (England)","90","85","26640","25920"
"In post","2023","Grants Management","Operational Delivery","East of England","55","50","26160","25920"
"In post","2023","Grants Management","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","North East (England)","465","435","25560","22150"
"In post","2023","Grants Management","Operational Delivery","North West (England)","990","890","25160","22150"
"In post","2023","Grants Management","Operational Delivery","South East (England)","190","175","28050","25920"
"In post","2023","Grants Management","Operational Delivery","South West (England)","290","265","27090","25920"
"In post","2023","Grants Management","Operational Delivery","Wales","5","5","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","West Midlands (England)","185","170","25470","22150"
"In post","2023","Grants Management","Operational Delivery","Yorkshire and The Humber","285","270","26660","25920"
"In post","2023","Grants Management","Policy","London","45","45","52520","59000"
"In post","2023","Grants Management","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","South East (England)","5","5","[c]","[c]"
"In post","2023","Grants Management","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","North East (England)","5","5","[c]","[c]"
"In post","2023","Human Resources","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","London","5","5","[c]","[c]"
"In post","2023","Human Resources","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","London","10","10","48750","49150"
"In post","2023","Human Resources","Digital, Data and Technology","North East (England)","10","10","37840","33500"
"In post","2023","Human Resources","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","Scotland","5","5","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","South East (England)","5","5","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","South East (England)","5","5","[c]","[c]"
"In post","2023","Human Resources","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Human Resources","East Midlands (England)","555","530","37790","34850"
"In post","2023","Human Resources","Human Resources","East of England","480","460","35400","32160"
"In post","2023","Human Resources","Human Resources","London","2665","2580","48730","43760"
"In post","2023","Human Resources","Human Resources","North East (England)","635","590","34100","32650"
"In post","2023","Human Resources","Human Resources","North West (England)","1180","1135","39420","36510"
"In post","2023","Human Resources","Human Resources","Northern Ireland","50","50","31640","28490"
"In post","2023","Human Resources","Human Resources","Overseas","240","240","56720","56420"
"In post","2023","Human Resources","Human Resources","Scotland","750","720","36030","34300"
"In post","2023","Human Resources","Human Resources","South East (England)","1330","1280","36680","34300"
"In post","2023","Human Resources","Human Resources","South West (England)","1525","1455","37550","34300"
"In post","2023","Human Resources","Human Resources","Unknown","30","25","46310","41510"
"In post","2023","Human Resources","Human Resources","Wales","775","730","36720","32520"
"In post","2023","Human Resources","Human Resources","West Midlands (England)","820","790","36650","32960"
"In post","2023","Human Resources","Human Resources","Yorkshire and The Humber","1155","1095","36680","33000"
"In post","2023","Human Resources","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","London","15","15","41240","36410"
"In post","2023","Human Resources","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Legal","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","East Midlands (England)","90","85","32470","28120"
"In post","2023","Human Resources","Operational Delivery","East of England","30","25","34170","32520"
"In post","2023","Human Resources","Operational Delivery","London","135","130","40450","36940"
"In post","2023","Human Resources","Operational Delivery","North East (England)","130","120","31930","28120"
"In post","2023","Human Resources","Operational Delivery","North West (England)","355","335","32680","28120"
"In post","2023","Human Resources","Operational Delivery","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","Scotland","125","115","30880","28120"
"In post","2023","Human Resources","Operational Delivery","South East (England)","40","35","30970","28120"
"In post","2023","Human Resources","Operational Delivery","South West (England)","55","50","33150","28120"
"In post","2023","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","Wales","80","75","30940","28120"
"In post","2023","Human Resources","Operational Delivery","West Midlands (England)","135","125","31990","28120"
"In post","2023","Human Resources","Operational Delivery","Yorkshire and The Humber","135","130","34280","28120"
"In post","2023","Human Resources","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","London","25","25","35070","30600"
"In post","2023","Human Resources","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","Scotland","15","15","42300","42590"
"In post","2023","Human Resources","Other","South West (England)","10","10","[c]","[c]"
"In post","2023","Human Resources","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","London","20","20","48410","41870"
"In post","2023","Human Resources","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","South West (England)","5","5","[c]","[c]"
"In post","2023","Human Resources","Policy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Yorkshire and The Humber","10","10","44320","39290"
"In post","2023","Human Resources","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","London","30","30","51600","56390"
"In post","2023","Human Resources","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","North West (England)","10","10","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Wales","5","5","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","East Midlands (England)","20","20","37350","34850"
"In post","2023","Human Resources","Tax","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","London","20","20","48490","42060"
"In post","2023","Human Resources","Tax","North East (England)","25","25","35660","34400"
"In post","2023","Human Resources","Tax","North West (England)","40","35","35890","34400"
"In post","2023","Human Resources","Tax","Northern Ireland","15","15","38880","34400"
"In post","2023","Human Resources","Tax","Scotland","35","30","34760","32070"
"In post","2023","Human Resources","Tax","South East (England)","5","5","[c]","[c]"
"In post","2023","Human Resources","Tax","South West (England)","5","5","[c]","[c]"
"In post","2023","Human Resources","Tax","Wales","20","20","35290","34550"
"In post","2023","Human Resources","Tax","West Midlands (England)","15","15","41960","36070"
"In post","2023","Human Resources","Tax","Yorkshire and The Humber","15","10","38340","35000"
"In post","2023","Human Resources","Unknown","East Midlands (England)","30","30","42110","35000"
"In post","2023","Human Resources","Unknown","London","135","130","50990","46170"
"In post","2023","Human Resources","Unknown","North East (England)","45","45","36290","33500"
"In post","2023","Human Resources","Unknown","North West (England)","70","65","42440","39260"
"In post","2023","Human Resources","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Scotland","15","15","41040","38050"
"In post","2023","Human Resources","Unknown","South East (England)","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","South West (England)","10","10","47170","52600"
"In post","2023","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Wales","35","30","47540","50240"
"In post","2023","Human Resources","Unknown","West Midlands (England)","20","20","46230","36660"
"In post","2023","Human Resources","Unknown","Yorkshire and The Humber","30","30","38770","36310"
"In post","2023","Internal Audit","Internal Audit","East Midlands (England)","20","20","45590","45090"
"In post","2023","Internal Audit","Internal Audit","East of England","15","15","46100","46470"
"In post","2023","Internal Audit","Internal Audit","London","195","190","53970","52620"
"In post","2023","Internal Audit","Internal Audit","North East (England)","35","35","51100","46290"
"In post","2023","Internal Audit","Internal Audit","North West (England)","60","60","46130","42770"
"In post","2023","Internal Audit","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Scotland","60","60","43330","41660"
"In post","2023","Internal Audit","Internal Audit","South East (England)","85","85","39020","35000"
"In post","2023","Internal Audit","Internal Audit","South West (England)","90","85","44780","43660"
"In post","2023","Internal Audit","Internal Audit","Unknown","20","20","49540","44070"
"In post","2023","Internal Audit","Internal Audit","Wales","30","30","47620","47020"
"In post","2023","Internal Audit","Internal Audit","West Midlands (England)","55","50","50810","46340"
"In post","2023","Internal Audit","Internal Audit","Yorkshire and The Humber","50","45","51010","50350"
"In post","2023","Internal Audit","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","5","5","[c]","[c]"
"In post","2023","Legal","Communications","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Legal","Finance","East of England","15","10","26750","24480"
