"Status","Year","Disability","Ethnicity","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Mixed","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","White","AA/AO","240","[c]","21930","21690"
"Leaver Dept.","2023","Declared disabled","White","EO","285","[c]","27950","28120"
"Leaver Dept.","2023","Declared disabled","White","G6/G7","160","[c]","58120","55260"
"Leaver Dept.","2023","Declared disabled","White","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","White","SEO/HEO","380","[c]","36450","35670"
"Leaver Dept.","2023","Declared disabled","White","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","AA/AO","180","[c]","22360","21780"
"Leaver Dept.","2023","Declared non-disabled","Asian","EO","340","[c]","28910","28120"
"Leaver Dept.","2023","Declared non-disabled","Asian","G6/G7","130","[c]","59100","56910"
"Leaver Dept.","2023","Declared non-disabled","Asian","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Asian","SEO/HEO","330","[c]","37100","35760"
"Leaver Dept.","2023","Declared non-disabled","Asian","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","AA/AO","80","[c]","22850","21810"
"Leaver Dept.","2023","Declared non-disabled","Black","EO","145","[c]","29400","28310"
"Leaver Dept.","2023","Declared non-disabled","Black","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Black","SEO/HEO","180","[c]","36910","35650"
"Leaver Dept.","2023","Declared non-disabled","Black","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","AA/AO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","EO","80","[c]","28630","28120"
"Leaver Dept.","2023","Declared non-disabled","Mixed","G6/G7","50","[c]","57730","56430"
"Leaver Dept.","2023","Declared non-disabled","Mixed","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Mixed","SEO/HEO","130","[c]","37730","35910"
"Leaver Dept.","2023","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","AA/AO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","EO","55","[c]","28660","28120"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","G6/G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","SEO/HEO","60","[c]","37060","36180"
"Leaver Dept.","2023","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AA/AO","50","[c]","21940","21690"
"Leaver Dept.","2023","Declared non-disabled","Unknown","EO","45","[c]","27990","28120"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SEO/HEO","50","[c]","36670","36680"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","White","AA/AO","1255","[c]","22040","21690"
"Leaver Dept.","2023","Declared non-disabled","White","EO","1600","[c]","27780","28090"
"Leaver Dept.","2023","Declared non-disabled","White","G6/G7","1205","[c]","58320","56370"
"Leaver Dept.","2023","Declared non-disabled","White","SCS level","205","[c]","91460","82360"
"Leaver Dept.","2023","Declared non-disabled","White","SEO/HEO","2310","[c]","37210","36330"
"Leaver Dept.","2023","Declared non-disabled","White","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Undeclared","AA/AO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Undeclared","EO","40","[c]","28370","28120"
"Leaver Dept.","2023","Undeclared","Undeclared","G6/G7","35","[c]","57130","56080"
"Leaver Dept.","2023","Undeclared","Undeclared","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Undeclared","SEO/HEO","60","[c]","38510","39020"
"Leaver Dept.","2023","Undeclared","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","White","AA/AO","75","[c]","22040","21780"
"Leaver Dept.","2023","Undeclared","White","EO","85","[c]","27830","28120"
"Leaver Dept.","2023","Undeclared","White","G6/G7","65","[c]","56850","54700"
"Leaver Dept.","2023","Undeclared","White","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","White","SEO/HEO","135","[c]","36030","34510"
"Leaver Dept.","2023","Undeclared","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Asian","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Asian","EO","50","[c]","28630","28650"
"Leaver Dept.","2023","Unknown","Asian","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Asian","SEO/HEO","80","[c]","36870","35600"
"Leaver Dept.","2023","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Black","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Black","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Black","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Black","SEO/HEO","45","[c]","36480","36180"
"Leaver Dept.","2023","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Undeclared","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","AA/AO","510","[c]","22740","22400"
"Leaver Dept.","2023","Unknown","Unknown","EO","480","[c]","27890","27570"
"Leaver Dept.","2023","Unknown","Unknown","G6/G7","540","[c]","58870","56430"
"Leaver Dept.","2023","Unknown","Unknown","SCS level","90","[c]","87020","76380"
"Leaver Dept.","2023","Unknown","Unknown","SEO/HEO","1505","[c]","34880","33250"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","AA/AO","85","[c]","23360","22400"
"Leaver Dept.","2023","Unknown","White","EO","150","[c]","28260","27260"
"Leaver Dept.","2023","Unknown","White","G6/G7","175","[c]","56750","54890"
"Leaver Dept.","2023","Unknown","White","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","White","SEO/HEO","380","[c]","36910","37590"
"Leaver Dept.","2023","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","AA/AO","120","[c]","23010","22020"
"New entrant CS","2023","Declared disabled","Asian","EO","55","[c]","27570","27820"
"New entrant CS","2023","Declared disabled","Asian","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Asian","SEO/HEO","60","[c]","34710","34020"
"New entrant CS","2023","Declared disabled","Asian","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","AA/AO","55","[c]","25410","23230"
"New entrant CS","2023","Declared disabled","Black","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Black","SEO/HEO","30","[c]","37740","39130"
"New entrant CS","2023","Declared disabled","Black","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","AA/AO","55","[c]","23900","22460"
"New entrant CS","2023","Declared disabled","Mixed","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Mixed","SEO/HEO","45","[c]","34610","33950"
"New entrant CS","2023","Declared disabled","Mixed","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Undeclared","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","AA/AO","60","[c]","23780","22400"
"New entrant CS","2023","Declared disabled","Unknown","EO","45","[c]","28090","27500"
"New entrant CS","2023","Declared disabled","Unknown","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","SEO/HEO","35","[c]","36340","34850"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","AA/AO","1220","[c]","23140","22180"
"New entrant CS","2023","Declared disabled","White","EO","530","[c]","27400","28050"
"New entrant CS","2023","Declared disabled","White","G6/G7","180","[c]","56510","54500"
"New entrant CS","2023","Declared disabled","White","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","White","SEO/HEO","660","[c]","35240","34400"
"New entrant CS","2023","Declared disabled","White","Unknown","395","[c]","23340","23640"
"New entrant CS","2023","Declared non-disabled","Asian","AA/AO","1310","[c]","23420","22520"
"New entrant CS","2023","Declared non-disabled","Asian","EO","420","[c]","27800","27840"
"New entrant CS","2023","Declared non-disabled","Asian","G6/G7","175","[c]","59250","55720"
"New entrant CS","2023","Declared non-disabled","Asian","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Asian","SEO/HEO","500","[c]","37800","37400"
"New entrant CS","2023","Declared non-disabled","Asian","Unknown","170","[c]","22920","23640"
"New entrant CS","2023","Declared non-disabled","Black","AA/AO","590","[c]","25740","23360"
"New entrant CS","2023","Declared non-disabled","Black","EO","170","[c]","27990","28120"
"New entrant CS","2023","Declared non-disabled","Black","G6/G7","85","[c]","58010","55130"
"New entrant CS","2023","Declared non-disabled","Black","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Black","SEO/HEO","290","[c]","37760","37590"
"New entrant CS","2023","Declared non-disabled","Black","Unknown","155","[c]","24750","23640"
"New entrant CS","2023","Declared non-disabled","Mixed","AA/AO","320","[c]","24630","22520"
"New entrant CS","2023","Declared non-disabled","Mixed","EO","120","[c]","27550","27760"
"New entrant CS","2023","Declared non-disabled","Mixed","G6/G7","60","[c]","56860","55350"
"New entrant CS","2023","Declared non-disabled","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Mixed","SEO/HEO","145","[c]","36740","35320"
"New entrant CS","2023","Declared non-disabled","Mixed","Unknown","115","[c]","24280","23640"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","AA/AO","80","[c]","24510","22520"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","EO","35","[c]","27910","28120"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","SEO/HEO","50","[c]","36340","35410"
"New entrant CS","2023","Declared non-disabled","Other ethnicity","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","AA/AO","110","[c]","23920","22150"
"New entrant CS","2023","Declared non-disabled","Undeclared","EO","40","[c]","28160","27970"
"New entrant CS","2023","Declared non-disabled","Undeclared","G6/G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Undeclared","SEO/HEO","45","[c]","37010","37110"
"New entrant CS","2023","Declared non-disabled","Undeclared","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","AA/AO","200","[c]","22550","22150"
"New entrant CS","2023","Declared non-disabled","Unknown","EO","65","[c]","26860","26620"
"New entrant CS","2023","Declared non-disabled","Unknown","G6/G7","40","[c]","61720","59410"
"New entrant CS","2023","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SEO/HEO","115","[c]","37980","37420"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","White","AA/AO","7975","[c]","24380","22520"
"New entrant CS","2023","Declared non-disabled","White","EO","2485","[c]","27650","27820"
"New entrant CS","2023","Declared non-disabled","White","G6/G7","1500","[c]","58900","55310"
"New entrant CS","2023","Declared non-disabled","White","SCS level","90","[c]","101890","95000"
"New entrant CS","2023","Declared non-disabled","White","SEO/HEO","3790","[c]","37120","35410"
"New entrant CS","2023","Declared non-disabled","White","Unknown","1935","[c]","23680","23640"
"New entrant CS","2023","Undeclared","Asian","AA/AO","45","[c]","22500","22500"
"New entrant CS","2023","Undeclared","Asian","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Asian","SEO/HEO","30","[c]","36660","35760"
"New entrant CS","2023","Undeclared","Asian","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Black","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Mixed","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Mixed","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Mixed","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","AA/AO","90","[c]","24220","22500"
"New entrant CS","2023","Undeclared","Undeclared","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Undeclared","SEO/HEO","60","[c]","37930","37240"
"New entrant CS","2023","Undeclared","Undeclared","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","AA/AO","295","[c]","23480","22520"
"New entrant CS","2023","Undeclared","White","EO","110","[c]","27790","27790"
"New entrant CS","2023","Undeclared","White","G6/G7","40","[c]","57030","54330"
"New entrant CS","2023","Undeclared","White","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","White","SEO/HEO","155","[c]","36060","35400"
"New entrant CS","2023","Undeclared","White","Unknown","95","[c]","22790","23640"
"New entrant CS","2023","Unknown","Asian","AA/AO","290","[c]","23370","22520"
"New entrant CS","2023","Unknown","Asian","EO","230","[c]","28470","28120"
"New entrant CS","2023","Unknown","Asian","G6/G7","65","[c]","58700","56960"
"New entrant CS","2023","Unknown","Asian","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Asian","SEO/HEO","265","[c]","35570","34300"
"New entrant CS","2023","Unknown","Asian","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","AA/AO","105","[c]","24250","22520"
"New entrant CS","2023","Unknown","Black","EO","100","[c]","27940","28200"
"New entrant CS","2023","Unknown","Black","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Black","SEO/HEO","115","[c]","35830","34700"
"New entrant CS","2023","Unknown","Black","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","AA/AO","80","[c]","23100","22400"
"New entrant CS","2023","Unknown","Mixed","EO","70","[c]","28270","27600"
"New entrant CS","2023","Unknown","Mixed","G6/G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Mixed","SEO/HEO","100","[c]","34500","32980"
"New entrant CS","2023","Unknown","Mixed","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","AA/AO","35","[c]","23390","22520"
"New entrant CS","2023","Unknown","Undeclared","EO","40","[c]","29010","27820"
"New entrant CS","2023","Unknown","Undeclared","G6/G7","30","[c]","63090","60090"
"New entrant CS","2023","Unknown","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Undeclared","SEO/HEO","50","[c]","38200","37370"
"New entrant CS","2023","Unknown","Unknown","AA/AO","10940","[c]","23900","22500"
"New entrant CS","2023","Unknown","Unknown","EO","4635","[c]","27590","26780"
"New entrant CS","2023","Unknown","Unknown","G6/G7","820","[c]","59260","55720"
"New entrant CS","2023","Unknown","Unknown","SCS level","105","[c]","108110","97920"
"New entrant CS","2023","Unknown","Unknown","SEO/HEO","2945","[c]","36810","35520"
"New entrant CS","2023","Unknown","Unknown","Unknown","1320","[c]","23300","23640"
"New entrant CS","2023","Unknown","White","AA/AO","1880","[c]","22780","22400"
"New entrant CS","2023","Unknown","White","EO","1525","[c]","28160","27080"
"New entrant CS","2023","Unknown","White","G6/G7","470","[c]","57310","54440"
"New entrant CS","2023","Unknown","White","SCS level","55","[c]","98340","90000"
"New entrant CS","2023","Unknown","White","SEO/HEO","1995","[c]","35450","33990"
"New entrant CS","2023","Unknown","White","Unknown","110","[c]","29140","23640"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
