"Status","Year","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Unknown","Undeclared","1245","1150","32850","30840"
"In post","2023","No function","Unknown","Unknown","3270","2960","28080","26840"
"In post","2023","Project Delivery","AA","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Project Delivery","AA","LGBO","5","5","[c]","[c]"
"In post","2023","Project Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","AO","Heterosexual / straight","240","225","23190","22520"
"In post","2023","Project Delivery","AO","LGBO","20","20","[c]","[c]"
"In post","2023","Project Delivery","AO","Undeclared","25","25","[c]","[c]"
"In post","2023","Project Delivery","AO","Unknown","130","120","22980","22520"
"In post","2023","Project Delivery","EO","Heterosexual / straight","1305","1220","28160","28120"
"In post","2023","Project Delivery","EO","LGBO","80","80","27950","27980"
"In post","2023","Project Delivery","EO","Undeclared","115","110","28560","28120"
"In post","2023","Project Delivery","EO","Unknown","325","300","28470","28130"
"In post","2023","Project Delivery","G6","Heterosexual / straight","1575","1525","69910","69580"
"In post","2023","Project Delivery","G6","LGBO","95","95","70810","70250"
"In post","2023","Project Delivery","G6","Undeclared","165","160","70340","69570"
"In post","2023","Project Delivery","G6","Unknown","290","280","70890","70550"
"In post","2023","Project Delivery","G7","Heterosexual / straight","3670","3555","55440","55720"
"In post","2023","Project Delivery","G7","LGBO","210","210","54930","55130"
"In post","2023","Project Delivery","G7","Undeclared","345","335","55390","55500"
"In post","2023","Project Delivery","G7","Unknown","765","745","56610","56180"
"In post","2023","Project Delivery","HEO","Heterosexual / straight","3350","3195","34330","34300"
"In post","2023","Project Delivery","HEO","LGBO","225","225","33830","34170"
"In post","2023","Project Delivery","HEO","Undeclared","350","330","34730","34460"
"In post","2023","Project Delivery","HEO","Unknown","995","965","34230","34670"
"In post","2023","Project Delivery","SCS level","Heterosexual / straight","500","485","92860","86450"
"In post","2023","Project Delivery","SCS level","LGBO","35","35","87720","79870"
"In post","2023","Project Delivery","SCS level","Undeclared","70","65","96420","86250"
"In post","2023","Project Delivery","SCS level","Unknown","90","90","89690","82680"
"In post","2023","Project Delivery","SEO","Heterosexual / straight","4105","3960","41790","41800"
"In post","2023","Project Delivery","SEO","LGBO","220","220","41520","41780"
"In post","2023","Project Delivery","SEO","Undeclared","450","435","42390","42140"
"In post","2023","Project Delivery","SEO","Unknown","810","780","42320","42140"
"In post","2023","Project Delivery","Unknown","Heterosexual / straight","1330","1300","43830","41790"
"In post","2023","Project Delivery","Unknown","LGBO","45","45","36290","32650"
"In post","2023","Project Delivery","Unknown","Undeclared","155","145","47790","44550"
"In post","2023","Project Delivery","Unknown","Unknown","180","180","36980","33000"
"In post","2023","Property","AA","Heterosexual / straight","380","365","19620","18830"
"In post","2023","Property","AA","LGBO","5","5","[c]","[c]"
"In post","2023","Property","AA","Undeclared","40","35","19350","18830"
"In post","2023","Property","AA","Unknown","195","185","20430","19770"
"In post","2023","Property","AO","Heterosexual / straight","640","590","23270","22520"
"In post","2023","Property","AO","LGBO","50","50","22810","22520"
"In post","2023","Property","AO","Undeclared","80","75","23230","22520"
"In post","2023","Property","AO","Unknown","490","460","24290","22520"
"In post","2023","Property","EO","Heterosexual / straight","1050","985","28130","27740"
"In post","2023","Property","EO","LGBO","50","50","28020","27190"
"In post","2023","Property","EO","Undeclared","115","100","28690","27810"
"In post","2023","Property","EO","Unknown","390","370","28590","27740"
"In post","2023","Property","G6","Heterosexual / straight","300","300","66710","66530"
"In post","2023","Property","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Property","G6","Undeclared","20","20","[c]","[c]"
"In post","2023","Property","G6","Unknown","45","45","68160","67920"
"In post","2023","Property","G7","Heterosexual / straight","860","840","55960","56060"
"In post","2023","Property","G7","LGBO","35","35","54780","55340"
"In post","2023","Property","G7","Undeclared","120","115","57040","57070"
"In post","2023","Property","G7","Unknown","130","125","56780","56180"
"In post","2023","Property","HEO","Heterosexual / straight","1365","1315","34490","34300"
"In post","2023","Property","HEO","LGBO","65","65","33660","33900"
"In post","2023","Property","HEO","Undeclared","170","165","34990","34440"
"In post","2023","Property","HEO","Unknown","370","365","33900","33830"
"In post","2023","Property","SCS level","Heterosexual / straight","85","85","91130","85410"
"In post","2023","Property","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Property","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Property","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Property","SEO","Heterosexual / straight","1310","1260","43000","42140"
"In post","2023","Property","SEO","LGBO","45","45","42660","41800"
"In post","2023","Property","SEO","Undeclared","155","140","44200","43630"
"In post","2023","Property","SEO","Unknown","275","260","44690","44400"
"In post","2023","Property","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Security","AA","Heterosexual / straight","1845","1790","22350","21380"
"In post","2023","Security","AA","LGBO","50","50","22820","21380"
"In post","2023","Security","AA","Undeclared","185","175","22240","21380"
"In post","2023","Security","AA","Unknown","390","385","24240","24430"
"In post","2023","Security","AO","Heterosexual / straight","1945","1895","33540","32390"
"In post","2023","Security","AO","LGBO","75","75","32500","30700"
"In post","2023","Security","AO","Undeclared","280","270","36420","40880"
"In post","2023","Security","AO","Unknown","725","715","32860","30560"
"In post","2023","Security","EO","Heterosexual / straight","1015","985","32600","28220"
"In post","2023","Security","EO","LGBO","60","60","30600","27430"
"In post","2023","Security","EO","Undeclared","145","140","36560","32100"
"In post","2023","Security","EO","Unknown","250","245","30210","27650"
"In post","2023","Security","G6","Heterosexual / straight","150","150","70680","69080"
"In post","2023","Security","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Security","G6","Undeclared","20","20","[c]","[c]"
"In post","2023","Security","G6","Unknown","45","45","72130","70550"
"In post","2023","Security","G7","Heterosexual / straight","400","390","57140","56430"
"In post","2023","Security","G7","LGBO","25","25","[c]","[c]"
"In post","2023","Security","G7","Undeclared","50","50","56300","56180"
"In post","2023","Security","G7","Unknown","115","110","57190","57000"
"In post","2023","Security","HEO","Heterosexual / straight","930","905","37480","34870"
"In post","2023","Security","HEO","LGBO","55","55","35820","35020"
"In post","2023","Security","HEO","Undeclared","140","140","38950","34990"
"In post","2023","Security","HEO","Unknown","210","200","36620","35740"
"In post","2023","Security","SCS level","Heterosexual / straight","60","60","92330","86590"
"In post","2023","Security","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Security","SEO","Heterosexual / straight","560","555","44060","42590"
"In post","2023","Security","SEO","LGBO","35","35","42700","43060"
"In post","2023","Security","SEO","Undeclared","80","80","44700","42900"
"In post","2023","Security","SEO","Unknown","125","120","43660","43120"
"In post","2023","Security","Unknown","Heterosexual / straight","35","35","37510","35250"
"In post","2023","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","AA","Heterosexual / straight","825","780","23750","23340"
"In post","2023","Unknown","AA","LGBO","120","120","23200","23340"
"In post","2023","Unknown","AA","Undeclared","55","50","23680","23340"
"In post","2023","Unknown","AA","Unknown","1260","1180","23230","22180"
"In post","2023","Unknown","AO","Heterosexual / straight","1430","1345","25950","25620"
"In post","2023","Unknown","AO","LGBO","120","115","24970","25620"
"In post","2023","Unknown","AO","Undeclared","150","140","25230","25620"
"In post","2023","Unknown","AO","Unknown","870","825","27400","26600"
"In post","2023","Unknown","EO","Heterosexual / straight","3140","2990","30250","30440"
"In post","2023","Unknown","EO","LGBO","295","290","29680","29450"
"In post","2023","Unknown","EO","Undeclared","235","225","30190","30610"
"In post","2023","Unknown","EO","Unknown","1440","1385","30480","29450"
"In post","2023","Unknown","G6","Heterosexual / straight","1275","1225","75340","76990"
"In post","2023","Unknown","G6","LGBO","80","75","75530","76990"
"In post","2023","Unknown","G6","Undeclared","90","85","75430","76990"
"In post","2023","Unknown","G6","Unknown","360","350","74910","76990"
"In post","2023","Unknown","G7","Heterosexual / straight","3100","2965","58920","59480"
"In post","2023","Unknown","G7","LGBO","215","210","58640","58850"
"In post","2023","Unknown","G7","Undeclared","275","260","61040","63900"
"In post","2023","Unknown","G7","Unknown","955","915","57290","56000"
"In post","2023","Unknown","HEO","Heterosexual / straight","4055","3900","36380","36590"
"In post","2023","Unknown","HEO","LGBO","400","390","35360","34730"
"In post","2023","Unknown","HEO","Undeclared","375","360","36810","38330"
"In post","2023","Unknown","HEO","Unknown","1970","1915","34020","33520"
"In post","2023","Unknown","SCS level","Heterosexual / straight","395","385","90930","85080"
"In post","2023","Unknown","SCS level","LGBO","30","30","85090","83530"
"In post","2023","Unknown","SCS level","Undeclared","40","35","88390","83530"
"In post","2023","Unknown","SCS level","Unknown","120","115","91170","85200"
"In post","2023","Unknown","SEO","Heterosexual / straight","3750","3605","46110","46640"
"In post","2023","Unknown","SEO","LGBO","290","280","44840","43660"
"In post","2023","Unknown","SEO","Undeclared","320","305","46560","49370"
"In post","2023","Unknown","SEO","Unknown","1085","1040","45430","43760"
"In post","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","1700","1700","41930","40000"
"Leaver CS","2023","Analysis","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","AA","Unknown","65","[c]","20730","19280"
"Leaver CS","2023","Analysis","AO","Heterosexual / straight","90","[c]","21900","21170"
"Leaver CS","2023","Analysis","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Heterosexual / straight","45","[c]","28140","27570"
"Leaver CS","2023","Analysis","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","EO","Unknown","40","[c]","27080","26250"
"Leaver CS","2023","Analysis","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G7","Heterosexual / straight","60","[c]","54860","54890"
"Leaver CS","2023","Analysis","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","G7","Unknown","65","[c]","52370","49260"
"Leaver CS","2023","Analysis","HEO","Heterosexual / straight","95","[c]","34070","33210"
"Leaver CS","2023","Analysis","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HEO","Unknown","110","[c]","30620","30650"
"Leaver CS","2023","Analysis","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SEO","Heterosexual / straight","65","[c]","41760","40720"
"Leaver CS","2023","Analysis","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","SEO","Unknown","75","[c]","40660","39890"
"Leaver CS","2023","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Heterosexual / straight","40","[c]","27510","27140"
"Leaver CS","2023","Commercial","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G6","Unknown","35","[c]","78320","75540"
"Leaver CS","2023","Commercial","G7","Heterosexual / straight","40","[c]","54870","55960"
"Leaver CS","2023","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","G7","Unknown","100","[c]","63600","65500"
"Leaver CS","2023","Commercial","HEO","Heterosexual / straight","65","[c]","34290","34160"
"Leaver CS","2023","Commercial","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO","Heterosexual / straight","100","[c]","41540","41950"
"Leaver CS","2023","Commercial","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Heterosexual / straight","30","[c]","28560","28080"
"Leaver CS","2023","Communications","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G7","Heterosexual / straight","40","[c]","55770","55850"
"Leaver CS","2023","Communications","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HEO","Heterosexual / straight","75","[c]","35650","34480"
"Leaver CS","2023","Communications","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO","Heterosexual / straight","75","[c]","42300","41870"
"Leaver CS","2023","Communications","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AO","Heterosexual / straight","85","[c]","23090","21690"
"Leaver CS","2023","Counter Fraud","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","AO","Unknown","95","[c]","22550","21690"
"Leaver CS","2023","Counter Fraud","EO","Heterosexual / straight","135","[c]","28580","28120"
"Leaver CS","2023","Counter Fraud","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","EO","Undeclared","30","[c]","28800","28120"
"Leaver CS","2023","Counter Fraud","EO","Unknown","225","[c]","28940","28120"
"Leaver CS","2023","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","G7","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HEO","Heterosexual / straight","35","[c]","35090","34530"
"Leaver CS","2023","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HEO","Unknown","125","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","SEO","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AO","Heterosexual / straight","180","[c]","21750","21690"
"Leaver CS","2023","Debt","AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Debt","AO","Unknown","525","[c]","21660","21690"
"Leaver CS","2023","Debt","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","EO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AO","Heterosexual / straight","70","[c]","22180","21690"
"Leaver CS","2023","Digital, Data & Technology","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","AO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","EO","Heterosexual / straight","175","[c]","28190","27710"
"Leaver CS","2023","Digital, Data & Technology","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","EO","Unknown","115","[c]","28130","28120"
"Leaver CS","2023","Digital, Data & Technology","G6","Heterosexual / straight","105","[c]","70050","68730"
"Leaver CS","2023","Digital, Data & Technology","G6","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","G6","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","G7","Heterosexual / straight","320","[c]","56760","56340"
"Leaver CS","2023","Digital, Data & Technology","G7","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","G7","Undeclared","40","[c]","57040","56200"
"Leaver CS","2023","Digital, Data & Technology","G7","Unknown","150","[c]","56340","55130"
"Leaver CS","2023","Digital, Data & Technology","HEO","Heterosexual / straight","235","[c]","34620","34170"
"Leaver CS","2023","Digital, Data & Technology","HEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","HEO","Undeclared","40","[c]","34720","34340"
"Leaver CS","2023","Digital, Data & Technology","HEO","Unknown","150","[c]","33150","32220"
"Leaver CS","2023","Digital, Data & Technology","SCS level","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","SEO","Heterosexual / straight","280","[c]","42110","41480"
"Leaver CS","2023","Digital, Data & Technology","SEO","LGBO","30","[c]","41020","40450"
"Leaver CS","2023","Digital, Data & Technology","SEO","Undeclared","45","[c]","41840","41150"
"Leaver CS","2023","Digital, Data & Technology","SEO","Unknown","165","[c]","41890","41420"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AO","Heterosexual / straight","45","[c]","22650","21780"
"Leaver CS","2023","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","AO","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","Heterosexual / straight","85","[c]","27490","27470"
"Leaver CS","2023","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","EO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G6","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G7","Heterosexual / straight","80","[c]","56800","55740"
"Leaver CS","2023","Finance","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HEO","Heterosexual / straight","110","[c]","34650","34080"
"Leaver CS","2023","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","HEO","Unknown","55","[c]","34210","34170"
"Leaver CS","2023","Finance","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO","Heterosexual / straight","105","[c]","43600","43310"
"Leaver CS","2023","Finance","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Finance","SEO","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
