"Status","Year","Disability","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Undeclared","Internal Audit","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Legal","Heterosexual / straight","55","55","48720","52020"
"In post","2023","Declared non-disabled","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Legal","Undeclared","80","75","52300","54540"
"In post","2023","Declared non-disabled","Undeclared","Legal","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","No function","Heterosexual / straight","1375","1285","32450","28880"
"In post","2023","Declared non-disabled","Undeclared","No function","LGBO","75","70","35120","32720"
"In post","2023","Declared non-disabled","Undeclared","No function","Undeclared","2755","2545","34300","29750"
"In post","2023","Declared non-disabled","Undeclared","No function","Unknown","1040","875","29240","28120"
"In post","2023","Declared non-disabled","Undeclared","Project Delivery","Heterosexual / straight","60","60","46670","42510"
"In post","2023","Declared non-disabled","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Project Delivery","Undeclared","180","170","49120","43270"
"In post","2023","Declared non-disabled","Undeclared","Project Delivery","Unknown","50","45","46850","44080"
"In post","2023","Declared non-disabled","Undeclared","Property","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Property","Undeclared","80","75","39420","35020"
"In post","2023","Declared non-disabled","Undeclared","Property","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Security","Heterosexual / straight","30","30","36150","33260"
"In post","2023","Declared non-disabled","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Security","Undeclared","110","110","36380","35010"
"In post","2023","Declared non-disabled","Undeclared","Security","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Heterosexual / straight","40","40","42120","38470"
"In post","2023","Declared non-disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Undeclared","180","175","45220","39690"
"In post","2023","Declared non-disabled","Undeclared","Unknown","Unknown","60","55","45270","43020"
"In post","2023","Declared non-disabled","Unknown","Analysis","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Analysis","Unknown","55","55","44850","41330"
"In post","2023","Declared non-disabled","Unknown","Commercial","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Commercial","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Commercial","Unknown","40","40","38690","40450"
"In post","2023","Declared non-disabled","Unknown","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Communications","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Communications","Unknown","40","40","42700","42750"
"In post","2023","Declared non-disabled","Unknown","Counter Fraud","Heterosexual / straight","80","70","39230","35330"
"In post","2023","Declared non-disabled","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Counter Fraud","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Counter Fraud","Unknown","170","150","32160","29730"
"In post","2023","Declared non-disabled","Unknown","Debt","Heterosexual / straight","35","30","25690","22520"
"In post","2023","Declared non-disabled","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Debt","Undeclared","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Debt","Unknown","45","35","23290","21690"
"In post","2023","Declared non-disabled","Unknown","Digital, Data & Technology","Heterosexual / straight","120","115","39300","37810"
"In post","2023","Declared non-disabled","Unknown","Digital, Data & Technology","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Digital, Data & Technology","Undeclared","180","170","40380","39650"
"In post","2023","Declared non-disabled","Unknown","Digital, Data & Technology","Unknown","265","250","41570","38470"
"In post","2023","Declared non-disabled","Unknown","Finance","Heterosexual / straight","65","60","34060","31420"
"In post","2023","Declared non-disabled","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Finance","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Finance","Unknown","110","105","42390","38470"
"In post","2023","Declared non-disabled","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Human Resources","Heterosexual / straight","40","40","43310","38740"
"In post","2023","Declared non-disabled","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Human Resources","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Human Resources","Unknown","85","80","39250","35500"
"In post","2023","Declared non-disabled","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Legal","Heterosexual / straight","110","105","46460","49050"
"In post","2023","Declared non-disabled","Unknown","Legal","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Legal","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Legal","Unknown","210","190","48240","52040"
"In post","2023","Declared non-disabled","Unknown","No function","Heterosexual / straight","1185","1085","34450","30910"
"In post","2023","Declared non-disabled","Unknown","No function","LGBO","40","40","34560","30170"
"In post","2023","Declared non-disabled","Unknown","No function","Undeclared","215","195","35910","30410"
"In post","2023","Declared non-disabled","Unknown","No function","Unknown","3080","2750","31180","28120"
"In post","2023","Declared non-disabled","Unknown","Project Delivery","Heterosexual / straight","90","90","45690","42100"
"In post","2023","Declared non-disabled","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Project Delivery","Undeclared","45","45","41540","38200"
"In post","2023","Declared non-disabled","Unknown","Project Delivery","Unknown","125","120","44270","41200"
"In post","2023","Declared non-disabled","Unknown","Property","Heterosexual / straight","60","55","35330","32260"
"In post","2023","Declared non-disabled","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Property","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Property","Unknown","145","130","35670","32590"
"In post","2023","Declared non-disabled","Unknown","Security","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Security","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Security","Unknown","70","70","31420","27810"
"In post","2023","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","30","30","40650","33240"
"In post","2023","Declared non-disabled","Unknown","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","115","110","39830","33260"
"In post","2023","Declared non-disabled","White","Analysis","Heterosexual / straight","4220","4040","48290","44470"
"In post","2023","Declared non-disabled","White","Analysis","LGBO","380","380","44230","39450"
"In post","2023","Declared non-disabled","White","Analysis","Undeclared","235","225","46440","42510"
"In post","2023","Declared non-disabled","White","Analysis","Unknown","320","305","40530","37310"
"In post","2023","Declared non-disabled","White","Commercial","Heterosexual / straight","3285","3180","49540","42700"
"In post","2023","Declared non-disabled","White","Commercial","LGBO","145","145","44430","40660"
"In post","2023","Declared non-disabled","White","Commercial","Undeclared","185","175","44320","41800"
"In post","2023","Declared non-disabled","White","Commercial","Unknown","255","245","60630","56850"
"In post","2023","Declared non-disabled","White","Communications","Heterosexual / straight","1775","1695","45300","41640"
"In post","2023","Declared non-disabled","White","Communications","LGBO","150","145","46100","43250"
"In post","2023","Declared non-disabled","White","Communications","Undeclared","100","95","42410","40480"
"In post","2023","Declared non-disabled","White","Communications","Unknown","75","70","45010","41730"
"In post","2023","Declared non-disabled","White","Counter Fraud","Heterosexual / straight","7300","6800","34870","32520"
"In post","2023","Declared non-disabled","White","Counter Fraud","LGBO","390","380","33960","31280"
"In post","2023","Declared non-disabled","White","Counter Fraud","Undeclared","480","430","33430","28430"
"In post","2023","Declared non-disabled","White","Counter Fraud","Unknown","720","630","31830","28130"
"In post","2023","Declared non-disabled","White","Debt","Heterosexual / straight","2635","2355","25310","22520"
"In post","2023","Declared non-disabled","White","Debt","LGBO","225","215","24690","22520"
"In post","2023","Declared non-disabled","White","Debt","Undeclared","180","160","24380","22520"
"In post","2023","Declared non-disabled","White","Debt","Unknown","300","255","24880","22520"
"In post","2023","Declared non-disabled","White","Digital, Data & Technology","Heterosexual / straight","11185","10840","44290","41200"
"In post","2023","Declared non-disabled","White","Digital, Data & Technology","LGBO","660","655","43520","39650"
"In post","2023","Declared non-disabled","White","Digital, Data & Technology","Undeclared","785","755","42940","39850"
"In post","2023","Declared non-disabled","White","Digital, Data & Technology","Unknown","570","540","42360","38470"
"In post","2023","Declared non-disabled","White","Finance","Heterosexual / straight","5630","5330","42260","38470"
"In post","2023","Declared non-disabled","White","Finance","LGBO","250","245","42070","38270"
"In post","2023","Declared non-disabled","White","Finance","Undeclared","375","345","40750","38470"
"In post","2023","Declared non-disabled","White","Finance","Unknown","400","360","36990","32520"
"In post","2023","Declared non-disabled","White","Grants Management","Heterosexual / straight","1120","1035","26770","25920"
"In post","2023","Declared non-disabled","White","Grants Management","LGBO","85","85","27780","22150"
"In post","2023","Declared non-disabled","White","Grants Management","Undeclared","60","55","25850","22150"
"In post","2023","Declared non-disabled","White","Grants Management","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","White","Human Resources","Heterosexual / straight","6795","6475","40040","35000"
"In post","2023","Declared non-disabled","White","Human Resources","LGBO","350","345","42550","37680"
"In post","2023","Declared non-disabled","White","Human Resources","Undeclared","310","295","37950","34300"
"In post","2023","Declared non-disabled","White","Human Resources","Unknown","215","195","39600","35000"
"In post","2023","Declared non-disabled","White","Internal Audit","Heterosexual / straight","325","310","49560","46290"
"In post","2023","Declared non-disabled","White","Internal Audit","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","White","Internal Audit","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","White","Internal Audit","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","White","Legal","Heterosexual / straight","5290","4925","49770","52200"
"In post","2023","Declared non-disabled","White","Legal","LGBO","360","350","49420","52020"
"In post","2023","Declared non-disabled","White","Legal","Undeclared","225","210","54070","54320"
"In post","2023","Declared non-disabled","White","Legal","Unknown","755","670","50450","55990"
"In post","2023","Declared non-disabled","White","No function","Heterosexual / straight","137320","127715","34040","29050"
"In post","2023","Declared non-disabled","White","No function","LGBO","8500","8265","34940","30740"
"In post","2023","Declared non-disabled","White","No function","Undeclared","9875","8905","32730","28120"
"In post","2023","Declared non-disabled","White","No function","Unknown","9440","8035","30230","28120"
"In post","2023","Declared non-disabled","White","Project Delivery","Heterosexual / straight","10240","9820","47330","42510"
"In post","2023","Declared non-disabled","White","Project Delivery","LGBO","505","500","47500","42510"
"In post","2023","Declared non-disabled","White","Project Delivery","Undeclared","540","515","48530","42510"
"In post","2023","Declared non-disabled","White","Project Delivery","Unknown","455","430","45690","41540"
"In post","2023","Declared non-disabled","White","Property","Heterosexual / straight","4215","4035","39280","35020"
"In post","2023","Declared non-disabled","White","Property","LGBO","165","165","36240","33830"
"In post","2023","Declared non-disabled","White","Property","Undeclared","230","220","38630","35020"
"In post","2023","Declared non-disabled","White","Property","Unknown","115","110","36870","34440"
"In post","2023","Declared non-disabled","White","Security","Heterosexual / straight","4495","4380","34510","30700"
"In post","2023","Declared non-disabled","White","Security","LGBO","180","180","34320","30700"
"In post","2023","Declared non-disabled","White","Security","Undeclared","245","235","36060","34170"
"In post","2023","Declared non-disabled","White","Security","Unknown","130","130","40700","39880"
"In post","2023","Declared non-disabled","White","Unknown","Heterosexual / straight","12720","12160","44510","39690"
"In post","2023","Declared non-disabled","White","Unknown","LGBO","865","850","41770","38330"
"In post","2023","Declared non-disabled","White","Unknown","Undeclared","685","650","44070","39690"
"In post","2023","Declared non-disabled","White","Unknown","Unknown","1280","1190","42240","38210"
"In post","2023","Undeclared","Asian","Analysis","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Undeclared","Asian","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Analysis","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Commercial","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Counter Fraud","Heterosexual / straight","40","40","31640","30980"
"In post","2023","Undeclared","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Counter Fraud","Undeclared","10","5","[c]","[c]"
"In post","2023","Undeclared","Asian","Counter Fraud","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Asian","Debt","Heterosexual / straight","35","30","22940","21690"
"In post","2023","Undeclared","Asian","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Debt","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Digital, Data & Technology","Heterosexual / straight","50","50","42970","39060"
"In post","2023","Undeclared","Asian","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Digital, Data & Technology","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Finance","Heterosexual / straight","40","40","41740","37250"
"In post","2023","Undeclared","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","Undeclared","Asian","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Asian","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Human Resources","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Undeclared","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Internal Audit","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Legal","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Undeclared","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Legal","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","No function","Heterosexual / straight","775","725","35070","30410"
"In post","2023","Undeclared","Asian","No function","LGBO","30","30","34190","28580"
"In post","2023","Undeclared","Asian","No function","Undeclared","140","130","35450","30410"
"In post","2023","Undeclared","Asian","No function","Unknown","125","110","43220","32720"
"In post","2023","Undeclared","Asian","Project Delivery","Heterosexual / straight","50","50","43400","37680"
"In post","2023","Undeclared","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Property","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Property","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Security","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Analysis","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Black","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Counter Fraud","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Digital, Data & Technology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Legal","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","No function","Heterosexual / straight","430","405","34630","32520"
"In post","2023","Undeclared","Black","No function","LGBO","10","10","[c]","[c]"
"In post","2023","Undeclared","Black","No function","Undeclared","75","70","33350","31790"
"In post","2023","Undeclared","Black","No function","Unknown","125","110","38830","32920"
"In post","2023","Undeclared","Black","Project Delivery","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Undeclared","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Analysis","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Mixed","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Undeclared","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Counter Fraud","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Digital, Data & Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Undeclared","Mixed","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Digital, Data & Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Undeclared","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
