"Status","Year","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Estyn","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","EO","30","[c]","27140","26910"
"Leaver CS","2023","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","HEO","20","[c]","31890","31260"
"Leaver CS","2023","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Food Standards Agency","SEO","25","[c]","40450","40350"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","AO","60","[c]","24510","23950"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","EO","50","[c]","28230","28170"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","G6","55","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","G7","90","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","HEO","85","[c]","33640","33110"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","SEO","50","[c]","43700","43750"
"Leaver CS","2023","Foreign, Commonwealth and Development Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","AO","125","[c]","23510","23390"
"Leaver CS","2023","HM Land Registry","EO","145","[c]","28970","28080"
"Leaver CS","2023","HM Land Registry","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","G7","25","[c]","58880","57880"
"Leaver CS","2023","HM Land Registry","HEO","100","[c]","35890","34850"
"Leaver CS","2023","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","HM Land Registry","SEO","85","[c]","43670","42100"
"Leaver CS","2023","HM Revenue and Customs","AA","65","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","AO","2150","[c]","22600","22520"
"Leaver CS","2023","HM Revenue and Customs","EO","900","[c]","27610","27000"
"Leaver CS","2023","HM Revenue and Customs","G6","120","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","G7","275","[c]","58140","58170"
"Leaver CS","2023","HM Revenue and Customs","HEO","640","[c]","34730","34000"
"Leaver CS","2023","HM Revenue and Customs","SCS level","45","[c]","[c]","[c]"
"Leaver CS","2023","HM Revenue and Customs","SEO","400","[c]","46660","46800"
"Leaver CS","2023","HM Treasury","AO","50","[c]","22340","22750"
"Leaver CS","2023","HM Treasury","EO","40","[c]","27000","27310"
"Leaver CS","2023","HM Treasury","G6","30","[c]","66830","64900"
"Leaver CS","2023","HM Treasury","G7","95","[c]","54330","54090"
"Leaver CS","2023","HM Treasury","HEO","90","[c]","34230","33630"
"Leaver CS","2023","HM Treasury","SCS level","20","[c]","101500","93310"
"Leaver CS","2023","HM Treasury","SEO","40","[c]","41770","39980"
"Leaver CS","2023","Home Office","AA","110","[c]","21720","22460"
"Leaver CS","2023","Home Office","AO","665","[c]","23050","22400"
"Leaver CS","2023","Home Office","EO","920","[c]","27520","26750"
"Leaver CS","2023","Home Office","G6","70","[c]","71300","70840"
"Leaver CS","2023","Home Office","G7","185","[c]","58870","59290"
"Leaver CS","2023","Home Office","HEO","310","[c]","35040","35490"
"Leaver CS","2023","Home Office","SCS level","30","[c]","95220","85230"
"Leaver CS","2023","Home Office","SEO","220","[c]","42610","43000"
"Leaver CS","2023","Home Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence","AA","570","[c]","21610","21380"
"Leaver CS","2023","Ministry of Defence","AO","1215","[c]","25340","22220"
"Leaver CS","2023","Ministry of Defence","EO","750","[c]","29520","27740"
"Leaver CS","2023","Ministry of Defence","G6","130","[c]","74910","71250"
"Leaver CS","2023","Ministry of Defence","G7","340","[c]","56040","55200"
"Leaver CS","2023","Ministry of Defence","HEO","1000","[c]","35720","34300"
"Leaver CS","2023","Ministry of Defence","SCS level","50","[c]","105570","98010"
"Leaver CS","2023","Ministry of Defence","SEO","750","[c]","43390","42620"
"Leaver CS","2023","Ministry of Defence","Unknown","380","[c]","38610","35010"
"Leaver CS","2023","Ministry of Justice","AA","1345","[c]","20170","19930"
"Leaver CS","2023","Ministry of Justice","AO","4660","[c]","22390","21780"
"Leaver CS","2023","Ministry of Justice","EO","865","[c]","27540","26900"
"Leaver CS","2023","Ministry of Justice","G6","55","[c]","70060","68790"
"Leaver CS","2023","Ministry of Justice","G7","210","[c]","58910","58200"
"Leaver CS","2023","Ministry of Justice","HEO","480","[c]","33480","34260"
"Leaver CS","2023","Ministry of Justice","SCS level","20","[c]","95150","85770"
"Leaver CS","2023","Ministry of Justice","SEO","415","[c]","43240","43650"
"Leaver CS","2023","Ministry of Justice","Unknown","1970","[c]","35430","28340"
"Leaver CS","2023","National Crime Agency","AO","40","[c]","26180","24730"
"Leaver CS","2023","National Crime Agency","EO","150","[c]","35810","36090"
"Leaver CS","2023","National Crime Agency","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","G7","25","[c]","63820","63040"
"Leaver CS","2023","National Crime Agency","HEO","90","[c]","43060","43710"
"Leaver CS","2023","National Crime Agency","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","SEO","45","[c]","49990","49190"
"Leaver CS","2023","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","AO","25","[c]","21670","22490"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","EO","15","[c]","27560","27140"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","G6","20","[c]","84530","87570"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","G7","70","[c]","74940","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","HEO","20","[c]","34060","33130"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","SEO","70","[c]","48800","52290"
"Leaver CS","2023","Office of Gas and Electricity Markets","AO","15","[c]","19820","19750"
"Leaver CS","2023","Office of Gas and Electricity Markets","EO","55","[c]","27110","26400"
"Leaver CS","2023","Office of Gas and Electricity Markets","G6","40","[c]","70260","68830"
"Leaver CS","2023","Office of Gas and Electricity Markets","G7","55","[c]","54900","54190"
"Leaver CS","2023","Office of Gas and Electricity Markets","HEO","55","[c]","35690","34900"
"Leaver CS","2023","Office of Gas and Electricity Markets","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","SEO","30","[c]","39200","39490"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","G7","15","[c]","60710","60020"
"Leaver CS","2023","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","AA","290","[c]","23030","22920"
"Leaver CS","2023","Scottish Government","AO","385","[c]","25950","25060"
"Leaver CS","2023","Scottish Government","EO","390","[c]","33170","31940"
"Leaver CS","2023","Scottish Government","G6","80","[c]","76410","79110"
"Leaver CS","2023","Scottish Government","G7","105","[c]","60230","60510"
"Leaver CS","2023","Scottish Government","HEO","260","[c]","37510","37940"
"Leaver CS","2023","Scottish Government","SCS level","15","[c]","97340","85200"
"Leaver CS","2023","Scottish Government","SEO","190","[c]","47040","48640"
"Leaver CS","2023","The National Archives","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","AO","25","[c]","23340","23460"
"Leaver CS","2023","The National Archives","EO","10","[c]","25200","24990"
"Leaver CS","2023","The National Archives","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","HEO","25","[c]","31390","29990"
"Leaver CS","2023","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","SEO","20","[c]","41450","42000"
"Leaver CS","2023","UK Export Finance","EO","10","[c]","31790","32300"
"Leaver CS","2023","UK Export Finance","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","G7","15","[c]","57520","57120"
"Leaver CS","2023","UK Export Finance","HEO","10","[c]","34360","34000"
"Leaver CS","2023","UK Export Finance","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","SEO","25","[c]","43180","42000"
"Leaver CS","2023","UK Statistics Authority","AA","75","[c]","20480","20150"
"Leaver CS","2023","UK Statistics Authority","AO","290","[c]","20760","21200"
"Leaver CS","2023","UK Statistics Authority","EO","60","[c]","25290","24840"
"Leaver CS","2023","UK Statistics Authority","G6","25","[c]","63290","61920"
"Leaver CS","2023","UK Statistics Authority","G7","55","[c]","53220","52490"
"Leaver CS","2023","UK Statistics Authority","HEO","100","[c]","31750","31440"
"Leaver CS","2023","UK Statistics Authority","SCS level","10","[c]","82780","77250"
"Leaver CS","2023","UK Statistics Authority","SEO","80","[c]","38390","37760"
"Leaver CS","2023","UK Supreme Court","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","HEO","15","[c]","42370","42000"
"Leaver CS","2023","Water Services Regulation Authority","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","AO","45","[c]","23380","24630"
"Leaver CS","2023","Welsh Government","EO","40","[c]","28300","29430"
"Leaver CS","2023","Welsh Government","G6","10","[c]","74770","75480"
"Leaver CS","2023","Welsh Government","G7","25","[c]","60070","61440"
"Leaver CS","2023","Welsh Government","HEO","35","[c]","36250","38160"
"Leaver CS","2023","Welsh Government","SCS level","10","[c]","99490","92110"
"Leaver CS","2023","Welsh Government","SEO","40","[c]","46300","47470"
"Leaver Dept.","2023","Attorney General's Departments","AO","35","[c]","24120","24480"
"Leaver Dept.","2023","Attorney General's Departments","EO","65","[c]","27720","27760"
"Leaver Dept.","2023","Attorney General's Departments","G6","35","[c]","67820","66090"
"Leaver Dept.","2023","Attorney General's Departments","G7","75","[c]","53820","52670"
"Leaver Dept.","2023","Attorney General's Departments","HEO","40","[c]","33100","32090"
"Leaver Dept.","2023","Attorney General's Departments","SCS level","10","[c]","88650","84080"
"Leaver Dept.","2023","Attorney General's Departments","SEO","20","[c]","40510","40540"
"Leaver Dept.","2023","Cabinet Office","AO","55","[c]","22190","21720"
"Leaver Dept.","2023","Cabinet Office","EO","175","[c]","26890","27500"
"Leaver Dept.","2023","Cabinet Office","G6","115","[c]","66580","66530"
"Leaver Dept.","2023","Cabinet Office","G7","290","[c]","55210","55470"
"Leaver Dept.","2023","Cabinet Office","HEO","805","[c]","32780","32000"
"Leaver Dept.","2023","Cabinet Office","SCS level","80","[c]","83820","77410"
"Leaver Dept.","2023","Cabinet Office","SEO","185","[c]","40880","40600"
"Leaver Dept.","2023","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","HEO","15","[c]","29200","29250"
"Leaver Dept.","2023","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","HEO","10","[c]","35240","34590"
"Leaver Dept.","2023","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","AO","55","[c]","22340","22180"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","EO","85","[c]","26360","25610"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G6","40","[c]","67650","64700"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","G7","165","[c]","53970","53600"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","HEO","175","[c]","32940","33570"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SCS level","25","[c]","87190","75680"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","SEO","160","[c]","40900","40050"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","EO","20","[c]","27330","27780"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G6","20","[c]","63400","62260"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","G7","70","[c]","53730","53030"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","HEO","125","[c]","35970","35620"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","SCS level","15","[c]","87200","79260"
"Leaver Dept.","2023","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","EO","55","[c]","27600","26940"
"Leaver Dept.","2023","Department for Education","G6","30","[c]","66370","65780"
"Leaver Dept.","2023","Department for Education","G7","115","[c]","54300","54530"
"Leaver Dept.","2023","Department for Education","HEO","130","[c]","32690","31830"
"Leaver Dept.","2023","Department for Education","SCS level","20","[c]","91760","77440"
"Leaver Dept.","2023","Department for Education","SEO","180","[c]","40560","40380"
"Leaver Dept.","2023","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","AO","75","[c]","21920","22150"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","EO","80","[c]","25970","25920"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G6","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","G7","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","HEO","180","[c]","30960","30540"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","SEO","120","[c]","37960","37300"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","EO","25","[c]","26160","26250"
"Leaver Dept.","2023","Department for International Trade","G6","20","[c]","64820","64500"
"Leaver Dept.","2023","Department for International Trade","G7","45","[c]","53730","52780"
"Leaver Dept.","2023","Department for International Trade","HEO","65","[c]","32640","32120"
"Leaver Dept.","2023","Department for International Trade","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","SEO","55","[c]","39640","38940"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","EO","60","[c]","27840","27850"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G6","30","[c]","64810","64480"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","G7","100","[c]","54290","54630"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","HEO","160","[c]","33170","33210"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SCS level","15","[c]","87680","76060"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","SEO","85","[c]","40330","40050"
"Leaver Dept.","2023","Department for Transport","AA","10","[c]","18870","19000"
"Leaver Dept.","2023","Department for Transport","AO","110","[c]","22500","22500"
"Leaver Dept.","2023","Department for Transport","EO","120","[c]","27920","26960"
"Leaver Dept.","2023","Department for Transport","G6","25","[c]","68400","68100"
"Leaver Dept.","2023","Department for Transport","G7","60","[c]","54420","54380"
"Leaver Dept.","2023","Department for Transport","HEO","170","[c]","33360","32670"
"Leaver Dept.","2023","Department for Transport","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","SEO","100","[c]","41750","42050"
"Leaver Dept.","2023","Department for Work and Pensions","AO","575","[c]","21720","21690"
"Leaver Dept.","2023","Department for Work and Pensions","EO","1560","[c]","28740","28120"
"Leaver Dept.","2023","Department for Work and Pensions","G6","30","[c]","69920","69560"
"Leaver Dept.","2023","Department for Work and Pensions","G7","95","[c]","54010","53880"
"Leaver Dept.","2023","Department for Work and Pensions","HEO","315","[c]","34690","34170"
"Leaver Dept.","2023","Department for Work and Pensions","SCS level","15","[c]","94170","82570"
"Leaver Dept.","2023","Department for Work and Pensions","SEO","150","[c]","39510","38470"
"Leaver Dept.","2023","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","EO","90","[c]","26030","26260"
"Leaver Dept.","2023","Department of Health and Social Care","G6","60","[c]","67180","66940"
"Leaver Dept.","2023","Department of Health and Social Care","G7","135","[c]","53380","53360"
"Leaver Dept.","2023","Department of Health and Social Care","HEO","170","[c]","31920","32640"
"Leaver Dept.","2023","Department of Health and Social Care","SCS level","35","[c]","91030","76740"
"Leaver Dept.","2023","Department of Health and Social Care","SEO","135","[c]","39410","40340"
"Leaver Dept.","2023","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","EO","10","[c]","28460","28090"
"Leaver Dept.","2023","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","HEO","20","[c]","32350","32350"
"Leaver Dept.","2023","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","SEO","20","[c]","40010","40960"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","G7","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","HEO","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","AO","605","[c]","22400","22520"
"Leaver Dept.","2023","HM Revenue and Customs","EO","285","[c]","26670","26020"
"Leaver Dept.","2023","HM Revenue and Customs","G6","35","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","G7","90","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","HEO","225","[c]","34240","34000"
"Leaver Dept.","2023","HM Revenue and Customs","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","SEO","155","[c]","44330","46300"
"Leaver Dept.","2023","HM Treasury","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","EO","25","[c]","27080","27030"
"Leaver Dept.","2023","HM Treasury","G6","30","[c]","65510","65540"
"Leaver Dept.","2023","HM Treasury","G7","80","[c]","54810","54090"
"Leaver Dept.","2023","HM Treasury","HEO","85","[c]","33770","33630"
"Leaver Dept.","2023","HM Treasury","SCS level","20","[c]","92940","77590"
"Leaver Dept.","2023","HM Treasury","SEO","40","[c]","39110","39050"
"Leaver Dept.","2023","Home Office","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","AO","155","[c]","23130","22400"
"Leaver Dept.","2023","Home Office","EO","345","[c]","27470","26750"
"Leaver Dept.","2023","Home Office","G6","55","[c]","71060","70840"
"Leaver Dept.","2023","Home Office","G7","130","[c]","58760","59290"
"Leaver Dept.","2023","Home Office","HEO","285","[c]","34730","35350"
"Leaver Dept.","2023","Home Office","SCS level","30","[c]","90620","84160"
"Leaver Dept.","2023","Home Office","SEO","195","[c]","42310","43210"
"Leaver Dept.","2023","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","AA","40","[c]","23140","21810"
"Leaver Dept.","2023","Ministry of Defence","AO","115","[c]","22810","22220"
"Leaver Dept.","2023","Ministry of Defence","EO","90","[c]","27990","27140"
"Leaver Dept.","2023","Ministry of Defence","G6","25","[c]","70220","70550"
"Leaver Dept.","2023","Ministry of Defence","G7","90","[c]","53220","54540"
"Leaver Dept.","2023","Ministry of Defence","HEO","155","[c]","34800","34300"
"Leaver Dept.","2023","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","SEO","175","[c]","43110","42700"
"Leaver Dept.","2023","Ministry of Defence","Unknown","25","[c]","39820","38790"
"Leaver Dept.","2023","Ministry of Justice","AA","75","[c]","20290","19930"
"Leaver Dept.","2023","Ministry of Justice","AO","635","[c]","22320","21780"
"Leaver Dept.","2023","Ministry of Justice","EO","270","[c]","27230","26900"
"Leaver Dept.","2023","Ministry of Justice","G6","25","[c]","68160","68770"
"Leaver Dept.","2023","Ministry of Justice","G7","110","[c]","56900","55720"
"Leaver Dept.","2023","Ministry of Justice","HEO","275","[c]","33690","34260"
"Leaver Dept.","2023","Ministry of Justice","SCS level","20","[c]","89350","86460"
"Leaver Dept.","2023","Ministry of Justice","SEO","250","[c]","41890","41750"
"Leaver Dept.","2023","Ministry of Justice","Unknown","145","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","AO","15","[c]","27420","24650"
"Leaver Dept.","2023","National Crime Agency","EO","30","[c]","35180","34670"
"Leaver Dept.","2023","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","HEO","30","[c]","40910","40340"
"Leaver Dept.","2023","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","SEO","20","[c]","49350","49520"
"Leaver Dept.","2023","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","HEO","10","[c]","33900","33130"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","EO","30","[c]","26110","25750"
