"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Unknown","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Ministry of Defence","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Ministry of Defence","Unknown","200","[c]","36860","33920"
"Leaver CS","2023","Unknown","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Scottish Government","AA","135","[c]","23040","22180"
"Leaver CS","2023","Unknown","Unknown","Scottish Government","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Scottish Government","EO","90","[c]","30020","29450"
"Leaver CS","2023","Unknown","Unknown","Scottish Government","G6","30","[c]","76290","79110"
"Leaver CS","2023","Unknown","Unknown","Scottish Government","G7","35","[c]","59750","58850"
"Leaver CS","2023","Unknown","Unknown","Scottish Government","HEO","90","[c]","35920","34730"
"Leaver CS","2023","Unknown","Unknown","Scottish Government","SEO","55","[c]","46150","44890"
"Leaver CS","2023","Unknown","Unknown","Welsh Government","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Welsh Government","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Analysis","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Cabinet Office","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Commercial","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Communications","National Crime Agency","G7","[c]","[c]","[c]","[c]"
