"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","AO","75","65","24970","24910"
"In post","2023","No function","Psychology","EO","470","460","29210","28480"
"In post","2023","No function","Psychology","G6","25","25","83070","75010"
"In post","2023","No function","Psychology","G7","85","85","65390","66770"
"In post","2023","No function","Psychology","HEO","495","480","32540","32420"
"In post","2023","No function","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Psychology","SEO","395","365","47800","48640"
"In post","2023","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","AA","95","90","19450","19770"
"In post","2023","No function","Science and Engineering","AO","860","840","23590","23430"
"In post","2023","No function","Science and Engineering","EO","1135","1100","27980","27320"
"In post","2023","No function","Science and Engineering","G6","345","330","71870","70710"
"In post","2023","No function","Science and Engineering","G7","1300","1250","57410","56510"
"In post","2023","No function","Science and Engineering","HEO","1870","1815","34760","33860"
"In post","2023","No function","Science and Engineering","SCS level","45","45","97610","92170"
"In post","2023","No function","Science and Engineering","SEO","2210","2135","44160","43400"
"In post","2023","No function","Science and Engineering","Unknown","10","10","73720","70630"
"In post","2023","No function","Security","AO","15","15","25090","25280"
"In post","2023","No function","Security","EO","15","15","28470","28370"
"In post","2023","No function","Security","G6","20","20","68110","66610"
"In post","2023","No function","Security","G7","25","25","56240","56430"
"In post","2023","No function","Security","HEO","30","30","35410","35650"
"In post","2023","No function","Security","SCS level","20","20","87510","75580"
"In post","2023","No function","Security","SEO","15","15","42080","41870"
"In post","2023","No function","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","G7","10","10","60050","60660"
"In post","2023","No function","Social Research","HEO","10","10","35900","36530"
"In post","2023","No function","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","SEO","15","15","43740","44220"
"In post","2023","No function","Statistics","AA","15","15","23500","23500"
"In post","2023","No function","Statistics","EO","5","5","[c]","[c]"
"In post","2023","No function","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","No function","Statistics","G7","15","15","58000","57520"
"In post","2023","No function","Statistics","HEO","10","10","34640","35700"
"In post","2023","No function","Statistics","SEO","20","15","43800","43850"
"In post","2023","No function","Tax","AO","1445","1310","22610","22520"
"In post","2023","No function","Tax","EO","3570","3385","28630","28130"
"In post","2023","No function","Tax","G6","525","495","72750","71300"
"In post","2023","No function","Tax","G7","1680","1610","58800","57970"
"In post","2023","No function","Tax","HEO","4620","4415","35810","35000"
"In post","2023","No function","Tax","SCS level","55","55","82030","79620"
"In post","2023","No function","Tax","SEO","1650","1575","43120","42510"
"In post","2023","No function","Unknown","AA","10","5","[c]","[c]"
"In post","2023","No function","Unknown","AO","750","715","23660","22520"
"In post","2023","No function","Unknown","EO","1060","1030","28800","28130"
"In post","2023","No function","Unknown","G6","635","615","69930","67890"
"In post","2023","No function","Unknown","G7","1420","1380","57180","55780"
"In post","2023","No function","Unknown","HEO","1575","1545","35120","34700"
"In post","2023","No function","Unknown","SCS level","380","365","93570","82910"
"In post","2023","No function","Unknown","SEO","1025","995","42070","41950"
"In post","2023","No function","Unknown","Unknown","125","125","[c]","[c]"
"In post","2023","No function","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Veterinarian","EO","25","25","25920","25920"
"In post","2023","No function","Veterinarian","G6","25","25","62960","62210"
"In post","2023","No function","Veterinarian","G7","105","105","53260","53110"
"In post","2023","No function","Veterinarian","HEO","10","10","30330","30320"
"In post","2023","No function","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Veterinarian","SEO","215","200","40180","38200"
"In post","2023","Project Delivery","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Commercial","SCS level","15","15","121650","126940"
"In post","2023","Project Delivery","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","EO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","G7","10","10","54140","53870"
"In post","2023","Project Delivery","Communications","HEO","15","15","31270","30650"
"In post","2023","Project Delivery","Communications","SEO","10","10","41220","41030"
"In post","2023","Project Delivery","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","G6","20","20","65150","63360"
"In post","2023","Project Delivery","Digital, Data and Technology","G7","20","20","53310","52150"
"In post","2023","Project Delivery","Digital, Data and Technology","HEO","10","10","32600","33430"
"In post","2023","Project Delivery","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","SEO","15","15","39550","38550"
"In post","2023","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Finance","G6","5","5","[c]","[c]"
"In post","2023","Project Delivery","Finance","G7","10","10","56820","58120"
"In post","2023","Project Delivery","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Finance","SCS level","15","10","128430","125570"
"In post","2023","Project Delivery","Finance","SEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","HEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Inspector of Education and Training","G6","65","65","78210","78500"
"In post","2023","Project Delivery","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","G7","20","20","52390","51360"
"In post","2023","Project Delivery","Knowledge and Information Management","HEO","10","5","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","SEO","20","20","40340","39890"
"In post","2023","Project Delivery","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","G7","10","5","[c]","[c]"
"In post","2023","Project Delivery","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicine","G6","10","10","[c]","[c]"
"In post","2023","Project Delivery","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Medicine","SCS level","30","30","86140","86940"
"In post","2023","Project Delivery","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Operational Delivery","AO","100","95","22300","22150"
"In post","2023","Project Delivery","Operational Delivery","EO","275","260","27710","28130"
"In post","2023","Project Delivery","Operational Delivery","G6","55","55","69330","70550"
"In post","2023","Project Delivery","Operational Delivery","G7","235","230","54010","54090"
"In post","2023","Project Delivery","Operational Delivery","HEO","280","265","33400","33940"
"In post","2023","Project Delivery","Operational Delivery","SCS level","30","30","94880","85410"
"In post","2023","Project Delivery","Operational Delivery","SEO","215","205","41350","41480"
"In post","2023","Project Delivery","Operational Delivery","Unknown","370","355","37350","33690"
"In post","2023","Project Delivery","Operational Research","EO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","G6","5","5","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","G7","60","60","52710","49260"
"In post","2023","Project Delivery","Operational Research","HEO","30","30","30590","30650"
"In post","2023","Project Delivery","Operational Research","SCS level","5","5","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","SEO","50","45","40010","39890"
"In post","2023","Project Delivery","Other","AA","35","35","18860","19080"
"In post","2023","Project Delivery","Other","AO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Other","EO","25","25","27750","28120"
"In post","2023","Project Delivery","Other","G6","10","10","72680","71300"
"In post","2023","Project Delivery","Other","G7","50","45","53330","51270"
"In post","2023","Project Delivery","Other","HEO","50","45","32520","31700"
"In post","2023","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Other","SEO","50","50","41320","40840"
"In post","2023","Project Delivery","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Policy","AO","15","15","25890","26920"
"In post","2023","Project Delivery","Policy","EO","95","85","30400","31060"
"In post","2023","Project Delivery","Policy","G6","340","325","73700","74800"
"In post","2023","Project Delivery","Policy","G7","690","665","59390","57970"
"In post","2023","Project Delivery","Policy","HEO","310","300","37000","36710"
"In post","2023","Project Delivery","Policy","SCS level","100","95","86990","81750"
"In post","2023","Project Delivery","Policy","SEO","375","360","43800","43000"
"In post","2023","Project Delivery","Policy","Unknown","10","10","[c]","[c]"
"In post","2023","Project Delivery","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Project Delivery","AO","260","250","23300","23390"
"In post","2023","Project Delivery","Project Delivery","EO","1145","1075","28020","27890"
"In post","2023","Project Delivery","Project Delivery","G6","1475","1435","69070","68240"
"In post","2023","Project Delivery","Project Delivery","G7","3565","3465","55140","55300"
"In post","2023","Project Delivery","Project Delivery","HEO","3640","3480","34050","34170"
"In post","2023","Project Delivery","Project Delivery","SCS level","430","415","92010","85000"
"In post","2023","Project Delivery","Project Delivery","SEO","4470","4320","41810","41800"
"In post","2023","Project Delivery","Project Delivery","Unknown","530","515","46010","42230"
"In post","2023","Project Delivery","Property","G6","5","5","[c]","[c]"
"In post","2023","Project Delivery","Property","G7","5","5","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","AO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","EO","40","40","25880","24650"
"In post","2023","Project Delivery","Science and Engineering","G6","85","80","68900","68560"
"In post","2023","Project Delivery","Science and Engineering","G7","195","185","52610","54090"
"In post","2023","Project Delivery","Science and Engineering","HEO","140","135","33490","33500"
"In post","2023","Project Delivery","Science and Engineering","SCS level","40","35","84550","82000"
"In post","2023","Project Delivery","Science and Engineering","SEO","210","200","41420","41190"
"In post","2023","Project Delivery","Science and Engineering","Unknown","805","795","43840","42620"
"In post","2023","Project Delivery","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","SEO","5","5","[c]","[c]"
"In post","2023","Project Delivery","Tax","AO","15","15","22520","22520"
"In post","2023","Project Delivery","Tax","EO","185","165","29930","29640"
"In post","2023","Project Delivery","Tax","G6","10","10","73620","71300"
"In post","2023","Project Delivery","Tax","G7","30","30","60790","58570"
"In post","2023","Project Delivery","Tax","HEO","345","320","36240","35000"
"In post","2023","Project Delivery","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Tax","SEO","80","75","43270","42510"
"In post","2023","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Unknown","EO","40","40","28340","28130"
"In post","2023","Project Delivery","Unknown","G6","25","25","69460","71080"
"In post","2023","Project Delivery","Unknown","G7","70","70","57800","56510"
"In post","2023","Project Delivery","Unknown","HEO","85","85","35630","35000"
"In post","2023","Project Delivery","Unknown","SCS level","20","20","109640","117300"
"In post","2023","Project Delivery","Unknown","SEO","65","65","42770","42140"
"In post","2023","Property","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","G7","15","15","54460","55790"
"In post","2023","Property","Digital, Data and Technology","HEO","5","5","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","SEO","5","5","[c]","[c]"
"In post","2023","Property","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","EO","10","10","[c]","[c]"
"In post","2023","Property","Finance","G6","10","10","[c]","[c]"
"In post","2023","Property","Finance","G7","20","20","49580","51020"
"In post","2023","Property","Finance","HEO","15","15","33250","32960"
"In post","2023","Property","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Finance","SEO","25","25","39340","40000"
"In post","2023","Property","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Property","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","G7","10","10","[c]","[c]"
"In post","2023","Property","Human Resources","HEO","5","5","[c]","[c]"
"In post","2023","Property","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Human Resources","SEO","10","10","[c]","[c]"
"In post","2023","Property","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Operational Delivery","AA","10","10","[c]","[c]"
"In post","2023","Property","Operational Delivery","AO","650","605","22690","22520"
"In post","2023","Property","Operational Delivery","EO","190","180","27260","26890"
"In post","2023","Property","Operational Delivery","G6","35","35","69250","71010"
"In post","2023","Property","Operational Delivery","G7","135","135","57170","56940"
"In post","2023","Property","Operational Delivery","HEO","180","175","34020","32970"
"In post","2023","Property","Operational Delivery","SCS level","10","10","86870","78410"
"In post","2023","Property","Operational Delivery","SEO","185","180","42430","41500"
"In post","2023","Property","Other","AA","90","85","22580","22920"
"In post","2023","Property","Other","AO","110","105","31720","31490"
"In post","2023","Property","Other","EO","45","40","36190","37060"
"In post","2023","Property","Other","G6","5","5","[c]","[c]"
"In post","2023","Property","Other","G7","10","10","58220","57260"
"In post","2023","Property","Other","HEO","30","30","43830","43540"
"In post","2023","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Other","SEO","10","10","46820","48640"
"In post","2023","Property","Policy","G6","5","5","[c]","[c]"
"In post","2023","Property","Policy","G7","15","15","58810","58970"
"In post","2023","Property","Policy","HEO","5","5","[c]","[c]"
"In post","2023","Property","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Policy","SEO","5","5","[c]","[c]"
"In post","2023","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","G6","20","20","65990","66240"
"In post","2023","Property","Project Delivery","G7","20","20","53030","51770"
"In post","2023","Property","Project Delivery","HEO","15","15","34200","34170"
"In post","2023","Property","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Project Delivery","SEO","15","15","39670","38470"
"In post","2023","Property","Property","AA","520","500","19370","18830"
"In post","2023","Property","Property","AO","495","455","23140","22520"
"In post","2023","Property","Property","EO","1330","1240","28180","27740"
"In post","2023","Property","Property","G6","280","275","66910","66610"
"In post","2023","Property","Property","G7","890","865","56230","56080"
"In post","2023","Property","Property","HEO","1690","1635","34290","34300"
"In post","2023","Property","Property","SCS level","75","75","92160","85490"
"In post","2023","Property","Property","SEO","1505","1440","43620","43170"
"In post","2023","Property","Property","Unknown","35","35","24640","23800"
"In post","2023","Property","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","G6","5","5","[c]","[c]"
"In post","2023","Property","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","AO","5","5","[c]","[c]"
"In post","2023","Property","Unknown","EO","20","15","28880","29430"
"In post","2023","Property","Unknown","G6","10","10","[c]","[c]"
"In post","2023","Property","Unknown","G7","20","20","55120","54920"
"In post","2023","Property","Unknown","HEO","15","15","34760","35400"
"In post","2023","Property","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SEO","10","10","[c]","[c]"
"In post","2023","Security","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","G6","15","15","73200","72000"
"In post","2023","Security","Digital, Data and Technology","G7","25","25","57420","55090"
"In post","2023","Security","Digital, Data and Technology","HEO","10","10","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","SEO","15","15","41810","41740"
"In post","2023","Security","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Security","Human Resources","G6","5","5","[c]","[c]"
"In post","2023","Security","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","Security","Human Resources","HEO","15","15","32980","33020"
"In post","2023","Security","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","EO","20","20","32580","33060"
"In post","2023","Security","Intelligence Analysis","G6","20","20","69380","69120"
"In post","2023","Security","Intelligence Analysis","G7","40","40","56890","56090"
"In post","2023","Security","Intelligence Analysis","HEO","50","50","38190","38540"
"In post","2023","Security","Intelligence Analysis","SCS level","5","5","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","SEO","25","25","44440","44450"
"In post","2023","Security","Knowledge and Information Management","AO","5","5","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","G7","5","5","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","HEO","15","15","32690","32460"
"In post","2023","Security","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","SEO","15","15","40870","40570"
"In post","2023","Security","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","G7","10","10","49890","49260"
"In post","2023","Security","Operational Delivery","HEO","5","5","[c]","[c]"
"In post","2023","Security","Operational Delivery","SEO","5","5","[c]","[c]"
"In post","2023","Security","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Policy","G6","5","5","[c]","[c]"
"In post","2023","Security","Policy","G7","25","25","55360","54900"
"In post","2023","Security","Policy","HEO","20","20","36140","35650"
"In post","2023","Security","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Security","Policy","SEO","10","10","42290","43000"
"In post","2023","Security","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","Security","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Security","AA","2470","2400","22650","21380"
"In post","2023","Security","Security","AO","2845","2785","34350","35010"
"In post","2023","Security","Security","EO","1165","1135","34090","29800"
"In post","2023","Security","Security","G6","140","140","72610","71300"
"In post","2023","Security","Security","G7","405","395","57870","57690"
"In post","2023","Security","Security","HEO","1080","1050","38130","35420"
"In post","2023","Security","Security","SCS level","55","55","93140","89000"
"In post","2023","Security","Security","SEO","660","650","44520","43280"
"In post","2023","Security","Security","Unknown","50","45","38170","35250"
"In post","2023","Security","Unknown","AO","160","150","21770","21830"
"In post","2023","Security","Unknown","EO","255","245","25930","24610"
"In post","2023","Security","Unknown","G6","25","25","66210","66530"
"In post","2023","Security","Unknown","G7","60","55","54000","54670"
"In post","2023","Security","Unknown","HEO","130","125","33540","33020"
"In post","2023","Security","Unknown","SCS level","10","10","93130","91210"
"In post","2023","Security","Unknown","SEO","60","60","40750","41740"
"In post","2023","Unknown","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","AO","10","10","25450","25620"
"In post","2023","Unknown","Communications","EO","30","30","29500","30610"
"In post","2023","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","G7","15","15","61310","61690"
"In post","2023","Unknown","Communications","HEO","45","45","38440","39690"
"In post","2023","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","SEO","45","45","47310","49370"
"In post","2023","Unknown","Digital, Data and Technology","AO","20","20","25300","25620"
"In post","2023","Unknown","Digital, Data and Technology","EO","60","60","30060","30610"
"In post","2023","Unknown","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","G7","20","20","61140","63900"
"In post","2023","Unknown","Digital, Data and Technology","HEO","55","55","38470","39690"
"In post","2023","Unknown","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","SEO","50","50","47810","49370"
"In post","2023","Unknown","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Economics","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Economics","G7","15","15","62940","63900"
"In post","2023","Unknown","Economics","HEO","15","15","36110","36590"
"In post","2023","Unknown","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","SEO","10","10","42290","42680"
"In post","2023","Unknown","Finance","AO","40","35","25480","25620"
"In post","2023","Unknown","Finance","EO","70","60","30080","30610"
"In post","2023","Unknown","Finance","G6","15","15","76420","76990"
"In post","2023","Unknown","Finance","G7","50","45","62810","63900"
"In post","2023","Unknown","Finance","HEO","70","65","38580","39690"
"In post","2023","Unknown","Finance","SCS level","20","20","89840","84990"
"In post","2023","Unknown","Finance","SEO","70","65","48180","49370"
"In post","2023","Unknown","Human Resources","AO","110","105","23650","22150"
"In post","2023","Unknown","Human Resources","EO","40","40","29290","30610"
"In post","2023","Unknown","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","G7","15","15","60610","61690"
"In post","2023","Unknown","Human Resources","HEO","50","45","38030","39690"
"In post","2023","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","SEO","30","30","47810","49370"
"In post","2023","Unknown","Inspector of Education and Training","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","HEO","25","25","35130","35560"
"In post","2023","Unknown","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","SEO","5","5","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","AO","30","30","25350","25620"
"In post","2023","Unknown","Knowledge and Information Management","EO","35","35","29470","30610"
"In post","2023","Unknown","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","G7","10","10","58740","59890"
"In post","2023","Unknown","Knowledge and Information Management","HEO","35","35","37950","39690"
"In post","2023","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","SEO","20","20","46970","49370"
"In post","2023","Unknown","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","G6","25","25","73050","71800"
"In post","2023","Unknown","Legal","G7","125","115","61020","63900"
"In post","2023","Unknown","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Medicine","AO","10","10","25620","25620"
"In post","2023","Unknown","Medicine","EO","25","25","29650","30610"
"In post","2023","Unknown","Medicine","G6","25","25","71680","69580"
"In post","2023","Unknown","Medicine","G7","60","60","60230","59480"
"In post","2023","Unknown","Medicine","HEO","40","35","37650","39690"
"In post","2023","Unknown","Medicine","SCS level","20","15","85140","81600"
"In post","2023","Unknown","Medicine","SEO","55","50","46580","46420"
"In post","2023","Unknown","Operational Delivery","AO","450","405","25280","25620"
"In post","2023","Unknown","Operational Delivery","EO","375","350","29830","30610"
