"Status","Year","Organisation","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Queen Elizabeth II Centre","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Commercial","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Commercial","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Communications","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Registers of Scotland","Communications","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Digital, Data and Technology","Outside London","Female","50","50","37270","34000"
"In post","2023","Registers of Scotland","Digital, Data and Technology","Outside London","Male","75","75","42270","39590"
"In post","2023","Registers of Scotland","Finance","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Registers of Scotland","Finance","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Human Resources","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Registers of Scotland","Human Resources","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Registers of Scotland","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Legal","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Operational Delivery","Outside London","Female","450","420","33720","32510"
"In post","2023","Registers of Scotland","Operational Delivery","Outside London","Male","425","415","33350","32510"
"In post","2023","Registers of Scotland","Other","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Policy","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Registers of Scotland","Policy","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Project Delivery","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Project Delivery","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Property","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Registers of Scotland","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Registers of Scotland","Security","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Revenue Scotland","Unknown","Outside London","Female","45","45","42680","38330"
"In post","2023","Revenue Scotland","Unknown","Outside London","Male","40","40","43740","38330"
"In post","2023","Royal Fleet Auxiliary","Other","Unknown","Female","170","170","38020","36860"
"In post","2023","Royal Fleet Auxiliary","Other","Unknown","Male","1530","1530","42380","40530"
"In post","2023","Rural Payments Agency","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Operational Delivery","Outside London","Female","1520","1345","26080","22150"
"In post","2023","Rural Payments Agency","Operational Delivery","Outside London","Male","1125","1095","26380","22150"
"In post","2023","Rural Payments Agency","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","Project Delivery","Outside London","Female","85","80","39640","37300"
"In post","2023","Rural Payments Agency","Project Delivery","Outside London","Male","75","75","38260","37300"
"In post","2023","Scottish Courts and Tribunals Service","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Commercial","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Digital, Data and Technology","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Digital, Data and Technology","Outside London","Male","50","50","37780","33600"
"In post","2023","Scottish Courts and Tribunals Service","Finance","Outside London","Female","30","25","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Finance","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Human Resources","Outside London","Female","30","25","38280","36700"
"In post","2023","Scottish Courts and Tribunals Service","Human Resources","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Legal","Outside London","Female","30","30","48390","48410"
"In post","2023","Scottish Courts and Tribunals Service","Legal","Outside London","Male","10","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","Female","1185","1060","28700","25060"
"In post","2023","Scottish Courts and Tribunals Service","Operational Delivery","Outside London","Male","510","475","28970","25060"
"In post","2023","Scottish Courts and Tribunals Service","Policy","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Policy","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Property","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Property","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Courts and Tribunals Service","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Unknown","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Scottish Fiscal Commission","Unknown","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Scottish Forestry","Unknown","Outside London","Female","115","110","34160","32220"
"In post","2023","Scottish Forestry","Unknown","Outside London","Male","105","100","42880","39520"
"In post","2023","Scottish Government (excl. agencies)","Unknown","London","Female","10","10","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Unknown","London","Male","5","5","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Unknown","Outside London","Female","5165","4870","46590","42860"
"In post","2023","Scottish Government (excl. agencies)","Unknown","Outside London","Male","3970","3895","47570","42860"
"In post","2023","Scottish Government (excl. agencies)","Unknown","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Unknown","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Scottish Housing Regulator","Unknown","Outside London","Female","35","30","52650","49860"
"In post","2023","Scottish Housing Regulator","Unknown","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Scottish Prison Service","Commercial","Outside London","Female","40","35","33450","28490"
"In post","2023","Scottish Prison Service","Commercial","Outside London","Male","45","45","35430","28490"
"In post","2023","Scottish Prison Service","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Digital, Data and Technology","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Scottish Prison Service","Digital, Data and Technology","Outside London","Male","35","35","46180","51570"
"In post","2023","Scottish Prison Service","Finance","Outside London","Female","55","55","34770","28490"
"In post","2023","Scottish Prison Service","Finance","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Scottish Prison Service","Human Resources","Outside London","Female","100","90","36900","37060"
"In post","2023","Scottish Prison Service","Human Resources","Outside London","Male","45","40","43270","42590"
"In post","2023","Scottish Prison Service","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Legal","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Scottish Prison Service","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Operational Delivery","Outside London","Female","1130","1080","32880","31290"
"In post","2023","Scottish Prison Service","Operational Delivery","Outside London","Male","2355","2195","35330","37060"
"In post","2023","Scottish Prison Service","Other","Outside London","Female","255","230","31520","28490"
"In post","2023","Scottish Prison Service","Other","Outside London","Male","360","335","37450","37060"
"In post","2023","Scottish Prison Service","Project Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","Project Delivery","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Scottish Prison Service","Psychology","Outside London","Female","60","60","41660","37060"
"In post","2023","Scottish Prison Service","Psychology","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Unknown","Outside London","Female","200","175","31410","27740"
"In post","2023","Scottish Public Pensions Agency","Unknown","Outside London","Male","170","165","32840","27740"
"In post","2023","Serious Fraud Office","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Communications","London","Female","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Communications","London","Male","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Corporate Finance","London","Female","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Counter Fraud","London","Female","95","95","43360","38480"
"In post","2023","Serious Fraud Office","Counter Fraud","London","Male","135","135","50430","43430"
"In post","2023","Serious Fraud Office","Digital, Data and Technology","London","Female","15","15","[c]","[c]"
"In post","2023","Serious Fraud Office","Digital, Data and Technology","London","Male","40","40","47920","44310"
"In post","2023","Serious Fraud Office","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Human Resources","London","Female","10","10","[c]","[c]"
"In post","2023","Serious Fraud Office","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Intelligence Analysis","London","Female","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Legal","London","Female","45","40","60420","54960"
"In post","2023","Serious Fraud Office","Legal","London","Male","15","15","[c]","[c]"
"In post","2023","Serious Fraud Office","Other","London","Female","15","15","[c]","[c]"
"In post","2023","Serious Fraud Office","Other","London","Male","15","15","[c]","[c]"
"In post","2023","Serious Fraud Office","Policy","London","Female","10","10","[c]","[c]"
"In post","2023","Serious Fraud Office","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","Unknown","Outside London","Female","2470","2320","31010","29100"
"In post","2023","Social Security Scotland","Unknown","Outside London","Male","1555","1530","32180","29100"
"In post","2023","Standards and Testing Agency","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Project Delivery","London","Female","25","25","[c]","[c]"
"In post","2023","Standards and Testing Agency","Project Delivery","London","Male","10","10","[c]","[c]"
"In post","2023","Standards and Testing Agency","Project Delivery","Outside London","Female","50","45","38140","37590"
"In post","2023","Standards and Testing Agency","Project Delivery","Outside London","Male","30","30","[c]","[c]"
"In post","2023","Standards and Testing Agency","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Unknown","Outside London","Female","150","145","31590","29100"
"In post","2023","Student Awards Agency for Scotland","Unknown","Outside London","Male","110","110","35340","31940"
"In post","2023","Submarine Delivery Agency","Commercial","Outside London","Female","80","75","39430","35230"
"In post","2023","Submarine Delivery Agency","Commercial","Outside London","Male","85","85","46360","43400"
"In post","2023","Submarine Delivery Agency","Communications","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Digital, Data and Technology","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Digital, Data and Technology","Outside London","Male","30","30","40300","40130"
"In post","2023","Submarine Delivery Agency","Finance","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Finance","Outside London","Male","35","30","57840","49910"
"In post","2023","Submarine Delivery Agency","Human Resources","Outside London","Female","30","25","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Human Resources","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Knowledge and Information Management","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Knowledge and Information Management","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Operational Delivery","Outside London","Female","200","185","34240","32500"
"In post","2023","Submarine Delivery Agency","Operational Delivery","Outside London","Male","160","160","40770","38790"
"In post","2023","Submarine Delivery Agency","Operational Delivery","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Policy","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Project Delivery","Outside London","Female","195","185","40970","39500"
"In post","2023","Submarine Delivery Agency","Project Delivery","Outside London","Male","330","325","48920","46310"
"In post","2023","Submarine Delivery Agency","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Science and Engineering","Outside London","Female","80","80","43300","40560"
"In post","2023","Submarine Delivery Agency","Science and Engineering","Outside London","Male","710","705","43690","42620"
"In post","2023","Submarine Delivery Agency","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Science and Engineering","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Security","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Security","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Operational Delivery","Outside London","Female","55","55","31250","27250"
"In post","2023","Teaching Regulation Agency","Operational Delivery","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Commercial","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Commercial","Outside London","Female","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Commercial","Outside London","Male","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Counter Fraud","London","Female","20","20","[c]","[c]"
"In post","2023","The Insolvency Service","Counter Fraud","London","Male","35","35","44470","44340"
"In post","2023","The Insolvency Service","Counter Fraud","Outside London","Female","80","75","39810","40280"
"In post","2023","The Insolvency Service","Counter Fraud","Outside London","Male","105","100","39650","38980"
"In post","2023","The Insolvency Service","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Digital, Data and Technology","London","Male","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Digital, Data and Technology","Outside London","Female","15","15","[c]","[c]"
"In post","2023","The Insolvency Service","Digital, Data and Technology","Outside London","Male","30","30","42920","41880"
"In post","2023","The Insolvency Service","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Economics","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","Outside London","Female","20","20","[c]","[c]"
"In post","2023","The Insolvency Service","Finance","Outside London","Male","15","15","[c]","[c]"
"In post","2023","The Insolvency Service","Human Resources","London","Female","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Human Resources","Outside London","Female","25","25","[c]","[c]"
"In post","2023","The Insolvency Service","Human Resources","Outside London","Male","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Intelligence Analysis","Outside London","Male","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","London","Female","20","20","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","London","Male","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","Outside London","Female","15","15","[c]","[c]"
"In post","2023","The Insolvency Service","Legal","Outside London","Male","15","10","[c]","[c]"
"In post","2023","The Insolvency Service","Operational Delivery","London","Female","115","105","34180","30160"
"In post","2023","The Insolvency Service","Operational Delivery","London","Male","75","75","42000","35030"
"In post","2023","The Insolvency Service","Operational Delivery","Outside London","Female","555","515","28820","24620"
"In post","2023","The Insolvency Service","Operational Delivery","Outside London","Male","320","310","29070","24620"
"In post","2023","The Insolvency Service","Policy","London","Female","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Policy","Outside London","Female","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","London","Female","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","Outside London","Female","25","25","[c]","[c]"
"In post","2023","The Insolvency Service","Project Delivery","Outside London","Male","20","20","[c]","[c]"
"In post","2023","The Insolvency Service","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Statistics","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Statistics","Outside London","Male","5","5","[c]","[c]"
"In post","2023","The National Archives","Commercial","London","Female","15","15","[c]","[c]"
"In post","2023","The National Archives","Commercial","London","Male","20","20","[c]","[c]"
"In post","2023","The National Archives","Communications","London","Female","10","10","[c]","[c]"
"In post","2023","The National Archives","Communications","London","Male","5","5","[c]","[c]"
"In post","2023","The National Archives","Digital, Data and Technology","London","Female","50","50","42220","40570"
"In post","2023","The National Archives","Digital, Data and Technology","London","Male","70","70","43710","44980"
"In post","2023","The National Archives","Finance","London","Female","10","10","[c]","[c]"
"In post","2023","The National Archives","Finance","London","Male","5","5","[c]","[c]"
"In post","2023","The National Archives","Human Resources","London","Female","15","10","[c]","[c]"
"In post","2023","The National Archives","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Knowledge and Information Management","London","Female","65","60","35210","31450"
"In post","2023","The National Archives","Knowledge and Information Management","London","Male","40","40","35750","31140"
"In post","2023","The National Archives","Operational Delivery","London","Female","85","80","31330","29840"
"In post","2023","The National Archives","Operational Delivery","London","Male","70","65","30310","25150"
"In post","2023","The National Archives","Operational Delivery","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Other","London","Female","55","55","43570","35580"
"In post","2023","The National Archives","Other","London","Male","40","40","42990","36730"
"In post","2023","The National Archives","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","Property","London","Male","10","10","[c]","[c]"
"In post","2023","Transport Scotland","Unknown","Outside London","Female","255","245","45820","42250"
"In post","2023","Transport Scotland","Unknown","Outside London","Male","275","270","51430","49860"
"In post","2023","UK Debt Management Office","Corporate Finance","London","Female","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","Corporate Finance","London","Male","15","15","[c]","[c]"
"In post","2023","UK Debt Management Office","Digital, Data and Technology","London","Female","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","Digital, Data and Technology","London","Male","30","30","[c]","[c]"
"In post","2023","UK Debt Management Office","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Economics","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Finance","London","Male","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Legal","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Other","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Other","London","Male","10","10","[c]","[c]"
"In post","2023","UK Debt Management Office","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Policy","London","Male","10","10","[c]","[c]"
"In post","2023","UK Debt Management Office","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Communications","London","Female","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Communications","London","Male","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Digital, Data and Technology","London","Female","15","15","[c]","[c]"
"In post","2023","UK Export Finance","Digital, Data and Technology","London","Male","40","40","58850","54130"
"In post","2023","UK Export Finance","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Economics","London","Male","5","5","[c]","[c]"
"In post","2023","UK Export Finance","Finance","London","Female","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Finance","London","Male","15","15","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","London","Female","25","20","[c]","[c]"
"In post","2023","UK Export Finance","Human Resources","London","Male","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","London","Female","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Knowledge and Information Management","London","Male","15","15","[c]","[c]"
"In post","2023","UK Export Finance","Legal","London","Female","30","30","62330","73220"
"In post","2023","UK Export Finance","Legal","London","Male","10","10","[c]","[c]"
"In post","2023","UK Export Finance","Operational Delivery","London","Female","100","100","49500","43720"
"In post","2023","UK Export Finance","Operational Delivery","London","Male","160","160","56220","52000"
"In post","2023","UK Export Finance","Operational Delivery","Outside London","Female","10","10","[c]","[c]"
