"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Other","South East (England)","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","South East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South East (England)","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","South East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South East (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South East (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South East (England)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South East (England)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","AA","Heterosexual / straight","35","[c]","19220","19080"
"Leaver CS","2023","Other","South West (England)","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","AO","Heterosexual / straight","45","[c]","21910","21690"
"Leaver CS","2023","Other","South West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","South West (England)","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","Unknown","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Other","Wales","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","Wales","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","AO","Heterosexual / straight","55","[c]","21630","21690"
"Leaver CS","2023","Other","West Midlands (England)","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","AO","Unknown","30","[c]","21550","21690"
"Leaver CS","2023","Other","West Midlands (England)","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","West Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","AO","Heterosexual / straight","45","[c]","21560","21690"
"Leaver CS","2023","Other","Yorkshire and The Humber","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Yorkshire and The Humber","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","East of England","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","North West (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","South West (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","South West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","South West (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","South West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Wales","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","West Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","West Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","West Midlands (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","West Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Yorkshire and The Humber","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Yorkshire and The Humber","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","East of England","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","East of England","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","East of England","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North East (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South East (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","South West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Wales","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","West Midlands (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","West Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","West Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Yorkshire and The Humber","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Yorkshire and The Humber","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","East of England","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","AO","Heterosexual / straight","50","[c]","24150","25010"
"Leaver CS","2023","Policy","London","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","EO","Heterosexual / straight","80","[c]","27890","27850"
"Leaver CS","2023","Policy","London","EO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","EO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","G6","Heterosexual / straight","100","[c]","66930","65740"
"Leaver CS","2023","Policy","London","G6","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","G6","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","G6","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","G7","Heterosexual / straight","255","[c]","55250","54090"
"Leaver CS","2023","Policy","London","G7","LGBO","35","[c]","54310","53380"
"Leaver CS","2023","Policy","London","G7","Undeclared","30","[c]","55050","53920"
"Leaver CS","2023","Policy","London","G7","Unknown","55","[c]","56370","55090"
"Leaver CS","2023","Policy","London","HEO","Heterosexual / straight","205","[c]","34870","34020"
"Leaver CS","2023","Policy","London","HEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","HEO","Unknown","75","[c]","35190","34550"
"Leaver CS","2023","Policy","London","SCS level","Heterosexual / straight","75","[c]","89090","78680"
"Leaver CS","2023","Policy","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","SEO","Heterosexual / straight","145","[c]","41860","41060"
"Leaver CS","2023","Policy","London","SEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","SEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","SEO","Unknown","60","[c]","43000","43000"
"Leaver CS","2023","Policy","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North East (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","SEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","North West (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
