"Status","Year","Age","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","AA/AO","Male","LGBO","45","40","22560","21780"
"In post","2023","65+","AA/AO","Male","Undeclared","230","190","23330","22330"
"In post","2023","65+","AA/AO","Male","Unknown","585","455","24780","22520"
"In post","2023","65+","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","EO","Female","Heterosexual / straight","1280","940","29030","28120"
"In post","2023","65+","EO","Female","LGBO","25","20","[c]","[c]"
"In post","2023","65+","EO","Female","Undeclared","245","170","29210","28120"
"In post","2023","65+","EO","Female","Unknown","345","240","29510","28120"
"In post","2023","65+","EO","Male","Heterosexual / straight","1130","865","29690","28480"
"In post","2023","65+","EO","Male","LGBO","40","35","29550","29100"
"In post","2023","65+","EO","Male","Undeclared","245","185","29380","28120"
"In post","2023","65+","EO","Male","Unknown","315","230","30370","29430"
"In post","2023","65+","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","G6/G7","Female","Heterosexual / straight","175","145","62330","60050"
"In post","2023","65+","G6/G7","Female","LGBO","5","5","[c]","[c]"
"In post","2023","65+","G6/G7","Female","Undeclared","35","30","65770","65230"
"In post","2023","65+","G6/G7","Female","Unknown","65","55","66950","65280"
"In post","2023","65+","G6/G7","Male","Heterosexual / straight","555","445","64250","62130"
"In post","2023","65+","G6/G7","Male","LGBO","10","5","[c]","[c]"
"In post","2023","65+","G6/G7","Male","Undeclared","75","60","66140","63900"
"In post","2023","65+","G6/G7","Male","Unknown","135","100","63330","61750"
"In post","2023","65+","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","SCS level","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","65+","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2023","65+","SCS level","Male","Heterosexual / straight","45","40","118600","109380"
"In post","2023","65+","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","SCS level","Male","Undeclared","15","10","[c]","[c]"
"In post","2023","65+","SCS level","Male","Unknown","15","10","[c]","[c]"
"In post","2023","65+","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","SEO/HEO","Female","Heterosexual / straight","600","470","38560","37300"
"In post","2023","65+","SEO/HEO","Female","LGBO","15","10","[c]","[c]"
"In post","2023","65+","SEO/HEO","Female","Undeclared","115","90","38630","37310"
"In post","2023","65+","SEO/HEO","Female","Unknown","125","90","40130","39220"
"In post","2023","65+","SEO/HEO","Male","Heterosexual / straight","1195","965","40900","39690"
"In post","2023","65+","SEO/HEO","Male","LGBO","25","20","[c]","[c]"
"In post","2023","65+","SEO/HEO","Male","Undeclared","225","180","40620","39590"
"In post","2023","65+","SEO/HEO","Male","Unknown","260","195","42110","42060"
"In post","2023","65+","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Female","Heterosexual / straight","305","230","30370","29050"
"In post","2023","65+","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Female","Undeclared","35","25","35160","35320"
"In post","2023","65+","Unknown","Female","Unknown","45","35","29950","29050"
"In post","2023","65+","Unknown","Male","Heterosexual / straight","195","160","34220","29050"
"In post","2023","65+","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2023","65+","Unknown","Male","Undeclared","30","25","41060","38290"
"In post","2023","65+","Unknown","Male","Unknown","70","55","36280","32800"
"In post","2023","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","AA/AO","Female","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","16-19","AA/AO","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","AA/AO","Female","Unknown","55","[c]","21970","21780"
"Leaver CS","2023","16-19","AA/AO","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","AA/AO","Male","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","16-19","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","EO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","EO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","EO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","SEO/HEO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","SEO/HEO","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","SEO/HEO","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","SEO/HEO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","SEO/HEO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","SEO/HEO","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","SEO/HEO","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","SEO/HEO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","AA/AO","Female","Heterosexual / straight","1375","[c]","22230","21780"
"Leaver CS","2023","20-29","AA/AO","Female","LGBO","270","[c]","21670","21690"
"Leaver CS","2023","20-29","AA/AO","Female","Undeclared","115","[c]","22360","21840"
"Leaver CS","2023","20-29","AA/AO","Female","Unknown","1215","[c]","22450","21780"
"Leaver CS","2023","20-29","AA/AO","Male","Heterosexual / straight","1210","[c]","22530","21780"
"Leaver CS","2023","20-29","AA/AO","Male","LGBO","140","[c]","22570","21780"
"Leaver CS","2023","20-29","AA/AO","Male","Undeclared","95","[c]","22370","21690"
"Leaver CS","2023","20-29","AA/AO","Male","Unknown","1125","[c]","22520","22150"
"Leaver CS","2023","20-29","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","EO","Female","Heterosexual / straight","865","[c]","28290","28080"
"Leaver CS","2023","20-29","EO","Female","LGBO","140","[c]","27840","27990"
"Leaver CS","2023","20-29","EO","Female","Undeclared","90","[c]","27410","27570"
"Leaver CS","2023","20-29","EO","Female","Unknown","350","[c]","27500","28080"
"Leaver CS","2023","20-29","EO","Male","Heterosexual / straight","560","[c]","28100","27680"
"Leaver CS","2023","20-29","EO","Male","LGBO","75","[c]","27970","27760"
"Leaver CS","2023","20-29","EO","Male","Undeclared","75","[c]","28240","27570"
"Leaver CS","2023","20-29","EO","Male","Unknown","385","[c]","27260","27410"
"Leaver CS","2023","20-29","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","G6/G7","Female","Heterosexual / straight","105","[c]","54300","54130"
"Leaver CS","2023","20-29","G6/G7","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","G6/G7","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","G6/G7","Female","Unknown","60","[c]","56100","54970"
"Leaver CS","2023","20-29","G6/G7","Male","Heterosexual / straight","90","[c]","55380","54130"
"Leaver CS","2023","20-29","G6/G7","Male","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","G6/G7","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","G6/G7","Male","Unknown","55","[c]","56080","54690"
"Leaver CS","2023","20-29","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","SCS level","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","SCS level","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","SEO/HEO","Female","Heterosexual / straight","615","[c]","35970","35050"
"Leaver CS","2023","20-29","SEO/HEO","Female","LGBO","130","[c]","34530","33990"
"Leaver CS","2023","20-29","SEO/HEO","Female","Undeclared","80","[c]","36250","34640"
"Leaver CS","2023","20-29","SEO/HEO","Female","Unknown","380","[c]","34540","33610"
"Leaver CS","2023","20-29","SEO/HEO","Male","Heterosexual / straight","525","[c]","36140","34550"
"Leaver CS","2023","20-29","SEO/HEO","Male","LGBO","95","[c]","36440","35040"
"Leaver CS","2023","20-29","SEO/HEO","Male","Undeclared","85","[c]","37260","36380"
"Leaver CS","2023","20-29","SEO/HEO","Male","Unknown","420","[c]","34830","34020"
"Leaver CS","2023","20-29","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Female","Heterosexual / straight","260","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Female","LGBO","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Female","Unknown","140","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Male","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Male","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Male","Unknown","90","[c]","28350","29860"
"Leaver CS","2023","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","AA/AO","Female","Heterosexual / straight","725","[c]","22100","21780"
"Leaver CS","2023","30-39","AA/AO","Female","LGBO","85","[c]","21780","21690"
"Leaver CS","2023","30-39","AA/AO","Female","Undeclared","60","[c]","22820","21840"
"Leaver CS","2023","30-39","AA/AO","Female","Unknown","615","[c]","22540","21780"
"Leaver CS","2023","30-39","AA/AO","Male","Heterosexual / straight","775","[c]","23280","21840"
"Leaver CS","2023","30-39","AA/AO","Male","LGBO","65","[c]","23040","21780"
"Leaver CS","2023","30-39","AA/AO","Male","Undeclared","65","[c]","22300","21690"
"Leaver CS","2023","30-39","AA/AO","Male","Unknown","560","[c]","24090","22400"
"Leaver CS","2023","30-39","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","EO","Female","Heterosexual / straight","620","[c]","28530","28080"
"Leaver CS","2023","30-39","EO","Female","LGBO","70","[c]","28600","27570"
"Leaver CS","2023","30-39","EO","Female","Undeclared","60","[c]","27850","27570"
"Leaver CS","2023","30-39","EO","Female","Unknown","225","[c]","28800","28120"
"Leaver CS","2023","30-39","EO","Male","Heterosexual / straight","485","[c]","28690","28120"
"Leaver CS","2023","30-39","EO","Male","LGBO","65","[c]","28390","27570"
"Leaver CS","2023","30-39","EO","Male","Undeclared","55","[c]","28420","28120"
"Leaver CS","2023","30-39","EO","Male","Unknown","275","[c]","28650","28120"
"Leaver CS","2023","30-39","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","G6/G7","Female","Heterosexual / straight","390","[c]","57260","55000"
"Leaver CS","2023","30-39","G6/G7","Female","LGBO","60","[c]","57850","54710"
"Leaver CS","2023","30-39","G6/G7","Female","Undeclared","50","[c]","58810","54700"
"Leaver CS","2023","30-39","G6/G7","Female","Unknown","155","[c]","59550","58850"
"Leaver CS","2023","30-39","G6/G7","Male","Heterosexual / straight","435","[c]","58360","56020"
"Leaver CS","2023","30-39","G6/G7","Male","LGBO","60","[c]","57800","55720"
"Leaver CS","2023","30-39","G6/G7","Male","Undeclared","60","[c]","58130","56720"
"Leaver CS","2023","30-39","G6/G7","Male","Unknown","235","[c]","59120","56200"
"Leaver CS","2023","30-39","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","SCS level","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","SCS level","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","SCS level","Male","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","SCS level","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","SEO/HEO","Female","Heterosexual / straight","725","[c]","37870","37590"
"Leaver CS","2023","30-39","SEO/HEO","Female","LGBO","90","[c]","37730","37590"
"Leaver CS","2023","30-39","SEO/HEO","Female","Undeclared","85","[c]","37530","37790"
"Leaver CS","2023","30-39","SEO/HEO","Female","Unknown","285","[c]","37820","38050"
"Leaver CS","2023","30-39","SEO/HEO","Male","Heterosexual / straight","670","[c]","38310","38470"
"Leaver CS","2023","30-39","SEO/HEO","Male","LGBO","80","[c]","38330","38340"
"Leaver CS","2023","30-39","SEO/HEO","Male","Undeclared","90","[c]","39130","39610"
"Leaver CS","2023","30-39","SEO/HEO","Male","Unknown","340","[c]","37900","38160"
"Leaver CS","2023","30-39","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Female","Heterosexual / straight","190","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Female","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Male","Heterosexual / straight","85","[c]","40040","41020"
"Leaver CS","2023","30-39","Unknown","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Male","Unknown","65","[c]","39930","38090"
"Leaver CS","2023","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","AA/AO","Female","Heterosexual / straight","590","[c]","22220","21690"
"Leaver CS","2023","40-49","AA/AO","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","AA/AO","Female","Undeclared","70","[c]","22400","21690"
"Leaver CS","2023","40-49","AA/AO","Female","Unknown","405","[c]","22440","21780"
"Leaver CS","2023","40-49","AA/AO","Male","Heterosexual / straight","450","[c]","23220","21690"
"Leaver CS","2023","40-49","AA/AO","Male","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","AA/AO","Male","Undeclared","55","[c]","23640","21690"
"Leaver CS","2023","40-49","AA/AO","Male","Unknown","320","[c]","23640","21840"
"Leaver CS","2023","40-49","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","EO","Female","Heterosexual / straight","535","[c]","28520","28080"
"Leaver CS","2023","40-49","EO","Female","LGBO","35","[c]","29010","27650"
"Leaver CS","2023","40-49","EO","Female","Undeclared","45","[c]","28670","28120"
"Leaver CS","2023","40-49","EO","Female","Unknown","195","[c]","28700","28120"
"Leaver CS","2023","40-49","EO","Male","Heterosexual / straight","365","[c]","28540","27570"
"Leaver CS","2023","40-49","EO","Male","LGBO","35","[c]","28640","27760"
"Leaver CS","2023","40-49","EO","Male","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","EO","Male","Unknown","145","[c]","28120","27130"
"Leaver CS","2023","40-49","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","G6/G7","Female","Heterosexual / straight","355","[c]","59920","57930"
"Leaver CS","2023","40-49","G6/G7","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","G6/G7","Female","Undeclared","65","[c]","62510","62190"
"Leaver CS","2023","40-49","G6/G7","Female","Unknown","170","[c]","61230","58830"
"Leaver CS","2023","40-49","G6/G7","Male","Heterosexual / straight","340","[c]","63000","62540"
"Leaver CS","2023","40-49","G6/G7","Male","LGBO","40","[c]","62330","62140"
"Leaver CS","2023","40-49","G6/G7","Male","Undeclared","45","[c]","61750","60610"
"Leaver CS","2023","40-49","G6/G7","Male","Unknown","175","[c]","62170","59520"
"Leaver CS","2023","40-49","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SCS level","Female","Heterosexual / straight","75","[c]","89230","83790"
"Leaver CS","2023","40-49","SCS level","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SCS level","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SCS level","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SCS level","Male","Heterosexual / straight","70","[c]","97490","95220"
"Leaver CS","2023","40-49","SCS level","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SCS level","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SCS level","Male","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","SEO/HEO","Female","Heterosexual / straight","510","[c]","38340","38130"
