"Status","Year","Parent_department","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Education","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Property","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Department for Education","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Science and Engineering","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Science and Engineering","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Security","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Department for Education","Security","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Department for Education","Social Research","London","Female","40","40","48670","46600"
"In post","2023","Department for Education","Social Research","London","Male","10","10","[c]","[c]"
"In post","2023","Department for Education","Social Research","Outside London","Female","65","65","44640","43250"
"In post","2023","Department for Education","Social Research","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Department for Education","Statistics","London","Female","45","40","47540","46600"
"In post","2023","Department for Education","Statistics","London","Male","35","35","49390","46750"
"In post","2023","Department for Education","Statistics","Outside London","Female","120","115","42610","43250"
"In post","2023","Department for Education","Statistics","Outside London","Male","115","115","44500","43250"
"In post","2023","Department for Education","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education","Unknown","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Department for Education","Unknown","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Commercial","London","Female","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Commercial","London","Male","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Commercial","Outside London","Female","100","95","36440","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Commercial","Outside London","Male","60","60","39830","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Communications","London","Female","70","65","45550","40280"
"In post","2023","Department for Environment, Food and Rural Affairs","Communications","London","Male","35","35","45920","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","Communications","Outside London","Female","85","75","38150","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Communications","Outside London","Male","45","45","39760","37710"
"In post","2023","Department for Environment, Food and Rural Affairs","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","Female","50","50","44910","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","London","Male","75","75","48740","44110"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","Female","340","325","42710","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Outside London","Male","470","465","44020","49400"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","London","Female","25","25","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","London","Male","20","20","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Economics","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","London","Female","30","30","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","London","Male","35","35","50910","54330"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","Outside London","Female","215","205","39530","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","Outside London","Male","165","165","45140","41410"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","London","Female","35","35","46480","42660"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","London","Male","25","25","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","Female","195","185","43440","38790"
"In post","2023","Department for Environment, Food and Rural Affairs","Human Resources","Outside London","Male","55","55","44160","41000"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","London","Female","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","London","Male","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","Female","25","25","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","London","Female","70","65","41060","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","London","Male","75","75","39630","38060"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","Female","2800","2545","27190","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","Outside London","Male","1985","1935","28080","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","Other","London","Female","15","15","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Other","London","Male","20","20","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Other","Outside London","Female","45","40","34090","30590"
"In post","2023","Department for Environment, Food and Rural Affairs","Other","Outside London","Male","35","35","40410","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Policy","London","Female","1090","1050","46370","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","Policy","London","Male","900","890","47070","41000"
"In post","2023","Department for Environment, Food and Rural Affairs","Policy","Outside London","Female","970","920","40900","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Policy","Outside London","Male","730","715","42040","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","Female","145","130","37760","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Project Delivery","Outside London","Male","110","105","37310","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","Property","London","Female","15","15","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Property","London","Male","15","15","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Property","Outside London","Female","230","215","37660","33830"
"In post","2023","Department for Environment, Food and Rural Affairs","Property","Outside London","Male","165","160","44000","38130"
"In post","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","Female","585","555","32910","30320"
"In post","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","Male","460","450","36470","32340"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","Outside London","Female","35","30","41570","40260"
"In post","2023","Department for Environment, Food and Rural Affairs","Unknown","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Veterinarian","London","Male","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","Female","185","170","43240","38740"
"In post","2023","Department for Environment, Food and Rural Affairs","Veterinarian","Outside London","Male","135","130","44650","39300"
"In post","2023","Department for International Trade","Commercial","London","Female","20","20","[c]","[c]"
"In post","2023","Department for International Trade","Commercial","London","Male","15","15","[c]","[c]"
"In post","2023","Department for International Trade","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Communications","London","Female","65","65","47170","42050"
"In post","2023","Department for International Trade","Communications","London","Male","45","45","51460","44630"
"In post","2023","Department for International Trade","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Communications","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Digital, Data and Technology","London","Female","75","70","54100","52590"
"In post","2023","Department for International Trade","Digital, Data and Technology","London","Male","80","80","51820","52220"
"In post","2023","Department for International Trade","Digital, Data and Technology","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Department for International Trade","Digital, Data and Technology","Outside London","Male","30","30","51730","53700"
"In post","2023","Department for International Trade","Economics","London","Female","55","55","46170","41550"
"In post","2023","Department for International Trade","Economics","London","Male","105","105","50140","55370"
"In post","2023","Department for International Trade","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Finance","London","Female","35","35","49780","44140"
"In post","2023","Department for International Trade","Finance","London","Male","45","45","51910","55370"
"In post","2023","Department for International Trade","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Human Resources","London","Female","75","70","45820","41650"
"In post","2023","Department for International Trade","Human Resources","London","Male","30","30","42880","35680"
"In post","2023","Department for International Trade","Human Resources","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Department for International Trade","Human Resources","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Department for International Trade","International Trade","London","Female","630","625","49570","45350"
"In post","2023","Department for International Trade","International Trade","London","Male","670","660","50700","45350"
"In post","2023","Department for International Trade","International Trade","Outside London","Female","250","235","42130","41040"
"In post","2023","Department for International Trade","International Trade","Outside London","Male","235","230","44340","42530"
"In post","2023","Department for International Trade","International Trade","Overseas","Female","50","50","55940","54040"
"In post","2023","Department for International Trade","International Trade","Overseas","Male","125","125","58140","56140"
"In post","2023","Department for International Trade","Knowledge and Information Management","London","Female","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Knowledge and Information Management","London","Male","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Operational Delivery","London","Female","70","70","39960","35220"
"In post","2023","Department for International Trade","Operational Delivery","London","Male","70","70","48980","41390"
"In post","2023","Department for International Trade","Operational Delivery","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Operational Delivery","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Other","London","Female","75","75","44890","36620"
"In post","2023","Department for International Trade","Other","London","Male","50","50","52930","49380"
"In post","2023","Department for International Trade","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Other","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Planning","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Planning","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Policy","London","Female","105","105","47730","41750"
"In post","2023","Department for International Trade","Policy","London","Male","120","120","49750","42410"
"In post","2023","Department for International Trade","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Policy","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Project Delivery","London","Female","55","55","52480","55370"
"In post","2023","Department for International Trade","Project Delivery","London","Male","35","35","48860","43550"
"In post","2023","Department for International Trade","Project Delivery","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Department for International Trade","Project Delivery","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Security","London","Female","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Security","London","Male","15","15","[c]","[c]"
"In post","2023","Department for International Trade","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Social Research","London","Female","20","15","[c]","[c]"
"In post","2023","Department for International Trade","Social Research","London","Male","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Social Research","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Statistics","London","Female","25","25","[c]","[c]"
"In post","2023","Department for International Trade","Statistics","London","Male","35","35","49240","48640"
"In post","2023","Department for International Trade","Statistics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Statistics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Unknown","London","Female","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Unknown","London","Male","10","10","[c]","[c]"
"In post","2023","Department for International Trade","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Unknown","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Commercial","London","Female","15","15","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Commercial","London","Male","10","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Commercial","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Commercial","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Communications","London","Female","40","40","51570","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Communications","London","Male","40","40","48470","44210"
"In post","2023","Department for Levelling Up, Housing and Communities","Communications","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Communications","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","London","Female","35","35","56830","54960"
"In post","2023","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","London","Male","50","50","57530","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Outside London","Female","35","35","46930","42560"
"In post","2023","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Outside London","Male","65","60","46930","44100"
"In post","2023","Department for Levelling Up, Housing and Communities","Economics","London","Female","15","15","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Economics","London","Male","40","40","49770","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Finance","London","Female","35","35","53400","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Finance","London","Male","35","35","53760","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Finance","Outside London","Female","50","45","48130","46090"
"In post","2023","Department for Levelling Up, Housing and Communities","Finance","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Human Resources","London","Female","25","25","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Human Resources","London","Male","10","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Human Resources","Outside London","Female","50","45","35450","33450"
"In post","2023","Department for Levelling Up, Housing and Communities","Human Resources","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","London","Female","15","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","London","Male","10","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","Outside London","Female","30","25","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Operational Delivery","London","Female","80","75","43000","40390"
"In post","2023","Department for Levelling Up, Housing and Communities","Operational Delivery","London","Male","95","95","41500","38450"
"In post","2023","Department for Levelling Up, Housing and Communities","Operational Delivery","Outside London","Female","360","335","34990","31970"
"In post","2023","Department for Levelling Up, Housing and Communities","Operational Delivery","Outside London","Male","250","240","36410","33450"
"In post","2023","Department for Levelling Up, Housing and Communities","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Planning","London","Female","35","35","48530","44180"
"In post","2023","Department for Levelling Up, Housing and Communities","Planning","London","Male","40","40","51140","44180"
"In post","2023","Department for Levelling Up, Housing and Communities","Planning","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Planning","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Planning Inspectors","London","Female","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Planning Inspectors","London","Male","20","20","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Planning Inspectors","Outside London","Female","175","155","56410","60050"
"In post","2023","Department for Levelling Up, Housing and Communities","Planning Inspectors","Outside London","Male","265","240","59290","60050"
"In post","2023","Department for Levelling Up, Housing and Communities","Policy","London","Female","685","665","51820","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Policy","London","Male","605","595","52090","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Policy","Outside London","Female","230","225","42320","37540"
"In post","2023","Department for Levelling Up, Housing and Communities","Policy","Outside London","Male","220","220","43840","37540"
"In post","2023","Department for Levelling Up, Housing and Communities","Project Delivery","London","Female","45","45","52260","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Project Delivery","London","Male","35","30","51090","54630"
"In post","2023","Department for Levelling Up, Housing and Communities","Project Delivery","Outside London","Female","55","55","44450","38650"
"In post","2023","Department for Levelling Up, Housing and Communities","Project Delivery","Outside London","Male","40","40","46990","49700"
"In post","2023","Department for Levelling Up, Housing and Communities","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Social Research","London","Female","15","15","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Social Research","London","Male","15","15","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Social Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Social Research","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Statistics","London","Female","60","55","46650","44180"
"In post","2023","Department for Levelling Up, Housing and Communities","Statistics","London","Male","70","70","49600","44180"
"In post","2023","Department for Levelling Up, Housing and Communities","Statistics","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Statistics","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Department for Transport","Commercial","London","Female","55","50","51540","43750"
"In post","2023","Department for Transport","Commercial","London","Male","65","65","55770","55740"
"In post","2023","Department for Transport","Commercial","Outside London","Female","145","130","34680","31660"
"In post","2023","Department for Transport","Commercial","Outside London","Male","125","120","35880","31660"
"In post","2023","Department for Transport","Communications","London","Female","40","40","51620","49850"
"In post","2023","Department for Transport","Communications","London","Male","45","45","46140","44140"
"In post","2023","Department for Transport","Communications","Outside London","Female","85","80","33330","31660"
"In post","2023","Department for Transport","Communications","Outside London","Male","65","65","35100","31940"
"In post","2023","Department for Transport","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Corporate Finance","London","Male","10","10","[c]","[c]"
"In post","2023","Department for Transport","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Counter Fraud","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Department for Transport","Counter Fraud","Outside London","Male","30","30","32070","31350"
"In post","2023","Department for Transport","Digital, Data and Technology","London","Female","20","15","[c]","[c]"
"In post","2023","Department for Transport","Digital, Data and Technology","London","Male","60","55","49570","47660"
"In post","2023","Department for Transport","Digital, Data and Technology","Outside London","Female","340","325","36870","32950"
"In post","2023","Department for Transport","Digital, Data and Technology","Outside London","Male","795","785","42570","39820"
"In post","2023","Department for Transport","Economics","London","Female","55","50","50880","55190"
"In post","2023","Department for Transport","Economics","London","Male","105","105","52360","55740"
"In post","2023","Department for Transport","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Economics","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Department for Transport","Finance","London","Female","50","50","53590","56340"
"In post","2023","Department for Transport","Finance","London","Male","85","80","56700","57410"
"In post","2023","Department for Transport","Finance","Outside London","Female","195","180","35550","31660"
"In post","2023","Department for Transport","Finance","Outside London","Male","140","140","38300","35300"
"In post","2023","Department for Transport","Human Resources","London","Female","45","45","53670","55460"
"In post","2023","Department for Transport","Human Resources","London","Male","15","15","[c]","[c]"
"In post","2023","Department for Transport","Human Resources","Outside London","Female","280","260","35290","32340"
"In post","2023","Department for Transport","Human Resources","Outside London","Male","105","105","36430","33080"
"In post","2023","Department for Transport","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Outside London","Female","15","10","[c]","[c]"
"In post","2023","Department for Transport","Internal Audit","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Department for Transport","International Trade","London","Female","20","20","[c]","[c]"
"In post","2023","Department for Transport","International Trade","London","Male","25","25","[c]","[c]"
"In post","2023","Department for Transport","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","London","Male","5","5","[c]","[c]"
"In post","2023","Department for Transport","Knowledge and Information Management","Outside London","Female","35","30","37520","34620"
"In post","2023","Department for Transport","Knowledge and Information Management","Outside London","Male","35","35","37570","33850"
"In post","2023","Department for Transport","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Medicine","Outside London","Female","35","30","76450","85780"
"In post","2023","Department for Transport","Medicine","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Department for Transport","Operational Delivery","London","Female","120","110","36420","31450"
"In post","2023","Department for Transport","Operational Delivery","London","Male","375","355","34810","31490"
"In post","2023","Department for Transport","Operational Delivery","Outside London","Female","4230","3565","24270","22500"
"In post","2023","Department for Transport","Operational Delivery","Outside London","Male","4780","4560","28050","27400"
"In post","2023","Department for Transport","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","London","Female","10","10","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Operational Research","Outside London","Female","35","30","30240","27190"
"In post","2023","Department for Transport","Operational Research","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Department for Transport","Other","London","Female","10","10","[c]","[c]"
"In post","2023","Department for Transport","Other","London","Male","20","20","[c]","[c]"
"In post","2023","Department for Transport","Other","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Department for Transport","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Planning","London","Female","5","5","[c]","[c]"
"In post","2023","Department for Transport","Planning","London","Male","10","10","[c]","[c]"
"In post","2023","Department for Transport","Planning","Outside London","Female","20","15","[c]","[c]"
"In post","2023","Department for Transport","Planning","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Department for Transport","Policy","London","Female","445","430","52900","55560"
"In post","2023","Department for Transport","Policy","London","Male","535","530","53150","55740"
"In post","2023","Department for Transport","Policy","Outside London","Female","270","255","37710","32810"
"In post","2023","Department for Transport","Policy","Outside London","Male","275","265","40510","39820"
"In post","2023","Department for Transport","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Project Delivery","London","Female","165","160","54730","55460"
"In post","2023","Department for Transport","Project Delivery","London","Male","205","205","59060","56340"
"In post","2023","Department for Transport","Project Delivery","Outside London","Female","95","90","37610","33850"
"In post","2023","Department for Transport","Project Delivery","Outside London","Male","90","90","43950","39820"
"In post","2023","Department for Transport","Property","London","Female","5","5","[c]","[c]"
"In post","2023","Department for Transport","Property","London","Male","10","10","[c]","[c]"
"In post","2023","Department for Transport","Property","Outside London","Female","70","65","32350","31660"
"In post","2023","Department for Transport","Property","Outside London","Male","70","65","35270","31800"
"In post","2023","Department for Transport","Science and Engineering","London","Female","20","20","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","London","Male","45","45","55580","55740"
"In post","2023","Department for Transport","Science and Engineering","Outside London","Female","20","20","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","Outside London","Male","90","85","42140","39680"
"In post","2023","Department for Transport","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Transport","Security","London","Female","35","35","49090","44570"
