"Status","Year","Disability","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Operational Delivery","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Operational Delivery","HEO","15","10","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Operational Delivery","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Planning Inspectors","G6","20","15","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Planning Inspectors","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Policy","EO","10","5","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Policy","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Policy","G7","30","30","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Policy","HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Policy","SEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Commercial","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Commercial","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Communications","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Digital, Data and Technology","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Digital, Data and Technology","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Digital, Data and Technology","G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Digital, Data and Technology","HEO","25","20","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Digital, Data and Technology","SEO","45","45","45690","43160"
"In post","2023","Undeclared","Department for Transport","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Economics","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Finance","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Finance","EO","10","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Finance","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Human Resources","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Human Resources","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","International Trade","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Medicine","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Operational Delivery","AA","65","50","19000","19000"
"In post","2023","Undeclared","Department for Transport","Operational Delivery","AO","250","225","23510","22500"
"In post","2023","Undeclared","Department for Transport","Operational Delivery","EO","175","165","28290","27450"
"In post","2023","Undeclared","Department for Transport","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Operational Delivery","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Operational Delivery","HEO","45","40","33110","32950"
"In post","2023","Undeclared","Department for Transport","Operational Delivery","SEO","30","30","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Policy","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Policy","G6","15","15","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Policy","G7","30","30","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Policy","HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Policy","SEO","30","30","42630","43320"
"In post","2023","Undeclared","Department for Transport","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Project Delivery","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Project Delivery","G7","15","15","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Project Delivery","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Science and Engineering","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Science and Engineering","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Security","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Security","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Security","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Unknown","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Unknown","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Unknown","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Commercial","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Commercial","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Commercial","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Commercial","SEO","15","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Counter Fraud","AO","55","50","23570","23390"
"In post","2023","Undeclared","Department for Work and Pensions","Counter Fraud","EO","185","170","29020","28120"
"In post","2023","Undeclared","Department for Work and Pensions","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Counter Fraud","HEO","45","45","35180","34170"
"In post","2023","Undeclared","Department for Work and Pensions","Counter Fraud","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Digital, Data and Technology","EO","40","40","28800","28120"
"In post","2023","Undeclared","Department for Work and Pensions","Digital, Data and Technology","G6","20","20","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Digital, Data and Technology","G7","40","40","56500","56170"
"In post","2023","Undeclared","Department for Work and Pensions","Digital, Data and Technology","HEO","40","40","35030","34170"
"In post","2023","Undeclared","Department for Work and Pensions","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Digital, Data and Technology","SEO","60","55","40950","39330"
"In post","2023","Undeclared","Department for Work and Pensions","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Finance","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Finance","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Finance","G7","10","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Finance","HEO","20","15","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Finance","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Human Resources","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Human Resources","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Human Resources","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Knowledge and Information Management","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Operational Delivery","AA","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Operational Delivery","AO","945","845","21910","21690"
"In post","2023","Undeclared","Department for Work and Pensions","Operational Delivery","EO","1615","1475","28820","28120"
"In post","2023","Undeclared","Department for Work and Pensions","Operational Delivery","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Operational Delivery","G7","30","30","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Operational Delivery","HEO","155","150","35120","34170"
"In post","2023","Undeclared","Department for Work and Pensions","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Operational Delivery","SEO","65","65","47750","43730"
"In post","2023","Undeclared","Department for Work and Pensions","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Other","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Other","AO","125","105","21800","21690"
"In post","2023","Undeclared","Department for Work and Pensions","Other","EO","65","55","28460","28120"
"In post","2023","Undeclared","Department for Work and Pensions","Other","HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Other","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Policy","G7","15","15","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Policy","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Policy","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Project Delivery","EO","10","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Project Delivery","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Project Delivery","HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Project Delivery","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Property","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Psychology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Science and Engineering","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Science and Engineering","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Science and Engineering","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Security","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Security","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Security","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Unknown","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Commercial","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Commercial","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Commercial","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Communications","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Communications","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Digital, Data and Technology","G6","25","25","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Digital, Data and Technology","G7","30","30","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Digital, Data and Technology","HEO","15","10","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Digital, Data and Technology","SEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Finance","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Finance","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Finance","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Finance","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Human Resources","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Human Resources","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Human Resources","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Human Resources","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Medicine","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Medicine","G7","15","10","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Medicine","SCS level","65","60","133530","127250"
"In post","2023","Undeclared","Department of Health and Social Care","Medicine","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Operational Delivery","AA","20","15","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Operational Delivery","AO","75","65","23110","23090"
"In post","2023","Undeclared","Department of Health and Social Care","Operational Delivery","EO","85","80","28830","28360"
"In post","2023","Undeclared","Department of Health and Social Care","Operational Delivery","G6","105","100","68760","66940"
"In post","2023","Undeclared","Department of Health and Social Care","Operational Delivery","G7","155","155","54200","53400"
"In post","2023","Undeclared","Department of Health and Social Care","Operational Delivery","HEO","120","115","33450","33330"
"In post","2023","Undeclared","Department of Health and Social Care","Operational Delivery","SCS level","40","40","89780","80050"
"In post","2023","Undeclared","Department of Health and Social Care","Operational Delivery","SEO","155","150","40780","40880"
"In post","2023","Undeclared","Department of Health and Social Care","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Science and Engineering","AO","20","15","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Science and Engineering","EO","45","40","28250","28120"
"In post","2023","Undeclared","Department of Health and Social Care","Science and Engineering","G6","60","55","72550","70920"
"In post","2023","Undeclared","Department of Health and Social Care","Science and Engineering","G7","185","180","54690","53640"
"In post","2023","Undeclared","Department of Health and Social Care","Science and Engineering","HEO","95","85","35600","35570"
"In post","2023","Undeclared","Department of Health and Social Care","Science and Engineering","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Science and Engineering","SEO","145","135","42820","42480"
