"Status","Year","Age","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Attorney General's Departments","Heterosexual / straight","2050","1940","49480","51870"
"In post","2023","50-59","Attorney General's Departments","LGBO","100","95","56530","56450"
"In post","2023","50-59","Attorney General's Departments","Undeclared","115","110","51410","54100"
"In post","2023","50-59","Attorney General's Departments","Unknown","745","685","50110","56450"
"In post","2023","50-59","Cabinet Office","Heterosexual / straight","1415","1385","57080","55090"
"In post","2023","50-59","Cabinet Office","LGBO","60","55","60350","56430"
"In post","2023","50-59","Cabinet Office","Undeclared","125","120","58070","56430"
"In post","2023","50-59","Cabinet Office","Unknown","265","255","63480","56200"
"In post","2023","50-59","Chancellor's other departments","Heterosexual / straight","55","55","68760","60690"
"In post","2023","50-59","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Chancellor's other departments","Undeclared","25","25","[c]","[c]"
"In post","2023","50-59","Charity Commission","Heterosexual / straight","70","65","36720","30550"
"In post","2023","50-59","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Charity Commission","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Charity Commission","Unknown","40","35","33090","30170"
"In post","2023","50-59","Competition and Markets Authority","Heterosexual / straight","130","125","68540","60910"
"In post","2023","50-59","Competition and Markets Authority","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Undeclared","20","15","[c]","[c]"
"In post","2023","50-59","Competition and Markets Authority","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","2225","2145","45140","41340"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy","LGBO","85","80","43390","37470"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy","Undeclared","325","315","46340","42990"
"In post","2023","50-59","Department for Business, Energy and Industrial Strategy","Unknown","385","365","39040","34800"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport","Heterosexual / straight","140","135","53600","53130"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Department for Digital, Culture, Media and Sport","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Department for Education","Heterosexual / straight","1460","1415","47860","46150"
"In post","2023","50-59","Department for Education","LGBO","55","50","49870","43860"
"In post","2023","50-59","Department for Education","Undeclared","155","150","45910","43860"
"In post","2023","50-59","Department for Education","Unknown","185","180","47660","44310"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs","Heterosexual / straight","2280","2190","38830","35740"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs","LGBO","90","90","37760","33830"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs","Undeclared","305","290","36540","32390"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs","Unknown","375","360","37030","31710"
"In post","2023","50-59","Department for International Trade","Heterosexual / straight","395","385","51730","47670"
"In post","2023","50-59","Department for International Trade","LGBO","20","20","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Undeclared","40","40","48020","46060"
"In post","2023","50-59","Department for International Trade","Unknown","130","130","50380","45010"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Heterosexual / straight","635","610","50200","49700"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","LGBO","40","40","48390","49180"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Undeclared","75","70","47740","47320"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities","Unknown","70","65","46710","41720"
"In post","2023","50-59","Department for Transport","Heterosexual / straight","2770","2640","36120","30960"
"In post","2023","50-59","Department for Transport","LGBO","105","105","36070","30920"
"In post","2023","50-59","Department for Transport","Undeclared","830","760","32380","27450"
"In post","2023","50-59","Department for Transport","Unknown","545","525","32260","27400"
"In post","2023","50-59","Department for Work and Pensions","Heterosexual / straight","21370","19495","30840","28120"
"In post","2023","50-59","Department for Work and Pensions","LGBO","840","800","30620","28120"
"In post","2023","50-59","Department for Work and Pensions","Undeclared","3130","2845","29780","28120"
"In post","2023","50-59","Department for Work and Pensions","Unknown","5225","4625","29090","28120"
"In post","2023","50-59","Department of Health and Social Care","Heterosexual / straight","1305","1255","53820","50570"
"In post","2023","50-59","Department of Health and Social Care","LGBO","55","55","58300","51790"
"In post","2023","50-59","Department of Health and Social Care","Undeclared","330","315","54740","53590"
"In post","2023","50-59","Department of Health and Social Care","Unknown","435","420","54480","49590"
"In post","2023","50-59","Estyn","Heterosexual / straight","45","45","74050","78500"
"In post","2023","50-59","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Heterosexual / straight","305","300","40230","33820"
"In post","2023","50-59","Food Standards Agency","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Undeclared","45","40","39280","34540"
"In post","2023","50-59","Food Standards Agency","Unknown","105","105","33110","28090"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Heterosexual / straight","1460","1430","53990","50150"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","LGBO","60","55","63510","61100"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Undeclared","55","55","53400","50100"
"In post","2023","50-59","Foreign, Commonwealth and Development Office","Unknown","475","470","53640","54330"
"In post","2023","50-59","HM Land Registry","Heterosexual / straight","1480","1345","34640","34850"
"In post","2023","50-59","HM Land Registry","LGBO","30","30","31580","28080"
"In post","2023","50-59","HM Land Registry","Undeclared","350","315","34680","34850"
"In post","2023","50-59","HM Land Registry","Unknown","550","500","31110","28080"
"In post","2023","50-59","HM Revenue and Customs","Heterosexual / straight","12440","11670","38960","35000"
"In post","2023","50-59","HM Revenue and Customs","LGBO","530","505","37640","34700"
"In post","2023","50-59","HM Revenue and Customs","Undeclared","1795","1675","38540","35000"
"In post","2023","50-59","HM Revenue and Customs","Unknown","4895","4460","33230","28130"
"In post","2023","50-59","HM Treasury","Heterosexual / straight","285","275","51560","51350"
"In post","2023","50-59","HM Treasury","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","HM Treasury","Undeclared","35","35","52280","49090"
"In post","2023","50-59","HM Treasury","Unknown","40","40","65270","59560"
"In post","2023","50-59","Home Office","Heterosexual / straight","7430","7015","34820","30140"
"In post","2023","50-59","Home Office","LGBO","250","240","36360","32000"
"In post","2023","50-59","Home Office","Undeclared","1440","1360","34830","30410"
"In post","2023","50-59","Home Office","Unknown","1435","1325","31370","26400"
"In post","2023","50-59","Ministry of Defence","Heterosexual / straight","14155","13835","37300","34300"
"In post","2023","50-59","Ministry of Defence","LGBO","215","210","37690","34640"
"In post","2023","50-59","Ministry of Defence","Undeclared","2250","2195","37650","34300"
"In post","2023","50-59","Ministry of Defence","Unknown","2095","2055","40690","38420"
"In post","2023","50-59","Ministry of Justice","Heterosexual / straight","16720","15805","33720","30810"
"In post","2023","50-59","Ministry of Justice","LGBO","785","760","35730","32920"
"In post","2023","50-59","Ministry of Justice","Undeclared","2325","2170","34460","32920"
"In post","2023","50-59","Ministry of Justice","Unknown","2900","2685","32070","31270"
"In post","2023","50-59","National Crime Agency","Heterosexual / straight","1230","1205","45610","43240"
"In post","2023","50-59","National Crime Agency","LGBO","30","30","47850","41970"
"In post","2023","50-59","National Crime Agency","Undeclared","100","95","43410","43450"
"In post","2023","50-59","National Crime Agency","Unknown","250","245","45930","43360"
"In post","2023","50-59","Northern Ireland Office","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","540","525","59240","52750"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","LGBO","25","25","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Undeclared","25","25","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","Unknown","30","30","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","Heterosexual / straight","110","110","54210","53000"
"In post","2023","50-59","Office of Gas and Electricity Markets","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","Unknown","65","65","58000","57120"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Heterosexual / straight","50","50","45000","40170"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Heterosexual / straight","50","50","62920","58190"
"In post","2023","50-59","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","Unknown","25","25","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Scottish Government","Heterosexual / straight","3880","3720","45030","38330"
"In post","2023","50-59","Scottish Government","LGBO","150","140","46140","38330"
"In post","2023","50-59","Scottish Government","Undeclared","220","215","46310","39590"
"In post","2023","50-59","Scottish Government","Unknown","2650","2515","38960","36800"
"In post","2023","50-59","The National Archives","Heterosexual / straight","75","70","41560","37220"
"In post","2023","50-59","The National Archives","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","The National Archives","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","The National Archives","Unknown","65","60","39200","35040"
"In post","2023","50-59","UK Export Finance","Heterosexual / straight","105","105","61250","54730"
"In post","2023","50-59","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","UK Export Finance","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","UK Statistics Authority","Heterosexual / straight","880","760","35640","31060"
"In post","2023","50-59","UK Statistics Authority","LGBO","30","30","37150","31660"
"In post","2023","50-59","UK Statistics Authority","Undeclared","60","55","36840","34140"
"In post","2023","50-59","UK Statistics Authority","Unknown","290","255","34550","31060"
"In post","2023","50-59","UK Supreme Court","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Water Services Regulation Authority","Heterosexual / straight","45","40","67990","63670"
"In post","2023","50-59","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Water Services Regulation Authority","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Welsh Government","Heterosexual / straight","1380","1330","47530","45970"
"In post","2023","50-59","Welsh Government","LGBO","65","60","50210","49370"
"In post","2023","50-59","Welsh Government","Undeclared","265","255","47080","45970"
"In post","2023","50-59","Welsh Government","Unknown","45","45","53160","52910"
"In post","2023","60-64","Attorney General's Departments","Heterosexual / straight","415","360","49070","52790"
"In post","2023","60-64","Attorney General's Departments","LGBO","30","25","51830","60250"
"In post","2023","60-64","Attorney General's Departments","Undeclared","25","20","[c]","[c]"
"In post","2023","60-64","Attorney General's Departments","Unknown","170","145","50460","56450"
"In post","2023","60-64","Cabinet Office","Heterosexual / straight","285","255","53660","41870"
"In post","2023","60-64","Cabinet Office","LGBO","10","10","[c]","[c]"
"In post","2023","60-64","Cabinet Office","Undeclared","40","35","50470","39700"
"In post","2023","60-64","Cabinet Office","Unknown","50","45","50950","40450"
"In post","2023","60-64","Chancellor's other departments","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Chancellor's other departments","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Charity Commission","Heterosexual / straight","30","25","36840","30170"
"In post","2023","60-64","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Charity Commission","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Competition and Markets Authority","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","60-64","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","555","480","39850","36090"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","LGBO","20","20","[c]","[c]"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","Undeclared","75","60","40720","37010"
"In post","2023","60-64","Department for Business, Energy and Industrial Strategy","Unknown","120","100","33470","26940"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport","Heterosexual / straight","40","40","55240","53450"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for Education","Heterosexual / straight","250","230","47620","46600"
"In post","2023","60-64","Department for Education","LGBO","5","5","[c]","[c]"
"In post","2023","60-64","Department for Education","Undeclared","40","40","47680","42090"
"In post","2023","60-64","Department for Education","Unknown","35","35","46750","44650"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","Heterosexual / straight","575","515","35120","30320"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","LGBO","15","15","[c]","[c]"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","Undeclared","90","75","34090","30320"
"In post","2023","60-64","Department for Environment, Food and Rural Affairs","Unknown","115","105","35290","30480"
"In post","2023","60-64","Department for International Trade","Heterosexual / straight","90","85","50520","44790"
"In post","2023","60-64","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Department for International Trade","Unknown","35","30","46110","41910"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","Heterosexual / straight","140","125","50270","49700"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","LGBO","10","10","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","Undeclared","25","20","[c]","[c]"
"In post","2023","60-64","Department for Levelling Up, Housing and Communities","Unknown","15","15","[c]","[c]"
"In post","2023","60-64","Department for Transport","Heterosexual / straight","940","800","32360","27450"
"In post","2023","60-64","Department for Transport","LGBO","25","20","[c]","[c]"
"In post","2023","60-64","Department for Transport","Undeclared","405","305","28080","27450"
"In post","2023","60-64","Department for Transport","Unknown","175","160","29800","27400"
"In post","2023","60-64","Department for Work and Pensions","Heterosexual / straight","7340","5740","28840","28120"
"In post","2023","60-64","Department for Work and Pensions","LGBO","265","220","30020","28120"
"In post","2023","60-64","Department for Work and Pensions","Undeclared","1150","890","28640","28120"
"In post","2023","60-64","Department for Work and Pensions","Unknown","1755","1340","28260","28120"
"In post","2023","60-64","Department of Health and Social Care","Heterosexual / straight","330","295","51880","43250"
"In post","2023","60-64","Department of Health and Social Care","LGBO","10","10","[c]","[c]"
"In post","2023","60-64","Department of Health and Social Care","Undeclared","80","65","59310","52540"
"In post","2023","60-64","Department of Health and Social Care","Unknown","125","120","58290","48150"
"In post","2023","60-64","Estyn","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Heterosexual / straight","80","75","37330","31260"
"In post","2023","60-64","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","Food Standards Agency","Unknown","40","35","31030","29390"
"In post","2023","60-64","Foreign, Commonwealth and Development Office","Heterosexual / straight","315","300","49920","44450"
"In post","2023","60-64","Foreign, Commonwealth and Development Office","LGBO","5","5","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office","Undeclared","15","10","[c]","[c]"
"In post","2023","60-64","Foreign, Commonwealth and Development Office","Unknown","90","85","52070","44200"
"In post","2023","60-64","HM Land Registry","Heterosexual / straight","355","255","33700","34850"
"In post","2023","60-64","HM Land Registry","LGBO","10","5","[c]","[c]"
"In post","2023","60-64","HM Land Registry","Undeclared","105","75","35110","34850"
"In post","2023","60-64","HM Land Registry","Unknown","135","105","30570","28080"
"In post","2023","60-64","HM Revenue and Customs","Heterosexual / straight","3535","2785","34950","29730"
"In post","2023","60-64","HM Revenue and Customs","LGBO","120","105","36510","30990"
"In post","2023","60-64","HM Revenue and Customs","Undeclared","595","460","35730","34370"
"In post","2023","60-64","HM Revenue and Customs","Unknown","1725","1360","30400","26920"
"In post","2023","60-64","HM Treasury","Heterosexual / straight","85","75","46380","44140"
"In post","2023","60-64","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","HM Treasury","Undeclared","10","10","[c]","[c]"
"In post","2023","60-64","HM Treasury","Unknown","15","15","[c]","[c]"
"In post","2023","60-64","Home Office","Heterosexual / straight","2060","1695","32310","27650"
"In post","2023","60-64","Home Office","LGBO","35","30","30260","26180"
"In post","2023","60-64","Home Office","Undeclared","435","340","32210","29750"
"In post","2023","60-64","Home Office","Unknown","270","230","28210","25880"
"In post","2023","60-64","Ministry of Defence","Heterosexual / straight","4820","4450","34270","30470"
"In post","2023","60-64","Ministry of Defence","LGBO","55","50","32510","27610"
"In post","2023","60-64","Ministry of Defence","Undeclared","790","715","34580","32400"
"In post","2023","60-64","Ministry of Defence","Unknown","580","550","37970","34790"
"In post","2023","60-64","Ministry of Justice","Heterosexual / straight","5460","4570","30780","28400"
"In post","2023","60-64","Ministry of Justice","LGBO","160","135","31920","29050"
"In post","2023","60-64","Ministry of Justice","Undeclared","720","595","30930","28480"
"In post","2023","60-64","Ministry of Justice","Unknown","965","750","30220","29050"
"In post","2023","60-64","National Crime Agency","Heterosexual / straight","275","255","43640","42130"
"In post","2023","60-64","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","National Crime Agency","Undeclared","25","20","[c]","[c]"
"In post","2023","60-64","National Crime Agency","Unknown","60","55","41510","39770"
"In post","2023","60-64","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","110","100","59650","57120"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","Undeclared","15","15","[c]","[c]"
"In post","2023","60-64","Office for Standards in Education, Children's Services and Skills","Unknown","10","5","[c]","[c]"
"In post","2023","60-64","Office of Gas and Electricity Markets","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","60-64","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of Gas and Electricity Markets","Unknown","15","10","[c]","[c]"
"In post","2023","60-64","Office of Qualifications and Examinations Regulation","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","60-64","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of Rail and Road","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","60-64","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of Rail and Road","Unknown","10","10","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Scottish Government","Heterosexual / straight","820","685","41010","37060"
"In post","2023","60-64","Scottish Government","LGBO","25","20","[c]","[c]"
"In post","2023","60-64","Scottish Government","Undeclared","55","45","46690","42590"
"In post","2023","60-64","Scottish Government","Unknown","845","685","36820","33120"
"In post","2023","60-64","The National Archives","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","60-64","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","The National Archives","Undeclared","5","5","[c]","[c]"
"In post","2023","60-64","The National Archives","Unknown","25","25","[c]","[c]"
"In post","2023","60-64","UK Export Finance","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","60-64","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Heterosexual / straight","375","275","28420","21200"
"In post","2023","60-64","UK Statistics Authority","LGBO","10","5","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Undeclared","15","15","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Unknown","100","75","27250","21200"
"In post","2023","60-64","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government","Heterosexual / straight","395","345","44590","39690"
"In post","2023","60-64","Welsh Government","LGBO","15","10","[c]","[c]"
"In post","2023","60-64","Welsh Government","Undeclared","70","60","44940","39690"
"In post","2023","60-64","Welsh Government","Unknown","10","10","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","Heterosexual / straight","120","95","44490","36650"
"In post","2023","65+","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","Unknown","55","40","52470","56450"
"In post","2023","65+","Cabinet Office","Heterosexual / straight","75","65","47810","35740"
"In post","2023","65+","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","Cabinet Office","Unknown","15","10","[c]","[c]"
"In post","2023","65+","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","170","135","39110","35190"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","Undeclared","35","30","39620","37010"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","Unknown","50","40","35230","26940"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education","Heterosexual / straight","65","60","44970","42170"
"In post","2023","65+","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","Department for Education","Unknown","15","15","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","Heterosexual / straight","180","160","32540","26850"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","Undeclared","50","40","33810","29780"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","Unknown","35","25","31640","26850"
"In post","2023","65+","Department for International Trade","Heterosexual / straight","40","40","51090","42410"
"In post","2023","65+","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","Unknown","20","15","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","Heterosexual / straight","70","55","54840","56750"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","Unknown","20","15","[c]","[c]"
"In post","2023","65+","Department for Transport","Heterosexual / straight","320","240","31500","27450"
"In post","2023","65+","Department for Transport","LGBO","10","5","[c]","[c]"
"In post","2023","65+","Department for Transport","Undeclared","175","120","27740","27450"
"In post","2023","65+","Department for Transport","Unknown","80","65","30690","30400"
"In post","2023","65+","Department for Work and Pensions","Heterosexual / straight","2140","1555","27800","28120"
"In post","2023","65+","Department for Work and Pensions","LGBO","65","50","28620","28120"
