"Status","Year","Organisation","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Health and Safety Executive","Property","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Property","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Property","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","Health and Safety Executive","Property","North West (England)","Male","5","5","[c]","[c]"
"In post","2023","Health and Safety Executive","Property","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Property","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","East Midlands (England)","Female","80","70","44150","40790"
"In post","2023","Health and Safety Executive","Science and Engineering","East Midlands (England)","Male","120","115","48440","46280"
"In post","2023","Health and Safety Executive","Science and Engineering","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","North West (England)","Female","75","70","36400","32800"
"In post","2023","Health and Safety Executive","Science and Engineering","North West (England)","Male","55","55","37170","32800"
"In post","2023","Health and Safety Executive","Science and Engineering","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Science and Engineering","Yorkshire and The Humber","Female","100","90","34270","32800"
"In post","2023","Health and Safety Executive","Science and Engineering","Yorkshire and The Humber","Male","60","60","35500","32800"
"In post","2023","Health and Safety Executive","Security","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Security","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Statistics","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Statistics","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Statistics","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Statistics","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Health and Safety Executive","Statistics","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","Health and Safety Executive","Statistics","North West (England)","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Commercial","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","London","Female","40","40","41580","43210"
"In post","2023","Home Office","Commercial","London","Male","30","30","46080","44950"
"In post","2023","Home Office","Commercial","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","North West (England)","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Commercial","North West (England)","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Commercial","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Commercial","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Communications","London","Female","85","85","52140","53520"
"In post","2023","Home Office","Communications","London","Male","40","40","51640","46930"
"In post","2023","Home Office","Communications","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Communications","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Communications","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","East of England","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","East of England","Male","10","5","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","London","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","London","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","North East (England)","Female","20","20","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","North East (England)","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","North West (England)","Female","20","20","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","Scotland","Female","45","40","26540","25930"
"In post","2023","Home Office","Counter Fraud","Scotland","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","Wales","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Counter Fraud","Wales","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","East of England","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","London","Female","390","380","54270","59000"
"In post","2023","Home Office","Digital, Data and Technology","London","Male","735","730","54980","50790"
"In post","2023","Home Office","Digital, Data and Technology","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","North East (England)","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","North West (England)","Female","100","95","44240","39190"
"In post","2023","Home Office","Digital, Data and Technology","North West (England)","Male","320","315","46060","42190"
"In post","2023","Home Office","Digital, Data and Technology","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","Scotland","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","Scotland","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","South East (England)","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","Wales","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Digital, Data and Technology","Yorkshire and The Humber","Female","50","45","55540","54830"
"In post","2023","Home Office","Digital, Data and Technology","Yorkshire and The Humber","Male","125","125","49980","54260"
"In post","2023","Home Office","Economics","London","Female","45","45","49930","44170"
"In post","2023","Home Office","Economics","London","Male","105","105","50010","44170"
"In post","2023","Home Office","Economics","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Economics","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Economics","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Economics","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Finance","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","London","Female","90","85","52320","48590"
"In post","2023","Home Office","Finance","London","Male","95","95","53530","49900"
"In post","2023","Home Office","Finance","North East (England)","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Finance","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","North West (England)","Female","40","40","41690","39190"
"In post","2023","Home Office","Finance","North West (England)","Male","30","30","36860","32310"
"In post","2023","Home Office","Finance","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Finance","Yorkshire and The Humber","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Finance","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Human Resources","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","East of England","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Human Resources","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","London","Female","255","240","45680","43000"
"In post","2023","Home Office","Human Resources","London","Male","125","125","46620","43210"
"In post","2023","Home Office","Human Resources","North East (England)","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Human Resources","North East (England)","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Human Resources","North West (England)","Female","65","60","42670","39190"
"In post","2023","Home Office","Human Resources","North West (England)","Male","40","40","40340","37190"
"In post","2023","Home Office","Human Resources","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","Scotland","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Human Resources","Scotland","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Human Resources","South East (England)","Female","25","25","[c]","[c]"
"In post","2023","Home Office","Human Resources","South East (England)","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Human Resources","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","Wales","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Human Resources","Wales","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Human Resources","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Human Resources","Yorkshire and The Humber","Female","30","25","[c]","[c]"
"In post","2023","Home Office","Human Resources","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","East Midlands (England)","Male","30","30","30130","26110"
"In post","2023","Home Office","Intelligence Analysis","East of England","Female","45","40","27210","26360"
"In post","2023","Home Office","Intelligence Analysis","East of England","Male","50","50","29660","27650"
"In post","2023","Home Office","Intelligence Analysis","London","Female","210","190","32640","30200"
"In post","2023","Home Office","Intelligence Analysis","London","Male","215","205","35150","31950"
"In post","2023","Home Office","Intelligence Analysis","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","North East (England)","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","North West (England)","Female","140","130","28620","26210"
"In post","2023","Home Office","Intelligence Analysis","North West (England)","Male","150","145","28590","26320"
"In post","2023","Home Office","Intelligence Analysis","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","Scotland","Female","20","20","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","Scotland","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","South East (England)","Female","155","145","28640","27620"
"In post","2023","Home Office","Intelligence Analysis","South East (England)","Male","180","170","29000","27650"
"In post","2023","Home Office","Intelligence Analysis","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","Wales","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","Wales","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Intelligence Analysis","Yorkshire and The Humber","Female","75","70","27290","26180"
"In post","2023","Home Office","Intelligence Analysis","Yorkshire and The Humber","Male","80","80","30220","26780"
"In post","2023","Home Office","Knowledge and Information Management","London","Female","45","40","42750","39190"
"In post","2023","Home Office","Knowledge and Information Management","London","Male","30","30","42760","37720"
"In post","2023","Home Office","Knowledge and Information Management","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","North West (England)","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Knowledge and Information Management","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Operational Delivery","East Midlands (England)","Female","115","105","28440","26180"
"In post","2023","Home Office","Operational Delivery","East Midlands (England)","Male","130","125","28830","26160"
"In post","2023","Home Office","Operational Delivery","East of England","Female","885","785","26530","25880"
"In post","2023","Home Office","Operational Delivery","East of England","Male","1020","955","28050","25980"
"In post","2023","Home Office","Operational Delivery","London","Female","3990","3640","32920","30000"
"In post","2023","Home Office","Operational Delivery","London","Male","3320","3180","34230","30160"
"In post","2023","Home Office","Operational Delivery","North East (England)","Female","885","760","25590","22400"
"In post","2023","Home Office","Operational Delivery","North East (England)","Male","695","650","26680","25750"
"In post","2023","Home Office","Operational Delivery","North West (England)","Female","4235","3855","26620","25750"
"In post","2023","Home Office","Operational Delivery","North West (England)","Male","3140","3040","27200","25880"
"In post","2023","Home Office","Operational Delivery","Northern Ireland","Female","350","315","26140","25750"
"In post","2023","Home Office","Operational Delivery","Northern Ireland","Male","345","330","26180","25880"
"In post","2023","Home Office","Operational Delivery","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Operational Delivery","Overseas","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Operational Delivery","Scotland","Female","670","620","26700","25880"
"In post","2023","Home Office","Operational Delivery","Scotland","Male","635","610","27740","25880"
"In post","2023","Home Office","Operational Delivery","South East (England)","Female","1590","1435","28170","26180"
"In post","2023","Home Office","Operational Delivery","South East (England)","Male","2535","2395","29230","27010"
"In post","2023","Home Office","Operational Delivery","South West (England)","Female","185","160","27640","25980"
"In post","2023","Home Office","Operational Delivery","South West (England)","Male","265","245","30000","26810"
"In post","2023","Home Office","Operational Delivery","Unknown","Female","80","75","27350","26120"
"In post","2023","Home Office","Operational Delivery","Unknown","Male","120","105","29040","26870"
"In post","2023","Home Office","Operational Delivery","Wales","Female","420","385","27740","25880"
"In post","2023","Home Office","Operational Delivery","Wales","Male","335","325","28240","25880"
"In post","2023","Home Office","Operational Delivery","West Midlands (England)","Female","695","635","28410","26110"
"In post","2023","Home Office","Operational Delivery","West Midlands (England)","Male","535","515","29270","26180"
"In post","2023","Home Office","Operational Delivery","Yorkshire and The Humber","Female","2020","1820","27210","25880"
"In post","2023","Home Office","Operational Delivery","Yorkshire and The Humber","Male","1815","1765","27850","25880"
"In post","2023","Home Office","Operational Research","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Operational Research","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Operational Research","London","Female","30","30","49050","43560"
"In post","2023","Home Office","Operational Research","London","Male","55","50","50840","45300"
"In post","2023","Home Office","Operational Research","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Operational Research","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Operational Research","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Operational Research","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Operational Research","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Operational Research","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Other","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Other","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Other","East of England","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Other","East of England","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Other","London","Female","560","530","37410","36000"
"In post","2023","Home Office","Other","London","Male","280","275","39500","36180"
"In post","2023","Home Office","Other","North East (England)","Female","30","30","31810","32000"
"In post","2023","Home Office","Other","North East (England)","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Other","North West (England)","Female","225","205","30000","26180"
"In post","2023","Home Office","Other","North West (England)","Male","110","110","29310","25880"
"In post","2023","Home Office","Other","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Other","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Other","Scotland","Female","20","20","[c]","[c]"
"In post","2023","Home Office","Other","Scotland","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Other","South East (England)","Female","30","25","[c]","[c]"
"In post","2023","Home Office","Other","South East (England)","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Other","South West (England)","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Other","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Other","Wales","Female","10","5","[c]","[c]"
"In post","2023","Home Office","Other","Wales","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Other","West Midlands (England)","Female","50","45","31220","25880"
"In post","2023","Home Office","Other","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Other","Yorkshire and The Humber","Female","110","100","32510","32000"
"In post","2023","Home Office","Other","Yorkshire and The Humber","Male","85","80","30040","25980"
"In post","2023","Home Office","Policy","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","East of England","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Policy","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","London","Female","1220","1185","52590","47220"
"In post","2023","Home Office","Policy","London","Male","935","930","54440","59290"
"In post","2023","Home Office","Policy","North East (England)","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Policy","North East (England)","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Policy","North West (England)","Female","120","115","41370","39000"
"In post","2023","Home Office","Policy","North West (England)","Male","75","75","41700","39190"
"In post","2023","Home Office","Policy","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","Overseas","Female","5","5","[c]","[c]"
"In post","2023","Home Office","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","Scotland","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Policy","Scotland","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Policy","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","South East (England)","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Policy","South West (England)","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Policy","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Policy","Wales","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Policy","Wales","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Policy","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Policy","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Policy","Yorkshire and The Humber","Female","55","50","44140","39190"
"In post","2023","Home Office","Policy","Yorkshire and The Humber","Male","50","50","44190","39190"
"In post","2023","Home Office","Project Delivery","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Project Delivery","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Project Delivery","East of England","Female","20","20","[c]","[c]"
"In post","2023","Home Office","Project Delivery","East of England","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Project Delivery","London","Female","540","530","48940","43210"
"In post","2023","Home Office","Project Delivery","London","Male","450","450","51160","43790"
"In post","2023","Home Office","Project Delivery","North East (England)","Female","35","30","38340","32310"
"In post","2023","Home Office","Project Delivery","North East (England)","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Project Delivery","North West (England)","Female","185","180","40540","39190"
"In post","2023","Home Office","Project Delivery","North West (England)","Male","140","140","43390","39190"
"In post","2023","Home Office","Project Delivery","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Project Delivery","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Project Delivery","Scotland","Female","25","25","[c]","[c]"
"In post","2023","Home Office","Project Delivery","Scotland","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Project Delivery","South East (England)","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Project Delivery","South East (England)","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Project Delivery","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Project Delivery","South West (England)","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Project Delivery","Wales","Female","20","15","[c]","[c]"
"In post","2023","Home Office","Project Delivery","Wales","Male","20","20","[c]","[c]"
"In post","2023","Home Office","Project Delivery","West Midlands (England)","Female","30","25","[c]","[c]"
"In post","2023","Home Office","Project Delivery","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Project Delivery","Yorkshire and The Humber","Female","95","90","42110","39190"
"In post","2023","Home Office","Project Delivery","Yorkshire and The Humber","Male","85","85","43670","39190"
"In post","2023","Home Office","Property","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Property","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Property","London","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Property","North West (England)","Female","[c]","[c]","[c]","[c]"
