"Status","Year","Function_of_post","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Counter Fraud","Food Standards Agency","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","South East (England)","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Food Standards Agency","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","HM Land Registry","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Land Registry","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","HM Revenue and Customs","East Midlands (England)","Female","285","265","36010","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","East Midlands (England)","Male","330","320","38110","35000"
"In post","2023","Counter Fraud","HM Revenue and Customs","East of England","Female","180","160","29670","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs","East of England","Male","180","170","30650","28130"
"In post","2023","Counter Fraud","HM Revenue and Customs","London","Female","1000","940","39570","39450"
"In post","2023","Counter Fraud","HM Revenue and Customs","London","Male","1165","1135","42200","39790"
"In post","2023","Counter Fraud","HM Revenue and Customs","North East (England)","Female","320","300","35410","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","North East (England)","Male","315","305","36350","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","North West (England)","Female","885","810","34970","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","North West (England)","Male","915","885","37380","34850"
"In post","2023","Counter Fraud","HM Revenue and Customs","Northern Ireland","Female","210","195","34270","34550"
"In post","2023","Counter Fraud","HM Revenue and Customs","Northern Ireland","Male","240","230","35100","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","Scotland","Female","455","400","33280","29730"
"In post","2023","Counter Fraud","HM Revenue and Customs","Scotland","Male","440","420","35530","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","South East (England)","Female","185","170","33980","32540"
"In post","2023","Counter Fraud","HM Revenue and Customs","South East (England)","Male","200","190","36770","34850"
"In post","2023","Counter Fraud","HM Revenue and Customs","South West (England)","Female","170","155","37250","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","South West (England)","Male","220","210","39430","35000"
"In post","2023","Counter Fraud","HM Revenue and Customs","Wales","Female","205","180","33810","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","Wales","Male","225","220","36030","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","West Midlands (England)","Female","360","325","33930","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","West Midlands (England)","Male","340","325","36030","34700"
"In post","2023","Counter Fraud","HM Revenue and Customs","Yorkshire and The Humber","Female","390","355","33790","34400"
"In post","2023","Counter Fraud","HM Revenue and Customs","Yorkshire and The Humber","Male","440","430","36500","34700"
"In post","2023","Counter Fraud","Home Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Home Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Home Office","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Home Office","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence","London","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence","London","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Defence","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Ministry of Justice","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","East Midlands (England)","Female","185","155","22850","21690"
"In post","2023","Debt","Department for Work and Pensions","East Midlands (England)","Male","45","45","22660","21690"
"In post","2023","Debt","Department for Work and Pensions","East of England","Female","100","80","26420","25610"
"In post","2023","Debt","Department for Work and Pensions","East of England","Male","20","20","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","London","Female","10","5","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","North East (England)","Female","275","230","23020","21690"
"In post","2023","Debt","Department for Work and Pensions","North East (England)","Male","125","115","23140","21690"
"In post","2023","Debt","Department for Work and Pensions","North West (England)","Female","175","145","23680","21690"
"In post","2023","Debt","Department for Work and Pensions","North West (England)","Male","125","120","23270","21690"
"In post","2023","Debt","Department for Work and Pensions","Scotland","Female","105","90","23300","21690"
"In post","2023","Debt","Department for Work and Pensions","Scotland","Male","60","55","22430","21690"
"In post","2023","Debt","Department for Work and Pensions","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","South West (England)","Female","100","80","23060","21690"
"In post","2023","Debt","Department for Work and Pensions","South West (England)","Male","40","40","22800","21690"
"In post","2023","Debt","Department for Work and Pensions","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Department for Work and Pensions","Wales","Female","50","45","22790","21690"
"In post","2023","Debt","Department for Work and Pensions","Wales","Male","35","30","23210","21690"
"In post","2023","Debt","Department for Work and Pensions","West Midlands (England)","Female","435","370","22850","21690"
"In post","2023","Debt","Department for Work and Pensions","West Midlands (England)","Male","220","210","23010","21690"
"In post","2023","Debt","Department for Work and Pensions","Yorkshire and The Humber","Female","330","265","23710","21690"
"In post","2023","Debt","Department for Work and Pensions","Yorkshire and The Humber","Male","185","175","23590","21690"
"In post","2023","Debt","HM Revenue and Customs","East Midlands (England)","Female","240","210","23940","22520"
"In post","2023","Debt","HM Revenue and Customs","East Midlands (England)","Male","185","180","23710","22520"
"In post","2023","Debt","HM Revenue and Customs","East of England","Female","20","15","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs","East of England","Male","15","15","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs","London","Female","385","335","29390","26920"
"In post","2023","Debt","HM Revenue and Customs","London","Male","235","225","30010","26920"
"In post","2023","Debt","HM Revenue and Customs","North East (England)","Female","365","325","23580","22520"
"In post","2023","Debt","HM Revenue and Customs","North East (England)","Male","265","255","24170","22520"
"In post","2023","Debt","HM Revenue and Customs","North West (England)","Female","260","230","25610","22520"
"In post","2023","Debt","HM Revenue and Customs","North West (England)","Male","195","190","25270","22520"
"In post","2023","Debt","HM Revenue and Customs","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs","Scotland","Female","755","660","24720","22520"
"In post","2023","Debt","HM Revenue and Customs","Scotland","Male","580","560","24220","22520"
"In post","2023","Debt","HM Revenue and Customs","South East (England)","Female","35","30","28980","29730"
"In post","2023","Debt","HM Revenue and Customs","South East (England)","Male","40","30","30360","29730"
"In post","2023","Debt","HM Revenue and Customs","South West (England)","Female","5","5","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs","South West (England)","Male","10","10","[c]","[c]"
"In post","2023","Debt","HM Revenue and Customs","Wales","Female","220","200","25390","22520"
"In post","2023","Debt","HM Revenue and Customs","Wales","Male","215","205","26340","22520"
"In post","2023","Debt","HM Revenue and Customs","West Midlands (England)","Female","345","305","24820","22520"
"In post","2023","Debt","HM Revenue and Customs","West Midlands (England)","Male","230","225","24050","22520"
"In post","2023","Debt","HM Revenue and Customs","Yorkshire and The Humber","Female","270","240","25920","22520"
"In post","2023","Debt","HM Revenue and Customs","Yorkshire and The Humber","Male","250","240","24920","22520"
"In post","2023","Debt","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Debt","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","London","Female","50","50","42640","36530"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","London","Male","85","85","50670","44310"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","North East (England)","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","North East (England)","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","South East (England)","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","South East (England)","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","Wales","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","Wales","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","West Midlands (England)","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","Yorkshire and The Humber","Female","40","35","38340","38940"
"In post","2023","Digital, Data & Technology","Attorney General's Departments","Yorkshire and The Humber","Male","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","East of England","Female","15","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","East of England","Male","35","30","41660","35150"
"In post","2023","Digital, Data & Technology","Cabinet Office","London","Female","400","390","51730","56430"
"In post","2023","Digital, Data & Technology","Cabinet Office","London","Male","500","495","53810","56430"
"In post","2023","Digital, Data & Technology","Cabinet Office","North East (England)","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","North East (England)","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","North West (England)","Female","85","85","44400","38460"
"In post","2023","Digital, Data & Technology","Cabinet Office","North West (England)","Male","110","105","45340","42300"
"In post","2023","Digital, Data & Technology","Cabinet Office","Scotland","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","Scotland","Male","20","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","South West (England)","Female","50","50","43940","39760"
"In post","2023","Digital, Data & Technology","Cabinet Office","South West (England)","Male","50","50","52040","51290"
"In post","2023","Digital, Data & Technology","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","Wales","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","Wales","Male","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","West Midlands (England)","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","Yorkshire and The Humber","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Cabinet Office","Yorkshire and The Humber","Male","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chancellor's other departments","London","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chancellor's other departments","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chancellor's other departments","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chancellor's other departments","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Chancellor's other departments","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","North West (England)","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","North West (England)","Male","35","35","37780","31360"
"In post","2023","Digital, Data & Technology","Charity Commission","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Charity Commission","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","London","Female","20","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","London","Male","45","45","56870","58380"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Competition and Markets Authority","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East of England","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East of England","Male","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","Female","80","75","45040","41060"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","Male","115","115","48580","45450"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","North East (England)","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","North West (England)","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","North West (England)","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Overseas","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Scotland","Female","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Scotland","Male","65","60","35870","35550"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","South East (England)","Female","45","40","36420","37420"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","South East (England)","Male","40","35","37770","37380"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","South West (England)","Female","385","355","37370","37420"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","South West (England)","Male","820","795","40480","39650"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Wales","Female","160","155","42450","38430"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Wales","Male","345","340","45510","42990"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Male","45","45","39480","36360"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Education","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Education","East Midlands (England)","Male","25","25","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Education","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Education","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Education","London","Female","75","70","50490","55020"
"In post","2023","Digital, Data & Technology","Department for Education","London","Male","85","85","50040","55020"
"In post","2023","Digital, Data & Technology","Department for Education","North East (England)","Female","80","75","38510","37590"
"In post","2023","Digital, Data & Technology","Department for Education","North East (England)","Male","65","65","42610","38210"
"In post","2023","Digital, Data & Technology","Department for Education","North West (England)","Female","95","95","42820","37590"
"In post","2023","Digital, Data & Technology","Department for Education","North West (England)","Male","80","80","40890","37590"
"In post","2023","Digital, Data & Technology","Department for Education","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Education","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Education","South West (England)","Female","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Education","South West (England)","Male","30","30","44900","51360"
"In post","2023","Digital, Data & Technology","Department for Education","West Midlands (England)","Female","145","140","43410","38210"
"In post","2023","Digital, Data & Technology","Department for Education","West Midlands (England)","Male","160","160","44970","41510"
"In post","2023","Digital, Data & Technology","Department for Education","Yorkshire and The Humber","Female","85","80","39620","37590"
"In post","2023","Digital, Data & Technology","Department for Education","Yorkshire and The Humber","Male","125","125","41650","38070"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East of England","Female","30","25","36350","30820"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East of England","Male","55","55","37850","37300"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","Female","55","55","44000","40260"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","Male","80","80","48380","43620"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North East (England)","Female","25","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North East (England)","Male","45","45","43080","49400"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North West (England)","Female","65","65","45440","49400"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North West (England)","Male","80","80","44630","49400"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Scotland","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Scotland","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South East (England)","Female","45","40","42670","37300"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South East (England)","Male","60","60","43210","41350"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South West (England)","Female","110","105","43130","49400"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South West (England)","Male","125","125","46460","49400"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Wales","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Wales","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","West Midlands (England)","Female","35","35","35870","30990"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","West Midlands (England)","Male","35","35","44220","40090"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Female","45","40","44240","49400"
"In post","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Male","55","55","46080","49400"
"In post","2023","Digital, Data & Technology","Department for International Trade","London","Female","75","75","53450","52220"
"In post","2023","Digital, Data & Technology","Department for International Trade","London","Male","80","80","51530","52210"
"In post","2023","Digital, Data & Technology","Department for International Trade","North East (England)","Female","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","North East (England)","Male","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","Wales","Male","20","20","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for International Trade","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","East of England","Female","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","East of England","Male","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","Female","50","45","55080","54630"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","Male","60","60","56080","54630"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","South East (England)","Female","10","10","[c]","[c]"
