"Status","Year","Ethnicity","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Black","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Criminal Injuries Compensation Authority","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Crown Commercial Service","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Crown Commercial Service","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Crown Commercial Service","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Crown Office and Procurator Fiscal Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Crown Prosecution Service","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Crown Prosecution Service","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Crown Prosecution Service","Attorney General's Departments","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Defence Electronics and Components Agency","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Defence Electronics and Components Agency","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Defence Electronics and Components Agency","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","30","[c]","36170","35700"
"Leaver CS","2023","Black","Defence Equipment and Support","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Defence Equipment and Support","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","40","[c]","37480","33570"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education (excl. agencies)","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education (excl. agencies)","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","Department for International Trade","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport (excl. agencies)","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport (excl. agencies)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","410","[c]","29740","31060"
"Leaver CS","2023","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","35","[c]","27070","27570"
"Leaver CS","2023","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Disclosure Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Disclosure Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Driver and Vehicle Standards Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Education Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Education Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Education Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Education and Skills Funding Agency","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Education and Skills Funding Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","Estyn","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","FCDO Services","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Forestry and Land Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Actuary's Department","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Commercial Organisation","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Commercial Organisation","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Commercial Organisation","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Commercial Organisation","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Internal Audit Agency","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Legal Department","Attorney General's Departments","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Legal Department","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Legal Department","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Property Agency","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Property Agency","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Property Agency","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Government Property Agency","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","85","[c]","26970","25480"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","265","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Prison and Probation Service","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury (excl. agencies)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury (excl. agencies)","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","Heterosexual / straight","105","[c]","37340","32240"
"Leaver CS","2023","Black","Home Office","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Institute for Apprenticeships and Technical Education","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Maritime and Coastguard Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","50","[c]","35200","33990"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","35","[c]","38260","35410"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Infrastructure Commission","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Infrastructure Commission","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Infrastructure Commission","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Infrastructure Commission","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Records of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Records of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Records of Scotland","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Records of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Savings and Investments","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Savings and Investments","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Budget Responsibility","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Budget Responsibility","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
