"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","G7","Female","5","5","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","G7","Male","5","5","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","HEO","Female","15","15","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","HEO","Male","20","20","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","SEO","Female","10","10","[c]","[c]"
"In post","2023","Student Awards Agency for Scotland","Scottish Government","SEO","Male","20","20","[c]","[c]"
"In post","2023","Submarine Delivery Agency","Ministry of Defence","Unknown","Female","665","630","39190","35400"
"In post","2023","Submarine Delivery Agency","Ministry of Defence","Unknown","Male","1425","1405","45250","42620"
"In post","2023","Teaching Regulation Agency","Department for Education","AO","Female","5","5","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","EO","Female","25","25","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","EO","Male","5","5","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","HEO","Female","15","15","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","HEO","Male","10","10","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","SEO","Female","10","10","[c]","[c]"
"In post","2023","Teaching Regulation Agency","Department for Education","SEO","Male","5","5","[c]","[c]"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA","Female","25","20","[c]","[c]"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA","Male","15","15","[c]","[c]"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","Female","285","260","22750","22180"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","Male","160","155","22610","22180"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","Female","120","110","26610","26940"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","Male","70","70","26930","26940"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6","Female","20","15","[c]","[c]"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6","Male","25","25","[c]","[c]"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","Female","65","60","55440","54520"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","Male","55","50","55950","55940"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","Female","255","240","34650","34870"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","Male","215","210","35010","34870"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","Male","10","10","[c]","[c]"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","Female","180","170","44390","43910"
"In post","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","Male","155","150","45130","45120"
"In post","2023","The National Archives","The National Archives","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","The National Archives","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","The National Archives","AO","Female","35","35","23630","23460"
"In post","2023","The National Archives","The National Archives","AO","Male","45","40","23430","23460"
"In post","2023","The National Archives","The National Archives","EO","Female","40","35","26180","25510"
"In post","2023","The National Archives","The National Archives","EO","Male","35","35","26680","25810"
"In post","2023","The National Archives","The National Archives","G6","Female","15","15","[c]","[c]"
"In post","2023","The National Archives","The National Archives","G6","Male","15","15","[c]","[c]"
"In post","2023","The National Archives","The National Archives","G7","Female","40","40","49920","49050"
"In post","2023","The National Archives","The National Archives","G7","Male","35","35","51240","48810"
"In post","2023","The National Archives","The National Archives","HEO","Female","95","90","31800","30000"
"In post","2023","The National Archives","The National Archives","HEO","Male","60","60","32340","30630"
"In post","2023","The National Archives","The National Archives","SCS level","Female","5","5","[c]","[c]"
"In post","2023","The National Archives","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","The National Archives","SEO","Female","85","80","40210","38470"
"In post","2023","The National Archives","The National Archives","SEO","Male","70","70","43120","41080"
"In post","2023","Transport Scotland","Scottish Government","AA","Female","15","10","[c]","[c]"
"In post","2023","Transport Scotland","Scottish Government","AA","Male","10","10","[c]","[c]"
"In post","2023","Transport Scotland","Scottish Government","AO","Female","15","15","[c]","[c]"
"In post","2023","Transport Scotland","Scottish Government","AO","Male","10","10","[c]","[c]"
"In post","2023","Transport Scotland","Scottish Government","EO","Female","25","20","[c]","[c]"
"In post","2023","Transport Scotland","Scottish Government","EO","Male","15","15","[c]","[c]"
"In post","2023","Transport Scotland","Scottish Government","G6","Female","20","15","[c]","[c]"
"In post","2023","Transport Scotland","Scottish Government","G6","Male","35","35","76710","79110"
"In post","2023","Transport Scotland","Scottish Government","G7","Female","45","40","60070","58850"
"In post","2023","Transport Scotland","Scottish Government","G7","Male","55","55","63120","65280"
"In post","2023","Transport Scotland","Scottish Government","HEO","Female","65","60","35990","34730"
"In post","2023","Transport Scotland","Scottish Government","HEO","Male","55","55","36380","36330"
"In post","2023","Transport Scotland","Scottish Government","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Transport Scotland","Scottish Government","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Transport Scotland","Scottish Government","SEO","Female","80","75","47050","49500"
"In post","2023","Transport Scotland","Scottish Government","SEO","Male","85","85","50710","49860"
"In post","2023","UK Debt Management Office","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","EO","Male","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","G6","Male","20","20","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","G7","Female","5","5","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","G7","Male","25","25","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","HEO","Female","10","10","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","HEO","Male","15","15","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","SEO","Female","10","10","[c]","[c]"
"In post","2023","UK Debt Management Office","HM Treasury","SEO","Male","15","15","[c]","[c]"
"In post","2023","UK Export Finance","UK Export Finance","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","UK Export Finance","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","UK Export Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","UK Export Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","UK Export Finance","EO","Female","35","35","32390","32300"
"In post","2023","UK Export Finance","UK Export Finance","EO","Male","30","30","[c]","[c]"
"In post","2023","UK Export Finance","UK Export Finance","G6","Female","30","30","75900","76700"
"In post","2023","UK Export Finance","UK Export Finance","G6","Male","40","40","78920","77570"
"In post","2023","UK Export Finance","UK Export Finance","G7","Female","50","50","59060","57250"
"In post","2023","UK Export Finance","UK Export Finance","G7","Male","90","90","59460","58420"
"In post","2023","UK Export Finance","UK Export Finance","HEO","Female","45","45","36470","36600"
"In post","2023","UK Export Finance","UK Export Finance","HEO","Male","35","35","36000","35000"
"In post","2023","UK Export Finance","UK Export Finance","SCS level","Female","10","10","[c]","[c]"
"In post","2023","UK Export Finance","UK Export Finance","SCS level","Male","20","20","[c]","[c]"
"In post","2023","UK Export Finance","UK Export Finance","SEO","Female","65","65","45470","44830"
"In post","2023","UK Export Finance","UK Export Finance","SEO","Male","70","70","47640","46480"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","AA","Female","45","40","21790","21080"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","AA","Male","30","25","[c]","[c]"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","AO","Female","335","295","22830","22650"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","AO","Male","145","140","22500","22380"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","EO","Female","495","470","27210","27690"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","EO","Male","180","175","27020","27690"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","G6","Female","310","290","70750","67850"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","G6","Male","245","235","72530","68400"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","G7","Female","670","640","53860","53400"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","G7","Male","430","425","54510","53640"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","HEO","Female","700","665","33200","32980"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","HEO","Male","300","290","33000","32980"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","SCS level","Female","175","160","109910","106560"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","SCS level","Male","170","155","110010","108530"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","SEO","Female","765","720","41150","40880"
"In post","2023","UK Health Security Agency","Department of Health and Social Care","SEO","Male","415","410","41330","41280"
"In post","2023","UK Hydrographic Office","Ministry of Defence","AO","Female","30","25","[c]","[c]"
"In post","2023","UK Hydrographic Office","Ministry of Defence","AO","Male","35","35","21750","21690"
"In post","2023","UK Hydrographic Office","Ministry of Defence","EO","Female","105","95","28030","27610"
"In post","2023","UK Hydrographic Office","Ministry of Defence","EO","Male","155","150","28460","27610"
"In post","2023","UK Hydrographic Office","Ministry of Defence","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Ministry of Defence","G6","Male","15","15","[c]","[c]"
"In post","2023","UK Hydrographic Office","Ministry of Defence","G7","Female","30","25","[c]","[c]"
"In post","2023","UK Hydrographic Office","Ministry of Defence","G7","Male","65","65","57760","55470"
"In post","2023","UK Hydrographic Office","Ministry of Defence","HEO","Female","115","105","34790","34370"
"In post","2023","UK Hydrographic Office","Ministry of Defence","HEO","Male","180","175","34920","34370"
"In post","2023","UK Hydrographic Office","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Ministry of Defence","SEO","Female","65","60","44390","43890"
"In post","2023","UK Hydrographic Office","Ministry of Defence","SEO","Male","135","130","45190","43890"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","Female","5","5","[c]","[c]"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6","Female","20","20","[c]","[c]"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6","Male","15","15","[c]","[c]"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","Female","40","40","52860","51120"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","Male","50","50","54390","55120"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","Female","20","20","[c]","[c]"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","Male","20","20","[c]","[c]"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","Male","5","5","[c]","[c]"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","Female","40","40","40490","41060"
"In post","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","Male","45","45","40720","41360"
"In post","2023","UK Statistics Authority","UK Statistics Authority","AA","Female","220","125","20700","20150"
"In post","2023","UK Statistics Authority","UK Statistics Authority","AA","Male","80","50","21270","21200"
"In post","2023","UK Statistics Authority","UK Statistics Authority","AO","Female","650","480","21570","21200"
"In post","2023","UK Statistics Authority","UK Statistics Authority","AO","Male","565","420","21660","21200"
"In post","2023","UK Statistics Authority","UK Statistics Authority","EO","Female","450","410","25420","24840"
"In post","2023","UK Statistics Authority","UK Statistics Authority","EO","Male","265","250","25420","24840"
"In post","2023","UK Statistics Authority","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","UK Statistics Authority","G6","Female","120","115","62660","61240"
"In post","2023","UK Statistics Authority","UK Statistics Authority","G6","Male","120","120","64200","62960"
"In post","2023","UK Statistics Authority","UK Statistics Authority","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","UK Statistics Authority","G7","Female","515","490","52470","51460"
"In post","2023","UK Statistics Authority","UK Statistics Authority","G7","Male","460","450","53660","51460"
"In post","2023","UK Statistics Authority","UK Statistics Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","UK Statistics Authority","HEO","Female","745","710","31730","31560"
"In post","2023","UK Statistics Authority","UK Statistics Authority","HEO","Male","560","550","31900","31560"
"In post","2023","UK Statistics Authority","UK Statistics Authority","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","UK Statistics Authority","UK Statistics Authority","SCS level","Female","40","40","85610","80000"
"In post","2023","UK Statistics Authority","UK Statistics Authority","SCS level","Male","55","55","86640","77170"
"In post","2023","UK Statistics Authority","UK Statistics Authority","SEO","Female","715","675","38940","38720"
"In post","2023","UK Statistics Authority","UK Statistics Authority","SEO","Male","570","560","39040","38510"
"In post","2023","UK Statistics Authority","UK Statistics Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","EO","Female","15","15","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","EO","Male","10","10","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","HEO","Female","5","5","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","SEO","Female","5","5","[c]","[c]"
"In post","2023","UK Supreme Court","UK Supreme Court","SEO","Male","10","10","[c]","[c]"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","AO","Female","560","500","22880","22520"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","AO","Male","380","370","22860","22520"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","EO","Female","535","480","28270","27810"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","EO","Male","400","385","27890","27740"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","G6","Female","35","35","71130","71070"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","G6","Male","45","45","72130","72350"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","G7","Female","175","165","58040","58970"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","G7","Male","235","225","59010","58970"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","HEO","Female","395","370","33860","33290"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","HEO","Male","455","440","34040","33960"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","SEO","Female","350","320","44870","44970"
"In post","2023","Valuation Office Agency","HM Revenue and Customs","SEO","Male","390","375","45850","46300"
"In post","2023","Vehicle Certification Agency","Department for Transport","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","AO","Female","35","30","22560","22500"
"In post","2023","Vehicle Certification Agency","Department for Transport","AO","Male","15","15","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","EO","Female","20","20","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","EO","Male","20","20","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","G7","Male","10","10","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","HEO","Female","15","15","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","HEO","Male","50","50","39640","37880"
"In post","2023","Vehicle Certification Agency","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","SEO","Female","10","10","[c]","[c]"
"In post","2023","Vehicle Certification Agency","Department for Transport","SEO","Male","30","30","48050","46490"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AO","Female","20","20","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AO","Male","5","5","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","Female","15","15","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","Male","5","5","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6","Female","5","5","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6","Male","10","10","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","Female","20","20","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","Male","25","25","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","HEO","Female","15","15","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","HEO","Male","10","10","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO","Female","25","25","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO","Male","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","EO","Female","25","25","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","EO","Male","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","G6","Female","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","G6","Male","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","G7","Female","15","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","G7","Male","30","30","73730","74500"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","HEO","Female","50","50","42720","42340"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","HEO","Male","45","45","42660","42500"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","SEO","Female","20","15","[c]","[c]"
"In post","2023","Water Services Regulation Authority","Water Services Regulation Authority","SEO","Male","25","25","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","AO","Female","520","465","25100","25620"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","AO","Male","315","300","25160","25620"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","EO","Female","615","570","29810","30610"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","EO","Male","450","435","29930","30610"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","G6","Female","105","100","74550","76990"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","G6","Male","120","115","75390","76990"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","G7","Female","520","490","61770","63900"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","G7","Male","410","400","62280","63900"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","HEO","Female","955","880","38470","39690"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","HEO","Male","505","490","38400","39690"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","SCS level","Female","80","80","86960","81600"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","SCS level","Male","110","105","92530","83390"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","SEO","Female","770","725","47760","49370"
"In post","2023","Welsh Government (excl. agencies)","Welsh Government","SEO","Male","500","490","47740","49370"
"In post","2023","Welsh Revenue Authority","Welsh Government","AO","Female","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","AO","Male","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","EO","Female","10","10","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","G7","Female","10","10","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","G7","Male","10","10","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","HEO","Female","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","HEO","Male","10","10","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","SEO","Female","5","5","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Welsh Government","SEO","Male","10","10","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","AO","Female","10","10","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","AO","Male","5","5","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","EO","Female","25","20","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","EO","Male","5","5","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","G7","Female","5","5","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","G7","Male","5","5","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","HEO","Female","15","15","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","SEO","Female","5","5","[c]","[c]"
"In post","2023","Wilton Park","Foreign, Commonwealth and Development Office","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Scottish Government","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Scottish Government","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Scottish Government","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Scottish Government","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Scottish Government","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Accountant in Bankruptcy","Scottish Government","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AO","Male","[c]","[c]","[c]","[c]"
