"Status","Year","Organisation","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Work and Pensions (excl. agencies)","Communications","Male","25","25","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Female","3830","3375","29040","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Counter Fraud","Male","2400","2255","29570","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Female","1440","1345","42160","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Male","2715","2640","44330","38800"
"In post","2023","Department for Work and Pensions (excl. agencies)","Economics","Female","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Economics","Male","25","25","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Finance","Female","580","520","38520","34850"
"In post","2023","Department for Work and Pensions (excl. agencies)","Finance","Male","505","490","41010","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Human Resources","Female","465","430","41470","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Human Resources","Male","190","185","40840","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Female","270","250","36500","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Male","160","155","37390","34170"
"In post","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","Female","42035","35690","27370","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Operational Delivery","Male","20620","19715","27400","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Operational Research","Female","20","15","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Other","Female","3105","2660","27310","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Other","Male","1615","1535","27920","25610"
"In post","2023","Department for Work and Pensions (excl. agencies)","Policy","Female","615","570","46490","39780"
"In post","2023","Department for Work and Pensions (excl. agencies)","Policy","Male","470","460","45950","43730"
"In post","2023","Department for Work and Pensions (excl. agencies)","Project Delivery","Female","905","805","39280","34970"
"In post","2023","Department for Work and Pensions (excl. agencies)","Project Delivery","Male","585","555","40960","34970"
"In post","2023","Department for Work and Pensions (excl. agencies)","Property","Female","120","115","43440","39150"
"In post","2023","Department for Work and Pensions (excl. agencies)","Property","Male","160","150","45450","41320"
"In post","2023","Department for Work and Pensions (excl. agencies)","Psychology","Female","40","40","36300","36690"
"In post","2023","Department for Work and Pensions (excl. agencies)","Psychology","Male","15","15","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Security","Female","250","230","38450","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Security","Male","280","275","42610","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Social Research","Female","35","30","46680","43760"
"In post","2023","Department for Work and Pensions (excl. agencies)","Social Research","Male","15","15","[c]","[c]"
"In post","2023","Department for Work and Pensions (excl. agencies)","Statistics","Female","95","85","48090","43760"
"In post","2023","Department for Work and Pensions (excl. agencies)","Statistics","Male","115","110","43850","38470"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","Female","265","240","32330","28120"
"In post","2023","Department for Work and Pensions (excl. agencies)","Unknown","Male","160","160","34980","28120"
"In post","2023","Department of Health and Social Care (excl. agencies)","Commercial","Female","40","40","43070","40190"
"In post","2023","Department of Health and Social Care (excl. agencies)","Commercial","Male","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Communications","Female","20","20","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Communications","Male","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Counter Fraud","Male","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Male","30","30","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Economics","Female","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Economics","Male","20","20","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Finance","Female","60","55","47480","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Finance","Male","40","40","48700","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Human Resources","Female","75","70","44750","38360"
"In post","2023","Department of Health and Social Care (excl. agencies)","Human Resources","Male","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Medicine","Female","110","105","50020","41950"
"In post","2023","Department of Health and Social Care (excl. agencies)","Medicine","Male","20","20","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Operational Delivery","Female","40","35","41510","35190"
"In post","2023","Department of Health and Social Care (excl. agencies)","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Operational Research","Female","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Operational Research","Male","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Other","Female","50","45","41990","39240"
"In post","2023","Department of Health and Social Care (excl. agencies)","Other","Male","20","20","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Policy","Female","220","215","51870","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Policy","Male","115","115","52530","54660"
"In post","2023","Department of Health and Social Care (excl. agencies)","Project Delivery","Female","40","40","48000","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Project Delivery","Male","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Property","Female","5","5","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Science and Engineering","Female","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Security","Male","10","10","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Social Research","Female","15","15","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Statistics","Female","25","25","[c]","[c]"
"In post","2023","Department of Health and Social Care (excl. agencies)","Statistics","Male","35","35","49110","50830"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Female","1595","1520","48800","43510"
"In post","2023","Department of Health and Social Care (excl. agencies)","Unknown","Male","895","875","51200","50830"
"In post","2023","Disclosure Scotland","Unknown","Female","190","175","31590","27740"
"In post","2023","Disclosure Scotland","Unknown","Male","180","170","31050","24890"
"In post","2023","Driver and Vehicle Licensing Agency","Commercial","Female","90","80","33270","31510"
"In post","2023","Driver and Vehicle Licensing Agency","Commercial","Male","90","85","34610","31660"
"In post","2023","Driver and Vehicle Licensing Agency","Communications","Female","40","35","28840","27070"
"In post","2023","Driver and Vehicle Licensing Agency","Communications","Male","30","30","31480","27450"
"In post","2023","Driver and Vehicle Licensing Agency","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Counter Fraud","Male","5","5","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Female","240","225","36290","32950"
"In post","2023","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Male","565","560","43890","41990"
"In post","2023","Driver and Vehicle Licensing Agency","Finance","Female","90","85","32710","31350"
"In post","2023","Driver and Vehicle Licensing Agency","Finance","Male","60","60","37070","39430"
"In post","2023","Driver and Vehicle Licensing Agency","Human Resources","Female","145","135","33390","31660"
"In post","2023","Driver and Vehicle Licensing Agency","Human Resources","Male","40","40","34580","31660"
"In post","2023","Driver and Vehicle Licensing Agency","Medicine","Female","35","30","77780","86250"
"In post","2023","Driver and Vehicle Licensing Agency","Medicine","Male","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Operational Delivery","Female","2890","2350","22690","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Operational Delivery","Male","1525","1455","23490","22500"
"In post","2023","Driver and Vehicle Licensing Agency","Policy","Female","75","70","31140","27450"
"In post","2023","Driver and Vehicle Licensing Agency","Policy","Male","35","30","35360","32950"
"In post","2023","Driver and Vehicle Licensing Agency","Project Delivery","Female","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Project Delivery","Male","25","20","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Property","Female","30","30","30160","31660"
"In post","2023","Driver and Vehicle Licensing Agency","Property","Male","30","30","[c]","[c]"
"In post","2023","Driver and Vehicle Licensing Agency","Security","Female","50","50","30660","27260"
"In post","2023","Driver and Vehicle Licensing Agency","Security","Male","95","95","31230","25650"
"In post","2023","Driver and Vehicle Standards Agency","Commercial","Female","30","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Commercial","Male","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Communications","Female","25","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Communications","Male","25","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Counter Fraud","Female","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Counter Fraud","Male","30","30","31000","31310"
"In post","2023","Driver and Vehicle Standards Agency","Digital, Data and Technology","Female","65","60","37310","33850"
"In post","2023","Driver and Vehicle Standards Agency","Digital, Data and Technology","Male","135","135","38230","32600"
"In post","2023","Driver and Vehicle Standards Agency","Finance","Female","50","50","37800","33350"
"In post","2023","Driver and Vehicle Standards Agency","Finance","Male","45","45","38680","35300"
"In post","2023","Driver and Vehicle Standards Agency","Human Resources","Female","75","70","37800","39430"
"In post","2023","Driver and Vehicle Standards Agency","Human Resources","Male","55","55","35700","34610"
"In post","2023","Driver and Vehicle Standards Agency","Knowledge and Information Management","Female","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Knowledge and Information Management","Male","30","30","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","Female","1115","1005","27590","27260"
"In post","2023","Driver and Vehicle Standards Agency","Operational Delivery","Male","2920","2770","29400","27490"
"In post","2023","Driver and Vehicle Standards Agency","Operational Research","Female","30","30","28450","26960"
"In post","2023","Driver and Vehicle Standards Agency","Operational Research","Male","20","20","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Policy","Female","30","30","38230","33260"
"In post","2023","Driver and Vehicle Standards Agency","Policy","Male","65","60","37340","34400"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","Female","30","30","33870","31660"
"In post","2023","Driver and Vehicle Standards Agency","Project Delivery","Male","15","15","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Property","Female","25","25","[c]","[c]"
"In post","2023","Driver and Vehicle Standards Agency","Property","Male","30","30","33270","31950"
"In post","2023","Education Scotland","Unknown","Female","255","245","59840","65280"
"In post","2023","Education Scotland","Unknown","Male","105","105","59270","58850"
"In post","2023","Education and Skills Funding Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Communications","Female","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Counter Fraud","Female","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Counter Fraud","Male","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","Female","40","35","39010","37590"
"In post","2023","Education and Skills Funding Agency","Digital, Data and Technology","Male","70","70","44010","40570"
"In post","2023","Education and Skills Funding Agency","Finance","Female","80","75","41360","38140"
"In post","2023","Education and Skills Funding Agency","Finance","Male","75","75","49030","44410"
"In post","2023","Education and Skills Funding Agency","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","Female","220","210","40540","37590"
"In post","2023","Education and Skills Funding Agency","Operational Delivery","Male","145","145","41670","37640"
"In post","2023","Education and Skills Funding Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Operational Research","Male","5","5","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","Female","15","15","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Policy","Male","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","Female","15","15","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Project Delivery","Male","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","Female","10","10","[c]","[c]"
"In post","2023","Education and Skills Funding Agency","Statistics","Male","20","20","[c]","[c]"
"In post","2023","Estyn","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Communications","Female","5","5","[c]","[c]"
"In post","2023","Estyn","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Inspector of Education and Training","Female","30","30","77720","78500"
"In post","2023","Estyn","Inspector of Education and Training","Male","35","35","78660","78500"
"In post","2023","Estyn","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","Female","25","20","[c]","[c]"
"In post","2023","Estyn","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2023","Estyn","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Estyn","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Commercial","Female","45","45","47220","40750"
"In post","2023","FCDO Services","Commercial","Male","35","35","50610","49670"
"In post","2023","FCDO Services","Communications","Female","15","15","[c]","[c]"
"In post","2023","FCDO Services","Communications","Male","5","5","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2023","FCDO Services","Digital, Data and Technology","Male","90","90","45300","43870"
"In post","2023","FCDO Services","Finance","Female","20","20","[c]","[c]"
"In post","2023","FCDO Services","Finance","Male","30","30","[c]","[c]"
"In post","2023","FCDO Services","Human Resources","Female","40","40","41320","32900"
"In post","2023","FCDO Services","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","FCDO Services","Internal Audit","Female","15","15","[c]","[c]"
"In post","2023","FCDO Services","Internal Audit","Male","5","5","[c]","[c]"
"In post","2023","FCDO Services","Knowledge and Information Management","Female","25","20","[c]","[c]"
"In post","2023","FCDO Services","Knowledge and Information Management","Male","50","35","53450","58820"
"In post","2023","FCDO Services","Other","Female","15","15","[c]","[c]"
"In post","2023","FCDO Services","Other","Male","10","10","[c]","[c]"
"In post","2023","FCDO Services","Project Delivery","Female","45","45","39140","32750"
"In post","2023","FCDO Services","Project Delivery","Male","40","40","48670","47030"
"In post","2023","FCDO Services","Property","Female","35","35","44090","40000"
"In post","2023","FCDO Services","Property","Male","200","200","43700","42400"
"In post","2023","FCDO Services","Security","Female","60","55","33240","29400"
"In post","2023","FCDO Services","Security","Male","315","310","37870","36710"
"In post","2023","Food Standards Agency","Commercial","Female","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Commercial","Male","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Communications","Female","40","40","40020","38100"
"In post","2023","Food Standards Agency","Communications","Male","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","Female","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","Counter Fraud","Male","35","30","40490","38100"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Female","30","25","[c]","[c]"
"In post","2023","Food Standards Agency","Digital, Data and Technology","Male","30","30","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","Female","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Economics","Male","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Female","25","25","[c]","[c]"
"In post","2023","Food Standards Agency","Finance","Male","25","25","[c]","[c]"
"In post","2023","Food Standards Agency","Human Resources","Female","35","30","40250","37720"
"In post","2023","Food Standards Agency","Human Resources","Male","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","Female","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Intelligence Analysis","Male","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","Female","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Internal Audit","Male","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Female","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","International Trade","Male","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Female","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Legal","Male","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Delivery","Female","205","200","36050","31730"
"In post","2023","Food Standards Agency","Operational Delivery","Male","445","425","32540","29060"
"In post","2023","Food Standards Agency","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Policy","Female","170","165","41860","38100"
"In post","2023","Food Standards Agency","Policy","Male","140","140","43110","38670"
"In post","2023","Food Standards Agency","Project Delivery","Female","25","25","[c]","[c]"
"In post","2023","Food Standards Agency","Project Delivery","Male","15","15","[c]","[c]"
"In post","2023","Food Standards Agency","Property","Female","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Property","Male","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Science and Engineering","Female","85","85","39350","37720"
"In post","2023","Food Standards Agency","Science and Engineering","Male","45","45","43120","41160"
"In post","2023","Food Standards Agency","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Social Research","Female","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Statistics","Male","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Veterinarian","Female","35","35","44540","38670"
"In post","2023","Food Standards Agency","Veterinarian","Male","25","25","[c]","[c]"
"In post","2023","Food Standards Scotland","Unknown","Female","140","130","38760","34730"
"In post","2023","Food Standards Scotland","Unknown","Male","150","145","38700","34730"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Female","40","35","40060","40700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","Male","30","30","44700","44620"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Female","50","50","49810","47260"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","Male","50","50","51530","46450"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Female","120","115","43670","39880"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","Male","240","235","46310","43000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Female","25","20","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","Male","25","25","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Female","320","300","39900","34950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","Male","225","225","42890","40440"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Female","195","190","46140","40620"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","Male","130","130","50990","44450"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Female","75","75","47100","40600"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","Male","90","90","49160","44450"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Female","30","30","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","Male","30","30","47180","41240"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","Female","50","50","58000","58970"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","Male","55","55","64490","67530"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Female","120","115","41930","37790"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","Male","95","95","44090","39190"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Female","70","70","45400","39220"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Other","Male","60","60","50370","46140"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Female","2210","2165","51950","53050"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","Male","2290","2275","53100","54000"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Female","275","260","52500","54030"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","Male","175","170","56680","55850"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Female","150","145","46870","40810"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Security","Male","175","175","55690","57400"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Female","150","145","49350","51460"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Male","50","50","51470","51400"
"In post","2023","Forestry and Land Scotland","Unknown","Female","380","360","34260","32220"
"In post","2023","Forestry and Land Scotland","Unknown","Male","725","700","34470","31180"
"In post","2023","Government Actuary's Department","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Human Resources","Female","5","5","[c]","[c]"
"In post","2023","Government Actuary's Department","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Other","Female","75","65","69450","71780"
"In post","2023","Government Actuary's Department","Other","Male","120","115","72110","67430"
"In post","2023","Government Actuary's Department","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Commercial","Female","655","640","71550","66270"
"In post","2023","Government Commercial Organisation","Commercial","Male","745","740","77320","68830"
"In post","2023","Government Commercial Organisation","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Other","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Other","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Security","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Security","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Unknown","Female","40","40","64540","65500"
"In post","2023","Government Commercial Organisation","Unknown","Male","40","40","74670","66740"
"In post","2023","Government Internal Audit Agency","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Finance","Female","10","10","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","Human Resources","Female","15","15","[c]","[c]"
