"Status","Year","Function_of_post","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Finance","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Other","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Finance","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Finance","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Policy","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Finance","Policy","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Finance","Project Delivery","London","G6/G7","10","10","60570","54690"
"In post","2023","Finance","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Finance","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Finance","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Project Delivery","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Finance","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","London","EO","5","5","[c]","[c]"
"In post","2023","Finance","Security","London","G6/G7","20","20","63510","63230"
"In post","2023","Finance","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","London","SEO/HEO","50","45","41020","39150"
"In post","2023","Finance","Security","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","Outside London","EO","15","15","28330","28120"
"In post","2023","Finance","Security","Outside London","G6/G7","70","65","58240","57010"
"In post","2023","Finance","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Security","Outside London","SEO/HEO","195","185","36820","38470"
"In post","2023","Finance","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Social Research","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Tax","London","EO","5","5","[c]","[c]"
"In post","2023","Finance","Tax","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Finance","Tax","London","SEO/HEO","25","25","43070","45560"
"In post","2023","Finance","Tax","Outside London","AA/AO","35","30","22520","22520"
"In post","2023","Finance","Tax","Outside London","EO","20","20","28390","28130"
"In post","2023","Finance","Tax","Outside London","G6/G7","10","10","60810","57970"
"In post","2023","Finance","Tax","Outside London","SEO/HEO","30","30","38960","41780"
"In post","2023","Finance","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Finance","Unknown","London","EO","20","20","31290","32260"
"In post","2023","Finance","Unknown","London","G6/G7","75","75","62070","61530"
"In post","2023","Finance","Unknown","London","SCS level","15","15","92410","86190"
"In post","2023","Finance","Unknown","London","SEO/HEO","65","65","40940","39790"
"In post","2023","Finance","Unknown","Outside London","AA/AO","35","30","22410","22520"
"In post","2023","Finance","Unknown","Outside London","EO","35","35","27140","27650"
"In post","2023","Finance","Unknown","Outside London","G6/G7","45","45","59290","57970"
"In post","2023","Finance","Unknown","Outside London","SCS level","10","10","85820","77750"
"In post","2023","Finance","Unknown","Outside London","SEO/HEO","95","95","37710","36560"
"In post","2023","Grants Management","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","Outside London","AA/AO","1420","1295","22130","22150"
"In post","2023","Grants Management","Operational Delivery","Outside London","EO","650","605","26090","25920"
"In post","2023","Grants Management","Operational Delivery","Outside London","G6/G7","70","70","53080","50340"
"In post","2023","Grants Management","Operational Delivery","Outside London","SCS level","10","5","[c]","[c]"
"In post","2023","Grants Management","Operational Delivery","Outside London","SEO/HEO","395","375","33250","31490"
"In post","2023","Grants Management","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","London","G6/G7","20","20","61550","59290"
"In post","2023","Grants Management","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","London","SEO/HEO","20","20","40980","43210"
"In post","2023","Grants Management","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Grants Management","Science and Engineering","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Commercial","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Communications","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Digital, Data and Technology","Outside London","SEO/HEO","15","15","35640","36510"
"In post","2023","Human Resources","Economics","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Finance","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Human Resources","London","AA/AO","80","75","26210","26400"
"In post","2023","Human Resources","Human Resources","London","EO","360","350","30310","29940"
"In post","2023","Human Resources","Human Resources","London","G6/G7","900","875","62300","60390"
"In post","2023","Human Resources","Human Resources","London","SCS level","145","140","91470","82560"
"In post","2023","Human Resources","Human Resources","London","SEO/HEO","1170","1135","40290","39680"
"In post","2023","Human Resources","Human Resources","London","Unknown","10","10","42650","37800"
"In post","2023","Human Resources","Human Resources","Outside London","AA/AO","1065","985","22400","22220"
"In post","2023","Human Resources","Human Resources","Outside London","EO","2320","2215","28350","27470"
"In post","2023","Human Resources","Human Resources","Outside London","G6/G7","1475","1430","56990","55790"
"In post","2023","Human Resources","Human Resources","Outside London","SCS level","90","90","88030","81860"
"In post","2023","Human Resources","Human Resources","Outside London","SEO/HEO","4220","4045","37140","35590"
"In post","2023","Human Resources","Human Resources","Outside London","Unknown","80","75","37510","38290"
"In post","2023","Human Resources","Human Resources","Overseas","EO","15","15","35960","36720"
"In post","2023","Human Resources","Human Resources","Overseas","G6/G7","25","25","82080","83550"
"In post","2023","Human Resources","Human Resources","Overseas","SEO/HEO","195","195","55040","56420"
"In post","2023","Human Resources","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Human Resources","Unknown","G6/G7","10","10","55280","51350"
"In post","2023","Human Resources","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Human Resources","Unknown","SEO/HEO","15","10","36800","37680"
"In post","2023","Human Resources","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","London","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Knowledge and Information Management","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Human Resources","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","London","EO","60","55","32400","32520"
"In post","2023","Human Resources","Operational Delivery","London","G6/G7","20","20","63840","60670"
"In post","2023","Human Resources","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","London","SEO/HEO","50","50","40530","39150"
"In post","2023","Human Resources","Operational Delivery","Outside London","AA/AO","75","70","22150","21780"
"In post","2023","Human Resources","Operational Delivery","Outside London","EO","660","610","28190","28120"
"In post","2023","Human Resources","Operational Delivery","Outside London","G6/G7","85","80","56190","53810"
"In post","2023","Human Resources","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","Outside London","SEO/HEO","355","340","36280","34700"
"In post","2023","Human Resources","Operational Delivery","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","London","EO","15","15","29880","29890"
"In post","2023","Human Resources","Other","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Human Resources","Other","Outside London","EO","10","10","28950","27140"
"In post","2023","Human Resources","Other","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Other","Outside London","SEO/HEO","20","20","40980","42590"
"In post","2023","Human Resources","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Human Resources","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Outside London","G6/G7","10","10","54970","51610"
"In post","2023","Human Resources","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Policy","Outside London","SEO/HEO","10","10","35910","36140"
"In post","2023","Human Resources","Project Delivery","London","G6/G7","15","15","61950","60270"
"In post","2023","Human Resources","Project Delivery","London","SEO/HEO","10","10","37800","36160"
"In post","2023","Human Resources","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Outside London","G6/G7","15","15","55310","53800"
"In post","2023","Human Resources","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Project Delivery","Outside London","SEO/HEO","15","15","35750","39000"
"In post","2023","Human Resources","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Property","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Psychology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Science and Engineering","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Tax","London","SEO/HEO","15","15","42030","42060"
"In post","2023","Human Resources","Tax","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Human Resources","Tax","Outside London","EO","60","50","28450","28130"
"In post","2023","Human Resources","Tax","Outside London","G6/G7","25","25","59580","57970"
"In post","2023","Human Resources","Tax","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Tax","Outside London","SEO/HEO","95","90","36600","35000"
"In post","2023","Human Resources","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","London","EO","20","20","29310","28770"
"In post","2023","Human Resources","Unknown","London","G6/G7","60","55","63700","61530"
"In post","2023","Human Resources","Unknown","London","SCS level","10","10","[c]","[c]"
"In post","2023","Human Resources","Unknown","London","SEO/HEO","45","45","38200","37410"
"In post","2023","Human Resources","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Human Resources","Unknown","Outside London","EO","50","45","26950","27650"
"In post","2023","Human Resources","Unknown","Outside London","G6/G7","70","70","57480","55300"
"In post","2023","Human Resources","Unknown","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Human Resources","Unknown","Outside London","SEO/HEO","125","120","36990","35000"
"In post","2023","Human Resources","Unknown","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","London","G6/G7","70","65","62370","60270"
"In post","2023","Internal Audit","Internal Audit","London","SCS level","15","15","99870","93220"
"In post","2023","Internal Audit","Internal Audit","London","SEO/HEO","100","100","44160","43340"
"In post","2023","Internal Audit","Internal Audit","Outside London","AA/AO","15","15","25020","22410"
"In post","2023","Internal Audit","Internal Audit","Outside London","EO","30","30","28150","27470"
"In post","2023","Internal Audit","Internal Audit","Outside London","G6/G7","145","140","57750","57060"
"In post","2023","Internal Audit","Internal Audit","Outside London","SCS level","10","10","93170","85800"
"In post","2023","Internal Audit","Internal Audit","Outside London","SEO/HEO","310","290","40940","41990"
"In post","2023","Internal Audit","Internal Audit","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Unknown","SEO/HEO","15","15","41690","43160"
"In post","2023","Internal Audit","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","London","AA/AO","15","15","23760","24480"
"In post","2023","Legal","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Outside London","AA/AO","40","35","22560","22870"
"In post","2023","Legal","Finance","Outside London","EO","15","15","27980","27980"
"In post","2023","Legal","Finance","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","London","G6/G7","30","20","60250","62070"
"In post","2023","Legal","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Outside London","AA/AO","10","10","24260","26100"
"In post","2023","Legal","Knowledge and Information Management","Outside London","EO","35","30","28190","28120"
"In post","2023","Legal","Knowledge and Information Management","Outside London","G6/G7","40","30","58820","58820"
"In post","2023","Legal","Knowledge and Information Management","Outside London","SEO/HEO","35","35","35020","34170"
"In post","2023","Legal","Knowledge and Information Management","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","London","AA/AO","20","20","25160","24280"
"In post","2023","Legal","Legal","London","EO","255","245","30780","30160"
"In post","2023","Legal","Legal","London","G6/G7","2790","2600","63090","64330"
"In post","2023","Legal","Legal","London","SCS level","345","330","89780","83830"
"In post","2023","Legal","Legal","London","SEO/HEO","285","280","41630","40800"
"In post","2023","Legal","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Outside London","AA/AO","20","20","24090","23390"
"In post","2023","Legal","Legal","Outside London","EO","265","255","27970","28080"
"In post","2023","Legal","Legal","Outside London","G6/G7","3490","3230","58440","56450"
"In post","2023","Legal","Legal","Outside London","SCS level","95","95","90150","85770"
"In post","2023","Legal","Legal","Outside London","SEO/HEO","615","580","38510","38760"
"In post","2023","Legal","Legal","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2023","Legal","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","London","AA/AO","400","375","24500","24480"
"In post","2023","Legal","Operational Delivery","London","EO","535","505","29280","28870"
"In post","2023","Legal","Operational Delivery","London","G6/G7","60","60","61530","58100"
"In post","2023","Legal","Operational Delivery","London","SCS level","10","10","87980","80740"
"In post","2023","Legal","Operational Delivery","London","SEO/HEO","220","215","36480","35000"
"In post","2023","Legal","Operational Delivery","Outside London","AA/AO","1300","1195","22870","22870"
"In post","2023","Legal","Operational Delivery","Outside London","EO","1080","995","28190","28200"
"In post","2023","Legal","Operational Delivery","Outside London","G6/G7","80","80","61750","59160"
"In post","2023","Legal","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Outside London","SEO/HEO","370","355","35440","34400"
"In post","2023","Legal","Operational Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","London","G6/G7","20","15","64220","65970"
"In post","2023","Legal","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Other","Outside London","EO","10","10","27980","27550"
"In post","2023","Legal","Other","Outside London","G6/G7","35","35","60640","58630"
"In post","2023","Legal","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","London","G6/G7","45","45","63520","62560"
"In post","2023","Legal","Policy","London","SCS level","5","5","[c]","[c]"
"In post","2023","Legal","Policy","London","SEO/HEO","25","25","38610","38860"
"In post","2023","Legal","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Outside London","G6/G7","25","25","59770","59080"
"In post","2023","Legal","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Outside London","SEO/HEO","25","25","39480","39510"
"In post","2023","Legal","Project Delivery","London","EO","5","5","[c]","[c]"
"In post","2023","Legal","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Project Delivery","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Legal","Project Delivery","Outside London","SEO/HEO","10","10","32500","32520"
"In post","2023","Legal","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Property","Outside London","SEO/HEO","15","15","32620","32660"
"In post","2023","Legal","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Security","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Security","Outside London","SEO/HEO","10","10","32100","32130"
"In post","2023","Legal","Tax","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Tax","London","G6/G7","15","15","68210","65230"
"In post","2023","Legal","Tax","London","SEO/HEO","15","15","41700","39790"
"In post","2023","Legal","Tax","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Tax","Outside London","EO","20","20","28200","28010"
"In post","2023","Legal","Tax","Outside London","G6/G7","90","85","59930","57970"
"In post","2023","Legal","Tax","Outside London","SEO/HEO","190","175","37910","35000"
"In post","2023","Legal","Unknown","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Unknown","London","EO","15","15","32140","32260"
"In post","2023","Legal","Unknown","London","G6/G7","65","60","68990","65230"
"In post","2023","Legal","Unknown","London","SCS level","10","10","93700","81770"
"In post","2023","Legal","Unknown","London","SEO/HEO","15","15","41150","39790"
"In post","2023","Legal","Unknown","Outside London","AA/AO","10","10","22520","22520"
"In post","2023","Legal","Unknown","Outside London","EO","15","15","27840","27770"
"In post","2023","Legal","Unknown","Outside London","G6/G7","25","25","60760","57970"
"In post","2023","Legal","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Outside London","SEO/HEO","50","50","36190","35000"
"In post","2023","No function","Commercial","London","AA/AO","10","10","28700","28180"
"In post","2023","No function","Commercial","London","EO","25","25","32640","32790"
"In post","2023","No function","Commercial","London","G6/G7","40","40","73680","71210"
"In post","2023","No function","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Commercial","London","SEO/HEO","65","65","46420","47870"
"In post","2023","No function","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Commercial","Outside London","AA/AO","10","10","25420","25130"
"In post","2023","No function","Commercial","Outside London","EO","35","35","29250","28480"
"In post","2023","No function","Commercial","Outside London","G6/G7","80","80","70520","68140"
"In post","2023","No function","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Commercial","Outside London","SEO/HEO","195","190","45450","46110"
"In post","2023","No function","Commercial","Outside London","Unknown","25","25","40350","41230"
"In post","2023","No function","Communications","London","EO","5","5","[c]","[c]"
"In post","2023","No function","Communications","London","G6/G7","60","60","60440","59290"
"In post","2023","No function","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Communications","London","SEO/HEO","65","65","40690","41750"
"In post","2023","No function","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","No function","Communications","Outside London","EO","10","10","[c]","[c]"
"In post","2023","No function","Communications","Outside London","G6/G7","15","15","52920","50830"
"In post","2023","No function","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","No function","Communications","Outside London","SEO/HEO","35","35","35870","34000"
