"Status","Year","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Project Delivery","UK Statistics Authority","Outside London","270","260","42470","37760"
"In post","2023","Project Delivery","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Water Services Regulation Authority","Outside London","10","10","48110","47530"
"In post","2023","Project Delivery","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Attorney General's Departments","London","10","10","41760","31640"
"In post","2023","Property","Attorney General's Departments","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Cabinet Office","London","165","160","52410","55790"
"In post","2023","Property","Cabinet Office","Outside London","355","350","47870","50200"
"In post","2023","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy","London","15","15","50450","54710"
"In post","2023","Property","Department for Business, Energy and Industrial Strategy","Outside London","65","60","34290","25690"
"In post","2023","Property","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Education","Outside London","5","5","[c]","[c]"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","London","30","30","42560","38220"
"In post","2023","Property","Department for Environment, Food and Rural Affairs","Outside London","390","375","40300","37300"
"In post","2023","Property","Department for International Trade","London","5","5","[c]","[c]"
"In post","2023","Property","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Department for Transport","London","20","20","53910","55460"
"In post","2023","Property","Department for Transport","Outside London","140","135","33530","31660"
"In post","2023","Property","Department for Work and Pensions","London","55","55","46830","43760"
"In post","2023","Property","Department for Work and Pensions","Outside London","220","205","42190","38470"
"In post","2023","Property","Department for Work and Pensions","Unknown","40","40","47380","44330"
"In post","2023","Property","Department of Health and Social Care","London","25","20","44520","39690"
"In post","2023","Property","Department of Health and Social Care","Outside London","35","35","44260","39170"
"In post","2023","Property","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Foreign, Commonwealth and Development Office","London","55","55","55680","55840"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Outside London","165","165","38290","35250"
"In post","2023","Property","Foreign, Commonwealth and Development Office","Overseas","20","20","51100","45010"
"In post","2023","Property","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","HM Land Registry","Outside London","15","15","40840","39520"
"In post","2023","Property","HM Revenue and Customs","London","615","580","41570","37080"
"In post","2023","Property","HM Revenue and Customs","Outside London","3320","3105","34490","29440"
"In post","2023","Property","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Home Office","London","35","30","38530","30410"
"In post","2023","Property","Home Office","Outside London","40","40","28410","20950"
"In post","2023","Property","Ministry of Defence","London","60","60","35920","35680"
"In post","2023","Property","Ministry of Defence","Outside London","1965","1910","33480","33990"
"In post","2023","Property","Ministry of Defence","Overseas","45","45","46890","44380"
"In post","2023","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","Ministry of Justice","London","205","200","47490","43650"
"In post","2023","Property","Ministry of Justice","Outside London","375","365","40900","37680"
"In post","2023","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Property","National Crime Agency","London","15","15","51630","50980"
"In post","2023","Property","National Crime Agency","Outside London","30","30","44170","39490"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office for Standards in Education, Children's Services and Skills","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Office of Gas and Electricity Markets","London","10","10","47580","35010"
"In post","2023","Property","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Scottish Government","Outside London","270","260","35430","32930"
"In post","2023","Property","The National Archives","London","15","15","40300","36310"
"In post","2023","Property","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","UK Statistics Authority","Outside London","10","10","36840","34710"
"In post","2023","Property","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Attorney General's Departments","London","15","15","45680","41720"
"In post","2023","Security","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Cabinet Office","London","150","150","46160","41870"
"In post","2023","Security","Cabinet Office","Outside London","835","790","31940","32640"
"In post","2023","Security","Cabinet Office","Unknown","60","60","29060","24610"
"In post","2023","Security","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","London","20","20","46200","43850"
"In post","2023","Security","Department for Business, Energy and Industrial Strategy","Outside London","50","45","45040","43700"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","London","10","10","50630","52760"
"In post","2023","Security","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Education","Outside London","10","10","47170","51360"
"In post","2023","Security","Department for International Trade","London","25","25","48280","44450"
"In post","2023","Security","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","London","5","5","[c]","[c]"
"In post","2023","Security","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department for Transport","London","115","115","48470","45130"
"In post","2023","Security","Department for Transport","Outside London","155","155","31150","26960"
"In post","2023","Security","Department for Work and Pensions","London","10","10","39550","39150"
"In post","2023","Security","Department for Work and Pensions","Outside London","140","125","31790","28120"
"In post","2023","Security","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Department of Health and Social Care","London","25","25","48690","54090"
"In post","2023","Security","Department of Health and Social Care","Outside London","35","35","46080","38120"
"In post","2023","Security","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Food Standards Agency","Outside London","10","10","[c]","[c]"
"In post","2023","Security","Foreign, Commonwealth and Development Office","London","525","520","49790","44450"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Outside London","235","230","37670","35250"
"In post","2023","Security","Foreign, Commonwealth and Development Office","Overseas","120","120","41360","39450"
"In post","2023","Security","HM Revenue and Customs","London","45","45","51090","46340"
"In post","2023","Security","HM Revenue and Customs","Outside London","165","160","43410","42510"
"In post","2023","Security","Home Office","London","240","230","34350","29980"
"In post","2023","Security","Home Office","Outside London","105","100","31380","26780"
"In post","2023","Security","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Security","Ministry of Defence","London","400","395","38710","34830"
"In post","2023","Security","Ministry of Defence","Outside London","6145","6015","31760","27500"
"In post","2023","Security","Ministry of Defence","Overseas","25","25","46480","38480"
"In post","2023","Security","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Ministry of Justice","London","65","65","49550","43650"
"In post","2023","Security","Ministry of Justice","Outside London","55","50","36620","31270"
"In post","2023","Security","National Crime Agency","London","50","50","44880","42240"
"In post","2023","Security","National Crime Agency","Outside London","50","45","40290","38640"
"In post","2023","Security","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Office of Gas and Electricity Markets","London","10","10","61990","62110"
"In post","2023","Security","Office of Gas and Electricity Markets","Outside London","15","15","69530","73000"
"In post","2023","Security","Scottish Government","Outside London","10","10","49680","49870"
"In post","2023","Security","UK Export Finance","London","5","5","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","UK Statistics Authority","Outside London","55","55","40960","35800"
"In post","2023","Security","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Attorney General's Departments","London","35","30","56590","55850"
"In post","2023","Unknown","Attorney General's Departments","Outside London","30","30","44850","40540"
"In post","2023","Unknown","Cabinet Office","London","705","700","30630","30130"
"In post","2023","Unknown","Cabinet Office","Outside London","195","195","30630","30130"
"In post","2023","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","25","20","66280","65410"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Education","London","60","55","56280","55290"
"In post","2023","Unknown","Department for Education","Outside London","150","150","45550","51460"
"In post","2023","Unknown","Department for International Trade","London","15","15","44430","35010"
"In post","2023","Unknown","Department for International Trade","Outside London","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","London","585","560","48990","43760"
"In post","2023","Unknown","Department for Work and Pensions","Outside London","695","650","35840","34170"
"In post","2023","Unknown","Department for Work and Pensions","Unknown","15","15","41770","38470"
"In post","2023","Unknown","Department of Health and Social Care","London","115","110","50300","54090"
"In post","2023","Unknown","Department of Health and Social Care","Outside London","20","20","51490","50830"
"In post","2023","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","London","165","160","50700","51950"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Outside London","65","60","35180","29530"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Overseas","30","30","50020","51950"
"In post","2023","Unknown","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","HM Revenue and Customs","Outside London","20","15","38600","35000"
"In post","2023","Unknown","Ministry of Defence","London","25","25","39070","37850"
"In post","2023","Unknown","Ministry of Defence","Outside London","2300","2225","42640","39890"
"In post","2023","Unknown","Ministry of Defence","Unknown","1695","1695","41950","40010"
"In post","2023","Unknown","Northern Ireland Office","London","75","75","55950","55720"
"In post","2023","Unknown","Northern Ireland Office","Outside London","60","60","38430","37680"
"In post","2023","Unknown","Office of Gas and Electricity Markets","London","85","80","46960","41530"
"In post","2023","Unknown","Office of Gas and Electricity Markets","Outside London","65","65","36970","32340"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","London","25","20","52590","43650"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","Outside London","75","75","52640","52360"
"In post","2023","Unknown","Scottish Government","London","15","15","53820","46390"
"In post","2023","Unknown","Scottish Government","Outside London","17475","16745","41510","36330"
"In post","2023","Unknown","Scottish Government","Overseas","20","20","76250","76030"
"In post","2023","Unknown","Welsh Government","London","10","10","56210","49760"
"In post","2023","Unknown","Welsh Government","Outside London","5950","5620","43670","39690"
"In post","2023","Unknown","Welsh Government","Overseas","15","15","59350","63900"
"Leaver CS","2023","Analysis","Cabinet Office","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Chancellor's other departments","London","30","[c]","57970","41850"
"Leaver CS","2023","Analysis","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Competition and Markets Authority","London","15","[c]","50620","55130"
"Leaver CS","2023","Analysis","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Business, Energy and Industrial Strategy","London","20","[c]","36680","32750"
"Leaver CS","2023","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Digital, Culture, Media and Sport","London","15","[c]","45230","39620"
"Leaver CS","2023","Analysis","Department for Education","London","15","[c]","34160","34540"
"Leaver CS","2023","Analysis","Department for Education","Outside London","20","[c]","40080","40420"
"Leaver CS","2023","Analysis","Department for Environment, Food and Rural Affairs","Outside London","40","[c]","33160","29750"
"Leaver CS","2023","Analysis","Department for International Trade","London","25","[c]","37300","31800"
"Leaver CS","2023","Analysis","Department for Levelling Up, Housing and Communities","London","25","[c]","37360","31030"
"Leaver CS","2023","Analysis","Department for Levelling Up, Housing and Communities","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Work and Pensions","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department for Work and Pensions","Outside London","10","[c]","38710","38930"
"Leaver CS","2023","Analysis","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Land Registry","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Revenue and Customs","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Revenue and Customs","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","HM Treasury","London","50","[c]","35040","23400"
"Leaver CS","2023","Analysis","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Home Office","London","45","[c]","34110","29820"
"Leaver CS","2023","Analysis","Home Office","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Ministry of Defence","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Ministry of Defence","Outside London","215","[c]","35070","30650"
"Leaver CS","2023","Analysis","Ministry of Justice","London","35","[c]","44620","43650"
"Leaver CS","2023","Analysis","Ministry of Justice","Outside London","10","[c]","36680","31270"
"Leaver CS","2023","Analysis","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","15","[c]","36600","33130"
"Leaver CS","2023","Analysis","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","UK Statistics Authority","London","15","[c]","38560","34560"
"Leaver CS","2023","Analysis","UK Statistics Authority","Outside London","125","[c]","30810","30210"
"Leaver CS","2023","Analysis","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Cabinet Office","London","125","[c]","72740","67120"
"Leaver CS","2023","Commercial","Cabinet Office","Outside London","85","[c]","58340","58490"
"Leaver CS","2023","Commercial","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Business, Energy and Industrial Strategy","Outside London","20","[c]","43400","43800"
"Leaver CS","2023","Commercial","Department for Digital, Culture, Media and Sport","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Education","Outside London","35","[c]","43140","38210"
"Leaver CS","2023","Commercial","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Environment, Food and Rural Affairs","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department for Transport","Outside London","20","[c]","37750","34350"
"Leaver CS","2023","Commercial","Department for Work and Pensions","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Foreign, Commonwealth and Development Office","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","HM Revenue and Customs","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Home Office","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Home Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Ministry of Defence","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Ministry of Defence","Outside London","155","[c]","41340","39010"
"Leaver CS","2023","Commercial","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Ministry of Justice","London","10","[c]","40160","41750"
"Leaver CS","2023","Commercial","Ministry of Justice","Outside London","15","[c]","31900","31270"
"Leaver CS","2023","Commercial","Scottish Government","Outside London","15","[c]","27910","25060"
"Leaver CS","2023","Commercial","The National Archives","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Export Finance","London","30","[c]","52590","44000"
"Leaver CS","2023","Commercial","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Cabinet Office","London","55","[c]","45960","41870"
"Leaver CS","2023","Communications","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Business, Energy and Industrial Strategy","London","20","[c]","44980","40050"
"Leaver CS","2023","Communications","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Education","London","20","[c]","40160","37870"
"Leaver CS","2023","Communications","Department for Education","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Environment, Food and Rural Affairs","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for International Trade","London","10","[c]","42550","41550"
"Leaver CS","2023","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Levelling Up, Housing and Communities","London","20","[c]","42700","36950"
"Leaver CS","2023","Communications","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Transport","Outside London","15","[c]","34390","31660"
"Leaver CS","2023","Communications","Department for Work and Pensions","London","15","[c]","40640","41880"
"Leaver CS","2023","Communications","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Department of Health and Social Care","London","10","[c]","40880","37640"
"Leaver CS","2023","Communications","Food Standards Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Land Registry","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Revenue and Customs","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Revenue and Customs","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Treasury","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Home Office","London","15","[c]","48390","47380"
"Leaver CS","2023","Communications","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Ministry of Defence","London","15","[c]","55940","47330"
"Leaver CS","2023","Communications","Ministry of Defence","Outside London","25","[c]","34980","29200"
"Leaver CS","2023","Communications","Ministry of Justice","London","15","[c]","39680","39530"
"Leaver CS","2023","Communications","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Gas and Electricity Markets","London","10","[c]","41050","39000"
"Leaver CS","2023","Communications","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Export Finance","London","10","[c]","75350","42000"
"Leaver CS","2023","Communications","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Attorney General's Departments","London","35","[c]","47650","42210"
"Leaver CS","2023","Counter Fraud","Cabinet Office","London","10","[c]","47580","54700"
"Leaver CS","2023","Counter Fraud","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","Outside London","20","[c]","30430","25980"
"Leaver CS","2023","Counter Fraud","Department for Digital, Culture, Media and Sport","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","London","65","[c]","30440","31060"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","Outside London","330","[c]","27060","27570"
"Leaver CS","2023","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","London","105","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","Outside London","320","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions","Outside London","320","[c]","22560","21690"
"Leaver CS","2023","Debt","Department for Work and Pensions","Unknown","15","[c]","24310","25110"
"Leaver CS","2023","Debt","HM Revenue and Customs","London","40","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","Outside London","470","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Attorney General's Departments","London","15","[c]","38680","32740"
"Leaver CS","2023","Digital, Data & Technology","Attorney General's Departments","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","London","175","[c]","51070","54700"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","Outside London","50","[c]","40360","38460"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Competition and Markets Authority","London","15","[c]","58050","53530"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","15","[c]","40560","40050"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Outside London","150","[c]","36540","35150"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
