"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Unknown","London","EO","20","20","29310","28770"
"In post","2023","Human Resources","Unknown","London","G6/G7","60","55","63700","61530"
"In post","2023","Human Resources","Unknown","London","SCS level","10","10","[c]","[c]"
"In post","2023","Human Resources","Unknown","London","SEO/HEO","45","45","38200","37410"
"In post","2023","Human Resources","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","North East (England)","EO","15","15","26320","26300"
"In post","2023","Human Resources","Unknown","North East (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Human Resources","Unknown","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","North East (England)","SEO/HEO","20","15","37150","38460"
"In post","2023","Human Resources","Unknown","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","North West (England)","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","North West (England)","G6/G7","15","15","61870","57970"
"In post","2023","Human Resources","Unknown","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","North West (England)","SEO/HEO","40","40","38100","38460"
"In post","2023","Human Resources","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Human Resources","Unknown","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Wales","G6/G7","15","15","55730","52600"
"In post","2023","Human Resources","Unknown","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Wales","SEO/HEO","15","15","36220","34400"
"In post","2023","Human Resources","Unknown","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2023","Human Resources","Unknown","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Unknown","Yorkshire and The Humber","SEO/HEO","15","15","35620","35000"
"In post","2023","Human Resources","Unknown","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","East Midlands (England)","SEO/HEO","15","15","42100","42510"
"In post","2023","Internal Audit","Internal Audit","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","East of England","SEO/HEO","10","10","46850","48410"
"In post","2023","Internal Audit","Internal Audit","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","London","G6/G7","70","65","62370","60270"
"In post","2023","Internal Audit","Internal Audit","London","SCS level","15","15","99870","93220"
"In post","2023","Internal Audit","Internal Audit","London","SEO/HEO","100","100","44160","43340"
"In post","2023","Internal Audit","Internal Audit","North East (England)","G6/G7","15","15","57820","57970"
"In post","2023","Internal Audit","Internal Audit","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","North East (England)","SEO/HEO","20","20","42440","42700"
"In post","2023","Internal Audit","Internal Audit","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","North West (England)","EO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","North West (England)","G6/G7","15","10","56830","52600"
"In post","2023","Internal Audit","Internal Audit","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","North West (England)","SEO/HEO","40","35","41900","42700"
"In post","2023","Internal Audit","Internal Audit","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Scotland","EO","5","5","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Scotland","G6/G7","15","15","55350","52000"
"In post","2023","Internal Audit","Internal Audit","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Scotland","SEO/HEO","35","35","39930","39660"
"In post","2023","Internal Audit","Internal Audit","South East (England)","AA/AO","10","10","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","South East (England)","EO","10","10","27810","27360"
"In post","2023","Internal Audit","Internal Audit","South East (England)","G6/G7","10","10","59880","57420"
"In post","2023","Internal Audit","Internal Audit","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","South East (England)","SEO/HEO","50","50","38310","37370"
"In post","2023","Internal Audit","Internal Audit","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","South West (England)","G6/G7","25","20","55190","54780"
"In post","2023","Internal Audit","Internal Audit","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","South West (England)","SEO/HEO","65","55","41880","42700"
"In post","2023","Internal Audit","Internal Audit","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Unknown","SEO/HEO","15","15","41690","43160"
"In post","2023","Internal Audit","Internal Audit","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Wales","G6/G7","15","15","58470","59730"
"In post","2023","Internal Audit","Internal Audit","Wales","SEO/HEO","15","15","40010","41240"
"In post","2023","Internal Audit","Internal Audit","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","West Midlands (England)","G6/G7","20","20","60900","59310"
"In post","2023","Internal Audit","Internal Audit","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","West Midlands (England)","SEO/HEO","30","30","40710","42700"
"In post","2023","Internal Audit","Internal Audit","Yorkshire and The Humber","G6/G7","25","25","58000","58180"
"In post","2023","Internal Audit","Internal Audit","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Internal Audit","Yorkshire and The Humber","SEO/HEO","25","20","40120","41780"
"In post","2023","Internal Audit","Operational Delivery","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Policy","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Communications","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Digital, Data and Technology","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Finance","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","East of England","AA/AO","10","5","[c]","[c]"
"In post","2023","Legal","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","London","AA/AO","15","15","23760","24480"
"In post","2023","Legal","Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Finance","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Finance","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Finance","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Human Resources","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Internal Audit","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","London","G6/G7","30","20","60250","62070"
"In post","2023","Legal","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","South East (England)","G6/G7","35","25","58790","58820"
"In post","2023","Legal","Knowledge and Information Management","South East (England)","SEO/HEO","10","10","35240","32750"
"In post","2023","Legal","Knowledge and Information Management","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Yorkshire and The Humber","EO","30","25","28120","28120"
"In post","2023","Legal","Knowledge and Information Management","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Knowledge and Information Management","Yorkshire and The Humber","SEO/HEO","25","20","34920","34170"
"In post","2023","Legal","Legal","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","East Midlands (England)","EO","20","20","28120","28080"
"In post","2023","Legal","Legal","East Midlands (England)","G6/G7","235","210","55220","54800"
"In post","2023","Legal","Legal","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Legal","Legal","East Midlands (England)","SEO/HEO","40","40","36500","35000"
"In post","2023","Legal","Legal","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","East of England","EO","15","15","28400","28080"
"In post","2023","Legal","Legal","East of England","G6/G7","230","205","60210","60000"
"In post","2023","Legal","Legal","East of England","SCS level","5","5","[c]","[c]"
"In post","2023","Legal","Legal","East of England","SEO/HEO","55","50","38940","39520"
"In post","2023","Legal","Legal","London","AA/AO","20","20","25160","24280"
"In post","2023","Legal","Legal","London","EO","255","245","30780","30160"
"In post","2023","Legal","Legal","London","G6/G7","2790","2600","63090","64330"
"In post","2023","Legal","Legal","London","SCS level","345","330","89780","83830"
"In post","2023","Legal","Legal","London","SEO/HEO","285","280","41630","40800"
"In post","2023","Legal","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","North East (England)","EO","20","20","28070","28080"
"In post","2023","Legal","Legal","North East (England)","G6/G7","165","155","56790","56450"
"In post","2023","Legal","Legal","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","North East (England)","SEO/HEO","40","35","37420","38760"
"In post","2023","Legal","Legal","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","North West (England)","EO","55","50","27630","27890"
"In post","2023","Legal","Legal","North West (England)","G6/G7","555","515","56920","56450"
"In post","2023","Legal","Legal","North West (England)","SCS level","10","10","90660","85460"
"In post","2023","Legal","Legal","North West (England)","SEO/HEO","130","125","37180","36990"
"In post","2023","Legal","Legal","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Northern Ireland","G6/G7","5","5","[c]","[c]"
"In post","2023","Legal","Legal","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2023","Legal","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Legal","Scotland","EO","5","5","[c]","[c]"
"In post","2023","Legal","Legal","Scotland","G6/G7","725","685","61510","58850"
"In post","2023","Legal","Legal","Scotland","SCS level","25","25","89640","85200"
"In post","2023","Legal","Legal","Scotland","SEO/HEO","50","40","43890","48410"
"In post","2023","Legal","Legal","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","South East (England)","EO","25","25","27670","28200"
"In post","2023","Legal","Legal","South East (England)","G6/G7","315","290","60820","61100"
"In post","2023","Legal","Legal","South East (England)","SCS level","10","10","[c]","[c]"
"In post","2023","Legal","Legal","South East (England)","SEO/HEO","60","55","39460","40800"
"In post","2023","Legal","Legal","South West (England)","EO","45","40","28000","28080"
"In post","2023","Legal","Legal","South West (England)","G6/G7","285","260","57450","56450"
"In post","2023","Legal","Legal","South West (England)","SCS level","10","10","[c]","[c]"
"In post","2023","Legal","Legal","South West (England)","SEO/HEO","50","45","37500","37420"
"In post","2023","Legal","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Wales","EO","10","10","27020","26900"
"In post","2023","Legal","Legal","Wales","G6/G7","230","210","56810","56450"
"In post","2023","Legal","Legal","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Wales","SEO/HEO","65","60","39480","38760"
"In post","2023","Legal","Legal","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","West Midlands (England)","EO","30","30","27510","26900"
"In post","2023","Legal","Legal","West Midlands (England)","G6/G7","320","295","57230","56450"
"In post","2023","Legal","Legal","West Midlands (England)","SCS level","10","10","[c]","[c]"
"In post","2023","Legal","Legal","West Midlands (England)","SEO/HEO","50","50","38250","38760"
"In post","2023","Legal","Legal","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Legal","Yorkshire and The Humber","EO","40","40","28010","27440"
"In post","2023","Legal","Legal","Yorkshire and The Humber","G6/G7","425","395","57360","56450"
"In post","2023","Legal","Legal","Yorkshire and The Humber","SCS level","15","15","89500","86600"
"In post","2023","Legal","Legal","Yorkshire and The Humber","SEO/HEO","80","80","38150","38760"
"In post","2023","Legal","Operational Delivery","East Midlands (England)","AA/AO","150","140","22360","22870"
"In post","2023","Legal","Operational Delivery","East Midlands (England)","EO","90","85","27850","27440"
"In post","2023","Legal","Operational Delivery","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","East Midlands (England)","SEO/HEO","35","35","34710","33810"
"In post","2023","Legal","Operational Delivery","East of England","AA/AO","115","105","23510","24480"
"In post","2023","Legal","Operational Delivery","East of England","EO","100","90","28930","28850"
"In post","2023","Legal","Operational Delivery","East of England","G6/G7","10","5","[c]","[c]"
"In post","2023","Legal","Operational Delivery","East of England","SEO/HEO","20","20","36510","34590"
"In post","2023","Legal","Operational Delivery","London","AA/AO","400","375","24500","24480"
"In post","2023","Legal","Operational Delivery","London","EO","535","505","29280","28870"
"In post","2023","Legal","Operational Delivery","London","G6/G7","60","60","61530","58100"
"In post","2023","Legal","Operational Delivery","London","SCS level","10","10","87980","80740"
"In post","2023","Legal","Operational Delivery","London","SEO/HEO","220","215","36480","35000"
"In post","2023","Legal","Operational Delivery","North East (England)","AA/AO","100","85","22340","22870"
"In post","2023","Legal","Operational Delivery","North East (England)","EO","85","75","27860","27650"
"In post","2023","Legal","Operational Delivery","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","North East (England)","SEO/HEO","30","30","35110","34550"
"In post","2023","Legal","Operational Delivery","North West (England)","AA/AO","260","240","22680","22870"
"In post","2023","Legal","Operational Delivery","North West (England)","EO","245","225","28240","28850"
"In post","2023","Legal","Operational Delivery","North West (England)","G6/G7","15","15","61000","56870"
"In post","2023","Legal","Operational Delivery","North West (England)","SEO/HEO","90","90","35950","35000"
"In post","2023","Legal","Operational Delivery","Northern Ireland","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Scotland","EO","10","5","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Scotland","SEO/HEO","10","10","37230","35000"
"In post","2023","Legal","Operational Delivery","South East (England)","AA/AO","185","175","23820","24480"
"In post","2023","Legal","Operational Delivery","South East (England)","EO","150","140","29150","28200"
"In post","2023","Legal","Operational Delivery","South East (England)","G6/G7","15","15","62740","56950"
"In post","2023","Legal","Operational Delivery","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","South East (England)","SEO/HEO","35","35","36190","34700"
"In post","2023","Legal","Operational Delivery","South West (England)","AA/AO","75","70","22360","22870"
"In post","2023","Legal","Operational Delivery","South West (England)","EO","60","55","27680","27420"
"In post","2023","Legal","Operational Delivery","South West (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Legal","Operational Delivery","South West (England)","SEO/HEO","20","20","35860","33810"
"In post","2023","Legal","Operational Delivery","Wales","AA/AO","80","75","22990","22870"
"In post","2023","Legal","Operational Delivery","Wales","EO","65","60","27920","27750"
"In post","2023","Legal","Operational Delivery","Wales","G6/G7","5","5","[c]","[c]"
"In post","2023","Legal","Operational Delivery","Wales","SEO/HEO","25","25","35250","33810"
"In post","2023","Legal","Operational Delivery","West Midlands (England)","AA/AO","145","135","22800","22870"
"In post","2023","Legal","Operational Delivery","West Midlands (England)","EO","120","115","27780","27650"
"In post","2023","Legal","Operational Delivery","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Legal","Operational Delivery","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Operational Delivery","West Midlands (England)","SEO/HEO","35","35","34890","33300"
"In post","2023","Legal","Operational Delivery","Yorkshire and The Humber","AA/AO","185","165","22710","22870"
"In post","2023","Legal","Operational Delivery","Yorkshire and The Humber","EO","150","135","27750","27570"
"In post","2023","Legal","Operational Delivery","Yorkshire and The Humber","G6/G7","15","15","60660","59220"
"In post","2023","Legal","Operational Delivery","Yorkshire and The Humber","SEO/HEO","60","60","34390","33810"
"In post","2023","Legal","Other","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","London","G6/G7","20","15","64220","65970"
"In post","2023","Legal","Other","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Other","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","North West (England)","G6/G7","10","10","63530","63750"
"In post","2023","Legal","Other","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Legal","Other","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Other","Yorkshire and The Humber","G6/G7","5","5","[c]","[c]"
"In post","2023","Legal","Other","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Policy","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","London","G6/G7","45","45","63520","62560"
"In post","2023","Legal","Policy","London","SCS level","5","5","[c]","[c]"
"In post","2023","Legal","Policy","London","SEO/HEO","25","25","38610","38860"
"In post","2023","Legal","Policy","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Scotland","G6/G7","10","10","[c]","[c]"
"In post","2023","Legal","Policy","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Legal","Policy","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Policy","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
