"Status","Year","Age","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","60-64","Grants Management","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Female","145","[c]","32180","26740"
"Leaver CS","2023","60-64","Human Resources","Male","120","[c]","36630","33300"
"Leaver CS","2023","60-64","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Female","60","[c]","48060","49050"
"Leaver CS","2023","60-64","Legal","Male","40","[c]","61520","63500"
"Leaver CS","2023","60-64","No function","Female","2150","[c]","30380","27570"
"Leaver CS","2023","60-64","No function","Male","1660","[c]","36870","29290"
"Leaver CS","2023","60-64","Project Delivery","Female","85","[c]","47460","44020"
"Leaver CS","2023","60-64","Project Delivery","Male","120","[c]","53980","47240"
"Leaver CS","2023","60-64","Property","Female","50","[c]","35030","30450"
"Leaver CS","2023","60-64","Property","Male","80","[c]","40730","41330"
"Leaver CS","2023","60-64","Security","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Male","115","[c]","37630","40880"
"Leaver CS","2023","60-64","Unknown","Female","165","[c]","46540","41500"
"Leaver CS","2023","60-64","Unknown","Male","210","[c]","48710","45940"
"Leaver CS","2023","65+","Analysis","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Female","100","[c]","26670","26750"
"Leaver CS","2023","65+","Counter Fraud","Male","90","[c]","30140","28120"
"Leaver CS","2023","65+","Debt","Female","70","[c]","22750","21690"
"Leaver CS","2023","65+","Debt","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Female","40","[c]","37870","33630"
"Leaver CS","2023","65+","Digital, Data & Technology","Male","75","[c]","38160","34620"
"Leaver CS","2023","65+","Finance","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","65+","Finance","Male","55","[c]","40090","35420"
"Leaver CS","2023","65+","Grants Management","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Grants Management","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Human Resources","Female","105","[c]","26920","22330"
"Leaver CS","2023","65+","Human Resources","Male","105","[c]","34380","33300"
"Leaver CS","2023","65+","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Legal","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","65+","No function","Female","1700","[c]","27490","25060"
"Leaver CS","2023","65+","No function","Male","1495","[c]","31160","27450"
"Leaver CS","2023","65+","Project Delivery","Female","45","[c]","44380","39490"
"Leaver CS","2023","65+","Project Delivery","Male","65","[c]","46230","43520"
"Leaver CS","2023","65+","Property","Female","40","[c]","31340","27590"
"Leaver CS","2023","65+","Property","Male","75","[c]","34450","33300"
"Leaver CS","2023","65+","Security","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Security","Male","105","[c]","28580","24280"
"Leaver CS","2023","65+","Unknown","Female","90","[c]","41660","32520"
"Leaver CS","2023","65+","Unknown","Male","120","[c]","43370","38330"
"Leaver CS","2023","Unknown","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Female","60","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","No function","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Analysis","Female","150","[c]","36120","33650"
"Leaver Dept.","2023","20-29","Analysis","Male","150","[c]","35970","34020"
"Leaver Dept.","2023","20-29","Commercial","Female","40","[c]","32990","29780"
"Leaver Dept.","2023","20-29","Commercial","Male","40","[c]","32740","31830"
"Leaver Dept.","2023","20-29","Communications","Female","80","[c]","32050","31900"
"Leaver Dept.","2023","20-29","Communications","Male","45","[c]","35620","33570"
"Leaver Dept.","2023","20-29","Counter Fraud","Female","55","[c]","29180","28120"
"Leaver Dept.","2023","20-29","Counter Fraud","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Debt","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Female","85","[c]","34590","32380"
"Leaver Dept.","2023","20-29","Digital, Data & Technology","Male","95","[c]","33960","32960"
"Leaver Dept.","2023","20-29","Finance","Female","55","[c]","34360","32660"
"Leaver Dept.","2023","20-29","Finance","Male","70","[c]","34030","33050"
"Leaver Dept.","2023","20-29","Grants Management","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Grants Management","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Human Resources","Female","155","[c]","31950","30730"
"Leaver Dept.","2023","20-29","Human Resources","Male","65","[c]","31350","29020"
"Leaver Dept.","2023","20-29","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal","Female","50","[c]","28970","27760"
"Leaver Dept.","2023","20-29","Legal","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","No function","Female","1795","[c]","32120","30330"
"Leaver Dept.","2023","20-29","No function","Male","1240","[c]","32780","31260"
"Leaver Dept.","2023","20-29","Project Delivery","Female","105","[c]","33490","32960"
"Leaver Dept.","2023","20-29","Project Delivery","Male","70","[c]","32870","33090"
"Leaver Dept.","2023","20-29","Property","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Property","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Security","Female","30","[c]","32360","27930"
"Leaver Dept.","2023","20-29","Security","Male","35","[c]","28840","27500"
"Leaver Dept.","2023","20-29","Unknown","Female","350","[c]","32680","32000"
"Leaver Dept.","2023","20-29","Unknown","Male","210","[c]","32690","32000"
"Leaver Dept.","2023","30-39","Analysis","Female","70","[c]","43980","42470"
"Leaver Dept.","2023","30-39","Analysis","Male","85","[c]","44530","41760"
"Leaver Dept.","2023","30-39","Commercial","Female","45","[c]","40210","39540"
"Leaver Dept.","2023","30-39","Commercial","Male","45","[c]","38440","39090"
"Leaver Dept.","2023","30-39","Communications","Female","65","[c]","43730","41930"
"Leaver Dept.","2023","30-39","Communications","Male","40","[c]","42530","40050"
"Leaver Dept.","2023","30-39","Counter Fraud","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Debt","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Debt","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Female","115","[c]","40880","37880"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Male","130","[c]","40780","37590"
"Leaver Dept.","2023","30-39","Finance","Female","70","[c]","41830","41360"
"Leaver Dept.","2023","30-39","Finance","Male","65","[c]","42290","38020"
"Leaver Dept.","2023","30-39","Grants Management","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Grants Management","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Female","180","[c]","39130","35310"
"Leaver Dept.","2023","30-39","Human Resources","Male","70","[c]","37890","34550"
"Leaver Dept.","2023","30-39","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","Female","60","[c]","46230","50500"
"Leaver Dept.","2023","30-39","Legal","Male","35","[c]","47800","52020"
"Leaver Dept.","2023","30-39","No function","Female","1545","[c]","38060","33110"
"Leaver Dept.","2023","30-39","No function","Male","1290","[c]","39460","34550"
"Leaver Dept.","2023","30-39","Project Delivery","Female","80","[c]","40480","37850"
"Leaver Dept.","2023","30-39","Project Delivery","Male","95","[c]","42230","40300"
"Leaver Dept.","2023","30-39","Property","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Male","45","[c]","31860","30200"
"Leaver Dept.","2023","30-39","Unknown","Female","220","[c]","41840","37710"
"Leaver Dept.","2023","30-39","Unknown","Male","195","[c]","39680","34920"
"Leaver Dept.","2023","40-49","Analysis","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Male","30","[c]","53640","55960"
"Leaver Dept.","2023","40-49","Commercial","Female","40","[c]","39830","39040"
"Leaver Dept.","2023","40-49","Commercial","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Communications","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Counter Fraud","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Debt","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Female","80","[c]","48580","46420"
"Leaver Dept.","2023","40-49","Digital, Data & Technology","Male","130","[c]","47190","43700"
"Leaver Dept.","2023","40-49","Finance","Female","65","[c]","46890","39050"
"Leaver Dept.","2023","40-49","Finance","Male","45","[c]","50210","42420"
"Leaver Dept.","2023","40-49","Grants Management","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Grants Management","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Human Resources","Female","120","[c]","42260","35790"
"Leaver Dept.","2023","40-49","Human Resources","Male","40","[c]","39480","38560"
"Leaver Dept.","2023","40-49","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Legal","Female","40","[c]","51450","51250"
"Leaver Dept.","2023","40-49","Legal","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","No function","Female","1055","[c]","37370","30510"
"Leaver Dept.","2023","40-49","No function","Male","720","[c]","42130","34170"
"Leaver Dept.","2023","40-49","Project Delivery","Female","75","[c]","46190","41200"
"Leaver Dept.","2023","40-49","Project Delivery","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Property","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Property","Male","35","[c]","40020","35370"
"Leaver Dept.","2023","40-49","Security","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Security","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Female","115","[c]","43600","38470"
"Leaver Dept.","2023","40-49","Unknown","Male","90","[c]","47730","45580"
"Leaver Dept.","2023","50-59","Analysis","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Analysis","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Commercial","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Commercial","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Communications","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Communications","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Counter Fraud","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Counter Fraud","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Debt","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Debt","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Digital, Data & Technology","Female","45","[c]","41360","38470"
"Leaver Dept.","2023","50-59","Digital, Data & Technology","Male","60","[c]","48240","38790"
"Leaver Dept.","2023","50-59","Finance","Female","45","[c]","47770","37180"
"Leaver Dept.","2023","50-59","Finance","Male","35","[c]","57850","51910"
"Leaver Dept.","2023","50-59","Grants Management","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Human Resources","Female","85","[c]","38390","34970"
"Leaver Dept.","2023","50-59","Human Resources","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Legal","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Female","695","[c]","33740","28120"
"Leaver Dept.","2023","50-59","No function","Male","495","[c]","41860","31920"
"Leaver Dept.","2023","50-59","Project Delivery","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Male","50","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Female","80","[c]","30120","27570"
"Leaver Dept.","2023","60-64","No function","Male","70","[c]","31540","27570"
"Leaver Dept.","2023","60-64","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Male","30","[c]","25100","24840"
"New entrant CS","2023","16-19","Commercial","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Commercial","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Female","35","[c]","21250","20980"
"New entrant CS","2023","16-19","Legal","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Female","430","[c]","23780","22520"
"New entrant CS","2023","16-19","No function","Male","355","[c]","23750","22520"
"New entrant CS","2023","16-19","Project Delivery","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Female","40","[c]","21740","22180"
"New entrant CS","2023","16-19","Unknown","Male","45","[c]","19990","21690"
"New entrant CS","2023","20-29","Analysis","Female","465","[c]","31140","31270"
"New entrant CS","2023","20-29","Analysis","Male","535","[c]","30780","31120"
"New entrant CS","2023","20-29","Commercial","Female","145","[c]","30200","28840"
"New entrant CS","2023","20-29","Commercial","Male","140","[c]","30010","28840"
"New entrant CS","2023","20-29","Communications","Female","155","[c]","32610","32970"
"New entrant CS","2023","20-29","Communications","Male","90","[c]","32310","32980"
"New entrant CS","2023","20-29","Counter Fraud","Female","120","[c]","27150","27650"
"New entrant CS","2023","20-29","Counter Fraud","Male","100","[c]","28310","27650"
"New entrant CS","2023","20-29","Debt","Female","420","[c]","22920","22520"
"New entrant CS","2023","20-29","Debt","Male","355","[c]","22850","22520"
"New entrant CS","2023","20-29","Digital, Data & Technology","Female","420","[c]","31960","30330"
"New entrant CS","2023","20-29","Digital, Data & Technology","Male","720","[c]","32400","31060"
"New entrant CS","2023","20-29","Finance","Female","160","[c]","29200","27650"
"New entrant CS","2023","20-29","Finance","Male","180","[c]","28950","27080"
"New entrant CS","2023","20-29","Grants Management","Female","55","[c]","22940","22150"
"New entrant CS","2023","20-29","Grants Management","Male","70","[c]","22520","22150"
"New entrant CS","2023","20-29","Human Resources","Female","270","[c]","28740","27690"
"New entrant CS","2023","20-29","Human Resources","Male","105","[c]","27160","26160"
"New entrant CS","2023","20-29","Internal Audit","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Legal","Female","470","[c]","28290","26900"
"New entrant CS","2023","20-29","Legal","Male","215","[c]","28740","25830"
"New entrant CS","2023","20-29","No function","Female","8610","[c]","25940","23890"
"New entrant CS","2023","20-29","No function","Male","6125","[c]","26720","25750"
"New entrant CS","2023","20-29","Project Delivery","Female","405","[c]","29300","28840"
"New entrant CS","2023","20-29","Project Delivery","Male","325","[c]","29370","28840"
"New entrant CS","2023","20-29","Property","Female","145","[c]","26880","25830"
"New entrant CS","2023","20-29","Property","Male","150","[c]","26560","24710"
"New entrant CS","2023","20-29","Security","Female","105","[c]","26580","25350"
"New entrant CS","2023","20-29","Security","Male","230","[c]","27070","26350"
"New entrant CS","2023","20-29","Unknown","Female","905","[c]","28300","28840"
"New entrant CS","2023","20-29","Unknown","Male","820","[c]","27260","27330"
"New entrant CS","2023","30-39","Analysis","Female","125","[c]","37890","35580"
"New entrant CS","2023","30-39","Analysis","Male","145","[c]","39410","35410"
"New entrant CS","2023","30-39","Commercial","Female","115","[c]","37780","33240"
"New entrant CS","2023","30-39","Commercial","Male","85","[c]","44340","37420"
"New entrant CS","2023","30-39","Communications","Female","100","[c]","38940","37690"
"New entrant CS","2023","30-39","Communications","Male","65","[c]","41230","40390"
"New entrant CS","2023","30-39","Counter Fraud","Female","95","[c]","30200","27650"
"New entrant CS","2023","30-39","Counter Fraud","Male","85","[c]","29730","27890"
"New entrant CS","2023","30-39","Debt","Female","230","[c]","22670","22520"
"New entrant CS","2023","30-39","Debt","Male","150","[c]","22770","22520"
"New entrant CS","2023","30-39","Digital, Data & Technology","Female","365","[c]","39890","37690"
"New entrant CS","2023","30-39","Digital, Data & Technology","Male","575","[c]","41110","38150"
"New entrant CS","2023","30-39","Finance","Female","120","[c]","34630","34000"
"New entrant CS","2023","30-39","Finance","Male","85","[c]","35720","33830"
"New entrant CS","2023","30-39","Grants Management","Female","50","[c]","23490","22150"
"New entrant CS","2023","30-39","Grants Management","Male","40","[c]","23370","22150"
"New entrant CS","2023","30-39","Human Resources","Female","210","[c]","33640","31270"
"New entrant CS","2023","30-39","Human Resources","Male","95","[c]","34240","32390"
"New entrant CS","2023","30-39","Internal Audit","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Legal","Female","310","[c]","41700","40570"
"New entrant CS","2023","30-39","Legal","Male","150","[c]","42340","45230"
"New entrant CS","2023","30-39","No function","Female","4650","[c]","28020","24710"
"New entrant CS","2023","30-39","No function","Male","3910","[c]","29430","27490"
"New entrant CS","2023","30-39","Project Delivery","Female","230","[c]","39400","36940"
"New entrant CS","2023","30-39","Project Delivery","Male","205","[c]","41170","39890"
"New entrant CS","2023","30-39","Property","Female","105","[c]","30890","25920"
"New entrant CS","2023","30-39","Property","Male","80","[c]","34390","33480"
"New entrant CS","2023","30-39","Security","Female","60","[c]","28840","26240"
"New entrant CS","2023","30-39","Security","Male","160","[c]","30750","27500"
"New entrant CS","2023","30-39","Unknown","Female","720","[c]","33250","30440"
"New entrant CS","2023","30-39","Unknown","Male","550","[c]","33450","29100"
"New entrant CS","2023","40-49","Analysis","Female","50","[c]","40150","35290"
"New entrant CS","2023","40-49","Analysis","Male","55","[c]","44970","37890"
"New entrant CS","2023","40-49","Commercial","Female","90","[c]","44530","37300"
"New entrant CS","2023","40-49","Commercial","Male","60","[c]","50840","41670"
"New entrant CS","2023","40-49","Communications","Female","65","[c]","44130","41510"
