"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Internal Audit","SEO/HEO","Male","Heterosexual / straight","135","130","42490","42700"
"In post","2023","Internal Audit","SEO/HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Internal Audit","SEO/HEO","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Internal Audit","SEO/HEO","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Internal Audit","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","AA/AO","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","AA/AO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","AA/AO","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","AA/AO","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","EO","Female","Heterosexual / straight","45","45","28320","29280"
"In post","2023","International Trade","EO","Female","LGBO","5","5","[c]","[c]"
"In post","2023","International Trade","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","EO","Female","Unknown","20","20","[c]","[c]"
"In post","2023","International Trade","EO","Male","Heterosexual / straight","30","30","28820","29280"
"In post","2023","International Trade","EO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","International Trade","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","EO","Male","Unknown","15","15","[c]","[c]"
"In post","2023","International Trade","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","G6/G7","Female","Heterosexual / straight","245","240","58420","55500"
"In post","2023","International Trade","G6/G7","Female","LGBO","15","15","[c]","[c]"
"In post","2023","International Trade","G6/G7","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","International Trade","G6/G7","Female","Unknown","105","105","57310","55370"
"In post","2023","International Trade","G6/G7","Male","Heterosexual / straight","260","260","59700","56780"
"In post","2023","International Trade","G6/G7","Male","LGBO","45","45","58120","56050"
"In post","2023","International Trade","G6/G7","Male","Undeclared","35","35","58670","57110"
"In post","2023","International Trade","G6/G7","Male","Unknown","110","110","58320","55500"
"In post","2023","International Trade","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","SCS level","Female","Heterosexual / straight","40","40","83100","76180"
"In post","2023","International Trade","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2023","International Trade","SCS level","Male","Heterosexual / straight","45","45","86470","77800"
"In post","2023","International Trade","SCS level","Male","LGBO","10","10","[c]","[c]"
"In post","2023","International Trade","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","International Trade","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2023","International Trade","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","SEO/HEO","Female","Heterosexual / straight","330","320","39010","40440"
"In post","2023","International Trade","SEO/HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2023","International Trade","SEO/HEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","International Trade","SEO/HEO","Female","Unknown","130","130","38980","39450"
"In post","2023","International Trade","SEO/HEO","Male","Heterosexual / straight","325","320","39330","41380"
"In post","2023","International Trade","SEO/HEO","Male","LGBO","50","50","39120","41430"
"In post","2023","International Trade","SEO/HEO","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","International Trade","SEO/HEO","Male","Unknown","155","150","39470","41550"
"In post","2023","International Trade","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","International Trade","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","AA/AO","Female","Heterosexual / straight","180","165","23000","22220"
"In post","2023","Knowledge and Information Management","AA/AO","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","AA/AO","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Knowledge and Information Management","AA/AO","Female","Unknown","35","30","22820","22220"
"In post","2023","Knowledge and Information Management","AA/AO","Male","Heterosexual / straight","115","110","23530","22220"
"In post","2023","Knowledge and Information Management","AA/AO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","AA/AO","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","AA/AO","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","EO","Female","Heterosexual / straight","275","255","28170","28050"
"In post","2023","Knowledge and Information Management","EO","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Knowledge and Information Management","EO","Female","Undeclared","45","40","29230","28290"
"In post","2023","Knowledge and Information Management","EO","Female","Unknown","40","35","28690","28120"
"In post","2023","Knowledge and Information Management","EO","Male","Heterosexual / straight","165","160","28560","28120"
"In post","2023","Knowledge and Information Management","EO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","EO","Male","Undeclared","40","40","29120","28120"
"In post","2023","Knowledge and Information Management","EO","Male","Unknown","45","45","28810","28120"
"In post","2023","Knowledge and Information Management","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","G6/G7","Female","Heterosexual / straight","130","120","58140","57090"
"In post","2023","Knowledge and Information Management","G6/G7","Female","LGBO","10","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","G6/G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","G6/G7","Female","Unknown","25","25","[c]","[c]"
"In post","2023","Knowledge and Information Management","G6/G7","Male","Heterosexual / straight","130","115","58900","57940"
"In post","2023","Knowledge and Information Management","G6/G7","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","G6/G7","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Knowledge and Information Management","G6/G7","Male","Unknown","30","25","[c]","[c]"
"In post","2023","Knowledge and Information Management","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SEO/HEO","Female","Heterosexual / straight","395","375","36890","35680"
"In post","2023","Knowledge and Information Management","SEO/HEO","Female","LGBO","25","20","[c]","[c]"
"In post","2023","Knowledge and Information Management","SEO/HEO","Female","Undeclared","65","60","37900","37110"
"In post","2023","Knowledge and Information Management","SEO/HEO","Female","Unknown","75","70","37670","36000"
"In post","2023","Knowledge and Information Management","SEO/HEO","Male","Heterosexual / straight","310","305","37860","36920"
"In post","2023","Knowledge and Information Management","SEO/HEO","Male","LGBO","40","40","36610","36450"
"In post","2023","Knowledge and Information Management","SEO/HEO","Male","Undeclared","60","60","38750","37880"
"In post","2023","Knowledge and Information Management","SEO/HEO","Male","Unknown","65","65","37440","37650"
"In post","2023","Knowledge and Information Management","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Knowledge and Information Management","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","AA/AO","Female","Heterosexual / straight","80","70","23330","22520"
"In post","2023","Legal","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","AA/AO","Female","Undeclared","15","10","[c]","[c]"
"In post","2023","Legal","AA/AO","Female","Unknown","35","25","23250","22520"
"In post","2023","Legal","AA/AO","Male","Heterosexual / straight","55","55","23390","22520"
"In post","2023","Legal","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","AA/AO","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Legal","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","EO","Female","Heterosexual / straight","480","455","29500","28180"
"In post","2023","Legal","EO","Female","LGBO","35","35","28750","28130"
"In post","2023","Legal","EO","Female","Undeclared","55","50","29510","28340"
"In post","2023","Legal","EO","Female","Unknown","195","180","29620","28130"
"In post","2023","Legal","EO","Male","Heterosexual / straight","360","355","29580","28130"
"In post","2023","Legal","EO","Male","LGBO","30","30","[c]","[c]"
"In post","2023","Legal","EO","Male","Undeclared","50","50","30360","29730"
"In post","2023","Legal","EO","Male","Unknown","145","145","29430","28130"
"In post","2023","Legal","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","G6/G7","Female","Heterosexual / straight","3200","2930","59620","56870"
"In post","2023","Legal","G6/G7","Female","LGBO","120","115","59690","56450"
"In post","2023","Legal","G6/G7","Female","Undeclared","245","225","62220","62540"
"In post","2023","Legal","G6/G7","Female","Unknown","835","730","61630","60930"
"In post","2023","Legal","G6/G7","Male","Heterosexual / straight","1630","1585","60630","58850"
"In post","2023","Legal","G6/G7","Male","LGBO","165","165","61620","59240"
"In post","2023","Legal","G6/G7","Male","Undeclared","185","175","63870","63990"
"In post","2023","Legal","G6/G7","Male","Unknown","475","450","63660","63370"
"In post","2023","Legal","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","SCS level","Female","Heterosexual / straight","185","175","88540","84170"
"In post","2023","Legal","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Legal","SCS level","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Legal","SCS level","Female","Unknown","45","45","88620","82630"
"In post","2023","Legal","SCS level","Male","Heterosexual / straight","130","130","93750","87290"
"In post","2023","Legal","SCS level","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Legal","SCS level","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Legal","SCS level","Male","Unknown","40","40","88920","85000"
"In post","2023","Legal","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","SEO/HEO","Female","Heterosexual / straight","1050","960","39750","39450"
"In post","2023","Legal","SEO/HEO","Female","LGBO","45","45","39880","38760"
"In post","2023","Legal","SEO/HEO","Female","Undeclared","155","140","42440","43050"
"In post","2023","Legal","SEO/HEO","Female","Unknown","290","275","39920","39450"
"In post","2023","Legal","SEO/HEO","Male","Heterosexual / straight","690","670","39690","39450"
"In post","2023","Legal","SEO/HEO","Male","LGBO","45","45","38820","38760"
"In post","2023","Legal","SEO/HEO","Male","Undeclared","130","120","40470","39450"
"In post","2023","Legal","SEO/HEO","Male","Unknown","255","245","39560","39790"
"In post","2023","Legal","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","AA/AO","Female","Heterosexual / straight","190","175","24860","24680"
"In post","2023","Medicine","AA/AO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Medicine","AA/AO","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Medicine","AA/AO","Female","Unknown","85","70","22920","23180"
"In post","2023","Medicine","AA/AO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Medicine","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","AA/AO","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Medicine","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","EO","Female","Heterosexual / straight","170","150","32910","32930"
"In post","2023","Medicine","EO","Female","LGBO","10","5","[c]","[c]"
"In post","2023","Medicine","EO","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Medicine","EO","Female","Unknown","35","30","33780","32930"
"In post","2023","Medicine","EO","Male","Heterosexual / straight","60","55","32550","32930"
"In post","2023","Medicine","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","EO","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Medicine","EO","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Medicine","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","G6/G7","Female","Heterosexual / straight","320","270","74730","77270"
"In post","2023","Medicine","G6/G7","Female","LGBO","10","5","[c]","[c]"
"In post","2023","Medicine","G6/G7","Female","Undeclared","55","50","73720","70190"
"In post","2023","Medicine","G6/G7","Female","Unknown","90","70","77600","79770"
"In post","2023","Medicine","G6/G7","Male","Heterosexual / straight","190","175","79730","81980"
"In post","2023","Medicine","G6/G7","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Medicine","G6/G7","Male","Undeclared","20","15","[c]","[c]"
"In post","2023","Medicine","G6/G7","Male","Unknown","40","30","83490","85070"
"In post","2023","Medicine","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","SCS level","Female","Heterosexual / straight","110","95","108960","104480"
"In post","2023","Medicine","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","SCS level","Female","Undeclared","20","15","[c]","[c]"
"In post","2023","Medicine","SCS level","Female","Unknown","45","35","116030","115590"
"In post","2023","Medicine","SCS level","Male","Heterosexual / straight","80","65","112000","112570"
"In post","2023","Medicine","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Medicine","SCS level","Male","Undeclared","20","15","[c]","[c]"
"In post","2023","Medicine","SCS level","Male","Unknown","35","30","117520","119130"
"In post","2023","Medicine","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","SEO/HEO","Female","Heterosexual / straight","440","390","41390","40670"
"In post","2023","Medicine","SEO/HEO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Medicine","SEO/HEO","Female","Undeclared","50","45","42160","40880"
"In post","2023","Medicine","SEO/HEO","Female","Unknown","90","80","41280","40590"
"In post","2023","Medicine","SEO/HEO","Male","Heterosexual / straight","130","120","42870","41190"
"In post","2023","Medicine","SEO/HEO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Medicine","SEO/HEO","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Medicine","SEO/HEO","Male","Unknown","35","35","40580","40590"
"In post","2023","Medicine","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medicine","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","AA/AO","Female","Heterosexual / straight","40330","34535","23440","22400"
"In post","2023","Operational Delivery","AA/AO","Female","LGBO","2665","2520","25280","23230"
"In post","2023","Operational Delivery","AA/AO","Female","Undeclared","5130","4250","23150","22400"
"In post","2023","Operational Delivery","AA/AO","Female","Unknown","15690","13425","23570","22520"
"In post","2023","Operational Delivery","AA/AO","Male","Heterosexual / straight","28335","27005","25610","23140"
"In post","2023","Operational Delivery","AA/AO","Male","LGBO","1945","1875","24240","22520"
"In post","2023","Operational Delivery","AA/AO","Male","Undeclared","3260","3050","24650","22520"
"In post","2023","Operational Delivery","AA/AO","Male","Unknown","11855","11220","25010","22520"
"In post","2023","Operational Delivery","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","EO","Female","Heterosexual / straight","34850","30995","28700","28120"
"In post","2023","Operational Delivery","EO","Female","LGBO","1790","1705","29300","28120"
"In post","2023","Operational Delivery","EO","Female","Undeclared","4035","3515","28770","28120"
"In post","2023","Operational Delivery","EO","Female","Unknown","10090","8965","28780","28120"
"In post","2023","Operational Delivery","EO","Male","Heterosexual / straight","23290","22365","29600","28120"
"In post","2023","Operational Delivery","EO","Male","LGBO","1665","1620","28710","28120"
"In post","2023","Operational Delivery","EO","Male","Undeclared","3305","3085","29440","28120"
"In post","2023","Operational Delivery","EO","Male","Unknown","8105","7735","29590","28120"
"In post","2023","Operational Delivery","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","G6/G7","Female","Heterosexual / straight","3515","3400","58980","56730"
"In post","2023","Operational Delivery","G6/G7","Female","LGBO","160","160","58660","55740"
"In post","2023","Operational Delivery","G6/G7","Female","Undeclared","325","310","60110","57510"
"In post","2023","Operational Delivery","G6/G7","Female","Unknown","575","555","59140","56870"
"In post","2023","Operational Delivery","G6/G7","Male","Heterosexual / straight","3170","3115","61080","58190"
"In post","2023","Operational Delivery","G6/G7","Male","LGBO","215","215","58820","56310"
"In post","2023","Operational Delivery","G6/G7","Male","Undeclared","385","380","62170","59430"
"In post","2023","Operational Delivery","G6/G7","Male","Unknown","565","555","59990","57970"
"In post","2023","Operational Delivery","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","SCS level","Female","Heterosexual / straight","320","310","89570","81600"
"In post","2023","Operational Delivery","SCS level","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Operational Delivery","SCS level","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Operational Delivery","SCS level","Female","Unknown","50","50","91280","84000"
"In post","2023","Operational Delivery","SCS level","Male","Heterosexual / straight","350","345","94660","86700"
"In post","2023","Operational Delivery","SCS level","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Operational Delivery","SCS level","Male","Undeclared","25","25","[c]","[c]"
"In post","2023","Operational Delivery","SCS level","Male","Unknown","80","75","95850","90890"
"In post","2023","Operational Delivery","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","SEO/HEO","Female","Heterosexual / straight","17970","16955","37270","35240"
"In post","2023","Operational Delivery","SEO/HEO","Female","LGBO","995","970","37890","36180"
"In post","2023","Operational Delivery","SEO/HEO","Female","Undeclared","1905","1785","37820","35920"
"In post","2023","Operational Delivery","SEO/HEO","Female","Unknown","3120","2960","37040","35000"
"In post","2023","Operational Delivery","SEO/HEO","Male","Heterosexual / straight","14600","14165","39110","38180"
"In post","2023","Operational Delivery","SEO/HEO","Male","LGBO","920","900","37430","35410"
"In post","2023","Operational Delivery","SEO/HEO","Male","Undeclared","2030","1945","39040","37690"
"In post","2023","Operational Delivery","SEO/HEO","Male","Unknown","2830","2735","38280","36890"
"In post","2023","Operational Delivery","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","Female","Heterosexual / straight","12370","11460","30720","29050"
"In post","2023","Operational Delivery","Unknown","Female","LGBO","895","865","29330","26840"
"In post","2023","Operational Delivery","Unknown","Female","Undeclared","845","770","32210","30810"
"In post","2023","Operational Delivery","Unknown","Female","Unknown","2340","2115","27820","26840"
"In post","2023","Operational Delivery","Unknown","Male","Heterosexual / straight","3765","3590","31870","29050"
"In post","2023","Operational Delivery","Unknown","Male","LGBO","365","360","30440","26840"
"In post","2023","Operational Delivery","Unknown","Male","Undeclared","390","370","34280","33340"
"In post","2023","Operational Delivery","Unknown","Male","Unknown","945","855","28760","26840"
"In post","2023","Operational Delivery","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Delivery","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","AA/AO","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Operational Research","AA/AO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","AA/AO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","AA/AO","Female","Unknown","45","40","22520","22520"
"In post","2023","Operational Research","AA/AO","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Operational Research","AA/AO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","AA/AO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","AA/AO","Male","Unknown","40","40","22520","22520"
"In post","2023","Operational Research","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","EO","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Operational Research","EO","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","EO","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","EO","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","EO","Male","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Operational Research","EO","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","EO","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","EO","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Operational Research","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Operational Research","G6/G7","Female","Heterosexual / straight","125","115","57450","56870"
"In post","2023","Operational Research","G6/G7","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Operational Research","G6/G7","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Operational Research","G6/G7","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Operational Research","G6/G7","Male","Heterosexual / straight","195","190","57210","57030"
"In post","2023","Operational Research","G6/G7","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Operational Research","G6/G7","Male","Undeclared","15","15","[c]","[c]"
