"Status","Year","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","Planning Inspectors","Outside London","440","395","58130","60050"
"In post","2023","No function","Policy","London","18265","17855","51630","54090"
"In post","2023","No function","Policy","Outside London","7290","7055","42350","37880"
"In post","2023","No function","Policy","Overseas","2010","2005","53770","54480"
"In post","2023","No function","Policy","Unknown","20","20","45340","39720"
"In post","2023","No function","Project Delivery","London","1025","1010","51060","46210"
"In post","2023","No function","Project Delivery","Outside London","825","800","41980","39190"
"In post","2023","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","No function","Property","Outside London","10","10","[c]","[c]"
"In post","2023","No function","Psychology","London","85","85","40820","34040"
"In post","2023","No function","Psychology","Outside London","1465","1405","37590","32420"
"In post","2023","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Science and Engineering","London","845","815","48230","44950"
"In post","2023","No function","Science and Engineering","Outside London","6965","6730","39750","37150"
"In post","2023","No function","Science and Engineering","Overseas","65","65","57300","58090"
"In post","2023","No function","Science and Engineering","Unknown","5","5","[c]","[c]"
"In post","2023","No function","Security","London","120","120","52700","55120"
"In post","2023","No function","Security","Outside London","25","25","36080","32160"
"In post","2023","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","No function","Social Research","London","35","35","49660","45210"
"In post","2023","No function","Social Research","Outside London","10","10","46960","39720"
"In post","2023","No function","Statistics","London","55","55","42050","41710"
"In post","2023","No function","Statistics","Outside London","15","15","41830","39140"
"In post","2023","No function","Tax","London","1745","1645","46200","39880"
"In post","2023","No function","Tax","Outside London","11800","11195","36640","34700"
"In post","2023","No function","Unknown","London","3595","3500","51020","45560"
"In post","2023","No function","Unknown","Outside London","3220","3115","38000","34700"
"In post","2023","No function","Unknown","Overseas","125","120","[c]","[c]"
"In post","2023","No function","Unknown","Unknown","40","35","58300","55790"
"In post","2023","No function","Veterinarian","London","10","10","53480","56440"
"In post","2023","No function","Veterinarian","Outside London","375","355","43990","38880"
"In post","2023","Project Delivery","Commercial","London","15","15","111430","113200"
"In post","2023","Project Delivery","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Communications","London","10","10","51560","55740"
"In post","2023","Project Delivery","Communications","Outside London","35","30","35160","30650"
"In post","2023","Project Delivery","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Digital, Data and Technology","London","10","10","50110","55020"
"In post","2023","Project Delivery","Digital, Data and Technology","Outside London","60","55","50290","51360"
"In post","2023","Project Delivery","Finance","London","25","25","88340","69870"
"In post","2023","Project Delivery","Finance","Outside London","15","15","59100","51360"
"In post","2023","Project Delivery","Human Resources","London","10","10","47500","44240"
"In post","2023","Project Delivery","Human Resources","Outside London","10","10","44320","38340"
"In post","2023","Project Delivery","Inspector of Education and Training","Outside London","65","65","78210","78500"
"In post","2023","Project Delivery","International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Knowledge and Information Management","London","10","10","47000","45660"
"In post","2023","Project Delivery","Knowledge and Information Management","Outside London","40","40","43850","39950"
"In post","2023","Project Delivery","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Legal","Outside London","15","15","55210","59370"
"In post","2023","Project Delivery","Medicine","London","45","40","79720","82970"
"In post","2023","Project Delivery","Operational Delivery","London","225","220","46390","41060"
"In post","2023","Project Delivery","Operational Delivery","Outside London","1325","1260","37980","34700"
"In post","2023","Project Delivery","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2023","Project Delivery","Operational Research","London","40","35","51540","54270"
"In post","2023","Project Delivery","Operational Research","Outside London","120","115","43180","39890"
"In post","2023","Project Delivery","Other","London","20","20","49670","43810"
"In post","2023","Project Delivery","Other","Outside London","205","195","37210","36840"
"In post","2023","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Policy","London","1275","1225","57530","57620"
"In post","2023","Project Delivery","Policy","Outside London","610","575","50230","50230"
"In post","2023","Project Delivery","Policy","Overseas","50","50","53350","54960"
"In post","2023","Project Delivery","Project Delivery","London","3330","3235","53330","52010"
"In post","2023","Project Delivery","Project Delivery","Outside London","12095","11635","43690","41200"
"In post","2023","Project Delivery","Project Delivery","Overseas","75","75","62390","60960"
"In post","2023","Project Delivery","Project Delivery","Unknown","15","15","47700","50160"
"In post","2023","Project Delivery","Property","London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Property","Outside London","5","5","[c]","[c]"
"In post","2023","Project Delivery","Science and Engineering","London","190","185","55420","54460"
"In post","2023","Project Delivery","Science and Engineering","Outside London","1315","1280","44090","42620"
"In post","2023","Project Delivery","Science and Engineering","Overseas","10","10","56170","45280"
"In post","2023","Project Delivery","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Project Delivery","Statistics","Outside London","15","10","46380","43250"
"In post","2023","Project Delivery","Tax","London","135","125","43590","40060"
"In post","2023","Project Delivery","Tax","Outside London","540","500","35460","35000"
"In post","2023","Project Delivery","Unknown","London","115","110","57360","56430"
"In post","2023","Project Delivery","Unknown","Outside London","195","190","43660","41780"
"In post","2023","Property","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Communications","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Digital, Data and Technology","London","10","10","56250","56290"
"In post","2023","Property","Digital, Data and Technology","Outside London","25","25","52380","50690"
"In post","2023","Property","Finance","London","10","10","42410","41080"
"In post","2023","Property","Finance","Outside London","70","70","42590","38480"
"In post","2023","Property","Human Resources","London","5","5","[c]","[c]"
"In post","2023","Property","Human Resources","Outside London","30","30","39030","37680"
"In post","2023","Property","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Operational Delivery","London","140","135","45470","43350"
"In post","2023","Property","Operational Delivery","Outside London","1250","1190","30890","23380"
"In post","2023","Property","Other","London","25","25","35910","26400"
"In post","2023","Property","Other","Outside London","275","265","33860","32600"
"In post","2023","Property","Policy","London","15","15","64440","66080"
"In post","2023","Property","Policy","Outside London","20","20","48660","51290"
"In post","2023","Property","Project Delivery","London","35","35","56000","56080"
"In post","2023","Property","Project Delivery","Outside London","50","45","47930","50160"
"In post","2023","Property","Property","London","1065","1025","44070","39470"
"In post","2023","Property","Property","Outside London","5650","5390","36680","34300"
"In post","2023","Property","Property","Overseas","65","65","48250","44680"
"In post","2023","Property","Property","Unknown","45","45","47440","44600"
"In post","2023","Property","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Property","Science and Engineering","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Security","London","10","10","[c]","[c]"
"In post","2023","Property","Security","Outside London","10","10","[c]","[c]"
"In post","2023","Property","Unknown","London","40","40","44770","36170"
"In post","2023","Property","Unknown","Outside London","40","35","43820","41050"
"In post","2023","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Security","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Digital, Data and Technology","London","25","25","54910","54600"
"In post","2023","Security","Digital, Data and Technology","Outside London","50","50","50810","48730"
"In post","2023","Security","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Finance","Outside London","10","10","[c]","[c]"
"In post","2023","Security","Human Resources","London","10","10","54990","56430"
"In post","2023","Security","Human Resources","Outside London","30","30","35320","33020"
"In post","2023","Security","Intelligence Analysis","London","150","150","48270","43740"
"In post","2023","Security","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Intelligence Analysis","Overseas","10","10","47820","42990"
"In post","2023","Security","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Knowledge and Information Management","Outside London","55","50","37060","33850"
"In post","2023","Security","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Operational Delivery","London","5","5","[c]","[c]"
"In post","2023","Security","Operational Delivery","Outside London","25","25","36790","35600"
"In post","2023","Security","Other","London","5","5","[c]","[c]"
"In post","2023","Security","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Policy","London","45","45","49690","53500"
"In post","2023","Security","Policy","Outside London","15","15","48880","42540"
"In post","2023","Security","Policy","Overseas","5","5","[c]","[c]"
"In post","2023","Security","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Project Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","Security","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Security","Security","London","1360","1335","43550","39220"
"In post","2023","Security","Security","Outside London","7355","7175","32520","28480"
"In post","2023","Security","Security","Overseas","130","130","41700","38850"
"In post","2023","Security","Security","Unknown","20","20","34440","35570"
"In post","2023","Security","Unknown","London","120","120","44870","41870"
"In post","2023","Security","Unknown","Outside London","530","505","30110","27100"
"In post","2023","Security","Unknown","Unknown","45","45","27310","24610"
"In post","2023","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Outside London","155","145","42320","39690"
"In post","2023","Unknown","Digital, Data and Technology","Outside London","220","215","40940","39690"
"In post","2023","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","Outside London","55","50","49880","43660"
"In post","2023","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Outside London","320","300","45410","39690"
"In post","2023","Unknown","Human Resources","Outside London","245","230","33360","27890"
"In post","2023","Unknown","Inspector of Education and Training","Outside London","30","30","36800","36590"
"In post","2023","Unknown","Internal Audit","Outside London","25","20","44860","39690"
"In post","2023","Unknown","Knowledge and Information Management","Outside London","130","125","36580","30650"
"In post","2023","Unknown","Legal","Outside London","175","165","61060","63900"
"In post","2023","Unknown","Medicine","London","40","35","59390","55210"
"In post","2023","Unknown","Medicine","Outside London","195","185","49930","49370"
"In post","2023","Unknown","Operational Delivery","London","90","90","52940","55290"
"In post","2023","Unknown","Operational Delivery","Outside London","1755","1645","39940","34520"
"In post","2023","Unknown","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2023","Unknown","Other","London","55","55","47560","33720"
"In post","2023","Unknown","Other","Outside London","1090","1045","46760","49260"
"In post","2023","Unknown","Other","Unknown","1695","1695","41950","40010"
"In post","2023","Unknown","Planning","Outside London","70","65","47440","40800"
"In post","2023","Unknown","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","London","595","570","50610","43760"
"In post","2023","Unknown","Policy","Outside London","2090","1990","45170","39690"
"In post","2023","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Outside London","135","130","47370","42680"
"In post","2023","Unknown","Property","Outside London","65","60","42870","39690"
"In post","2023","Unknown","Psychology","Outside London","30","25","47210","49260"
"In post","2023","Unknown","Science and Engineering","London","85","85","30260","30130"
"In post","2023","Unknown","Science and Engineering","Outside London","1895","1830","41350","39890"
"In post","2023","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Outside London","25","20","32710","29530"
"In post","2023","Unknown","Security","Overseas","5","5","[c]","[c]"
"In post","2023","Unknown","Social Research","Outside London","100","95","44090","41700"
"In post","2023","Unknown","Statistics","Outside London","95","90","43150","41700"
"In post","2023","Unknown","Unknown","London","1045","1030","37900","32960"
"In post","2023","Unknown","Unknown","Outside London","18220","17460","41220","34730"
"In post","2023","Unknown","Unknown","Overseas","45","45","63630","60080"
"In post","2023","Unknown","Unknown","Unknown","10","10","38040","33820"
"In post","2023","Unknown","Veterinarian","Outside London","5","5","[c]","[c]"
"Leaver CS","2023","Analysis","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Economics","London","130","[c]","39780","33570"
"Leaver CS","2023","Analysis","Economics","Outside London","60","[c]","28080","19860"
"Leaver CS","2023","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Operational Delivery","London","15","[c]","40800","44170"
"Leaver CS","2023","Analysis","Operational Delivery","Outside London","40","[c]","31050","30880"
"Leaver CS","2023","Analysis","Operational Research","London","20","[c]","48200","39410"
"Leaver CS","2023","Analysis","Operational Research","Outside London","20","[c]","37890","38340"
"Leaver CS","2023","Analysis","Other","London","35","[c]","54850","40850"
"Leaver CS","2023","Analysis","Other","Outside London","15","[c]","35580","25920"
"Leaver CS","2023","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Science and Engineering","Outside London","215","[c]","36170","37670"
"Leaver CS","2023","Analysis","Social Research","London","45","[c]","36870","36330"
"Leaver CS","2023","Analysis","Social Research","Outside London","40","[c]","36390","33060"
"Leaver CS","2023","Analysis","Statistics","London","90","[c]","32970","28560"
"Leaver CS","2023","Analysis","Statistics","Outside London","95","[c]","34170","32200"
"Leaver CS","2023","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Commercial","London","80","[c]","39800","35040"
"Leaver CS","2023","Commercial","Commercial","Outside London","325","[c]","40060","37590"
"Leaver CS","2023","Commercial","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Operational Delivery","London","35","[c]","51780","45500"
"Leaver CS","2023","Commercial","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Other","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","London","110","[c]","75160","68000"
"Leaver CS","2023","Commercial","Unknown","Outside London","60","[c]","67720","65890"
"Leaver CS","2023","Commercial","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Communications","London","230","[c]","44110","41100"
"Leaver CS","2023","Communications","Communications","Outside London","130","[c]","36570","33780"
"Leaver CS","2023","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Operational Delivery","London","10","[c]","69590","42820"
"Leaver CS","2023","Communications","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","London","55","[c]","45770","41870"
"Leaver CS","2023","Communications","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Counter Fraud","London","115","[c]","37900","34200"
"Leaver CS","2023","Counter Fraud","Counter Fraud","Outside London","360","[c]","27510","27920"
"Leaver CS","2023","Counter Fraud","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Legal","London","45","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Legal","Outside London","105","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Operational Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Operational Delivery","Outside London","105","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Other","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Other","Outside London","50","[c]","26260","26120"
"Leaver CS","2023","Counter Fraud","Tax","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Tax","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Unknown","London","10","[c]","47580","54700"
"Leaver CS","2023","Counter Fraud","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Operational Delivery","London","40","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Operational Delivery","Outside London","390","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Other","Outside London","320","[c]","22560","21690"
"Leaver CS","2023","Debt","Other","Unknown","15","[c]","24310","25110"
"Leaver CS","2023","Debt","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Tax","Outside London","80","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Digital, Data and Technology","London","460","[c]","49610","44400"
"Leaver CS","2023","Digital, Data & Technology","Digital, Data and Technology","Outside London","1360","[c]","41730","38760"
"Leaver CS","2023","Digital, Data & Technology","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Knowledge and Information Management","London","10","[c]","33540","29350"
"Leaver CS","2023","Digital, Data & Technology","Knowledge and Information Management","Outside London","35","[c]","29850","27470"
"Leaver CS","2023","Digital, Data & Technology","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Operational Delivery","Outside London","45","[c]","32060","32730"
"Leaver CS","2023","Digital, Data & Technology","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Other","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Other","Outside London","20","[c]","23740","19080"
"Leaver CS","2023","Digital, Data & Technology","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Science and Engineering","Outside London","30","[c]","40460","39650"
"Leaver CS","2023","Digital, Data & Technology","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Unknown","London","160","[c]","52440","56340"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Outside London","30","[c]","41710","38460"
"Leaver CS","2023","Finance","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Corporate Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Finance","London","195","[c]","48730","43760"
"Leaver CS","2023","Finance","Finance","Outside London","515","[c]","38810","34300"
"Leaver CS","2023","Finance","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Operational Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Operational Delivery","Outside London","80","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Other","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","London","10","[c]","49290","48520"
"Leaver CS","2023","Finance","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Grants Management","Operational Delivery","Outside London","200","[c]","23800","22150"
"Leaver CS","2023","Grants Management","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Human Resources","London","215","[c]","47090","42580"
"Leaver CS","2023","Human Resources","Human Resources","Outside London","1020","[c]","31240","27470"
"Leaver CS","2023","Human Resources","Human Resources","Overseas","55","[c]","50410","48580"
"Leaver CS","2023","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Operational Delivery","London","10","[c]","32710","30100"
"Leaver CS","2023","Human Resources","Operational Delivery","Outside London","45","[c]","32140","28120"
"Leaver CS","2023","Human Resources","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Other","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Tax","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","London","45","[c]","54700","47590"
"Leaver CS","2023","Human Resources","Unknown","Outside London","65","[c]","33700","25580"
"Leaver CS","2023","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Internal Audit","London","25","[c]","58400","51290"
"Leaver CS","2023","Internal Audit","Internal Audit","Outside London","45","[c]","41220","39200"
"Leaver CS","2023","Internal Audit","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Legal","London","320","[c]","57410","55000"
"Leaver CS","2023","Legal","Legal","Outside London","255","[c]","52720","54800"
"Leaver CS","2023","Legal","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Operational Delivery","London","95","[c]","26960","25600"
"Leaver CS","2023","Legal","Operational Delivery","Outside London","175","[c]","25020","24070"
"Leaver CS","2023","Legal","Other","London","10","[c]","29960","26950"
"Leaver CS","2023","Legal","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Tax","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Communications","London","15","[c]","47900","44220"
"Leaver CS","2023","No function","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Digital, Data and Technology","London","45","[c]","53090","57430"
"Leaver CS","2023","No function","Digital, Data and Technology","Outside London","20","[c]","36660","36230"
"Leaver CS","2023","No function","Economics","London","20","[c]","46060","47130"
"Leaver CS","2023","No function","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Geography","Outside London","10","[c]","30880","33340"
"Leaver CS","2023","No function","Human Resources","London","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Human Resources","Outside London","10","[c]","35960","30730"
