"Status","Year","Age","Disability","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","30-39","Unknown","White","London","100","[c]","47790","43210"
"Leaver Dept.","2023","30-39","Unknown","White","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","White","North West (England)","30","[c]","34210","31740"
"Leaver Dept.","2023","30-39","Unknown","White","Northern Ireland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","White","Scotland","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","White","South East (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","White","South West (England)","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","White","Wales","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","White","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","White","Yorkshire and The Humber","40","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","East of England","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","London","50","[c]","54520","55370"
"Leaver Dept.","2023","40-49","Declared disabled","White","North East (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","North West (England)","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","Scotland","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","South West (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","West Midlands (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","White","Yorkshire and The Humber","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","London","105","[c]","50030","43750"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","North West (England)","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","West Midlands (England)","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Asian","Yorkshire and The Humber","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","London","55","[c]","39600","36180"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","Scotland","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Black","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","East Midlands (England)","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","East of England","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","London","360","[c]","60210","58760"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","North East (England)","135","[c]","32160","29180"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","North West (England)","190","[c]","35590","31990"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","Northern Ireland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","Scotland","150","[c]","31720","27570"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","South East (England)","80","[c]","36370","31660"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","South West (England)","105","[c]","40550","40290"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","Wales","150","[c]","37070","32090"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","West Midlands (England)","105","[c]","37050","31910"
"Leaver Dept.","2023","40-49","Declared non-disabled","White","Yorkshire and The Humber","110","[c]","39910","34210"
"Leaver Dept.","2023","40-49","Undeclared","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Undeclared","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","Undeclared","North West (England)","5","[c]","[c]","[c]"
