"Status","Year","Ethnicity","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Finance","Department for Environment, Food and Rural Affairs","Male","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Department for International Trade","Female","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Department for International Trade","Male","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Department for Levelling Up, Housing and Communities","Female","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Department for Levelling Up, Housing and Communities","Male","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Department for Transport","Female","20","20","[c]","[c]"
"In post","2023","Asian","Finance","Department for Transport","Male","25","25","[c]","[c]"
"In post","2023","Asian","Finance","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Department for Work and Pensions","Female","80","75","38520","37110"
"In post","2023","Asian","Finance","Department for Work and Pensions","Male","85","85","39540","38470"
"In post","2023","Asian","Finance","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Department of Health and Social Care","Female","30","30","[c]","[c]"
"In post","2023","Asian","Finance","Department of Health and Social Care","Male","30","30","43270","41950"
"In post","2023","Asian","Finance","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Foreign, Commonwealth and Development Office","Female","25","25","[c]","[c]"
"In post","2023","Asian","Finance","Foreign, Commonwealth and Development Office","Male","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","HM Revenue and Customs","Female","115","105","35690","34370"
"In post","2023","Asian","Finance","HM Revenue and Customs","Male","140","135","37910","34700"
"In post","2023","Asian","Finance","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","HM Treasury","Female","10","10","[c]","[c]"
"In post","2023","Asian","Finance","HM Treasury","Male","10","10","[c]","[c]"
"In post","2023","Asian","Finance","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Home Office","Female","30","30","[c]","[c]"
"In post","2023","Asian","Finance","Home Office","Male","25","25","[c]","[c]"
"In post","2023","Asian","Finance","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Ministry of Defence","Female","65","65","39510","34300"
"In post","2023","Asian","Finance","Ministry of Defence","Male","55","55","41990","39030"
"In post","2023","Asian","Finance","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Ministry of Justice","Female","50","45","39100","37430"
"In post","2023","Asian","Finance","Ministry of Justice","Male","60","60","43040","43650"
"In post","2023","Asian","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","UK Export Finance","Male","10","10","[c]","[c]"
"In post","2023","Asian","Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Department for Environment, Food and Rural Affairs","Female","30","30","23620","22150"
"In post","2023","Asian","Grants Management","Department for Environment, Food and Rural Affairs","Male","20","20","[c]","[c]"
"In post","2023","Asian","Grants Management","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2023","Asian","Human Resources","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Cabinet Office","Female","50","45","39190","35790"
"In post","2023","Asian","Human Resources","Cabinet Office","Male","20","20","[c]","[c]"
"In post","2023","Asian","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Competition and Markets Authority","Female","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Business, Energy and Industrial Strategy","Female","20","20","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Education","Female","15","15","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Environment, Food and Rural Affairs","Female","15","15","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Environment, Food and Rural Affairs","Male","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for International Trade","Female","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for International Trade","Male","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Transport","Female","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Work and Pensions","Female","85","80","34790","32520"
"In post","2023","Asian","Human Resources","Department for Work and Pensions","Male","45","45","32770","28120"
"In post","2023","Asian","Human Resources","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department of Health and Social Care","Female","30","30","41080","33940"
"In post","2023","Asian","Human Resources","Department of Health and Social Care","Male","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Foreign, Commonwealth and Development Office","Female","15","15","[c]","[c]"
"In post","2023","Asian","Human Resources","Foreign, Commonwealth and Development Office","Male","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","HM Revenue and Customs","Female","70","65","41290","39820"
"In post","2023","Asian","Human Resources","HM Revenue and Customs","Male","30","30","37700","35000"
"In post","2023","Asian","Human Resources","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","HM Treasury","Female","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","HM Treasury","Male","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Home Office","Female","40","35","38210","36180"
"In post","2023","Asian","Human Resources","Home Office","Male","25","25","[c]","[c]"
"In post","2023","Asian","Human Resources","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Ministry of Defence","Female","45","40","37150","36370"
"In post","2023","Asian","Human Resources","Ministry of Defence","Male","45","45","35070","34300"
"In post","2023","Asian","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Ministry of Justice","Female","65","60","38400","35410"
"In post","2023","Asian","Human Resources","Ministry of Justice","Male","20","20","[c]","[c]"
"In post","2023","Asian","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","National Crime Agency","Female","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","UK Statistics Authority","Female","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Foreign, Commonwealth and Development Office","Male","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","HM Revenue and Customs","Male","5","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","HM Treasury","Female","45","40","44070","43000"
"In post","2023","Asian","Internal Audit","HM Treasury","Male","30","25","[c]","[c]"
"In post","2023","Asian","Internal Audit","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Attorney General's Departments","Female","785","720","42950","40800"
"In post","2023","Asian","Legal","Attorney General's Departments","Male","315","305","43820","49050"
"In post","2023","Asian","Legal","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Competition and Markets Authority","Female","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Competition and Markets Authority","Male","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department for Education","Female","5","5","[c]","[c]"
"In post","2023","Asian","Legal","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department of Health and Social Care","Female","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Foreign, Commonwealth and Development Office","Female","5","5","[c]","[c]"
"In post","2023","Asian","Legal","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","HM Revenue and Customs","Female","85","80","42390","35000"
"In post","2023","Asian","Legal","HM Revenue and Customs","Male","80","80","44130","35000"
"In post","2023","Asian","Legal","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Ministry of Justice","Female","10","5","[c]","[c]"
"In post","2023","Asian","Legal","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","National Crime Agency","Male","[c]","[c]","[c]","[c]"
