"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Science and Engineering","Overseas","SEO/HEO","40","40","59290","58590"
"In post","2023","Science and Engineering","Overseas","Unknown","10","10","56170","45280"
"In post","2023","Science and Engineering","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Security","London","AA/AO","360","350","28870","26400"
"In post","2023","Security","London","EO","220","215","32990","31530"
"In post","2023","Security","London","G6/G7","360","355","63500","62220"
"In post","2023","Security","London","SCS level","75","75","93030","84570"
"In post","2023","Security","London","SEO/HEO","580","575","41320","40370"
"In post","2023","Security","Outside London","AA/AO","4975","4855","28900","25350"
"In post","2023","Security","Outside London","EO","965","940","34160","28210"
"In post","2023","Security","Outside London","G6/G7","345","335","59010","57080"
"In post","2023","Security","Outside London","SCS level","15","15","104960","94570"
"In post","2023","Security","Outside London","SEO/HEO","1405","1365","39440","37680"
"In post","2023","Security","Outside London","Unknown","50","45","38170","35250"
"In post","2023","Security","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","EO","40","40","30740","28840"
"In post","2023","Security","Overseas","G6/G7","15","15","67450","57220"
"In post","2023","Security","Overseas","SEO/HEO","80","80","42600","41710"
"In post","2023","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","SEO/HEO","15","15","36520","35740"
"In post","2023","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","EO","5","5","[c]","[c]"
"In post","2023","Social Research","London","G6/G7","255","245","62150","61530"
"In post","2023","Social Research","London","SCS level","10","10","81460","80460"
"In post","2023","Social Research","London","SEO/HEO","330","320","40740","41950"
"In post","2023","Social Research","Outside London","AA/AO","10","10","23170","22340"
"In post","2023","Social Research","Outside London","EO","20","20","28310","27140"
"In post","2023","Social Research","Outside London","G6/G7","230","215","55920","52490"
"In post","2023","Social Research","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Social Research","Outside London","SEO/HEO","715","680","37090","39190"
"In post","2023","Statistics","London","AA/AO","50","50","24000","23500"
"In post","2023","Statistics","London","EO","90","90","30910","30950"
"In post","2023","Statistics","London","G6/G7","415","395","62530","61540"
"In post","2023","Statistics","London","SCS level","40","40","88810","82980"
"In post","2023","Statistics","London","SEO/HEO","650","635","39980","40080"
"In post","2023","Statistics","Outside London","AA/AO","15","15","22320","22190"
"In post","2023","Statistics","Outside London","EO","150","145","27580","27320"
"In post","2023","Statistics","Outside London","G6/G7","480","455","56980","54680"
"In post","2023","Statistics","Outside London","SCS level","30","30","82730","74080"
"In post","2023","Statistics","Outside London","SEO/HEO","1020","985","37360","37760"
"In post","2023","Statistics","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Tax","London","AA/AO","55","50","26610","26920"
"In post","2023","Tax","London","EO","475","445","33030","32540"
"In post","2023","Tax","London","G6/G7","505","480","68650","65230"
"In post","2023","Tax","London","SCS level","20","20","87160","85040"
"In post","2023","Tax","London","SEO/HEO","1285","1220","41920","39880"
"In post","2023","Tax","Outside London","AA/AO","1995","1840","22530","22520"
"In post","2023","Tax","Outside London","EO","3920","3710","28230","28130"
"In post","2023","Tax","Outside London","G6/G7","2380","2270","60710","57970"
"In post","2023","Tax","Outside London","SCS level","45","45","80210","78250"
"In post","2023","Tax","Outside London","SEO/HEO","6700","6390","37060","35000"
"In post","2023","Unknown","London","AA/AO","215","200","27110","25610"
"In post","2023","Unknown","London","EO","765","750","30170","30190"
"In post","2023","Unknown","London","G6/G7","2160","2100","62020","60310"
"In post","2023","Unknown","London","SCS level","445","430","94520","83750"
"In post","2023","Unknown","London","SEO/HEO","2480","2440","37430","37130"
"In post","2023","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","AA/AO","4675","4420","24580","23340"
"In post","2023","Unknown","Outside London","EO","4850","4655","29810","29100"
"In post","2023","Unknown","Outside London","G6/G7","4675","4505","64630","65280"
"In post","2023","Unknown","Outside London","SCS level","405","395","92890","85200"
"In post","2023","Unknown","Outside London","SEO/HEO","9305","8995","40090","38330"
"In post","2023","Unknown","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","G6/G7","25","25","69380","66280"
"In post","2023","Unknown","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO/HEO","15","15","46450","42740"
"In post","2023","Unknown","Overseas","Unknown","125","120","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","50","50","25380","24610"
"In post","2023","Unknown","Unknown","G6/G7","30","30","58780","56430"
"In post","2023","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","30","30","36740","38050"
"In post","2023","Veterinarian","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Veterinarian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Outside London","EO","25","25","25920","25920"
"In post","2023","Veterinarian","Outside London","G6/G7","135","130","55490","54860"
"In post","2023","Veterinarian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Outside London","SEO/HEO","220","210","39670","38200"
"Leaver CS","2023","Commercial","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","EO","10","[c]","29170","30590"
"Leaver CS","2023","Commercial","London","G6/G7","20","[c]","58400","56690"
"Leaver CS","2023","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","SEO/HEO","45","[c]","36870","35620"
"Leaver CS","2023","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","AA/AO","30","[c]","24600","23790"
"Leaver CS","2023","Commercial","Outside London","EO","55","[c]","26780","26900"
"Leaver CS","2023","Commercial","Outside London","G6/G7","45","[c]","60970","60820"
"Leaver CS","2023","Commercial","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","SEO/HEO","175","[c]","38420","39230"
"Leaver CS","2023","Commercial","Outside London","Unknown","25","[c]","43340","42620"
"Leaver CS","2023","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","AA/AO","15","[c]","23820","24810"
"Leaver CS","2023","Communications","London","EO","30","[c]","30250","29530"
"Leaver CS","2023","Communications","London","G6/G7","60","[c]","60060","59030"
"Leaver CS","2023","Communications","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","SEO/HEO","140","[c]","39570","40050"
"Leaver CS","2023","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","AA/AO","15","[c]","21420","21840"
"Leaver CS","2023","Communications","Outside London","EO","20","[c]","26400","26620"
"Leaver CS","2023","Communications","Outside London","G6/G7","20","[c]","58590","56240"
"Leaver CS","2023","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","SEO/HEO","80","[c]","37060","36420"
"Leaver CS","2023","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","AA/AO","25","[c]","25210","25610"
"Leaver CS","2023","Counter Fraud","London","EO","40","[c]","32120","31880"
"Leaver CS","2023","Counter Fraud","London","G6/G7","15","[c]","62770","61000"
"Leaver CS","2023","Counter Fraud","London","SEO/HEO","40","[c]","39710","39780"
"Leaver CS","2023","Counter Fraud","Outside London","AA/AO","105","[c]","22200","21690"
"Leaver CS","2023","Counter Fraud","Outside London","EO","205","[c]","28200","28120"
"Leaver CS","2023","Counter Fraud","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","SEO/HEO","60","[c]","36470","34970"
"Leaver CS","2023","Digital, Data and Technology","London","AA/AO","15","[c]","24780","25140"
"Leaver CS","2023","Digital, Data and Technology","London","EO","65","[c]","28890","29750"
"Leaver CS","2023","Digital, Data and Technology","London","G6/G7","205","[c]","62790","60570"
"Leaver CS","2023","Digital, Data and Technology","London","SCS level","20","[c]","103660","101830"
"Leaver CS","2023","Digital, Data and Technology","London","SEO/HEO","210","[c]","39970","41440"
"Leaver CS","2023","Digital, Data and Technology","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Outside London","AA/AO","65","[c]","22480","22020"
"Leaver CS","2023","Digital, Data and Technology","Outside London","EO","240","[c]","27880","27570"
"Leaver CS","2023","Digital, Data and Technology","Outside London","G6/G7","390","[c]","58860","56830"
"Leaver CS","2023","Digital, Data and Technology","Outside London","SCS level","20","[c]","91570","92160"
"Leaver CS","2023","Digital, Data and Technology","Outside London","SEO/HEO","670","[c]","38220","38470"
"Leaver CS","2023","Digital, Data and Technology","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data and Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","London","AA/AO","30","[c]","22880","22750"
"Leaver CS","2023","Economics","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Economics","London","G6/G7","45","[c]","58910","56220"
"Leaver CS","2023","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","London","SEO/HEO","60","[c]","34960","33570"
"Leaver CS","2023","Economics","Outside London","AA/AO","45","[c]","20010","19860"
"Leaver CS","2023","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Economics","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Economics","Outside London","SEO/HEO","15","[c]","41710","40540"
"Leaver CS","2023","Economics","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","London","AA/AO","15","[c]","24210","25610"
"Leaver CS","2023","Finance","London","EO","30","[c]","28630","30200"
"Leaver CS","2023","Finance","London","G6/G7","60","[c]","62680","63000"
"Leaver CS","2023","Finance","London","SCS level","15","[c]","103600","100110"
"Leaver CS","2023","Finance","London","SEO/HEO","90","[c]","41770","41920"
"Leaver CS","2023","Finance","Outside London","AA/AO","80","[c]","22230","21690"
"Leaver CS","2023","Finance","Outside London","EO","110","[c]","26890","26960"
"Leaver CS","2023","Finance","Outside London","G6/G7","110","[c]","59270","58390"
"Leaver CS","2023","Finance","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Outside London","SEO/HEO","240","[c]","38350","37670"
"Leaver CS","2023","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Finance","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Geography","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Geography","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Geography","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","London","AA/AO","25","[c]","25430","25640"
"Leaver CS","2023","Human Resources","London","EO","40","[c]","28670","28650"
"Leaver CS","2023","Human Resources","London","G6/G7","70","[c]","62860","59510"
"Leaver CS","2023","Human Resources","London","SCS level","15","[c]","87540","84670"
"Leaver CS","2023","Human Resources","London","SEO/HEO","75","[c]","39570","38770"
"Leaver CS","2023","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Outside London","AA/AO","350","[c]","21800","21840"
"Leaver CS","2023","Human Resources","Outside London","EO","270","[c]","28270","27470"
"Leaver CS","2023","Human Resources","Outside London","G6/G7","100","[c]","57670","55660"
"Leaver CS","2023","Human Resources","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Outside London","SEO/HEO","315","[c]","36950","34970"
"Leaver CS","2023","Human Resources","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Overseas","SEO/HEO","45","[c]","46460","46130"
"Leaver CS","2023","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","Outside London","G6/G7","80","[c]","78440","77470"
"Leaver CS","2023","Inspector of Education and Training","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Inspector of Education and Training","Outside London","SEO/HEO","50","[c]","50530","52750"
"Leaver CS","2023","Intelligence Analysis","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","London","EO","25","[c]","30090","29940"
"Leaver CS","2023","Intelligence Analysis","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","London","SEO/HEO","45","[c]","40270","39230"
"Leaver CS","2023","Intelligence Analysis","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","Outside London","EO","65","[c]","27630","27410"
"Leaver CS","2023","Intelligence Analysis","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Intelligence Analysis","Outside London","SEO/HEO","30","[c]","36320","34300"
"Leaver CS","2023","Intelligence Analysis","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","London","SEO/HEO","15","[c]","43970","44940"
"Leaver CS","2023","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Internal Audit","Outside London","SEO/HEO","30","[c]","38990","39200"
"Leaver CS","2023","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","London","G6/G7","30","[c]","55850","55370"
"Leaver CS","2023","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","London","SEO/HEO","30","[c]","36970","38160"
"Leaver CS","2023","International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","Outside London","SEO/HEO","20","[c]","35670","37120"
"Leaver CS","2023","International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","London","SEO/HEO","10","[c]","35330","33360"
"Leaver CS","2023","Knowledge and Information Management","Outside London","AA/AO","20","[c]","21710","21780"
"Leaver CS","2023","Knowledge and Information Management","Outside London","EO","20","[c]","27820","27470"
"Leaver CS","2023","Knowledge and Information Management","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Knowledge and Information Management","Outside London","SEO/HEO","20","[c]","35000","33630"
"Leaver CS","2023","Legal","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","London","EO","55","[c]","29720","29280"
"Leaver CS","2023","Legal","London","G6/G7","245","[c]","61400","61100"
"Leaver CS","2023","Legal","London","SCS level","25","[c]","88560","85660"
"Leaver CS","2023","Legal","London","SEO/HEO","85","[c]","39580","37230"
"Leaver CS","2023","Legal","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Outside London","EO","70","[c]","26740","26900"
"Leaver CS","2023","Legal","Outside London","G6/G7","180","[c]","58920","56450"
"Leaver CS","2023","Legal","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Legal","Outside London","SEO/HEO","170","[c]","40400","39720"
"Leaver CS","2023","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","London","G6/G7","25","[c]","61920","58400"
"Leaver CS","2023","Medicine","London","SCS level","20","[c]","100680","89410"
"Leaver CS","2023","Medicine","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Outside London","AA/AO","45","[c]","23840","24310"
"Leaver CS","2023","Medicine","Outside London","EO","50","[c]","33370","32930"
"Leaver CS","2023","Medicine","Outside London","G6/G7","60","[c]","79310","81080"
"Leaver CS","2023","Medicine","Outside London","SCS level","25","[c]","110650","115850"
"Leaver CS","2023","Medicine","Outside London","SEO/HEO","135","[c]","39990","40590"
"Leaver CS","2023","Medicine","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Medicine","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","London","AA/AO","1230","[c]","24860","25480"
"Leaver CS","2023","Operational Delivery","London","EO","1360","[c]","30600","31060"
"Leaver CS","2023","Operational Delivery","London","G6/G7","320","[c]","59630","56300"
"Leaver CS","2023","Operational Delivery","London","SCS level","75","[c]","98870","91160"
"Leaver CS","2023","Operational Delivery","London","SEO/HEO","715","[c]","38320","37920"
"Leaver CS","2023","Operational Delivery","London","Unknown","255","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Outside London","AA/AO","12165","[c]","21860","21690"
"Leaver CS","2023","Operational Delivery","Outside London","EO","5695","[c]","28030","27570"
"Leaver CS","2023","Operational Delivery","Outside London","G6/G7","420","[c]","57840","56790"
"Leaver CS","2023","Operational Delivery","Outside London","SCS level","60","[c]","94520","92460"
"Leaver CS","2023","Operational Delivery","Outside London","SEO/HEO","1725","[c]","36860","35200"
"Leaver CS","2023","Operational Delivery","Outside London","Unknown","1585","[c]","38600","29050"
"Leaver CS","2023","Operational Delivery","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Unknown","AA/AO","30","[c]","21740","21690"
"Leaver CS","2023","Operational Delivery","Unknown","EO","40","[c]","29380","28120"
"Leaver CS","2023","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Operational Delivery","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","London","AA/AO","50","[c]","23810","23920"
"Leaver CS","2023","Other","London","EO","70","[c]","29070","28650"
"Leaver CS","2023","Other","London","G6/G7","55","[c]","66120","62170"
"Leaver CS","2023","Other","London","SCS level","20","[c]","104240","95060"
"Leaver CS","2023","Other","London","SEO/HEO","90","[c]","37350","36180"
"Leaver CS","2023","Other","Outside London","AA/AO","620","[c]","21520","21690"
"Leaver CS","2023","Other","Outside London","EO","120","[c]","27860","27570"
"Leaver CS","2023","Other","Outside London","G6/G7","70","[c]","57840","54810"
"Leaver CS","2023","Other","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Other","Outside London","SEO/HEO","160","[c]","38010","38020"
"Leaver CS","2023","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","AA/AO","15","[c]","23820","25110"
"Leaver CS","2023","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other","Unknown","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Planning","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","Outside London","G6/G7","20","[c]","59820","60050"
"Leaver CS","2023","Policy","London","AA/AO","80","[c]","23210","24900"
"Leaver CS","2023","Policy","London","EO","155","[c]","27920","28510"
"Leaver CS","2023","Policy","London","G6/G7","530","[c]","58540","55380"
"Leaver CS","2023","Policy","London","SCS level","95","[c]","91390","78990"
"Leaver CS","2023","Policy","London","SEO/HEO","600","[c]","38130","38530"
"Leaver CS","2023","Policy","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Outside London","AA/AO","75","[c]","21020","21690"
"Leaver CS","2023","Policy","Outside London","EO","90","[c]","26420","26960"
"Leaver CS","2023","Policy","Outside London","G6/G7","130","[c]","57140","54260"
"Leaver CS","2023","Policy","Outside London","SCS level","15","[c]","99130","96160"
"Leaver CS","2023","Policy","Outside London","SEO/HEO","255","[c]","36440","36030"
"Leaver CS","2023","Policy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","London","EO","35","[c]","28210","29530"
"Leaver CS","2023","Project Delivery","London","G6/G7","125","[c]","61590","59290"
"Leaver CS","2023","Project Delivery","London","SCS level","15","[c]","109030","96260"
"Leaver CS","2023","Project Delivery","London","SEO/HEO","135","[c]","38300","37910"
"Leaver CS","2023","Project Delivery","Outside London","AA/AO","35","[c]","22050","21760"
"Leaver CS","2023","Project Delivery","Outside London","EO","70","[c]","26220","26130"
"Leaver CS","2023","Project Delivery","Outside London","G6/G7","220","[c]","57940","56180"
"Leaver CS","2023","Project Delivery","Outside London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Outside London","SEO/HEO","490","[c]","37540","38160"
"Leaver CS","2023","Project Delivery","Outside London","Unknown","45","[c]","41470","39980"
"Leaver CS","2023","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","EO","15","[c]","30300","30590"
"Leaver CS","2023","Property","London","G6/G7","15","[c]","61680","63430"
"Leaver CS","2023","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","London","SEO/HEO","45","[c]","44840","45750"
"Leaver CS","2023","Property","Outside London","AA/AO","100","[c]","20290","19770"
"Leaver CS","2023","Property","Outside London","EO","90","[c]","27030","26980"
"Leaver CS","2023","Property","Outside London","G6/G7","40","[c]","60780","59290"
"Leaver CS","2023","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Outside London","SEO/HEO","195","[c]","39110","39130"
"Leaver CS","2023","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","London","EO","5","[c]","[c]","[c]"
