"Status","Year","Disability","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Unknown","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Criminal Injuries Compensation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Crown Commercial Service","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Crown Office and Procurator Fiscal Service","Outside London","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Crown Prosecution Service","London","80","75","45520","35550"
"In post","2023","Declared non-disabled","Unknown","Crown Prosecution Service","Outside London","195","175","43660","38940"
"In post","2023","Declared non-disabled","Unknown","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Defence Equipment and Support","Outside London","140","135","37890","33950"
"In post","2023","Declared non-disabled","Unknown","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Defence Science and Technology Laboratory","Outside London","30","30","38250","32600"
"In post","2023","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","35","35","49570","50560"
"In post","2023","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for Education (excl. agencies)","London","50","45","51140","55020"
"In post","2023","Declared non-disabled","Unknown","Department for Education (excl. agencies)","Outside London","80","75","44680","43860"
"In post","2023","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","London","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for International Trade","London","80","80","46780","41930"
"In post","2023","Declared non-disabled","Unknown","Department for International Trade","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for Transport (excl. agencies)","London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","London","205","190","35590","32520"
"In post","2023","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","1775","1545","27770","28120"
"In post","2023","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Driver and Vehicle Licensing Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Driver and Vehicle Licensing Agency","Outside London","65","60","34070","26870"
"In post","2023","Declared non-disabled","Unknown","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Driver and Vehicle Standards Agency","Outside London","30","25","29410","27450"
"In post","2023","Declared non-disabled","Unknown","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Education and Skills Funding Agency","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Food Standards Agency","Outside London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","35","35","49740","50500"
"In post","2023","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Forestry and Land Scotland","Outside London","35","35","30450","29560"
"In post","2023","Declared non-disabled","Unknown","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Government Commercial Organisation","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Government Legal Department","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","HM Courts and Tribunals Service","London","50","45","29940","25480"
"In post","2023","Declared non-disabled","Unknown","HM Courts and Tribunals Service","Outside London","70","60","26420","21780"
"In post","2023","Declared non-disabled","Unknown","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","HM Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","HM Land Registry","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","HM Land Registry","Outside London","230","215","30330","28080"
"In post","2023","Declared non-disabled","Unknown","HM Prison and Probation Service","London","110","100","37040","35260"
"In post","2023","Declared non-disabled","Unknown","HM Prison and Probation Service","Outside London","620","575","32550","32420"
"In post","2023","Declared non-disabled","Unknown","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","London","75","70","47110","42060"
"In post","2023","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","440","380","32410","28130"
"In post","2023","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Health and Safety Executive","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Health and Safety Executive","Outside London","170","155","44840","42940"
"In post","2023","Declared non-disabled","Unknown","Home Office","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Home Office","Outside London","50","45","30050","26410"
"In post","2023","Declared non-disabled","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Intellectual Property Office","Outside London","80","75","46550","44580"
"In post","2023","Declared non-disabled","Unknown","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Legal Aid Agency","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Maritime and Coastguard Agency","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Met Office","Outside London","230","215","39140","39290"
"In post","2023","Declared non-disabled","Unknown","Met Office","Overseas","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","London","65","65","48240","45540"
"In post","2023","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Outside London","440","425","33550","29270"
"In post","2023","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Overseas","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Ministry of Justice (excl. agencies)","London","50","50","43240","43650"
"In post","2023","Declared non-disabled","Unknown","Ministry of Justice (excl. agencies)","Outside London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","National Crime Agency","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","National Crime Agency","Outside London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","National Infrastructure Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office for Standards in Education, Children's Services and Skills","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office for Standards in Education, Children's Services and Skills","Outside London","40","40","57600","52750"
"In post","2023","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office of the Public Guardian","Outside London","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Planning Inspectorate","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Registers of Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Rural Payments Agency","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Scottish Courts and Tribunals Service","Outside London","155","145","25060","23190"
"In post","2023","Declared non-disabled","Unknown","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","Outside London","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Scottish Prison Service","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Serious Fraud Office","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Submarine Delivery Agency","Outside London","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","The Insolvency Service","London","35","30","42180","43280"
"In post","2023","Declared non-disabled","Unknown","The Insolvency Service","Outside London","125","115","32460","30890"
"In post","2023","Declared non-disabled","Unknown","The National Archives","London","50","50","36510","35470"
"In post","2023","Declared non-disabled","Unknown","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","UK Health Security Agency","London","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","UK Health Security Agency","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","UK Hydrographic Office","Outside London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","UK Statistics Authority","Outside London","85","70","32570","31060"
"In post","2023","Declared non-disabled","Unknown","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Valuation Office Agency","London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Valuation Office Agency","Outside London","135","115","36370","32260"
"In post","2023","Declared non-disabled","Unknown","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Outside London","35","30","42370","36590"
"In post","2023","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Welsh Revenue Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Accountant in Bankruptcy","Outside London","60","55","36330","31940"
"In post","2023","Declared non-disabled","White","Active Travel England","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","White","Active Travel England","Outside London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","White","Advisory, Conciliation and Arbitration Service","London","55","50","50880","48480"
"In post","2023","Declared non-disabled","White","Advisory, Conciliation and Arbitration Service","Outside London","295","270","34210","32110"
"In post","2023","Declared non-disabled","White","Animal and Plant Health Agency","London","45","40","38790","34180"
"In post","2023","Declared non-disabled","White","Animal and Plant Health Agency","Outside London","1945","1850","31710","29080"
"In post","2023","Declared non-disabled","White","Attorney General's Office","London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","White","Building Digital UK","London","65","65","53530","53440"
"In post","2023","Declared non-disabled","White","Building Digital UK","Outside London","50","50","44720","48010"
"In post","2023","Declared non-disabled","White","Cabinet Office (excl. agencies)","London","1690","1650","56660","56430"
"In post","2023","Declared non-disabled","White","Cabinet Office (excl. agencies)","Outside London","1280","1225","39700","34320"
"In post","2023","Declared non-disabled","White","Cabinet Office (excl. agencies)","Unknown","65","65","43490","38050"
"In post","2023","Declared non-disabled","White","Central Civil Service Fast Stream","London","40","40","30700","30130"
"In post","2023","Declared non-disabled","White","Central Civil Service Fast Stream","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","White","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","430","410","35150","30820"
"In post","2023","Declared non-disabled","White","Charity Commission","London","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","White","Charity Commission","Outside London","185","175","35070","30170"
"In post","2023","Declared non-disabled","White","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Companies House","Outside London","715","675","33420","28070"
"In post","2023","Declared non-disabled","White","Competition and Markets Authority","London","465","450","66900","62290"
"In post","2023","Declared non-disabled","White","Competition and Markets Authority","Outside London","85","80","57950","55950"
"In post","2023","Declared non-disabled","White","Criminal Injuries Compensation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Criminal Injuries Compensation Authority","Outside London","160","150","30410","25830"
"In post","2023","Declared non-disabled","White","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Crown Commercial Service","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","White","Crown Commercial Service","Outside London","245","240","40920","40450"
"In post","2023","Declared non-disabled","White","Crown Office and Procurator Fiscal Service","Outside London","1980","1865","39680","33120"
"In post","2023","Declared non-disabled","White","Crown Prosecution Service","London","580","555","49980","54100"
"In post","2023","Declared non-disabled","White","Crown Prosecution Service","Outside London","3000","2780","41350","35000"
"In post","2023","Declared non-disabled","White","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Defence Electronics and Components Agency","Outside London","240","230","29730","28710"
"In post","2023","Declared non-disabled","White","Defence Equipment and Support","London","70","70","31700","30030"
"In post","2023","Declared non-disabled","White","Defence Equipment and Support","Outside London","6430","6185","40550","38790"
"In post","2023","Declared non-disabled","White","Defence Equipment and Support","Overseas","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","White","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Defence Science and Technology Laboratory","Outside London","2345","2245","45490","49260"
"In post","2023","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","2515","2450","54840","55120"
"In post","2023","Declared non-disabled","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","695","675","45430","40350"
"In post","2023","Declared non-disabled","White","Department for Digital, Culture, Media and Sport (excl. agencies)","London","900","880","52140","53030"
"In post","2023","Declared non-disabled","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","125","125","43330","36570"
"In post","2023","Declared non-disabled","White","Department for Education (excl. agencies)","London","880","835","57090","55780"
"In post","2023","Declared non-disabled","White","Department for Education (excl. agencies)","Outside London","2450","2345","46020","43490"
"In post","2023","Declared non-disabled","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","1370","1330","48150","42700"
"In post","2023","Declared non-disabled","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","2365","2270","42390","37710"
"In post","2023","Declared non-disabled","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Department for International Trade","London","975","960","51440","55370"
"In post","2023","Declared non-disabled","White","Department for International Trade","Outside London","300","290","44210","41850"
"In post","2023","Declared non-disabled","White","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Department for Levelling Up, Housing and Communities (excl. agencies)","London","1120","1095","53500","54630"
"In post","2023","Declared non-disabled","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","710","680","43870","39440"
"In post","2023","Declared non-disabled","White","Department for Transport (excl. agencies)","London","1425","1380","56390","55740"
"In post","2023","Declared non-disabled","White","Department for Transport (excl. agencies)","Outside London","440","420","47330","39820"
"In post","2023","Declared non-disabled","White","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Department for Work and Pensions (excl. agencies)","London","2215","2080","41470","32520"
"In post","2023","Declared non-disabled","White","Department for Work and Pensions (excl. agencies)","Outside London","44260","39375","29040","28120"
"In post","2023","Declared non-disabled","White","Department for Work and Pensions (excl. agencies)","Unknown","185","180","36090","28120"
"In post","2023","Declared non-disabled","White","Department of Health and Social Care (excl. agencies)","London","430","410","57690","54690"
"In post","2023","Declared non-disabled","White","Department of Health and Social Care (excl. agencies)","Outside London","335","320","48150","50830"
"In post","2023","Declared non-disabled","White","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Disclosure Scotland","Outside London","150","145","32870","26720"
"In post","2023","Declared non-disabled","White","Driver and Vehicle Licensing Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","White","Driver and Vehicle Licensing Agency","Outside London","4085","3645","27760","22500"
"In post","2023","Declared non-disabled","White","Driver and Vehicle Standards Agency","London","135","130","33390","31450"
"In post","2023","Declared non-disabled","White","Driver and Vehicle Standards Agency","Outside London","2495","2325","30900","27490"
"In post","2023","Declared non-disabled","White","Education Scotland","Outside London","150","145","62510","70540"
"In post","2023","Declared non-disabled","White","Education and Skills Funding Agency","London","50","45","54180","55710"
"In post","2023","Declared non-disabled","White","Education and Skills Funding Agency","Outside London","365","350","43710","38210"
"In post","2023","Declared non-disabled","White","Estyn","Outside London","110","100","60360","78500"
"In post","2023","Declared non-disabled","White","FCDO Services","London","105","100","52410","48750"
"In post","2023","Declared non-disabled","White","FCDO Services","Outside London","530","510","42330","39090"
