"Status","Year","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","White","Ministry of Defence","Outside London","41565","40030","35910","33830"
"In post","2023","White","Ministry of Defence","Overseas","440","440","55320","50750"
"In post","2023","White","Ministry of Defence","Unknown","30","25","[c]","[c]"
"In post","2023","White","Ministry of Justice","London","7120","6805","42090","37170"
"In post","2023","White","Ministry of Justice","Outside London","57675","53770","31380","29890"
"In post","2023","White","Ministry of Justice","Unknown","75","70","29080","27550"
"In post","2023","White","National Crime Agency","London","1070","1050","48860","45700"
"In post","2023","White","National Crime Agency","Outside London","3060","2975","40610","38640"
"In post","2023","White","National Crime Agency","Overseas","100","100","48140","47380"
"In post","2023","White","National Crime Agency","Unknown","80","75","47290","47380"
"In post","2023","White","Northern Ireland Office","London","50","50","55430","55720"
"In post","2023","White","Northern Ireland Office","Outside London","60","60","38270","37680"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","London","210","205","57670","52750"
"In post","2023","White","Office for Standards in Education, Children's Services and Skills","Outside London","1485","1435","52830","52750"
"In post","2023","White","Office of Gas and Electricity Markets","London","485","480","53790","49420"
"In post","2023","White","Office of Gas and Electricity Markets","Outside London","570","560","40090","34700"
"In post","2023","White","Office of Qualifications and Examinations Regulation","Outside London","265","255","46360","42230"
"In post","2023","White","Office of Rail and Road","London","145","140","60220","58230"
"In post","2023","White","Office of Rail and Road","Outside London","125","120","53600","53410"
"In post","2023","White","Office of the Secretary of State for Scotland","London","15","15","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Scotland","Outside London","45","40","58450","65280"
"In post","2023","White","Office of the Secretary of State for Wales","London","15","15","[c]","[c]"
"In post","2023","White","Office of the Secretary of State for Wales","Outside London","15","15","[c]","[c]"
"In post","2023","White","Scottish Government","London","10","10","[c]","[c]"
"In post","2023","White","Scottish Government","Outside London","17470","16630","41600","37060"
"In post","2023","White","Scottish Government","Overseas","15","15","[c]","[c]"
"In post","2023","White","The National Archives","London","385","365","38220","34940"
"In post","2023","White","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","White","UK Export Finance","London","300","295","58800","54000"
"In post","2023","White","UK Export Finance","Outside London","25","20","[c]","[c]"
"In post","2023","White","UK Statistics Authority","London","210","205","49980","42370"
"In post","2023","White","UK Statistics Authority","Outside London","4450","3980","35240","31560"
"In post","2023","White","UK Supreme Court","London","40","35","40770","37230"
"In post","2023","White","Water Services Regulation Authority","London","60","55","71670","68170"
"In post","2023","White","Water Services Regulation Authority","Outside London","140","135","56090","52480"
"In post","2023","White","Welsh Government","London","10","10","[c]","[c]"
"In post","2023","White","Welsh Government","Outside London","5380","5080","43790","39690"
"In post","2023","White","Welsh Government","Overseas","10","10","[c]","[c]"
"Leaver CS","2023","Asian","Attorney General's Departments","London","50","[c]","41840","40800"
"Leaver CS","2023","Asian","Attorney General's Departments","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","London","55","[c]","42440","35870"
"Leaver CS","2023","Asian","Cabinet Office","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Competition and Markets Authority","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","London","50","[c]","43620","40050"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Digital, Culture, Media and Sport","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Education","Outside London","35","[c]","39500","37590"
"Leaver CS","2023","Asian","Department for Environment, Food and Rural Affairs","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Environment, Food and Rural Affairs","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for International Trade","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Levelling Up, Housing and Communities","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Levelling Up, Housing and Communities","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Transport","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department for Transport","Outside London","45","[c]","26350","22500"
"Leaver CS","2023","Asian","Department for Work and Pensions","London","225","[c]","31580","31060"
"Leaver CS","2023","Asian","Department for Work and Pensions","Outside London","415","[c]","27790","27570"
"Leaver CS","2023","Asian","Department for Work and Pensions","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department of Health and Social Care","London","150","[c]","39310","33790"
"Leaver CS","2023","Asian","Department of Health and Social Care","Outside London","90","[c]","33790","29480"
"Leaver CS","2023","Asian","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Foreign, Commonwealth and Development Office","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Foreign, Commonwealth and Development Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Land Registry","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Land Registry","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","London","80","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Revenue and Customs","Outside London","285","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","London","65","[c]","37910","33630"
"Leaver CS","2023","Asian","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","London","145","[c]","36290","30410"
"Leaver CS","2023","Asian","Home Office","Outside London","65","[c]","28350","25880"
"Leaver CS","2023","Asian","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Outside London","95","[c]","33840","32550"
"Leaver CS","2023","Asian","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Ministry of Justice","London","150","[c]","33800","29660"
"Leaver CS","2023","Asian","Ministry of Justice","Outside London","235","[c]","25430","21780"
"Leaver CS","2023","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","London","35","[c]","47630","40700"
"Leaver CS","2023","Asian","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","The National Archives","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Statistics Authority","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","London","45","[c]","40080","29750"
"Leaver CS","2023","Black","Attorney General's Departments","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","London","35","[c]","39170","35120"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","London","265","[c]","31150","31060"
"Leaver CS","2023","Black","Department for Work and Pensions","Outside London","215","[c]","27560","27570"
"Leaver CS","2023","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","London","100","[c]","36800","33330"
"Leaver CS","2023","Black","Department of Health and Social Care","Outside London","60","[c]","34410","35570"
"Leaver CS","2023","Black","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","London","40","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","Outside London","95","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","London","95","[c]","39060","35520"
"Leaver CS","2023","Black","Home Office","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","Outside London","75","[c]","35730","34300"
"Leaver CS","2023","Black","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Ministry of Justice","London","245","[c]","31550","27750"
"Leaver CS","2023","Black","Ministry of Justice","Outside London","190","[c]","27870","21780"
"Leaver CS","2023","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office for Standards in Education, Children's Services and Skills","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Gas and Electricity Markets","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Export Finance","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Statistics Authority","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Water Services Regulation Authority","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Attorney General's Departments","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Attorney General's Departments","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Business, Energy and Industrial Strategy","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Digital, Culture, Media and Sport","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Education","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Environment, Food and Rural Affairs","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Environment, Food and Rural Affairs","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for International Trade","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Levelling Up, Housing and Communities","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Transport","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department for Work and Pensions","London","60","[c]","30670","31060"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Outside London","135","[c]","27310","27570"
"Leaver CS","2023","Mixed","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","London","50","[c]","37750","32330"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Estyn","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Foreign, Commonwealth and Development Office","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Foreign, Commonwealth and Development Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Revenue and Customs","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Revenue and Customs","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Treasury","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Home Office","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Home Office","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Ministry of Defence","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Ministry of Defence","Outside London","45","[c]","37200","31860"
"Leaver CS","2023","Mixed","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Ministry of Justice","London","70","[c]","37630","35410"
"Leaver CS","2023","Mixed","Ministry of Justice","Outside London","175","[c]","27140","21780"
"Leaver CS","2023","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","National Crime Agency","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scottish Government","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scottish Government","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","The National Archives","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Statistics Authority","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Attorney General's Departments","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Cabinet Office","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Department for Environment, Food and Rural Affairs","London","5","[c]","[c]","[c]"
