"Status","Year","Disability","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Male","Unknown","440","430","35030","32540"
"In post","2023","Unknown","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Female","Heterosexual / straight","535","520","42400","38640"
"In post","2023","Unknown","Digital, Data and Technology","Female","LGBO","45","45","39650","37590"
"In post","2023","Unknown","Digital, Data and Technology","Female","Undeclared","65","65","42530","39680"
"In post","2023","Unknown","Digital, Data and Technology","Female","Unknown","990","965","44270","41000"
"In post","2023","Unknown","Digital, Data and Technology","Male","Heterosexual / straight","910","895","44690","41200"
"In post","2023","Unknown","Digital, Data and Technology","Male","LGBO","70","70","38630","36270"
"In post","2023","Unknown","Digital, Data and Technology","Male","Undeclared","120","115","44180","40530"
"In post","2023","Unknown","Digital, Data and Technology","Male","Unknown","2375","2355","43970","39960"
"In post","2023","Unknown","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","Female","Heterosexual / straight","70","70","43370","35010"
"In post","2023","Unknown","Economics","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Economics","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Economics","Female","Unknown","110","110","45120","39550"
"In post","2023","Unknown","Economics","Male","Heterosexual / straight","110","110","43920","39300"
"In post","2023","Unknown","Economics","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Economics","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Economics","Male","Unknown","220","215","46270","39110"
"In post","2023","Unknown","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Female","Heterosexual / straight","370","355","40490","35000"
"In post","2023","Unknown","Finance","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Finance","Female","Undeclared","40","35","42010","39650"
"In post","2023","Unknown","Finance","Female","Unknown","535","505","38570","34630"
"In post","2023","Unknown","Finance","Male","Heterosexual / straight","295","290","42720","39340"
"In post","2023","Unknown","Finance","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Finance","Male","Undeclared","45","45","41470","37590"
"In post","2023","Unknown","Finance","Male","Unknown","515","505","41290","37720"
"In post","2023","Unknown","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Geography","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Geography","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Geography","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Geography","Female","Unknown","35","30","29040","27610"
"In post","2023","Unknown","Geography","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Unknown","Geography","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Geography","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Geography","Male","Unknown","80","80","31180","29880"
"In post","2023","Unknown","Geography","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Geography","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Female","Heterosexual / straight","565","540","37260","33930"
"In post","2023","Unknown","Human Resources","Female","LGBO","35","35","36160","27780"
"In post","2023","Unknown","Human Resources","Female","Undeclared","60","55","35570","33530"
"In post","2023","Unknown","Human Resources","Female","Unknown","800","770","39640","35380"
"In post","2023","Unknown","Human Resources","Male","Heterosexual / straight","330","325","37580","33830"
"In post","2023","Unknown","Human Resources","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Human Resources","Male","Undeclared","55","55","35740","33140"
"In post","2023","Unknown","Human Resources","Male","Unknown","515","510","38430","33830"
"In post","2023","Unknown","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Female","Heterosexual / straight","40","35","57210","52750"
"In post","2023","Unknown","Inspector of Education and Training","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Inspector of Education and Training","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Female","Heterosexual / straight","45","45","36570","30170"
"In post","2023","Unknown","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Female","Unknown","150","145","33610","30130"
"In post","2023","Unknown","Intelligence Analysis","Male","Heterosexual / straight","95","90","36510","32090"
"In post","2023","Unknown","Intelligence Analysis","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Male","Unknown","180","180","34370","30760"
"In post","2023","Unknown","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Female","Heterosexual / straight","35","35","41760","39590"
"In post","2023","Unknown","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Female","Unknown","20","15","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","International Trade","Female","Heterosexual / straight","175","165","48490","43560"
"In post","2023","Unknown","International Trade","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","International Trade","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","International Trade","Female","Unknown","240","235","47190","42510"
"In post","2023","Unknown","International Trade","Male","Heterosexual / straight","165","165","52180","52650"
"In post","2023","Unknown","International Trade","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Unknown","International Trade","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","International Trade","Male","Unknown","255","250","47880","42480"
"In post","2023","Unknown","International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Female","Heterosexual / straight","60","60","32860","28550"
"In post","2023","Unknown","Knowledge and Information Management","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Female","Unknown","100","95","36550","34170"
"In post","2023","Unknown","Knowledge and Information Management","Male","Heterosexual / straight","60","60","36940","33910"
"In post","2023","Unknown","Knowledge and Information Management","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Male","Unknown","100","100","38770","35500"
"In post","2023","Unknown","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Female","Heterosexual / straight","450","425","50420","50000"
"In post","2023","Unknown","Legal","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Legal","Female","Undeclared","30","30","56450","55810"
"In post","2023","Unknown","Legal","Female","Unknown","810","740","49160","49730"
"In post","2023","Unknown","Legal","Male","Heterosexual / straight","240","240","50550","49050"
"In post","2023","Unknown","Legal","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Legal","Male","Undeclared","30","30","49610","50700"
"In post","2023","Unknown","Legal","Male","Unknown","545","530","46980","42140"
"In post","2023","Unknown","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Medicine","Female","Heterosexual / straight","245","220","49310","40590"
"In post","2023","Unknown","Medicine","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Medicine","Female","Undeclared","50","45","58120","54660"
"In post","2023","Unknown","Medicine","Female","Unknown","275","230","49410","40590"
"In post","2023","Unknown","Medicine","Male","Heterosexual / straight","85","75","65810","54620"
"In post","2023","Unknown","Medicine","Male","LGBO","10","5","[c]","[c]"
"In post","2023","Unknown","Medicine","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Medicine","Male","Unknown","110","95","63310","47820"
"In post","2023","Unknown","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Female","Heterosexual / straight","5695","5245","30430","27890"
"In post","2023","Unknown","Operational Delivery","Female","LGBO","435","425","30930","28480"
"In post","2023","Unknown","Operational Delivery","Female","Undeclared","530","485","30970","28130"
"In post","2023","Unknown","Operational Delivery","Female","Unknown","20055","18415","27300","25750"
"In post","2023","Unknown","Operational Delivery","Male","Heterosexual / straight","5215","5035","34070","31510"
"In post","2023","Unknown","Operational Delivery","Male","LGBO","355","350","30860","27740"
"In post","2023","Unknown","Operational Delivery","Male","Undeclared","455","440","34090","32150"
"In post","2023","Unknown","Operational Delivery","Male","Unknown","16925","16310","28600","26840"
"In post","2023","Unknown","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","Female","Heterosexual / straight","50","50","43310","39890"
"In post","2023","Unknown","Operational Research","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Operational Research","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Unknown","Operational Research","Female","Unknown","90","90","32860","26540"
"In post","2023","Unknown","Operational Research","Male","Heterosexual / straight","65","65","38830","34190"
"In post","2023","Unknown","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","Operational Research","Male","Unknown","135","130","36600","35410"
"In post","2023","Unknown","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Female","Heterosexual / straight","370","350","33840","29890"
"In post","2023","Unknown","Other","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Other","Female","Undeclared","45","40","43200","34370"
"In post","2023","Unknown","Other","Female","Unknown","845","805","33950","29890"
"In post","2023","Unknown","Other","Male","Heterosexual / straight","475","460","32320","27110"
"In post","2023","Unknown","Other","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Other","Male","Undeclared","60","60","34050","27470"
"In post","2023","Unknown","Other","Male","Unknown","2330","2305","39790","37680"
"In post","2023","Unknown","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Planning","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Planning","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Female","Unknown","15","10","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Male","Unknown","25","20","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Planning Inspectors","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Female","Heterosexual / straight","1300","1265","47300","43000"
"In post","2023","Unknown","Policy","Female","LGBO","120","115","43150","39090"
"In post","2023","Unknown","Policy","Female","Undeclared","125","120","47830","43430"
"In post","2023","Unknown","Policy","Female","Unknown","2290","2235","48000","43650"
"In post","2023","Unknown","Policy","Male","Heterosexual / straight","925","915","50630","51420"
"In post","2023","Unknown","Policy","Male","LGBO","125","125","50110","53550"
"In post","2023","Unknown","Policy","Male","Undeclared","125","125","49790","46410"
"In post","2023","Unknown","Policy","Male","Unknown","1890","1875","48500","44140"
"In post","2023","Unknown","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Female","Heterosexual / straight","750","715","43340","39950"
"In post","2023","Unknown","Project Delivery","Female","LGBO","50","50","38080","34850"
"In post","2023","Unknown","Project Delivery","Female","Undeclared","90","90","44000","39500"
"In post","2023","Unknown","Project Delivery","Female","Unknown","1010","975","42530","39890"
"In post","2023","Unknown","Project Delivery","Male","Heterosexual / straight","625","615","46860","41940"
"In post","2023","Unknown","Project Delivery","Male","LGBO","45","45","44090","41090"
"In post","2023","Unknown","Project Delivery","Male","Undeclared","65","65","50520","48570"
"In post","2023","Unknown","Project Delivery","Male","Unknown","990","980","45130","41780"
"In post","2023","Unknown","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Female","Heterosexual / straight","120","120","33870","33830"
"In post","2023","Unknown","Property","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Unknown","Property","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Property","Female","Unknown","365","345","31710","27810"
"In post","2023","Unknown","Property","Male","Heterosexual / straight","225","220","34680","33830"
"In post","2023","Unknown","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Unknown","Property","Male","Unknown","590","585","35320","31660"
"In post","2023","Unknown","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Unknown","Psychology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Female","Unknown","140","130","35370","31310"
"In post","2023","Unknown","Psychology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Unknown","Psychology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Psychology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Female","Heterosexual / straight","250","245","39690","36210"
"In post","2023","Unknown","Science and Engineering","Female","LGBO","35","35","30540","28250"
"In post","2023","Unknown","Science and Engineering","Female","Undeclared","40","40","40910","41190"
"In post","2023","Unknown","Science and Engineering","Female","Unknown","385","365","37980","32980"
"In post","2023","Unknown","Science and Engineering","Male","Heterosexual / straight","620","615","37780","33830"
"In post","2023","Unknown","Science and Engineering","Male","LGBO","40","40","32790","30080"
"In post","2023","Unknown","Science and Engineering","Male","Undeclared","85","85","43180","43220"
"In post","2023","Unknown","Science and Engineering","Male","Unknown","1020","1000","39690","38720"
"In post","2023","Unknown","Science and Engineering","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Female","Heterosexual / straight","185","180","35370","32840"
"In post","2023","Unknown","Security","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Security","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","Security","Female","Unknown","285","280","35740","30760"
"In post","2023","Unknown","Security","Male","Heterosexual / straight","795","775","33670","29520"
"In post","2023","Unknown","Security","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Security","Male","Undeclared","95","95","38890","40880"
"In post","2023","Unknown","Security","Male","Unknown","1080","1070","34340","30200"
"In post","2023","Unknown","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","Female","Heterosexual / straight","160","155","41100","39300"
"In post","2023","Unknown","Social Research","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Social Research","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Social Research","Female","Unknown","115","110","41990","39300"
"In post","2023","Unknown","Social Research","Male","Heterosexual / straight","50","50","41190","39300"
"In post","2023","Unknown","Social Research","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","Male","Unknown","50","50","43670","39300"
"In post","2023","Unknown","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Social Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","Female","Heterosexual / straight","115","110","42090","39300"
"In post","2023","Unknown","Statistics","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Unknown","Statistics","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Unknown","Statistics","Female","Unknown","165","160","37550","35410"
"In post","2023","Unknown","Statistics","Male","Heterosexual / straight","145","145","39920","38120"
"In post","2023","Unknown","Statistics","Male","LGBO","15","15","[c]","[c]"
"In post","2023","Unknown","Statistics","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Unknown","Statistics","Male","Unknown","180","180","40030","37760"
"In post","2023","Unknown","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","Female","Heterosexual / straight","150","140","36580","35000"
"In post","2023","Unknown","Tax","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Tax","Female","Undeclared","30","25","38140","36350"
"In post","2023","Unknown","Tax","Female","Unknown","1790","1665","32280","28130"
"In post","2023","Unknown","Tax","Male","Heterosexual / straight","180","175","41090","35000"
"In post","2023","Unknown","Tax","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Unknown","Tax","Male","Undeclared","35","35","44660","38220"
"In post","2023","Unknown","Tax","Male","Unknown","2200","2140","34360","34400"
"In post","2023","Unknown","Tax","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Tax","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Female","Heterosexual / straight","1700","1605","46200","41950"
"In post","2023","Unknown","Unknown","Female","LGBO","150","145","43270","41950"
"In post","2023","Unknown","Unknown","Female","Undeclared","670","640","45760","41950"
"In post","2023","Unknown","Unknown","Female","Unknown","4065","3865","37330","31940"
"In post","2023","Unknown","Unknown","Male","Heterosexual / straight","1080","1060","46800","42860"
"In post","2023","Unknown","Unknown","Male","LGBO","135","135","45820","38520"
"In post","2023","Unknown","Unknown","Male","Undeclared","415","405","49380","50830"
"In post","2023","Unknown","Unknown","Male","Unknown","3470","3415","38750","33520"
"In post","2023","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Male","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Veterinarian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Corporate Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Counter Fraud","Female","Undeclared","10","[c]","[c]","[c]"
