"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Ministry of Justice","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Social Research","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Statistics","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Statistics","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Statistics","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Statistics","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Statistics","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East Midlands (England)","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East Midlands (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East Midlands (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East Midlands (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East of England","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East of England","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East of England","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","East of England","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","London","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North East (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North East (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North West (England)","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North West (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North West (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","North West (England)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South East (England)","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South East (England)","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South East (England)","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South East (England)","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South East (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South East (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South West (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South West (England)","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","South West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Wales","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Wales","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","West Midlands (England)","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","West Midlands (England)","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","West Midlands (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","West Midlands (England)","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Yorkshire and The Humber","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Yorkshire and The Humber","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Yorkshire and The Humber","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice","Unknown","Yorkshire and The Humber","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Communications","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Communications","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Digital, Data and Technology","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Finance","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Finance","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Finance","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Finance","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Human Resources","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Legal","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Legal","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Legal","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","East of England","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","London","EO","35","[c]","37540","37750"
"Leaver CS","2023","National Crime Agency","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","London","HEO","20","[c]","44800","44700"
"Leaver CS","2023","National Crime Agency","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","London","SEO","10","[c]","51450","50980"
"Leaver CS","2023","National Crime Agency","Operational Delivery","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","North West (England)","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","North West (England)","EO","35","[c]","34390","34400"
"Leaver CS","2023","National Crime Agency","Operational Delivery","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","North West (England)","HEO","15","[c]","42320","43450"
"Leaver CS","2023","National Crime Agency","Operational Delivery","North West (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Overseas","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Overseas","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","South East (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","South East (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","South West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","South West (England)","EO","10","[c]","35110","34470"
"Leaver CS","2023","National Crime Agency","Operational Delivery","South West (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","West Midlands (England)","EO","20","[c]","35260","35000"
"Leaver CS","2023","National Crime Agency","Operational Delivery","West Midlands (England)","HEO","10","[c]","43720","44050"
"Leaver CS","2023","National Crime Agency","Operational Delivery","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Yorkshire and The Humber","EO","15","[c]","36830","36410"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Yorkshire and The Humber","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Operational Delivery","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Project Delivery","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Project Delivery","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Project Delivery","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Project Delivery","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Security","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Security","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Human Resources","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Human Resources","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Human Resources","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Operational Delivery","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Operational Delivery","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Other","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Policy","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Policy","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Finance","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East of England","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","East of England","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","North West (England)","G7","15","[c]","75140","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","North West (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","South East (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","South East (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","South West (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","West Midlands (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","West Midlands (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Yorkshire and The Humber","G7","10","[c]","76970","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Yorkshire and The Humber","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","North West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","North West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","North West (England)","G7","[c]","[c]","[c]","[c]"
