"Status","Year","Disability","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Female","585","[c]","33330","29280"
"Leaver Dept.","2023","Declared disabled","No function","Male","345","[c]","35880","28850"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Female","150","[c]","41690","40960"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Male","150","[c]","46460","39050"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Female","85","[c]","38400","39360"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Male","65","[c]","41420","40050"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Female","100","[c]","42150","39070"
"Leaver Dept.","2023","Declared non-disabled","Communications","Male","70","[c]","42010","39220"
"Leaver Dept.","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Female","110","[c]","30300","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Male","90","[c]","32140","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Female","180","[c]","43010","38760"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Male","235","[c]","41980","38040"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Female","150","[c]","44160","38470"
"Leaver Dept.","2023","Declared non-disabled","Finance","Male","120","[c]","46950","40480"
"Leaver Dept.","2023","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Female","365","[c]","37360","32670"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Male","145","[c]","36950","33420"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Female","100","[c]","45640","42430"
"Leaver Dept.","2023","Declared non-disabled","Legal","Male","65","[c]","47540","43920"
"Leaver Dept.","2023","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Female","3255","[c]","35090","29970"
"Leaver Dept.","2023","Declared non-disabled","No function","Male","2365","[c]","37800","32520"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Female","150","[c]","43030","38650"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Male","130","[c]","42000","39310"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Female","65","[c]","34780","32590"
"Leaver Dept.","2023","Declared non-disabled","Property","Male","65","[c]","41790","34500"
"Leaver Dept.","2023","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Female","65","[c]","37880","34430"
"Leaver Dept.","2023","Declared non-disabled","Security","Male","70","[c]","32420","32830"
"Leaver Dept.","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Female","180","[c]","40490","37380"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Male","130","[c]","40620","36650"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Female","235","[c]","34380","28310"
"Leaver Dept.","2023","Undeclared","No function","Male","220","[c]","38380","34300"
"Leaver Dept.","2023","Undeclared","Project Delivery","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Female","95","[c]","35800","33480"
"Leaver Dept.","2023","Unknown","Analysis","Male","100","[c]","38330","34260"
"Leaver Dept.","2023","Unknown","Commercial","Female","45","[c]","40590","38550"
"Leaver Dept.","2023","Unknown","Commercial","Male","50","[c]","38350","33690"
"Leaver Dept.","2023","Unknown","Communications","Female","65","[c]","37410","34140"
"Leaver Dept.","2023","Unknown","Communications","Male","35","[c]","39630","35900"
"Leaver Dept.","2023","Unknown","Counter Fraud","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Female","100","[c]","39500","34640"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Male","125","[c]","41050","38170"
"Leaver Dept.","2023","Unknown","Finance","Female","50","[c]","40670","33250"
"Leaver Dept.","2023","Unknown","Finance","Male","80","[c]","39760","33250"
"Leaver Dept.","2023","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Female","95","[c]","37710","32160"
"Leaver Dept.","2023","Unknown","Human Resources","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Female","60","[c]","40030","32660"
"Leaver Dept.","2023","Unknown","Legal","Male","35","[c]","44980","46150"
"Leaver Dept.","2023","Unknown","No function","Female","1130","[c]","36800","33020"
"Leaver Dept.","2023","Unknown","No function","Male","900","[c]","39070","34310"
"Leaver Dept.","2023","Unknown","Project Delivery","Female","105","[c]","37120","33250"
"Leaver Dept.","2023","Unknown","Project Delivery","Male","75","[c]","35400","33110"
"Leaver Dept.","2023","Unknown","Property","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Male","40","[c]","29460","26890"
"Leaver Dept.","2023","Unknown","Unknown","Female","545","[c]","36190","32000"
"Leaver Dept.","2023","Unknown","Unknown","Male","415","[c]","36530","32000"
"New entrant CS","2023","Declared disabled","Analysis","Female","65","[c]","32460","31560"
"New entrant CS","2023","Declared disabled","Analysis","Male","55","[c]","34240","31560"
"New entrant CS","2023","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","Female","30","[c]","37730","32500"
"New entrant CS","2023","Declared disabled","Commercial","Male","35","[c]","41500","35280"
"New entrant CS","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","Female","45","[c]","29690","27650"
"New entrant CS","2023","Declared disabled","Counter Fraud","Male","30","[c]","26860","26620"
"New entrant CS","2023","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","Female","65","[c]","22480","21690"
"New entrant CS","2023","Declared disabled","Debt","Male","55","[c]","22030","21690"
"New entrant CS","2023","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Female","105","[c]","36290","34170"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Male","125","[c]","38010","34400"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Male","35","[c]","39390","34400"
"New entrant CS","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","Male","30","[c]","23360","22150"
"New entrant CS","2023","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Female","70","[c]","30750","28000"
"New entrant CS","2023","Declared disabled","Human Resources","Male","40","[c]","31700","29660"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","Female","105","[c]","31420","27760"
"New entrant CS","2023","Declared disabled","Legal","Male","40","[c]","31560","26900"
"New entrant CS","2023","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","Female","1335","[c]","26640","23640"
"New entrant CS","2023","Declared disabled","No function","Male","870","[c]","27170","24070"
"New entrant CS","2023","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Female","70","[c]","32280","29250"
"New entrant CS","2023","Declared disabled","Project Delivery","Male","55","[c]","33220","32500"
"New entrant CS","2023","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Male","30","[c]","34060","30780"
"New entrant CS","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Female","210","[c]","30510","29100"
"New entrant CS","2023","Declared disabled","Unknown","Male","130","[c]","30940","28840"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","Female","320","[c]","34030","31620"
"New entrant CS","2023","Declared non-disabled","Analysis","Male","370","[c]","34890","33000"
"New entrant CS","2023","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","Female","170","[c]","44160","35000"
"New entrant CS","2023","Declared non-disabled","Commercial","Male","145","[c]","48120","39430"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","Female","165","[c]","37370","35240"
"New entrant CS","2023","Declared non-disabled","Communications","Male","85","[c]","41280","35410"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Female","245","[c]","28290","27220"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Male","200","[c]","28890","27650"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","Female","530","[c]","22690","22520"
"New entrant CS","2023","Declared non-disabled","Debt","Male","380","[c]","22750","22520"
"New entrant CS","2023","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Female","590","[c]","38140","37300"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Male","1020","[c]","41470","37760"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","Female","230","[c]","35730","34100"
"New entrant CS","2023","Declared non-disabled","Finance","Male","170","[c]","33820","29820"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","Female","145","[c]","22790","22150"
"New entrant CS","2023","Declared non-disabled","Grants Management","Male","105","[c]","22960","22150"
"New entrant CS","2023","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","Female","310","[c]","35900","32500"
"New entrant CS","2023","Declared non-disabled","Human Resources","Male","135","[c]","33520","30170"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","Female","685","[c]","35110","28200"
"New entrant CS","2023","Declared non-disabled","Legal","Male","330","[c]","36870","32500"
"New entrant CS","2023","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Female","8160","[c]","27470","23640"
"New entrant CS","2023","Declared non-disabled","No function","Male","6205","[c]","29400","28120"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Female","370","[c]","37700","34400"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Male","320","[c]","41720","36000"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Female","185","[c]","32880","27650"
"New entrant CS","2023","Declared non-disabled","Property","Male","190","[c]","35120","29000"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Female","90","[c]","28680","25830"
"New entrant CS","2023","Declared non-disabled","Security","Male","120","[c]","32490","28060"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Female","780","[c]","33620","29270"
"New entrant CS","2023","Declared non-disabled","Unknown","Male","490","[c]","34250","29100"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","Male","55","[c]","43060","41480"
"New entrant CS","2023","Undeclared","Finance","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Female","30","[c]","34090","27330"
"New entrant CS","2023","Undeclared","Legal","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Female","390","[c]","26680","23640"
"New entrant CS","2023","Undeclared","No function","Male","355","[c]","29290","27450"
"New entrant CS","2023","Undeclared","Project Delivery","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Female","40","[c]","28310","29100"
"New entrant CS","2023","Undeclared","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Female","275","[c]","32570","31060"
"New entrant CS","2023","Unknown","Analysis","Male","355","[c]","32340","31060"
"New entrant CS","2023","Unknown","Commercial","Female","190","[c]","32220","29160"
"New entrant CS","2023","Unknown","Commercial","Male","155","[c]","33510","30490"
"New entrant CS","2023","Unknown","Communications","Female","155","[c]","36890","35400"
"New entrant CS","2023","Unknown","Communications","Male","105","[c]","38600","36100"
"New entrant CS","2023","Unknown","Counter Fraud","Female","45","[c]","29500","27650"
"New entrant CS","2023","Unknown","Counter Fraud","Male","70","[c]","30310","31980"
"New entrant CS","2023","Unknown","Debt","Female","360","[c]","22990","22520"
"New entrant CS","2023","Unknown","Debt","Male","250","[c]","22850","22520"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Female","430","[c]","37020","33990"
"New entrant CS","2023","Unknown","Digital, Data & Technology","Male","855","[c]","39430","35410"
"New entrant CS","2023","Unknown","Finance","Female","190","[c]","31210","27650"
"New entrant CS","2023","Unknown","Finance","Male","170","[c]","31930","28840"
"New entrant CS","2023","Unknown","Grants Management","Female","35","[c]","23320","22150"
"New entrant CS","2023","Unknown","Grants Management","Male","40","[c]","23670","22150"
"New entrant CS","2023","Unknown","Human Resources","Female","370","[c]","31870","27890"
"New entrant CS","2023","Unknown","Human Resources","Male","225","[c]","32850","30080"
"New entrant CS","2023","Unknown","Internal Audit","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Internal Audit","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Legal","Female","235","[c]","34740","29660"
"New entrant CS","2023","Unknown","Legal","Male","110","[c]","35930","28200"
"New entrant CS","2023","Unknown","No function","Female","10140","[c]","27280","24710"
"New entrant CS","2023","Unknown","No function","Male","8555","[c]","28430","25750"
"New entrant CS","2023","Unknown","Project Delivery","Female","485","[c]","34660","30650"
"New entrant CS","2023","Unknown","Project Delivery","Male","480","[c]","37900","33990"
"New entrant CS","2023","Unknown","Property","Female","180","[c]","28170","24710"
"New entrant CS","2023","Unknown","Property","Male","285","[c]","31940","27140"
"New entrant CS","2023","Unknown","Security","Female","150","[c]","29100","27080"
"New entrant CS","2023","Unknown","Security","Male","560","[c]","29730","27500"
"New entrant CS","2023","Unknown","Unknown","Female","1640","[c]","30840","29100"
"New entrant CS","2023","Unknown","Unknown","Male","1400","[c]","31040","28840"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
