"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South East (England)","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South East (England)","Hampshire and Isle of Wight","Portsmouth","20","[c]","26490","24480"
"New entrant CS","2023","Legal","South East (England)","Hampshire and Isle of Wight","South Hampshire","15","[c]","27590","20980"
"New entrant CS","2023","Legal","South East (England)","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South East (England)","Kent","East Kent","10","[c]","25710","21440"
"New entrant CS","2023","Legal","South East (England)","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South East (England)","Surrey, East and West Sussex","Brighton and Hove","20","[c]","27690","24480"
"New entrant CS","2023","Legal","South East (England)","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South East (England)","Surrey, East and West Sussex","West Surrey","15","[c]","35690","28200"
"New entrant CS","2023","Legal","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South West (England)","Devon","Devon CC","10","[c]","27820","24890"
"New entrant CS","2023","Legal","South West (England)","Devon","Plymouth","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","55","[c]","33410","26900"
"New entrant CS","2023","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Wales","East Wales","Cardiff and Vale of Glamorgan","25","[c]","34290","32500"
"New entrant CS","2023","Legal","Wales","East Wales","Flintshire and Wrexham","15","[c]","33910","37680"
"New entrant CS","2023","Legal","Wales","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Wales","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Wales","West Wales and The Valleys","Swansea","15","[c]","35440","38760"
"New entrant CS","2023","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","West Midlands (England)","West Midlands","Birmingham","75","[c]","29380","25830"
"New entrant CS","2023","Legal","West Midlands (England)","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","West Midlands (England)","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","5","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Yorkshire and The Humber","North Yorkshire","York","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Yorkshire and The Humber","South Yorkshire","Sheffield","25","[c]","27870","24430"
"New entrant CS","2023","Legal","Yorkshire and The Humber","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","Yorkshire and The Humber","West Yorkshire","Leeds","105","[c]","35950","30000"
"New entrant CS","2023","Legal","Yorkshire and The Humber","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","100","[c]","23680","23640"
"New entrant CS","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","10","[c]","32060","26780"
"New entrant CS","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","155","[c]","27570","27620"
"New entrant CS","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","650","[c]","26360","22520"
"New entrant CS","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","110","[c]","33050","28880"
"New entrant CS","2023","No function","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","100","[c]","30010","28680"
"New entrant CS","2023","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","205","[c]","24120","23640"
"New entrant CS","2023","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","300","[c]","26270","23590"
"New entrant CS","2023","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","35","[c]","29130","23640"
"New entrant CS","2023","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","185","[c]","24760","21780"
"New entrant CS","2023","No function","East Midlands (England)","Lincolnshire","Lincolnshire CC","345","[c]","28310","26780"
"New entrant CS","2023","No function","East of England","Bedfordshire and Hertfordshire","Bedford","160","[c]","27250","24910"
"New entrant CS","2023","No function","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","25","[c]","37200","26780"
"New entrant CS","2023","No function","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","195","[c]","28870","26560"
"New entrant CS","2023","No function","East of England","Bedfordshire and Hertfordshire","Luton","75","[c]","24250","23640"
"New entrant CS","2023","No function","East of England","East Anglia","Breckland and South Norfolk","85","[c]","27620","28880"
"New entrant CS","2023","No function","East of England","East Anglia","Cambridgeshire CC","305","[c]","31030","28370"
"New entrant CS","2023","No function","East of England","East Anglia","North and West Norfolk","75","[c]","26690","24510"
"New entrant CS","2023","No function","East of England","East Anglia","Norwich and East Norfolk","205","[c]","25690","25920"
"New entrant CS","2023","No function","East of England","East Anglia","Peterborough","200","[c]","23520","22400"
"New entrant CS","2023","No function","East of England","East Anglia","Suffolk CC","370","[c]","26980","24070"
"New entrant CS","2023","No function","East of England","Essex","Essex Haven Gateway","85","[c]","26710","23640"
"New entrant CS","2023","No function","East of England","Essex","Essex Thames Gateway","35","[c]","23000","23640"
"New entrant CS","2023","No function","East of England","Essex","Heart of Essex","175","[c]","27010","26810"
"New entrant CS","2023","No function","East of England","Essex","Southend-on-Sea","25","[c]","24110","23640"
"New entrant CS","2023","No function","East of England","Essex","Thurrock","60","[c]","23260","22400"
"New entrant CS","2023","No function","East of England","Essex","West Essex","60","[c]","29140","25880"
"New entrant CS","2023","No function","London","Inner London - East","Hackney and Newham","165","[c]","30150","26400"
"New entrant CS","2023","No function","London","Inner London - East","Haringey and Islington","175","[c]","32100","33800"
"New entrant CS","2023","No function","London","Inner London - East","Lambeth","190","[c]","37770","34340"
"New entrant CS","2023","No function","London","Inner London - East","Lewisham and Southwark","140","[c]","29650","27640"
"New entrant CS","2023","No function","London","Inner London - East","Tower Hamlets","165","[c]","38070","33400"
"New entrant CS","2023","No function","London","Inner London - West","Camden and City of London","100","[c]","32350","28880"
"New entrant CS","2023","No function","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","110","[c]","32000","33800"
"New entrant CS","2023","No function","London","Inner London - West","Wandsworth","150","[c]","32110","33800"
"New entrant CS","2023","No function","London","Inner London - West","Westminster","2275","[c]","38080","34190"
"New entrant CS","2023","No function","London","Outer London - East and North East","Barking & Dagenham and Havering","30","[c]","32370","27640"
"New entrant CS","2023","No function","London","Outer London - East and North East","Bexley and Greenwich","190","[c]","31560","32110"
"New entrant CS","2023","No function","London","Outer London - East and North East","Enfield","15","[c]","30230","27640"
"New entrant CS","2023","No function","London","Outer London - East and North East","Redbridge and Waltham Forest","45","[c]","31040","27640"
"New entrant CS","2023","No function","London","Outer London - South","Bromley","35","[c]","32140","27640"
"New entrant CS","2023","No function","London","Outer London - South","Croydon","840","[c]","29530","26920"
"New entrant CS","2023","No function","London","Outer London - South","Merton, Kingston upon Thames and Sutton","45","[c]","34010","29970"
"New entrant CS","2023","No function","London","Outer London - West and North West","Barnet","145","[c]","35170","27780"
"New entrant CS","2023","No function","London","Outer London - West and North West","Brent","15","[c]","28140","27640"
"New entrant CS","2023","No function","London","Outer London - West and North West","Ealing","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","London","Outer London - West and North West","Harrow and Hillingdon","465","[c]","30610","29750"
"New entrant CS","2023","No function","London","Outer London - West and North West","Hounslow and Richmond upon Thames","390","[c]","30620","29750"
"New entrant CS","2023","No function","North East (England)","Northumberland, and Tyne and Wear","Northumberland","25","[c]","28620","24330"
"New entrant CS","2023","No function","North East (England)","Northumberland, and Tyne and Wear","Sunderland","190","[c]","23800","22520"
"New entrant CS","2023","No function","North East (England)","Northumberland, and Tyne and Wear","Tyneside","770","[c]","26150","22520"
"New entrant CS","2023","No function","North East (England)","Tees Valley and Durham","Darlington","185","[c]","32030","29970"
"New entrant CS","2023","No function","North East (England)","Tees Valley and Durham","Durham","770","[c]","25750","23390"
"New entrant CS","2023","No function","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","165","[c]","25980","24070"
"New entrant CS","2023","No function","North East (England)","Tees Valley and Durham","South Teesside","60","[c]","23880","23640"
"New entrant CS","2023","No function","North West (England)","Cheshire","Cheshire East","135","[c]","28050","24070"
"New entrant CS","2023","No function","North West (England)","Cheshire","Cheshire West and Chester","45","[c]","28250","23640"
"New entrant CS","2023","No function","North West (England)","Cheshire","Warrington","225","[c]","30900","28880"
"New entrant CS","2023","No function","North West (England)","Cumbria","East Cumbria","85","[c]","25550","22150"
"New entrant CS","2023","No function","North West (England)","Cumbria","West Cumbria","50","[c]","26960","25830"
"New entrant CS","2023","No function","North West (England)","Greater Manchester","Greater Manchester North East","105","[c]","27010","23640"
"New entrant CS","2023","No function","North West (England)","Greater Manchester","Greater Manchester North West","280","[c]","24920","21690"
"New entrant CS","2023","No function","North West (England)","Greater Manchester","Greater Manchester South East","50","[c]","29420","23640"
"New entrant CS","2023","No function","North West (England)","Greater Manchester","Greater Manchester South West","680","[c]","26410","23640"
"New entrant CS","2023","No function","North West (England)","Greater Manchester","Manchester","585","[c]","28680","25750"
"New entrant CS","2023","No function","North West (England)","Lancashire","Blackburn with Darwen","45","[c]","25060","23640"
"New entrant CS","2023","No function","North West (England)","Lancashire","Blackpool","155","[c]","24830","23640"
"New entrant CS","2023","No function","North West (England)","Lancashire","Chorley and West Lancashire","240","[c]","28170","28880"
"New entrant CS","2023","No function","North West (England)","Lancashire","East Lancashire","35","[c]","22970","23640"
"New entrant CS","2023","No function","North West (England)","Lancashire","Lancaster and Wyre","165","[c]","25150","23640"
"New entrant CS","2023","No function","North West (England)","Lancashire","Mid Lancashire","330","[c]","25260","22870"
"New entrant CS","2023","No function","North West (England)","Merseyside","East Merseyside","75","[c]","24330","23640"
"New entrant CS","2023","No function","North West (England)","Merseyside","Liverpool","1635","[c]","24010","22400"
"New entrant CS","2023","No function","North West (England)","Merseyside","Sefton","645","[c]","24300","22400"
"New entrant CS","2023","No function","North West (England)","Merseyside","Wirral","120","[c]","24670","21690"
"New entrant CS","2023","No function","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","15","[c]","27020","25750"
"New entrant CS","2023","No function","Northern Ireland","Northern Ireland","Ards and North Down","10","[c]","29980","25750"
"New entrant CS","2023","No function","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Northern Ireland","Northern Ireland","Belfast","310","[c]","24490","22520"
"New entrant CS","2023","No function","Northern Ireland","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Northern Ireland","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","80","[c]","26700","25750"
"New entrant CS","2023","No function","Northern Ireland","Northern Ireland","Mid Ulster","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Northern Ireland","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Overseas","Overseas","Overseas","30","[c]","47550","46170"
"New entrant CS","2023","No function","Scotland","Eastern Scotland","Angus and Dundee City","45","[c]","25500","26960"
"New entrant CS","2023","No function","Scotland","Eastern Scotland","City of Edinburgh","375","[c]","27710","24710"
"New entrant CS","2023","No function","Scotland","Eastern Scotland","Clackmannanshire and Fife","55","[c]","26160","24710"
"New entrant CS","2023","No function","Scotland","Eastern Scotland","East Lothian and Midlothian","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","Scotland","Eastern Scotland","Falkirk","70","[c]","25520","24710"
"New entrant CS","2023","No function","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","90","[c]","25930","24710"
"New entrant CS","2023","No function","Scotland","Eastern Scotland","West Lothian","15","[c]","25970","26900"
"New entrant CS","2023","No function","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","75","[c]","24670","22220"
"New entrant CS","2023","No function","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","Scotland","Highlands and Islands","Na h-Eileanan Siar","5","[c]","[c]","[c]"
"New entrant CS","2023","No function","Scotland","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Scotland","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","85","[c]","27330","25710"
"New entrant CS","2023","No function","Scotland","Southern Scotland","Dumfries and Galloway","25","[c]","29000","24710"
"New entrant CS","2023","No function","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","50","[c]","25380","24560"
"New entrant CS","2023","No function","Scotland","Southern Scotland","Scottish Borders","10","[c]","[c]","[c]"
"New entrant CS","2023","No function","Scotland","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","No function","Scotland","Southern Scotland","South Lanarkshire","145","[c]","24050","22520"
"New entrant CS","2023","No function","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","85","[c]","27870","24710"
"New entrant CS","2023","No function","Scotland","West Central Scotland","Glasgow City","805","[c]","25620","22520"
"New entrant CS","2023","No function","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","55","[c]","29530","25750"
"New entrant CS","2023","No function","Scotland","West Central Scotland","North Lanarkshire","190","[c]","23160","21690"
"New entrant CS","2023","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","135","[c]","27690","23640"
"New entrant CS","2023","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","155","[c]","28560","25650"
"New entrant CS","2023","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","115","[c]","28550","28880"
"New entrant CS","2023","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","245","[c]","31390","28480"
"New entrant CS","2023","No function","South East (England)","Hampshire and Isle of Wight","Central Hampshire","210","[c]","29870","30880"
"New entrant CS","2023","No function","South East (England)","Hampshire and Isle of Wight","Isle of Wight","95","[c]","26500","23430"
"New entrant CS","2023","No function","South East (England)","Hampshire and Isle of Wight","North Hampshire","85","[c]","30640","23640"
"New entrant CS","2023","No function","South East (England)","Hampshire and Isle of Wight","Portsmouth","305","[c]","26490","22520"
"New entrant CS","2023","No function","South East (England)","Hampshire and Isle of Wight","South Hampshire","485","[c]","24320","21200"
"New entrant CS","2023","No function","South East (England)","Hampshire and Isle of Wight","Southampton","85","[c]","28390","23640"
"New entrant CS","2023","No function","South East (England)","Kent","East Kent","645","[c]","25370","25750"
"New entrant CS","2023","No function","South East (England)","Kent","Kent Thames Gateway","170","[c]","27830","28480"
"New entrant CS","2023","No function","South East (England)","Kent","Medway","185","[c]","28910","28880"
"New entrant CS","2023","No function","South East (England)","Kent","Mid Kent","155","[c]","27690","28620"
"New entrant CS","2023","No function","South East (England)","Kent","West Kent","10","[c]","34850","24270"
"New entrant CS","2023","No function","South East (England)","Surrey, East and West Sussex","Brighton and Hove","40","[c]","28820","23640"
"New entrant CS","2023","No function","South East (England)","Surrey, East and West Sussex","East Surrey","140","[c]","31320","34110"
"New entrant CS","2023","No function","South East (England)","Surrey, East and West Sussex","East Sussex CC","180","[c]","29850","28120"
"New entrant CS","2023","No function","South East (England)","Surrey, East and West Sussex","West Surrey","275","[c]","29350","27640"
"New entrant CS","2023","No function","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","125","[c]","29260","26750"
"New entrant CS","2023","No function","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","60","[c]","27850","24070"
"New entrant CS","2023","No function","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","95","[c]","30760","23640"
"New entrant CS","2023","No function","South West (England)","Devon","Devon CC","325","[c]","27480","27120"
"New entrant CS","2023","No function","South West (England)","Devon","Plymouth","130","[c]","28420","23640"
"New entrant CS","2023","No function","South West (England)","Devon","Torbay","10","[c]","24450","23640"
"New entrant CS","2023","No function","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","65","[c]","24070","23640"
"New entrant CS","2023","No function","South West (England)","Dorset and Somerset","Dorset","210","[c]","26960","24070"
"New entrant CS","2023","No function","South West (England)","Dorset and Somerset","Somerset CC","155","[c]","27770","23640"
"New entrant CS","2023","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","825","[c]","31930","28880"
"New entrant CS","2023","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","485","[c]","29790","26590"
"New entrant CS","2023","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","90","[c]","29170","25920"
"New entrant CS","2023","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","30","[c]","24510","23640"
"New entrant CS","2023","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","310","[c]","29750","24680"
"New entrant CS","2023","No function","Unknown","Unknown","Unknown","150","[c]","28500","25750"
"New entrant CS","2023","No function","Wales","East Wales","Cardiff and Vale of Glamorgan","660","[c]","26710","23640"
"New entrant CS","2023","No function","Wales","East Wales","Flintshire and Wrexham","205","[c]","26780","28480"
"New entrant CS","2023","No function","Wales","East Wales","Monmouthshire and Newport","360","[c]","25280","22400"
"New entrant CS","2023","No function","Wales","East Wales","Powys","15","[c]","27670","23640"
"New entrant CS","2023","No function","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","35","[c]","24530","23640"
"New entrant CS","2023","No function","Wales","West Wales and The Valleys","Central Valleys","125","[c]","26460","28120"
"New entrant CS","2023","No function","Wales","West Wales and The Valleys","Conwy and Denbighshire","25","[c]","23660","23640"
"New entrant CS","2023","No function","Wales","West Wales and The Valleys","Gwent Valleys","20","[c]","23750","21780"
"New entrant CS","2023","No function","Wales","West Wales and The Valleys","Gwynedd","45","[c]","24670","23640"
"New entrant CS","2023","No function","Wales","West Wales and The Valleys","Isle of Anglesey","30","[c]","24460","22500"
"New entrant CS","2023","No function","Wales","West Wales and The Valleys","South West Wales","80","[c]","24060","22500"
"New entrant CS","2023","No function","Wales","West Wales and The Valleys","Swansea","750","[c]","22350","22500"
"New entrant CS","2023","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","35","[c]","25500","22220"
"New entrant CS","2023","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","80","[c]","27520","23640"
"New entrant CS","2023","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","230","[c]","27080","28120"
"New entrant CS","2023","No function","West Midlands (England)","Shropshire and Staffordshire","Shropshire","115","[c]","29400","25300"
"New entrant CS","2023","No function","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","420","[c]","28120","28880"
"New entrant CS","2023","No function","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","125","[c]","24470","21780"
"New entrant CS","2023","No function","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","75","[c]","26190","23390"
"New entrant CS","2023","No function","West Midlands (England)","West Midlands","Birmingham","1190","[c]","26510","22520"
"New entrant CS","2023","No function","West Midlands (England)","West Midlands","Coventry","160","[c]","30290","25900"
"New entrant CS","2023","No function","West Midlands (England)","West Midlands","Dudley","45","[c]","24170","21780"
"New entrant CS","2023","No function","West Midlands (England)","West Midlands","Sandwell","30","[c]","26170","23640"
"New entrant CS","2023","No function","West Midlands (England)","West Midlands","Solihull","195","[c]","26240","25750"
"New entrant CS","2023","No function","West Midlands (England)","West Midlands","Walsall","15","[c]","23550","23640"
"New entrant CS","2023","No function","West Midlands (England)","West Midlands","Wolverhampton","55","[c]","27870","23640"
"New entrant CS","2023","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","215","[c]","27870","28880"
"New entrant CS","2023","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","190","[c]","26130","25750"
"New entrant CS","2023","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","55","[c]","23140","23640"
"New entrant CS","2023","No function","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","135","[c]","29670","24550"
"New entrant CS","2023","No function","Yorkshire and The Humber","North Yorkshire","York","210","[c]","31150","27320"
"New entrant CS","2023","No function","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","255","[c]","25930","24070"
"New entrant CS","2023","No function","Yorkshire and The Humber","South Yorkshire","Sheffield","1000","[c]","25070","25750"
"New entrant CS","2023","No function","Yorkshire and The Humber","West Yorkshire","Bradford","130","[c]","23640","23640"
"New entrant CS","2023","No function","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","70","[c]","27820","23640"
"New entrant CS","2023","No function","Yorkshire and The Humber","West Yorkshire","Leeds","1050","[c]","28080","25750"
"New entrant CS","2023","No function","Yorkshire and The Humber","West Yorkshire","Wakefield","255","[c]","28330","28880"
"New entrant CS","2023","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","30","[c]","33600","30330"
"New entrant CS","2023","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","East Midlands (England)","Lincolnshire","Lincolnshire CC","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","East of England","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","25","[c]","38710","33500"
"New entrant CS","2023","Project Delivery","East of England","East Anglia","Cambridgeshire CC","10","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","East of England","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","East of England","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","East of England","East Anglia","Suffolk CC","10","[c]","30740","25970"
"New entrant CS","2023","Project Delivery","East of England","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","London","Inner London - East","Hackney and Newham","15","[c]","42310","39110"
"New entrant CS","2023","Project Delivery","London","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","London","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","London","Inner London - East","Tower Hamlets","180","[c]","44180","35410"
"New entrant CS","2023","Project Delivery","London","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","London","Inner London - West","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","London","Inner London - West","Westminster","185","[c]","36320","32520"
"New entrant CS","2023","Project Delivery","London","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","London","Outer London - South","Croydon","15","[c]","45590","39110"
"New entrant CS","2023","Project Delivery","London","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Tyneside","30","[c]","36680","34400"
"New entrant CS","2023","Project Delivery","North East (England)","Tees Valley and Durham","Darlington","20","[c]","40020","31880"
"New entrant CS","2023","Project Delivery","North East (England)","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","North West (England)","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","North West (England)","Cheshire","Warrington","5","[c]","[c]","[c]"
