"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Property","Scotland","Highlands and Islands","55","55","34080","33990"
"In post","2023","Property","Scotland","North Eastern Scotland","25","25","40850","40490"
"In post","2023","Property","Scotland","Southern Scotland","35","35","31150","32930"
"In post","2023","Property","Scotland","West Central Scotland","170","165","35110","32930"
"In post","2023","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","330","325","37660","35250"
"In post","2023","Property","South East (England)","Hampshire and Isle of Wight","355","335","37230","34300"
"In post","2023","Property","South East (England)","Kent","95","90","36140","34300"
"In post","2023","Property","South East (England)","Surrey, East and West Sussex","170","160","42490","38730"
"In post","2023","Property","South West (England)","Cornwall and Isles of Scilly","60","55","35240","33990"
"In post","2023","Property","South West (England)","Devon","595","565","29800","25930"
"In post","2023","Property","South West (England)","Dorset and Somerset","95","90","35280","34300"
"In post","2023","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","430","415","38850","34440"
"In post","2023","Property","Unknown","Unknown","45","45","47750","44860"
"In post","2023","Property","Wales","East Wales","320","305","36240","32970"
"In post","2023","Property","Wales","West Wales and The Valleys","210","195","34730","32260"
"In post","2023","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","70","65","33920","31310"
"In post","2023","Property","West Midlands (England)","Shropshire and Staffordshire","280","265","40030","35020"
"In post","2023","Property","West Midlands (England)","West Midlands","355","345","37650","32970"
"In post","2023","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","105","95","34740","31760"
"In post","2023","Property","Yorkshire and The Humber","North Yorkshire","195","190","36770","34300"
"In post","2023","Property","Yorkshire and The Humber","South Yorkshire","125","115","38440","37300"
"In post","2023","Property","Yorkshire and The Humber","West Yorkshire","400","380","39370","35000"
"In post","2023","Security","East Midlands (England)","Derbyshire and Nottinghamshire","95","95","36390","38640"
"In post","2023","Security","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","25","25","41370","40880"
"In post","2023","Security","East Midlands (England)","Lincolnshire","50","45","25810","21690"
"In post","2023","Security","East of England","Bedfordshire and Hertfordshire","110","110","30960","26850"
"In post","2023","Security","East of England","East Anglia","390","385","38260","40880"
"In post","2023","Security","East of England","Essex","45","45","33940","27500"
"In post","2023","Security","London","Inner London - East","130","125","46900","43650"
"In post","2023","Security","London","Inner London - West","1355","1335","46480","43120"
"In post","2023","Security","London","Outer London - East and North East","50","50","35350","34800"
"In post","2023","Security","London","Outer London - South","135","130","33850","29890"
"In post","2023","Security","London","Outer London - West and North West","65","65","28800","24630"
"In post","2023","Security","North East (England)","Northumberland, and Tyne and Wear","70","65","34160","28370"
"In post","2023","Security","North East (England)","Tees Valley and Durham","15","15","37620","36300"
"In post","2023","Security","North West (England)","Cheshire","25","25","32310","28190"
"In post","2023","Security","North West (England)","Cumbria","110","105","31610","27480"
"In post","2023","Security","North West (England)","Greater Manchester","100","100","39240","34320"
"In post","2023","Security","North West (England)","Lancashire","75","70","32720","28120"
"In post","2023","Security","North West (England)","Merseyside","75","70","26460","21830"
"In post","2023","Security","Northern Ireland","Northern Ireland","390","385","23130","22130"
"In post","2023","Security","Overseas","Overseas","150","150","42370","39400"
"In post","2023","Security","Scotland","Eastern Scotland","115","105","29480","27140"
"In post","2023","Security","Scotland","Highlands and Islands","50","45","28230","27500"
"In post","2023","Security","Scotland","North Eastern Scotland","85","85","44960","45880"
"In post","2023","Security","Scotland","Southern Scotland","70","65","30160","22600"
"In post","2023","Security","Scotland","West Central Scotland","1310","1265","32390","28560"
"In post","2023","Security","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","955","940","36900","35660"
"In post","2023","Security","South East (England)","Hampshire and Isle of Wight","785","770","31620","27500"
"In post","2023","Security","South East (England)","Kent","70","70","29970","27470"
"In post","2023","Security","South East (England)","Surrey, East and West Sussex","40","40","26580","21380"
"In post","2023","Security","South West (England)","Cornwall and Isles of Scilly","55","50","23790","21380"
"In post","2023","Security","South West (England)","Devon","460","450","31110","27500"
"In post","2023","Security","South West (England)","Dorset and Somerset","160","155","26430","22220"
"In post","2023","Security","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","740","730","34000","31010"
"In post","2023","Security","Unknown","Unknown","70","65","29510","24610"
"In post","2023","Security","Wales","East Wales","160","160","30860","25070"
"In post","2023","Security","Wales","West Wales and The Valleys","175","170","27710","25650"
"In post","2023","Security","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","125","125","32170","28560"
"In post","2023","Security","West Midlands (England)","Shropshire and Staffordshire","175","170","32040","27910"
"In post","2023","Security","West Midlands (England)","West Midlands","60","60","37240","32830"
"In post","2023","Security","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","60","60","36870","40880"
"In post","2023","Security","Yorkshire and The Humber","North Yorkshire","730","695","31800","27500"
"In post","2023","Security","Yorkshire and The Humber","South Yorkshire","55","50","29820","28120"
"In post","2023","Security","Yorkshire and The Humber","West Yorkshire","85","80","40020","35000"
"In post","2023","Unknown","East Midlands (England)","Derbyshire and Nottinghamshire","35","35","32290","30130"
"In post","2023","Unknown","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2023","Unknown","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Unknown","East of England","East Anglia","15","15","50540","49260"
"In post","2023","Unknown","East of England","Essex","5","5","[c]","[c]"
"In post","2023","Unknown","London","Inner London - East","200","195","45210","37920"
"In post","2023","Unknown","London","Inner London - West","1685","1645","42930","38130"
"In post","2023","Unknown","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","Unknown","London","Outer London - South","10","10","[c]","[c]"
"In post","2023","Unknown","London","Outer London - West and North West","20","20","33140","32520"
"In post","2023","Unknown","North East (England)","Northumberland, and Tyne and Wear","55","50","33950","31060"
"In post","2023","Unknown","North East (England)","Tees Valley and Durham","35","35","41860","37710"
"In post","2023","Unknown","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2023","Unknown","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North West (England)","Greater Manchester","130","125","32260","28840"
"In post","2023","Unknown","North West (England)","Lancashire","35","30","46370","38470"
"In post","2023","Unknown","North West (England)","Merseyside","15","15","32540","30130"
"In post","2023","Unknown","Northern Ireland","Northern Ireland","60","60","38980","37680"
"In post","2023","Unknown","Overseas","Overseas","65","65","60270","60080"
"In post","2023","Unknown","Scotland","Eastern Scotland","9895","9480","43700","38330"
"In post","2023","Unknown","Scotland","Highlands and Islands","755","720","34820","31940"
"In post","2023","Unknown","Scotland","North Eastern Scotland","675","640","38880","34730"
"In post","2023","Unknown","Scotland","Southern Scotland","1060","1000","33420","29560"
"In post","2023","Unknown","Scotland","West Central Scotland","5305","5115","40230","34730"
"In post","2023","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","60","55","34640","29190"
"In post","2023","Unknown","South East (England)","Hampshire and Isle of Wight","655","630","43650","42460"
"In post","2023","Unknown","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Surrey, East and West Sussex","20","20","31220","28120"
"In post","2023","Unknown","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","Devon","30","25","59770","47960"
"In post","2023","Unknown","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","1665","1610","42010","39890"
"In post","2023","Unknown","Unknown","Unknown","1715","1715","41920","39880"
"In post","2023","Unknown","Wales","East Wales","3480","3280","45440","39690"
"In post","2023","Unknown","Wales","West Wales and The Valleys","2525","2390","40910","39690"
"In post","2023","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","Shropshire and Staffordshire","20","20","32920","28120"
"In post","2023","Unknown","West Midlands (England)","West Midlands","140","135","41270","37710"
"In post","2023","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","North Yorkshire","15","15","33290","30130"
"In post","2023","Unknown","Yorkshire and The Humber","South Yorkshire","175","170","41570","38470"
"In post","2023","Unknown","Yorkshire and The Humber","West Yorkshire","225","215","38550","37380"
"Leaver CS","2023","Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","East of England","East Anglia","30","[c]","33990","30320"
"Leaver CS","2023","Analysis","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","Inner London - East","60","[c]","48760","43560"
"Leaver CS","2023","Analysis","London","Inner London - West","285","[c]","38920","33370"
"Leaver CS","2023","Analysis","London","Outer London - South","20","[c]","36040","31680"
"Leaver CS","2023","Analysis","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North East (England)","Tees Valley and Durham","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North West (England)","Greater Manchester","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","North West (England)","Merseyside","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scotland","Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Scotland","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","[c]","25800","21380"
"Leaver CS","2023","Analysis","South East (England)","Hampshire and Isle of Wight","95","[c]","35870","34010"
"Leaver CS","2023","Analysis","South East (England)","Kent","15","[c]","37640","40760"
"Leaver CS","2023","Analysis","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South West (England)","Dorset and Somerset","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","130","[c]","34960","30650"
"Leaver CS","2023","Analysis","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Wales","East Wales","95","[c]","30050","24870"
"Leaver CS","2023","Analysis","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","West Midlands (England)","West Midlands","15","[c]","47500","39880"
"Leaver CS","2023","Analysis","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Yorkshire and The Humber","South Yorkshire","15","[c]","39760","40150"
"Leaver CS","2023","Analysis","Yorkshire and The Humber","West Yorkshire","10","[c]","33300","25870"
"Leaver CS","2023","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","15","[c]","51690","38550"
"Leaver CS","2023","Commercial","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","East of England","East Anglia","15","[c]","35640","35390"
"Leaver CS","2023","Commercial","London","Inner London - East","25","[c]","54590","54700"
"Leaver CS","2023","Commercial","London","Inner London - West","190","[c]","62390","56200"
"Leaver CS","2023","Commercial","London","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North East (England)","Northumberland, and Tyne and Wear","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North East (England)","Tees Valley and Durham","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North West (England)","Cumbria","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North West (England)","Greater Manchester","25","[c]","48140","39380"
"Leaver CS","2023","Commercial","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","North West (England)","Merseyside","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scotland","Eastern Scotland","15","[c]","30610","25060"
"Leaver CS","2023","Commercial","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Scotland","West Central Scotland","20","[c]","47620","41500"
"Leaver CS","2023","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","[c]","38830","31280"
"Leaver CS","2023","Commercial","South East (England)","Hampshire and Isle of Wight","30","[c]","42530","39860"
"Leaver CS","2023","Commercial","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","South West (England)","Devon","10","[c]","42880","41280"
"Leaver CS","2023","Commercial","South West (England)","Dorset and Somerset","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","125","[c]","44890","42620"
"Leaver CS","2023","Commercial","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Wales","East Wales","15","[c]","39390","35290"
"Leaver CS","2023","Commercial","Wales","West Wales and The Valleys","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","West Midlands (England)","Shropshire and Staffordshire","20","[c]","31640","27140"
"Leaver CS","2023","Commercial","West Midlands (England)","West Midlands","15","[c]","56090","52930"
"Leaver CS","2023","Commercial","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Yorkshire and The Humber","South Yorkshire","10","[c]","49010","39090"
"Leaver CS","2023","Commercial","Yorkshire and The Humber","West Yorkshire","20","[c]","60610","64500"
"Leaver CS","2023","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","East of England","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","Inner London - East","40","[c]","44730","40880"
"Leaver CS","2023","Communications","London","Inner London - West","250","[c]","45720","41620"
"Leaver CS","2023","Communications","London","Outer London - South","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North West (England)","Greater Manchester","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","North West (England)","Merseyside","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scotland","Eastern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Scotland","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South East (England)","Hampshire and Isle of Wight","15","[c]","39220","32580"
"Leaver CS","2023","Communications","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","36900","40140"
"Leaver CS","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Wales","East Wales","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Wales","West Wales and The Valleys","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","West Midlands (England)","West Midlands","10","[c]","43120","39140"
"Leaver CS","2023","Communications","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Yorkshire and The Humber","West Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","35","[c]","33070","28120"
"Leaver CS","2023","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","East of England","Bedfordshire and Hertfordshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","East of England","East Anglia","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","East of England","Essex","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","Inner London - East","80","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","Inner London - West","65","[c]","45510","41670"
"Leaver CS","2023","Counter Fraud","London","Outer London - East and North East","35","[c]","28880","25610"
"Leaver CS","2023","Counter Fraud","London","Outer London - South","35","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","Outer London - West and North West","10","[c]","33930","32520"
"Leaver CS","2023","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","35","[c]","29590","28120"
"Leaver CS","2023","Counter Fraud","North East (England)","Tees Valley and Durham","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","North West (England)","Greater Manchester","80","[c]","30060","28120"
"Leaver CS","2023","Counter Fraud","North West (England)","Lancashire","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","North West (England)","Merseyside","35","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Northern Ireland","Northern Ireland","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Scotland","Eastern Scotland","30","[c]","26520","27570"
"Leaver CS","2023","Counter Fraud","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Scotland","Southern Scotland","30","[c]","23040","21690"
"Leaver CS","2023","Counter Fraud","Scotland","West Central Scotland","60","[c]","26680","27570"
"Leaver CS","2023","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","[c]","28090","28120"
"Leaver CS","2023","Counter Fraud","South East (England)","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","South East (England)","Kent","30","[c]","26050","25610"
"Leaver CS","2023","Counter Fraud","South East (England)","Surrey, East and West Sussex","20","[c]","30060","29290"
"Leaver CS","2023","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","South West (England)","Dorset and Somerset","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","[c]","27000","27840"
"Leaver CS","2023","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Wales","East Wales","30","[c]","24790","23240"
"Leaver CS","2023","Counter Fraud","Wales","West Wales and The Valleys","20","[c]","25170","25910"
"Leaver CS","2023","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","West Midlands (England)","West Midlands","50","[c]","27100","27840"
"Leaver CS","2023","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Yorkshire and The Humber","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Yorkshire and The Humber","South Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Yorkshire and The Humber","West Yorkshire","40","[c]","[c]","[c]"
"Leaver CS","2023","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","40","[c]","[c]","[c]"
"Leaver CS","2023","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","15","[c]","22480","21690"
"Leaver CS","2023","Debt","East of England","Bedfordshire and Hertfordshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","East of England","Essex","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","Inner London - East","20","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","Outer London - South","25","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","North East (England)","Northumberland, and Tyne and Wear","110","[c]","21940","21690"
"Leaver CS","2023","Debt","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","North West (England)","Greater Manchester","20","[c]","23160","21690"
"Leaver CS","2023","Debt","North West (England)","Lancashire","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","North West (England)","Merseyside","30","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Scotland","Eastern Scotland","65","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Scotland","Highlands and Islands","20","[c]","21970","21690"
"Leaver CS","2023","Debt","Scotland","Southern Scotland","35","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Scotland","West Central Scotland","35","[c]","[c]","[c]"
"Leaver CS","2023","Debt","South East (England)","Surrey, East and West Sussex","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","South West (England)","Dorset and Somerset","15","[c]","22090","21690"
"Leaver CS","2023","Debt","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Unknown","Unknown","15","[c]","24310","25110"
"Leaver CS","2023","Debt","Wales","East Wales","45","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Wales","West Wales and The Valleys","25","[c]","22800","21690"
"Leaver CS","2023","Debt","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","40","[c]","21910","21590"
"Leaver CS","2023","Debt","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","West Midlands (England)","West Midlands","155","[c]","21840","21690"
"Leaver CS","2023","Debt","Yorkshire and The Humber","South Yorkshire","35","[c]","22300","21690"
"Leaver CS","2023","Debt","Yorkshire and The Humber","West Yorkshire","65","[c]","23800","21690"
"Leaver CS","2023","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","30","[c]","42190","38710"
"Leaver CS","2023","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","[c]","38120","37350"
"Leaver CS","2023","Digital, Data & Technology","East Midlands (England)","Lincolnshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","East of England","East Anglia","30","[c]","34990","33980"
"Leaver CS","2023","Digital, Data & Technology","East of England","Essex","45","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","Inner London - East","245","[c]","52910","54700"
"Leaver CS","2023","Digital, Data & Technology","London","Inner London - West","270","[c]","49730","45000"
"Leaver CS","2023","Digital, Data & Technology","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","Outer London - South","100","[c]","46730","42710"
"Leaver CS","2023","Digital, Data & Technology","London","Outer London - West and North West","35","[c]","37820","36180"
"Leaver CS","2023","Digital, Data & Technology","North East (England)","Northumberland, and Tyne and Wear","150","[c]","44250","40670"
"Leaver CS","2023","Digital, Data & Technology","North East (England)","Tees Valley and Durham","15","[c]","37250","34850"
"Leaver CS","2023","Digital, Data & Technology","North West (England)","Cheshire","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","North West (England)","Greater Manchester","160","[c]","45480","39320"
"Leaver CS","2023","Digital, Data & Technology","North West (England)","Lancashire","65","[c]","46400","41480"
"Leaver CS","2023","Digital, Data & Technology","North West (England)","Merseyside","35","[c]","39300","39330"
"Leaver CS","2023","Digital, Data & Technology","Northern Ireland","Northern Ireland","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scotland","Eastern Scotland","25","[c]","38940","39590"
"Leaver CS","2023","Digital, Data & Technology","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scotland","Southern Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Scotland","West Central Scotland","30","[c]","36970","33990"
"Leaver CS","2023","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","35","[c]","38970","35280"
"Leaver CS","2023","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","75","[c]","36850","33630"
"Leaver CS","2023","Digital, Data & Technology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","25","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","South West (England)","Devon","150","[c]","37350","35550"
"Leaver CS","2023","Digital, Data & Technology","South West (England)","Dorset and Somerset","35","[c]","37880","34850"
"Leaver CS","2023","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","145","[c]","40170","37320"
"Leaver CS","2023","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
