"Status","Year","Disability","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Lincolnshire CC","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Manchester","Outside London","330","315","35960","32650"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Mid Lancashire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","North Hampshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","North Northamptonshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","North Nottinghamshire","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","North Yorkshire CC","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Nottingham","Outside London","80","75","36040","32800"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Oxfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Redbridge and Waltham Forest","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Sefton","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Sheffield","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Shropshire","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Solihull","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Somerset CC","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","South Hampshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","South Nottinghamshire","Outside London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","South and West Derbyshire","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Staffordshire CC","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Suffolk CC","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Tyneside","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Wakefield","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Warwickshire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","West Essex","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","West Northamptonshire","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","West Sussex (North East)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","West Sussex (South West)","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Westminster","London","170","165","50750","44250"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Wiltshire","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Wirral","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Worcestershire CC","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","York","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Cardiff and Vale of Glamorgan","Outside London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Glasgow City","Outside London","560","555","39200","33400"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Gas and Electricity Markets","Tower Hamlets","London","730","720","51060","46390"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Coventry","Outside London","255","250","44940","40480"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Qualifications and Examinations Regulation","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Rail and Road","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Rail and Road","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Rail and Road","Glasgow City","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Rail and Road","Manchester","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office of Rail and Road","Tower Hamlets","London","45","45","56950","55990"
"In post","2023","Declared non-disabled","Office of Rail and Road","York","Outside London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","City of Edinburgh","Outside London","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","Westminster","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","Cardiff and Vale of Glamorgan","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","Westminster","London","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Aberdeen City and Aberdeenshire","Outside London","550","520","38230","34340"
"In post","2023","Declared non-disabled","Scottish Government","Angus and Dundee City","Outside London","735","705","33230","29100"
"In post","2023","Declared non-disabled","Scottish Government","Caithness and Sutherland, and Ross and Cromarty","Outside London","110","100","32800","31180"
"In post","2023","Declared non-disabled","Scottish Government","Camden and City of London","London","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","City of Edinburgh","Outside London","5350","5135","46110","41640"
"In post","2023","Declared non-disabled","Scottish Government","Clackmannanshire and Fife","Outside London","110","100","34190","29100"
"In post","2023","Declared non-disabled","Scottish Government","Dumfries and Galloway","Outside London","255","240","32920","30810"
"In post","2023","Declared non-disabled","Scottish Government","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","East Ayrshire and North Ayrshire mainland","Outside London","170","160","34520","31540"
"In post","2023","Declared non-disabled","Scottish Government","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","100","90","30500","25030"
"In post","2023","Declared non-disabled","Scottish Government","East Lothian and Midlothian","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Falkirk","Outside London","170","160","36680","29450"
"In post","2023","Declared non-disabled","Scottish Government","Glasgow City","Outside London","3065","2960","42630","37940"
"In post","2023","Declared non-disabled","Scottish Government","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","170","155","37270","31540"
"In post","2023","Declared non-disabled","Scottish Government","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","345","330","36560","33120"
"In post","2023","Declared non-disabled","Scottish Government","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","180","165","32530","30440"
"In post","2023","Declared non-disabled","Scottish Government","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Na h-Eileanan Siar","Outside London","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","North Lanarkshire","Outside London","130","125","40330","33120"
"In post","2023","Declared non-disabled","Scottish Government","Orkney Islands","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Perth and Kinross, and Stirling","Outside London","300","280","35330","31940"
"In post","2023","Declared non-disabled","Scottish Government","Scottish Borders","Outside London","220","205","34970","31940"
"In post","2023","Declared non-disabled","Scottish Government","Shetland Islands","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","South Ayrshire","Outside London","60","55","34030","30810"
"In post","2023","Declared non-disabled","Scottish Government","South Lanarkshire","Outside London","365","350","35190","29450"
"In post","2023","Declared non-disabled","Scottish Government","West Lothian","Outside London","160","155","41210","34240"
"In post","2023","Declared non-disabled","The National Archives","Hounslow and Richmond upon Thames","London","350","335","38700","35470"
"In post","2023","Declared non-disabled","The National Archives","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Westminster","London","425","420","54980","50330"
"In post","2023","Declared non-disabled","UK Export Finance","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Barking & Dagenham and Havering","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Brent","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","City of Edinburgh","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Darlington","Outside London","70","65","34070","31560"
"In post","2023","Declared non-disabled","UK Statistics Authority","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Manchester","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Monmouthshire and Newport","Outside London","1570","1475","39060","37760"
"In post","2023","Declared non-disabled","UK Statistics Authority","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","South Hampshire","Outside London","1225","1015","31950","27070"
"In post","2023","Declared non-disabled","UK Statistics Authority","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
