"Status","Year","Age","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","40-49","Unknown","Knowledge and Information Management","45","45","39150","36650"
"In post","2023","40-49","Unknown","Legal","335","315","53930","55170"
"In post","2023","40-49","Unknown","Medicine","135","115","55990","47670"
"In post","2023","40-49","Unknown","Operational Delivery","7100","6595","29320","26910"
"In post","2023","40-49","Unknown","Operational Research","30","25","[c]","[c]"
"In post","2023","40-49","Unknown","Other","590","580","41540","39140"
"In post","2023","40-49","Unknown","Planning","5","5","[c]","[c]"
"In post","2023","40-49","Unknown","Planning Inspectors","15","15","[c]","[c]"
"In post","2023","40-49","Unknown","Policy","645","620","56710","55850"
"In post","2023","40-49","Unknown","Project Delivery","430","420","50100","46040"
"In post","2023","40-49","Unknown","Property","200","190","37530","33830"
"In post","2023","40-49","Unknown","Psychology","30","25","44360","41260"
"In post","2023","40-49","Unknown","Science and Engineering","165","155","45840","44000"
"In post","2023","40-49","Unknown","Security","275","270","39360","38640"
"In post","2023","40-49","Unknown","Social Research","20","20","[c]","[c]"
"In post","2023","40-49","Unknown","Statistics","40","40","49880","46370"
"In post","2023","40-49","Unknown","Tax","665","635","34050","34400"
"In post","2023","40-49","Unknown","Unknown","1560","1490","43280","36990"
"In post","2023","40-49","Unknown","Veterinarian","10","10","[c]","[c]"
"In post","2023","40-49","White","Commercial","1535","1490","52250","44700"
"In post","2023","40-49","White","Communications","810","765","48790","44600"
"In post","2023","40-49","White","Corporate Finance","15","10","[c]","[c]"
"In post","2023","40-49","White","Counter Fraud","1425","1340","32620","28130"
"In post","2023","40-49","White","Digital, Data and Technology","4205","4115","47730","43910"
"In post","2023","40-49","White","Economics","165","155","68660","67650"
"In post","2023","40-49","White","Finance","1890","1810","46240","42050"
"In post","2023","40-49","White","Geography","70","65","36450","34370"
"In post","2023","40-49","White","Human Resources","2415","2305","42760","38470"
"In post","2023","40-49","White","Inspector of Education and Training","325","320","67080","72470"
"In post","2023","40-49","White","Intelligence Analysis","605","580","36380","32160"
"In post","2023","40-49","White","Internal Audit","120","115","48920","47440"
"In post","2023","40-49","White","International Trade","215","210","54600","55370"
"In post","2023","40-49","White","Knowledge and Information Management","435","415","38020","34170"
"In post","2023","40-49","White","Legal","2230","2050","56160","56190"
"In post","2023","40-49","White","Medicine","505","445","58080","47670"
"In post","2023","40-49","White","Operational Delivery","41940","38885","31690","28120"
"In post","2023","40-49","White","Operational Research","170","155","51930","49260"
"In post","2023","40-49","White","Other","2405","2245","37370","31920"
"In post","2023","40-49","White","Planning","40","40","51490","54630"
"In post","2023","40-49","White","Planning Inspectors","125","120","56240","60050"
"In post","2023","40-49","White","Policy","5255","5010","56170","55690"
"In post","2023","40-49","White","Project Delivery","3440","3320","49180","44000"
"In post","2023","40-49","White","Property","1085","1055","40690","38470"
"In post","2023","40-49","White","Psychology","295","280","46540","49020"
"In post","2023","40-49","White","Science and Engineering","2190","2100","46740","45340"
"In post","2023","40-49","White","Security","1480","1460","37580","37870"
"In post","2023","40-49","White","Social Research","245","225","51190","51460"
"In post","2023","40-49","White","Statistics","455","420","52990","52080"
"In post","2023","40-49","White","Tax","2205","2115","41480","35000"
"In post","2023","40-49","White","Unknown","4795","4585","48960","44890"
"In post","2023","40-49","White","Veterinarian","120","115","45170","41330"
"In post","2023","50-59","Asian","Commercial","80","80","50540","44330"
"In post","2023","50-59","Asian","Communications","20","20","[c]","[c]"
"In post","2023","50-59","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Counter Fraud","195","180","30390","28120"
"In post","2023","50-59","Asian","Digital, Data and Technology","260","255","47330","43790"
"In post","2023","50-59","Asian","Economics","10","5","[c]","[c]"
"In post","2023","50-59","Asian","Finance","190","190","44450","41720"
"In post","2023","50-59","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Human Resources","130","125","41770","37200"
"In post","2023","50-59","Asian","Inspector of Education and Training","10","10","[c]","[c]"
"In post","2023","50-59","Asian","Intelligence Analysis","40","35","33410","30200"
"In post","2023","50-59","Asian","Internal Audit","25","25","[c]","[c]"
"In post","2023","50-59","Asian","International Trade","20","20","[c]","[c]"
"In post","2023","50-59","Asian","Knowledge and Information Management","35","30","38750","35410"
"In post","2023","50-59","Asian","Legal","185","175","55480","55720"
"In post","2023","50-59","Asian","Medicine","40","35","100020","111300"
"In post","2023","50-59","Asian","Operational Delivery","3695","3385","30110","28120"
"In post","2023","50-59","Asian","Operational Research","15","15","[c]","[c]"
"In post","2023","50-59","Asian","Other","215","195","30020","26400"
"In post","2023","50-59","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Policy","315","310","49470","43760"
"In post","2023","50-59","Asian","Project Delivery","250","245","47670","43760"
"In post","2023","50-59","Asian","Property","75","70","40060","32590"
"In post","2023","50-59","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Asian","Science and Engineering","75","75","48140","45550"
"In post","2023","50-59","Asian","Security","95","90","32220","27500"
"In post","2023","50-59","Asian","Social Research","5","5","[c]","[c]"
"In post","2023","50-59","Asian","Statistics","20","20","[c]","[c]"
"In post","2023","50-59","Asian","Tax","255","250","38660","36990"
"In post","2023","50-59","Asian","Unknown","140","140","46680","39900"
"In post","2023","50-59","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Commercial","80","80","49040","42210"
"In post","2023","50-59","Black","Communications","35","35","42710","38410"
"In post","2023","50-59","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Counter Fraud","165","155","31350","32520"
"In post","2023","50-59","Black","Digital, Data and Technology","195","195","44290","41870"
"In post","2023","50-59","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Finance","150","150","43820","40560"
"In post","2023","50-59","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Human Resources","130","130","43620","39910"
"In post","2023","50-59","Black","Inspector of Education and Training","20","20","[c]","[c]"
"In post","2023","50-59","Black","Intelligence Analysis","20","20","[c]","[c]"
"In post","2023","50-59","Black","Internal Audit","10","10","[c]","[c]"
"In post","2023","50-59","Black","International Trade","15","15","[c]","[c]"
"In post","2023","50-59","Black","Knowledge and Information Management","25","25","[c]","[c]"
"In post","2023","50-59","Black","Legal","165","160","55780","56450"
"In post","2023","50-59","Black","Medicine","15","15","[c]","[c]"
"In post","2023","50-59","Black","Operational Delivery","3320","3175","31490","30200"
"In post","2023","50-59","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Other","115","110","32100","30410"
"In post","2023","50-59","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Policy","330","325","45150","41400"
"In post","2023","50-59","Black","Project Delivery","165","160","45940","41830"
"In post","2023","50-59","Black","Property","65","60","40520","36660"
"In post","2023","50-59","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Black","Science and Engineering","45","45","41530","39400"
"In post","2023","50-59","Black","Security","60","60","34440","31060"
"In post","2023","50-59","Black","Social Research","5","5","[c]","[c]"
"In post","2023","50-59","Black","Statistics","15","15","[c]","[c]"
"In post","2023","50-59","Black","Tax","140","135","38090","38050"
"In post","2023","50-59","Black","Unknown","135","135","43730","37690"
"In post","2023","50-59","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Commercial","25","25","[c]","[c]"
"In post","2023","50-59","Mixed","Communications","15","15","[c]","[c]"
"In post","2023","50-59","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Counter Fraud","45","45","32810","31450"
"In post","2023","50-59","Mixed","Digital, Data and Technology","70","70","48180","46170"
"In post","2023","50-59","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Finance","35","30","45340","42930"
"In post","2023","50-59","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Human Resources","60","60","42560","37680"
"In post","2023","50-59","Mixed","Inspector of Education and Training","5","5","[c]","[c]"
"In post","2023","50-59","Mixed","Intelligence Analysis","10","10","[c]","[c]"
"In post","2023","50-59","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","International Trade","5","5","[c]","[c]"
"In post","2023","50-59","Mixed","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","50-59","Mixed","Legal","75","70","59200","61670"
"In post","2023","50-59","Mixed","Medicine","15","10","[c]","[c]"
"In post","2023","50-59","Mixed","Operational Delivery","960","890","32150","28790"
"In post","2023","50-59","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Other","45","45","33360","30230"
"In post","2023","50-59","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Policy","105","105","52260","51640"
"In post","2023","50-59","Mixed","Project Delivery","60","60","45570","43210"
"In post","2023","50-59","Mixed","Property","25","25","[c]","[c]"
"In post","2023","50-59","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Science and Engineering","35","35","43460","43620"
"In post","2023","50-59","Mixed","Security","30","30","[c]","[c]"
"In post","2023","50-59","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Mixed","Statistics","5","5","[c]","[c]"
"In post","2023","50-59","Mixed","Tax","35","35","43390","36990"
"In post","2023","50-59","Mixed","Unknown","50","50","50670","45380"
"In post","2023","50-59","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Commercial","10","10","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Counter Fraud","20","15","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Digital, Data and Technology","30","30","49570","46050"
"In post","2023","50-59","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Finance","15","15","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Human Resources","15","15","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Internal Audit","10","10","[c]","[c]"
"In post","2023","50-59","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Legal","20","15","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Operational Delivery","350","330","32460","30140"
"In post","2023","50-59","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Other","20","20","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Policy","40","40","54470","54780"
"In post","2023","50-59","Other ethnicity","Project Delivery","15","15","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Property","5","5","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Science and Engineering","15","15","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Security","5","5","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Tax","15","15","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Commercial","110","110","50990","46670"
"In post","2023","50-59","Undeclared","Communications","40","40","44350","42900"
"In post","2023","50-59","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Counter Fraud","205","190","32060","30930"
"In post","2023","50-59","Undeclared","Digital, Data and Technology","415","410","46610","42630"
"In post","2023","50-59","Undeclared","Economics","10","5","[c]","[c]"
"In post","2023","50-59","Undeclared","Finance","140","135","42410","38470"
"In post","2023","50-59","Undeclared","Geography","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Human Resources","165","160","37510","34170"
"In post","2023","50-59","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Intelligence Analysis","70","65","37940","32310"
"In post","2023","50-59","Undeclared","Internal Audit","10","10","[c]","[c]"
"In post","2023","50-59","Undeclared","International Trade","15","15","[c]","[c]"
"In post","2023","50-59","Undeclared","Knowledge and Information Management","60","55","36320","33850"
"In post","2023","50-59","Undeclared","Legal","155","145","51560","47100"
"In post","2023","50-59","Undeclared","Medicine","20","20","[c]","[c]"
"In post","2023","50-59","Undeclared","Operational Delivery","3890","3610","30940","28120"
"In post","2023","50-59","Undeclared","Operational Research","10","10","[c]","[c]"
"In post","2023","50-59","Undeclared","Other","230","215","33790","28120"
"In post","2023","50-59","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Planning Inspectors","10","5","[c]","[c]"
"In post","2023","50-59","Undeclared","Policy","320","310","51500","47270"
"In post","2023","50-59","Undeclared","Project Delivery","270","265","49410","43760"
"In post","2023","50-59","Undeclared","Property","145","140","41940","37710"
"In post","2023","50-59","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Science and Engineering","255","250","47130","45810"
"In post","2023","50-59","Undeclared","Security","185","185","39700","40590"
"In post","2023","50-59","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Undeclared","Statistics","15","15","[c]","[c]"
"In post","2023","50-59","Undeclared","Tax","275","265","44220","42100"
"In post","2023","50-59","Undeclared","Unknown","130","125","48800","43060"
"In post","2023","50-59","Undeclared","Veterinarian","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Commercial","120","115","51990","43960"
"In post","2023","50-59","Unknown","Communications","70","70","47330","43860"
"In post","2023","50-59","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Counter Fraud","200","195","37510","35000"
"In post","2023","50-59","Unknown","Digital, Data and Technology","560","550","48940","43700"
"In post","2023","50-59","Unknown","Economics","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Finance","185","180","44660","40420"
"In post","2023","50-59","Unknown","Geography","25","20","[c]","[c]"
"In post","2023","50-59","Unknown","Human Resources","265","260","44500","41000"
"In post","2023","50-59","Unknown","Inspector of Education and Training","20","20","[c]","[c]"
"In post","2023","50-59","Unknown","Intelligence Analysis","40","40","30780","27650"
"In post","2023","50-59","Unknown","Internal Audit","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","International Trade","80","80","49320","43710"
"In post","2023","50-59","Unknown","Knowledge and Information Management","45","45","40790","36350"
"In post","2023","50-59","Unknown","Legal","390","365","54930","56450"
"In post","2023","50-59","Unknown","Medicine","95","85","57750","47970"
"In post","2023","50-59","Unknown","Operational Delivery","7300","6715","29400","26920"
"In post","2023","50-59","Unknown","Operational Research","20","15","[c]","[c]"
"In post","2023","50-59","Unknown","Other","795","780","42280","38860"
"In post","2023","50-59","Unknown","Planning","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Planning Inspectors","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Policy","355","345","52700","49790"
"In post","2023","50-59","Unknown","Project Delivery","345","335","49470","43750"
"In post","2023","50-59","Unknown","Property","270","260","39070","34440"
"In post","2023","50-59","Unknown","Psychology","5","5","[c]","[c]"
"In post","2023","50-59","Unknown","Science and Engineering","175","165","46370","44000"
"In post","2023","50-59","Unknown","Security","285","275","36070","30560"
"In post","2023","50-59","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Statistics","25","25","[c]","[c]"
"In post","2023","50-59","Unknown","Tax","545","520","36910","35000"
"In post","2023","50-59","Unknown","Unknown","1220","1175","43460","35000"
"In post","2023","50-59","Unknown","Veterinarian","10","10","[c]","[c]"
"In post","2023","50-59","White","Commercial","1680","1635","52940","43960"
"In post","2023","50-59","White","Communications","610","590","43450","39790"
"In post","2023","50-59","White","Corporate Finance","10","10","[c]","[c]"
"In post","2023","50-59","White","Counter Fraud","2340","2200","32350","28120"
"In post","2023","50-59","White","Digital, Data and Technology","4465","4350","46870","42520"
"In post","2023","50-59","White","Economics","90","85","71250","70870"
"In post","2023","50-59","White","Finance","2265","2175","45690","41730"
"In post","2023","50-59","White","Geography","75","70","33160","34370"
"In post","2023","50-59","White","Human Resources","3240","3140","41890","37300"
"In post","2023","50-59","White","Inspector of Education and Training","400","395","69330","77470"
"In post","2023","50-59","White","Intelligence Analysis","665","645","35250","32160"
"In post","2023","50-59","White","Internal Audit","220","215","51920","48710"
"In post","2023","50-59","White","International Trade","265","260","53470","52000"
"In post","2023","50-59","White","Knowledge and Information Management","605","585","35570","32520"
"In post","2023","50-59","White","Legal","2240","2095","56100","56450"
"In post","2023","50-59","White","Medicine","535","480","60170","47670"
"In post","2023","50-59","White","Operational Delivery","59700","54990","31130","28120"
"In post","2023","50-59","White","Operational Research","110","100","51970","50140"
"In post","2023","50-59","White","Other","3760","3565","34090","28120"
"In post","2023","50-59","White","Planning","50","50","52480","52960"
"In post","2023","50-59","White","Planning Inspectors","125","115","61610","60050"
"In post","2023","50-59","White","Policy","4380","4255","53660","51420"
"In post","2023","50-59","White","Project Delivery","4005","3900","49740","44590"
"In post","2023","50-59","White","Property","1850","1800","40880","37680"
"In post","2023","50-59","White","Psychology","140","135","42770","32420"
"In post","2023","50-59","White","Science and Engineering","2575","2500","45970","44290"
"In post","2023","50-59","White","Security","2665","2630","36090","34170"
"In post","2023","50-59","White","Social Research","120","110","54080","55070"
"In post","2023","50-59","White","Statistics","280","270","51910","47510"
"In post","2023","50-59","White","Tax","2845","2710","42130","36990"
"In post","2023","50-59","White","Unknown","4380","4225","48720","42860"
"In post","2023","50-59","White","Veterinarian","70","70","48740","49500"
"In post","2023","60-64","Asian","Commercial","5","5","[c]","[c]"
"In post","2023","60-64","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Counter Fraud","50","40","30810","29120"
"In post","2023","60-64","Asian","Digital, Data and Technology","50","45","50370","41890"
"In post","2023","60-64","Asian","Economics","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Finance","50","45","40830","36310"
"In post","2023","60-64","Asian","Geography","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Human Resources","30","30","36780","34300"
"In post","2023","60-64","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Intelligence Analysis","10","10","[c]","[c]"
"In post","2023","60-64","Asian","Internal Audit","10","10","[c]","[c]"
"In post","2023","60-64","Asian","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2023","60-64","Asian","Legal","35","30","55960","53820"
"In post","2023","60-64","Asian","Medicine","5","5","[c]","[c]"
"In post","2023","60-64","Asian","Operational Delivery","1075","895","29340","28120"
"In post","2023","60-64","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Other","65","55","30580","26400"
"In post","2023","60-64","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Policy","60","55","44470","40590"
"In post","2023","60-64","Asian","Project Delivery","35","35","47870","40070"
"In post","2023","60-64","Asian","Property","20","20","[c]","[c]"
"In post","2023","60-64","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Science and Engineering","25","20","[c]","[c]"
"In post","2023","60-64","Asian","Security","45","45","28630","24380"
"In post","2023","60-64","Asian","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Asian","Tax","85","70","39490","39790"
"In post","2023","60-64","Asian","Unknown","30","30","46240","40610"
"In post","2023","60-64","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Commercial","15","15","[c]","[c]"
"In post","2023","60-64","Black","Communications","5","5","[c]","[c]"
"In post","2023","60-64","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Counter Fraud","60","50","29400","28120"
"In post","2023","60-64","Black","Digital, Data and Technology","35","35","41950","39100"
"In post","2023","60-64","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Finance","30","30","40500","35700"
"In post","2023","60-64","Black","Geography","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Human Resources","25","25","[c]","[c]"
"In post","2023","60-64","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Intelligence Analysis","5","5","[c]","[c]"
"In post","2023","60-64","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","60-64","Black","Legal","35","35","54530","56450"
"In post","2023","60-64","Black","Medicine","10","10","[c]","[c]"
"In post","2023","60-64","Black","Operational Delivery","1115","1000","30340","29660"
"In post","2023","60-64","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Other","35","35","31430","29890"
"In post","2023","60-64","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Policy","85","85","38740","35000"
"In post","2023","60-64","Black","Project Delivery","40","40","43810","39790"
"In post","2023","60-64","Black","Property","15","15","[c]","[c]"
"In post","2023","60-64","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Science and Engineering","15","15","[c]","[c]"
"In post","2023","60-64","Black","Security","20","20","[c]","[c]"
"In post","2023","60-64","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Black","Tax","40","40","38500","39620"
"In post","2023","60-64","Black","Unknown","30","25","[c]","[c]"
"In post","2023","60-64","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Commercial","5","5","[c]","[c]"
"In post","2023","60-64","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Counter Fraud","10","10","[c]","[c]"
"In post","2023","60-64","Mixed","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","60-64","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Finance","10","10","[c]","[c]"
"In post","2023","60-64","Mixed","Geography","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Human Resources","15","10","[c]","[c]"
"In post","2023","60-64","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Legal","15","10","[c]","[c]"
"In post","2023","60-64","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Operational Delivery","290","240","30280","28120"
"In post","2023","60-64","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Other","15","10","[c]","[c]"
"In post","2023","60-64","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Policy","25","25","[c]","[c]"
"In post","2023","60-64","Mixed","Project Delivery","15","15","[c]","[c]"
"In post","2023","60-64","Mixed","Property","10","5","[c]","[c]"
"In post","2023","60-64","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Science and Engineering","10","10","[c]","[c]"
"In post","2023","60-64","Mixed","Security","5","5","[c]","[c]"
"In post","2023","60-64","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Mixed","Tax","10","10","[c]","[c]"
"In post","2023","60-64","Mixed","Unknown","5","5","[c]","[c]"
"In post","2023","60-64","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Counter Fraud","10","10","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Finance","5","5","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Geography","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Legal","10","10","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Operational Delivery","115","95","32090","29050"
"In post","2023","60-64","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Other","10","10","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Policy","10","10","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Project Delivery","5","5","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Science and Engineering","5","5","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Security","5","5","[c]","[c]"
"In post","2023","60-64","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
