"Status","Year","Disability","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Home Office","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Unknown","Heterosexual / straight","125","120","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Commercial","Heterosexual / straight","1240","1190","40670","39890"
"In post","2023","Declared non-disabled","Ministry of Defence","Commercial","LGBO","40","40","37270","34410"
"In post","2023","Declared non-disabled","Ministry of Defence","Commercial","Undeclared","95","90","40060","36800"
"In post","2023","Declared non-disabled","Ministry of Defence","Commercial","Unknown","45","45","38380","34300"
"In post","2023","Declared non-disabled","Ministry of Defence","Communications","Heterosexual / straight","335","320","37100","34300"
"In post","2023","Declared non-disabled","Ministry of Defence","Communications","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Communications","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Communications","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Corporate Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Counter Fraud","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Digital, Data and Technology","Heterosexual / straight","1335","1310","38980","34300"
"In post","2023","Declared non-disabled","Ministry of Defence","Digital, Data and Technology","LGBO","35","35","37820","34300"
"In post","2023","Declared non-disabled","Ministry of Defence","Digital, Data and Technology","Undeclared","120","115","37810","36000"
"In post","2023","Declared non-disabled","Ministry of Defence","Digital, Data and Technology","Unknown","35","35","37890","37330"
"In post","2023","Declared non-disabled","Ministry of Defence","Finance","Heterosexual / straight","1435","1380","41750","36720"
"In post","2023","Declared non-disabled","Ministry of Defence","Finance","LGBO","30","30","37890","32520"
"In post","2023","Declared non-disabled","Ministry of Defence","Finance","Undeclared","130","125","41280","39620"
"In post","2023","Declared non-disabled","Ministry of Defence","Finance","Unknown","45","40","43140","41800"
"In post","2023","Declared non-disabled","Ministry of Defence","Geography","Heterosexual / straight","255","245","34160","34370"
"In post","2023","Declared non-disabled","Ministry of Defence","Geography","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Geography","Undeclared","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Geography","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Human Resources","Heterosexual / straight","2295","2225","35180","33470"
"In post","2023","Declared non-disabled","Ministry of Defence","Human Resources","LGBO","50","45","40550","34500"
"In post","2023","Declared non-disabled","Ministry of Defence","Human Resources","Undeclared","185","180","34240","33470"
"In post","2023","Declared non-disabled","Ministry of Defence","Human Resources","Unknown","70","65","37900","34300"
"In post","2023","Declared non-disabled","Ministry of Defence","Intelligence Analysis","Heterosexual / straight","415","405","39700","37530"
"In post","2023","Declared non-disabled","Ministry of Defence","Intelligence Analysis","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Intelligence Analysis","Undeclared","45","45","39010","37180"
"In post","2023","Declared non-disabled","Ministry of Defence","Intelligence Analysis","Unknown","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Internal Audit","Heterosexual / straight","60","60","39580","37020"
"In post","2023","Declared non-disabled","Ministry of Defence","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Internal Audit","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","425","410","32020","28500"
"In post","2023","Declared non-disabled","Ministry of Defence","Knowledge and Information Management","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Knowledge and Information Management","Undeclared","50","45","31750","27740"
"In post","2023","Declared non-disabled","Ministry of Defence","Knowledge and Information Management","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Legal","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Medicine","Heterosexual / straight","785","690","50080","40590"
"In post","2023","Declared non-disabled","Ministry of Defence","Medicine","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Medicine","Undeclared","55","50","57030","44410"
"In post","2023","Declared non-disabled","Ministry of Defence","Medicine","Unknown","35","30","40830","35870"
"In post","2023","Declared non-disabled","Ministry of Defence","Operational Delivery","Heterosexual / straight","6540","6255","30900","27470"
"In post","2023","Declared non-disabled","Ministry of Defence","Operational Delivery","LGBO","140","140","31950","27470"
"In post","2023","Declared non-disabled","Ministry of Defence","Operational Delivery","Undeclared","490","465","30020","27250"
"In post","2023","Declared non-disabled","Ministry of Defence","Operational Delivery","Unknown","160","150","32210","27140"
"In post","2023","Declared non-disabled","Ministry of Defence","Operational Research","Heterosexual / straight","135","130","47050","49260"
"In post","2023","Declared non-disabled","Ministry of Defence","Operational Research","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Operational Research","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Other","Heterosexual / straight","2480","2400","32220","26410"
"In post","2023","Declared non-disabled","Ministry of Defence","Other","LGBO","50","50","30890","24300"
"In post","2023","Declared non-disabled","Ministry of Defence","Other","Undeclared","190","185","30170","24580"
"In post","2023","Declared non-disabled","Ministry of Defence","Other","Unknown","70","65","31410","22220"
"In post","2023","Declared non-disabled","Ministry of Defence","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Policy","Heterosexual / straight","690","675","48420","45750"
"In post","2023","Declared non-disabled","Ministry of Defence","Policy","LGBO","35","35","51050","45750"
"In post","2023","Declared non-disabled","Ministry of Defence","Policy","Undeclared","75","75","53130","46470"
"In post","2023","Declared non-disabled","Ministry of Defence","Policy","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Project Delivery","Heterosexual / straight","3530","3425","44740","41300"
"In post","2023","Declared non-disabled","Ministry of Defence","Project Delivery","LGBO","95","95","41200","39890"
"In post","2023","Declared non-disabled","Ministry of Defence","Project Delivery","Undeclared","255","245","46860","42080"
"In post","2023","Declared non-disabled","Ministry of Defence","Project Delivery","Unknown","95","90","42300","41110"
"In post","2023","Declared non-disabled","Ministry of Defence","Property","Heterosexual / straight","1160","1135","35150","34300"
"In post","2023","Declared non-disabled","Ministry of Defence","Property","LGBO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Property","Undeclared","75","75","34520","34300"
"In post","2023","Declared non-disabled","Ministry of Defence","Property","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Psychology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Science and Engineering","Heterosexual / straight","4240","4125","42560","42620"
"In post","2023","Declared non-disabled","Ministry of Defence","Science and Engineering","LGBO","130","125","38520","38070"
"In post","2023","Declared non-disabled","Ministry of Defence","Science and Engineering","Undeclared","305","295","41780","39180"
"In post","2023","Declared non-disabled","Ministry of Defence","Science and Engineering","Unknown","175","170","41470","39890"
"In post","2023","Declared non-disabled","Ministry of Defence","Security","Heterosexual / straight","3205","3135","31560","27480"
"In post","2023","Declared non-disabled","Ministry of Defence","Security","LGBO","90","90","32100","29570"
"In post","2023","Declared non-disabled","Ministry of Defence","Security","Undeclared","250","240","35260","35010"
"In post","2023","Declared non-disabled","Ministry of Defence","Security","Unknown","105","100","31400","27850"
"In post","2023","Declared non-disabled","Ministry of Defence","Statistics","Heterosexual / straight","175","170","44080","41200"
"In post","2023","Declared non-disabled","Ministry of Defence","Statistics","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Statistics","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Commercial","Heterosexual / straight","420","415","46200","42950"
"In post","2023","Declared non-disabled","Ministry of Justice","Commercial","LGBO","30","30","42170","39910"
"In post","2023","Declared non-disabled","Ministry of Justice","Commercial","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Commercial","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Communications","Heterosexual / straight","135","135","46120","43650"
"In post","2023","Declared non-disabled","Ministry of Justice","Communications","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Communications","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Digital, Data and Technology","Heterosexual / straight","800","785","47830","46000"
"In post","2023","Declared non-disabled","Ministry of Justice","Digital, Data and Technology","LGBO","60","60","51390","51770"
"In post","2023","Declared non-disabled","Ministry of Justice","Digital, Data and Technology","Undeclared","60","55","49280","51770"
"In post","2023","Declared non-disabled","Ministry of Justice","Digital, Data and Technology","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Economics","Heterosexual / straight","40","35","51160","47710"
"In post","2023","Declared non-disabled","Ministry of Justice","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Finance","Heterosexual / straight","415","405","44600","41510"
"In post","2023","Declared non-disabled","Ministry of Justice","Finance","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Finance","Undeclared","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Finance","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Human Resources","Heterosexual / straight","765","740","42430","37680"
"In post","2023","Declared non-disabled","Ministry of Justice","Human Resources","LGBO","45","45","41750","37680"
"In post","2023","Declared non-disabled","Ministry of Justice","Human Resources","Undeclared","35","35","43660","41510"
"In post","2023","Declared non-disabled","Ministry of Justice","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Intelligence Analysis","Heterosexual / straight","260","250","32670","28480"
"In post","2023","Declared non-disabled","Ministry of Justice","Intelligence Analysis","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Intelligence Analysis","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Intelligence Analysis","Unknown","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Internal Audit","Heterosexual / straight","35","35","50430","52360"
"In post","2023","Declared non-disabled","Ministry of Justice","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Knowledge and Information Management","Heterosexual / straight","85","85","31290","25830"
"In post","2023","Declared non-disabled","Ministry of Justice","Knowledge and Information Management","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Legal","Heterosexual / straight","665","600","46100","45070"
"In post","2023","Declared non-disabled","Ministry of Justice","Legal","LGBO","30","30","51440","52210"
"In post","2023","Declared non-disabled","Ministry of Justice","Legal","Undeclared","120","105","48190","47100"
"In post","2023","Declared non-disabled","Ministry of Justice","Legal","Unknown","50","45","49560","47010"
"In post","2023","Declared non-disabled","Ministry of Justice","Operational Delivery","Heterosexual / straight","44940","42170","30970","29050"
"In post","2023","Declared non-disabled","Ministry of Justice","Operational Delivery","LGBO","2880","2800","30950","29810"
"In post","2023","Declared non-disabled","Ministry of Justice","Operational Delivery","Undeclared","3030","2785","30890","28880"
"In post","2023","Declared non-disabled","Ministry of Justice","Operational Delivery","Unknown","1950","1710","32240","32920"
"In post","2023","Declared non-disabled","Ministry of Justice","Operational Research","Heterosexual / straight","55","50","53380","55720"
"In post","2023","Declared non-disabled","Ministry of Justice","Operational Research","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Operational Research","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Other","Heterosexual / straight","80","80","39530","37680"
"In post","2023","Declared non-disabled","Ministry of Justice","Other","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Other","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Policy","Heterosexual / straight","610","595","48690","43650"
"In post","2023","Declared non-disabled","Ministry of Justice","Policy","LGBO","65","65","49790","43740"
"In post","2023","Declared non-disabled","Ministry of Justice","Policy","Undeclared","50","50","50610","43930"
"In post","2023","Declared non-disabled","Ministry of Justice","Policy","Unknown","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Project Delivery","Heterosexual / straight","235","230","44260","43650"
"In post","2023","Declared non-disabled","Ministry of Justice","Project Delivery","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Project Delivery","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Property","Heterosexual / straight","295","290","44890","41510"
"In post","2023","Declared non-disabled","Ministry of Justice","Property","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Property","Undeclared","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Property","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Psychology","Heterosexual / straight","945","910","38270","32420"
"In post","2023","Declared non-disabled","Ministry of Justice","Psychology","LGBO","50","45","34830","30940"
"In post","2023","Declared non-disabled","Ministry of Justice","Psychology","Undeclared","45","45","36890","32420"
"In post","2023","Declared non-disabled","Ministry of Justice","Psychology","Unknown","30","30","45210","45620"
"In post","2023","Declared non-disabled","Ministry of Justice","Security","Heterosexual / straight","55","55","45990","43650"
"In post","2023","Declared non-disabled","Ministry of Justice","Security","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Social Research","Heterosexual / straight","65","65","52470","51770"
"In post","2023","Declared non-disabled","Ministry of Justice","Social Research","LGBO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Statistics","Heterosexual / straight","100","95","49000","44230"
"In post","2023","Declared non-disabled","Ministry of Justice","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Statistics","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Unknown","Heterosexual / straight","80","75","40540","35410"
"In post","2023","Declared non-disabled","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Digital, Data and Technology","Heterosexual / straight","70","65","47900","47380"
"In post","2023","Declared non-disabled","National Crime Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Human Resources","Heterosexual / straight","60","55","43900","42240"
"In post","2023","Declared non-disabled","National Crime Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Operational Delivery","Heterosexual / straight","1110","1075","45450","45320"
"In post","2023","Declared non-disabled","National Crime Agency","Operational Delivery","LGBO","45","45","41960","40310"
"In post","2023","Declared non-disabled","National Crime Agency","Operational Delivery","Undeclared","75","70","44240","42110"
"In post","2023","Declared non-disabled","National Crime Agency","Operational Delivery","Unknown","50","45","43160","41910"
"In post","2023","Declared non-disabled","National Crime Agency","Project Delivery","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Property","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Security","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","National Crime Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Communications","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Operational Delivery","Heterosexual / straight","30","30","40200","37680"
"In post","2023","Declared non-disabled","Northern Ireland Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Other","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Policy","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Northern Ireland Office","Policy","Undeclared","[c]","[c]","[c]","[c]"
