"Status","Year","Ethnicity","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","White","North West (England)","Merseyside","East Merseyside","955","855","30090","28120"
"In post","2023","White","North West (England)","Merseyside","Liverpool","10935","10205","32120","28120"
"In post","2023","White","North West (England)","Merseyside","Sefton","3560","3295","32070","28120"
"In post","2023","White","North West (England)","Merseyside","Wirral","1865","1630","28310","28080"
"In post","2023","White","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","175","170","26790","22330"
"In post","2023","White","Northern Ireland","Northern Ireland","Ards and North Down","200","190","27620","22350"
"In post","2023","White","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","20","20","[c]","[c]"
"In post","2023","White","Northern Ireland","Northern Ireland","Belfast","2490","2340","32930","28130"
"In post","2023","White","Northern Ireland","Northern Ireland","Causeway Coast and Glens","65","65","23950","22130"
"In post","2023","White","Northern Ireland","Northern Ireland","Derry City and Strabane","10","10","[c]","[c]"
"In post","2023","White","Northern Ireland","Northern Ireland","Fermanagh and Omagh","25","25","[c]","[c]"
"In post","2023","White","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","425","405","29890","26180"
"In post","2023","White","Northern Ireland","Northern Ireland","Mid Ulster","5","5","[c]","[c]"
"In post","2023","White","Northern Ireland","Northern Ireland","Mid and East Antrim","15","15","[c]","[c]"
"In post","2023","White","Northern Ireland","Northern Ireland","Newry, Mourne and Down","60","60","24940","22130"
"In post","2023","White","Overseas","Overseas","Overseas","2305","2300","53710","53050"
"In post","2023","White","Scotland","Eastern Scotland","Angus and Dundee City","1660","1555","30000","28120"
"In post","2023","White","Scotland","Eastern Scotland","City of Edinburgh","9950","9490","42900","38330"
"In post","2023","White","Scotland","Eastern Scotland","Clackmannanshire and Fife","840","780","33630","29100"
"In post","2023","White","Scotland","Eastern Scotland","East Lothian and Midlothian","120","110","32780","28120"
"In post","2023","White","Scotland","Eastern Scotland","Falkirk","1205","1055","29500","28120"
"In post","2023","White","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","790","740","34360","31940"
"In post","2023","White","Scotland","Eastern Scotland","West Lothian","365","340","36630","29450"
"In post","2023","White","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","175","160","32160","30380"
"In post","2023","White","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","1005","945","31670","28120"
"In post","2023","White","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","270","255","31970","29560"
"In post","2023","White","Scotland","Highlands and Islands","Na h-Eileanan Siar","140","130","28230","27330"
"In post","2023","White","Scotland","Highlands and Islands","Orkney Islands","35","35","37130","31960"
"In post","2023","White","Scotland","Highlands and Islands","Shetland Islands","45","45","30800","30930"
"In post","2023","White","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","1325","1230","39010","33260"
"In post","2023","White","Scotland","Southern Scotland","Dumfries and Galloway","435","405","32210","29560"
"In post","2023","White","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","890","815","29290","28120"
"In post","2023","White","Scotland","Southern Scotland","Scottish Borders","365","335","33990","29450"
"In post","2023","White","Scotland","Southern Scotland","South Ayrshire","195","180","30800","28120"
"In post","2023","White","Scotland","Southern Scotland","South Lanarkshire","2520","2270","33540","28130"
"In post","2023","White","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","1670","1595","33730","29950"
"In post","2023","White","Scotland","West Central Scotland","Glasgow City","11725","10950","35300","29730"
"In post","2023","White","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","795","715","32280","28120"
"In post","2023","White","Scotland","West Central Scotland","North Lanarkshire","1280","1155","29430","28120"
"In post","2023","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","1775","1690","37460","34370"
"In post","2023","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","1280","1210","35450","33370"
"In post","2023","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","1540","1470","36180","32380"
"In post","2023","White","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","2015","1895","35500","32500"
"In post","2023","White","South East (England)","Hampshire and Isle of Wight","Central Hampshire","3630","3500","39310","35800"
"In post","2023","White","South East (England)","Hampshire and Isle of Wight","Isle of Wight","825","755","29920","28480"
"In post","2023","White","South East (England)","Hampshire and Isle of Wight","North Hampshire","800","755","35690","30500"
"In post","2023","White","South East (England)","Hampshire and Isle of Wight","Portsmouth","3000","2815","34170","30140"
"In post","2023","White","South East (England)","Hampshire and Isle of Wight","South Hampshire","3315","2895","32450","28420"
"In post","2023","White","South East (England)","Hampshire and Isle of Wight","Southampton","925","860","34960","29050"
"In post","2023","White","South East (England)","Kent","East Kent","3635","3370","30260","27650"
"In post","2023","White","South East (England)","Kent","Kent Thames Gateway","1150","1070","32230","32180"
"In post","2023","White","South East (England)","Kent","Medway","1050","995","33410","31280"
"In post","2023","White","South East (England)","Kent","Mid Kent","765","720","32890","31280"
"In post","2023","White","South East (England)","Kent","West Kent","145","135","39000","32520"
"In post","2023","White","South East (England)","Surrey, East and West Sussex","Brighton and Hove","520","470","35140","28200"
"In post","2023","White","South East (England)","Surrey, East and West Sussex","East Surrey","670","625","36500","35340"
"In post","2023","White","South East (England)","Surrey, East and West Sussex","East Sussex CC","1590","1425","29360","28120"
"In post","2023","White","South East (England)","Surrey, East and West Sussex","West Surrey","1690","1590","35650","32050"
"In post","2023","White","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","835","760","33340","28730"
"In post","2023","White","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","1135","1035","34200","29730"
"In post","2023","White","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","1440","1310","29040","28120"
"In post","2023","White","South West (England)","Devon","Devon CC","4850","4470","34550","31510"
"In post","2023","White","South West (England)","Devon","Plymouth","2590","2400","33850","29270"
"In post","2023","White","South West (England)","Devon","Torbay","315","260","28670","28120"
"In post","2023","White","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","645","580","29630","28120"
"In post","2023","White","South West (England)","Dorset and Somerset","Dorset","1880","1755","31830","29570"
"In post","2023","White","South West (England)","Dorset and Somerset","Somerset CC","2035","1895","33710","29880"
"In post","2023","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","11185","10690","40980","38790"
"In post","2023","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","5170","4845","37850","34400"
"In post","2023","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","1105","1005","32960","28120"
"In post","2023","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","375","345","34180","28830"
"In post","2023","White","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","6430","6165","39100","36170"
"In post","2023","White","Unknown","Unknown","Unknown","640","605","36870","32640"
"In post","2023","White","Wales","East Wales","Cardiff and Vale of Glamorgan","9635","9050","37580","33530"
"In post","2023","White","Wales","East Wales","Flintshire and Wrexham","1960","1860","30420","28480"
"In post","2023","White","Wales","East Wales","Monmouthshire and Newport","4555","4265","37430","32550"
"In post","2023","White","Wales","East Wales","Powys","520","485","32220","28120"
"In post","2023","White","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","665","605","29780","28120"
"In post","2023","White","Wales","West Wales and The Valleys","Central Valleys","2735","2540","32270","28120"
"In post","2023","White","Wales","West Wales and The Valleys","Conwy and Denbighshire","645","610","37100","32700"
"In post","2023","White","Wales","West Wales and The Valleys","Gwent Valleys","670","610","33210","28120"
"In post","2023","White","Wales","West Wales and The Valleys","Gwynedd","685","630","28290","26600"
"In post","2023","White","Wales","West Wales and The Valleys","Isle of Anglesey","210","195","29670","27650"
"In post","2023","White","Wales","West Wales and The Valleys","South West Wales","1430","1325","33130","28120"
"In post","2023","White","Wales","West Wales and The Valleys","Swansea","7625","6810","29070","24920"
"In post","2023","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","375","360","30730","28120"
"In post","2023","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","925","845","30300","28120"
"In post","2023","White","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","1900","1780","31550","28880"
"In post","2023","White","West Midlands (England)","Shropshire and Staffordshire","Shropshire","1060","1000","31620","30400"
"In post","2023","White","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","3510","3305","33750","30940"
"In post","2023","White","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","935","855","28760","25830"
"In post","2023","White","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","1755","1635","37340","34400"
"In post","2023","White","West Midlands (England)","West Midlands","Birmingham","6170","5775","36570","32030"
"In post","2023","White","West Midlands (England)","West Midlands","Coventry","1580","1490","39760","37590"
"In post","2023","White","West Midlands (England)","West Midlands","Dudley","905","785","27140","28120"
"In post","2023","White","West Midlands (England)","West Midlands","Sandwell","210","190","30230","28120"
"In post","2023","White","West Midlands (England)","West Midlands","Solihull","550","500","32740","28120"
"In post","2023","White","West Midlands (England)","West Midlands","Walsall","220","190","29220","28120"
"In post","2023","White","West Midlands (England)","West Midlands","Wolverhampton","805","705","28910","28120"
"In post","2023","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","1705","1590","31620","29570"
"In post","2023","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","1825","1645","30100","28120"
"In post","2023","White","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","755","675","28150","28120"
"In post","2023","White","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","1675","1590","32620","28120"
"In post","2023","White","Yorkshire and The Humber","North Yorkshire","York","2215","2100","36040","32800"
"In post","2023","White","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","2595","2315","29840","28120"
"In post","2023","White","Yorkshire and The Humber","South Yorkshire","Sheffield","5790","5335","36570","32310"
"In post","2023","White","Yorkshire and The Humber","West Yorkshire","Bradford","1220","1075","29000","27890"
"In post","2023","White","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","725","650","31090","28120"
"In post","2023","White","Yorkshire and The Humber","West Yorkshire","Leeds","8955","8425","38100","34440"
"In post","2023","White","Yorkshire and The Humber","West Yorkshire","Wakefield","1525","1400","33120","31510"
"Leaver CS","2023","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","60","[c]","29120","24600"
"Leaver CS","2023","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","50","[c]","26180","26800"
"Leaver CS","2023","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East Midlands (England)","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","Bedfordshire and Hertfordshire","Bedford","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","40","[c]","34690","29290"
"Leaver CS","2023","Asian","East of England","Bedfordshire and Hertfordshire","Luton","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","East Anglia","Cambridgeshire CC","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","East Anglia","Peterborough","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","East Anglia","Suffolk CC","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","Essex","Essex Thames Gateway","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","Essex","Heart of Essex","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","Essex","Southend-on-Sea","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","Essex","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East of England","Essex","West Essex","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Inner London - East","Hackney and Newham","75","[c]","29160","31060"
"Leaver CS","2023","Asian","London","Inner London - East","Haringey and Islington","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Inner London - East","Lambeth","40","[c]","37640","32520"
"Leaver CS","2023","Asian","London","Inner London - East","Lewisham and Southwark","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Inner London - East","Tower Hamlets","155","[c]","42710","37180"
"Leaver CS","2023","Asian","London","Inner London - West","Camden and City of London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Inner London - West","Wandsworth","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Inner London - West","Westminster","530","[c]","40090","35760"
"Leaver CS","2023","Asian","London","Outer London - East and North East","Barking & Dagenham and Havering","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Outer London - East and North East","Bexley and Greenwich","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Outer London - East and North East","Enfield","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Outer London - East and North East","Redbridge and Waltham Forest","50","[c]","29130","31010"
"Leaver CS","2023","Asian","London","Outer London - South","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Outer London - South","Croydon","110","[c]","39060","34030"
"Leaver CS","2023","Asian","London","Outer London - South","Merton, Kingston upon Thames and Sutton","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Outer London - West and North West","Barnet","50","[c]","34200","32330"
"Leaver CS","2023","Asian","London","Outer London - West and North West","Brent","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Outer London - West and North West","Ealing","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","London","Outer London - West and North West","Harrow and Hillingdon","60","[c]","30110","30460"
"Leaver CS","2023","Asian","London","Outer London - West and North West","Hounslow and Richmond upon Thames","55","[c]","30780","29890"
"Leaver CS","2023","Asian","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North East (England)","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North East (England)","Northumberland, and Tyne and Wear","Tyneside","40","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North East (England)","Tees Valley and Durham","Durham","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North East (England)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Greater Manchester","Greater Manchester North East","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Greater Manchester","Greater Manchester North West","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Greater Manchester","Greater Manchester South East","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Greater Manchester","Greater Manchester South West","65","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Greater Manchester","Manchester","60","[c]","31980","28120"
"Leaver CS","2023","Asian","North West (England)","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Lancashire","Blackpool","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Lancashire","Mid Lancashire","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Merseyside","Liverpool","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Merseyside","Sefton","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North West (England)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Eastern Scotland","City of Edinburgh","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","Southern Scotland","South Lanarkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","West Central Scotland","Glasgow City","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Scotland","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Hampshire and Isle of Wight","Central Hampshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Hampshire and Isle of Wight","North Hampshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Hampshire and Isle of Wight","Portsmouth","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Hampshire and Isle of Wight","South Hampshire","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Hampshire and Isle of Wight","Southampton","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Kent","East Kent","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Kent","Kent Thames Gateway","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Kent","Medway","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Kent","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Surrey, East and West Sussex","East Surrey","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Surrey, East and West Sussex","East Sussex CC","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Surrey, East and West Sussex","West Surrey","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Devon","Devon CC","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Devon","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","40","[c]","34270","33120"
"Leaver CS","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","East Wales","Cardiff and Vale of Glamorgan","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","East Wales","Monmouthshire and Newport","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","East Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Wales","West Wales and The Valleys","Swansea","10","[c]","[c]","[c]"
