"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Export Finance","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","60-64","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Export Finance","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","AA/AO","Female","170","110","21470","21200"
"In post","2023","60-64","UK Statistics Authority","AA/AO","Male","140","90","21720","21200"
"In post","2023","60-64","UK Statistics Authority","EO","Female","40","35","25970","25100"
"In post","2023","60-64","UK Statistics Authority","EO","Male","25","25","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","SEO/HEO","Female","40","35","34670","32960"
"In post","2023","60-64","UK Statistics Authority","SEO/HEO","Male","35","35","36760","37760"
"In post","2023","60-64","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government","AA/AO","Female","55","50","25560","25620"
"In post","2023","60-64","Welsh Government","AA/AO","Male","25","20","[c]","[c]"
"In post","2023","60-64","Welsh Government","EO","Female","55","45","30420","30610"
"In post","2023","60-64","Welsh Government","EO","Male","35","30","30670","30610"
"In post","2023","60-64","Welsh Government","G6/G7","Female","45","40","66070","63900"
"In post","2023","60-64","Welsh Government","G6/G7","Male","50","45","68270","63900"
"In post","2023","60-64","Welsh Government","SCS level","Female","5","5","[c]","[c]"
"In post","2023","60-64","Welsh Government","SCS level","Male","15","10","[c]","[c]"
"In post","2023","60-64","Welsh Government","SEO/HEO","Female","115","100","43070","39690"
"In post","2023","60-64","Welsh Government","SEO/HEO","Male","85","75","44680","49370"
"In post","2023","65+","Attorney General's Departments","AA/AO","Female","30","20","24020","24480"
"In post","2023","65+","Attorney General's Departments","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","EO","Female","20","20","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","EO","Male","10","10","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","G6/G7","Female","40","30","64170","63500"
"In post","2023","65+","Attorney General's Departments","G6/G7","Male","50","40","64730","63500"
"In post","2023","65+","Attorney General's Departments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","65+","Attorney General's Departments","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","65+","Cabinet Office","AA/AO","Female","10","5","[c]","[c]"
"In post","2023","65+","Cabinet Office","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","65+","Cabinet Office","EO","Female","10","10","[c]","[c]"
"In post","2023","65+","Cabinet Office","EO","Male","5","5","[c]","[c]"
"In post","2023","65+","Cabinet Office","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","65+","Cabinet Office","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","65+","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office","SCS level","Male","5","5","[c]","[c]"
"In post","2023","65+","Cabinet Office","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","65+","Cabinet Office","SEO/HEO","Male","15","10","[c]","[c]"
"In post","2023","65+","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Chancellor's other departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","AA/AO","Female","35","25","22970","23240"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","AA/AO","Male","25","20","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","EO","Female","25","20","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","EO","Male","10","10","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","G6/G7","Male","40","30","60040","60460"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","35","25","38220","36570"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","75","55","40420","39620"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education","EO","Female","10","10","[c]","[c]"
"In post","2023","65+","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","65+","Department for Education","G6/G7","Male","25","20","[c]","[c]"
"In post","2023","65+","Department for Education","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","65+","Department for Education","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","AA/AO","Female","70","60","23230","22150"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","AA/AO","Male","30","25","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","EO","Female","35","30","27440","26850"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","EO","Male","25","20","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","35","30","35360","33160"
"In post","2023","65+","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","45","35","39260","37790"
"In post","2023","65+","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","EO","Female","5","5","[c]","[c]"
"In post","2023","65+","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","65+","Department for International Trade","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","65+","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","SEO/HEO","Male","30","30","42010","42220"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","EO","Male","5","5","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","G6/G7","Female","15","10","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","G6/G7","Male","45","30","65880","66510"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","65+","Department for Transport","AA/AO","Female","125","75","21410","22500"
"In post","2023","65+","Department for Transport","AA/AO","Male","105","85","26410","27490"
"In post","2023","65+","Department for Transport","EO","Female","45","30","27950","27450"
"In post","2023","65+","Department for Transport","EO","Male","200","140","28870","27450"
"In post","2023","65+","Department for Transport","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","65+","Department for Transport","G6/G7","Male","25","20","[c]","[c]"
"In post","2023","65+","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","65+","Department for Transport","SEO/HEO","Male","65","55","41410","40310"
"In post","2023","65+","Department for Work and Pensions","AA/AO","Female","900","640","22300","21690"
"In post","2023","65+","Department for Work and Pensions","AA/AO","Male","425","340","22170","21690"
"In post","2023","65+","Department for Work and Pensions","EO","Female","1005","690","28920","28120"
"In post","2023","65+","Department for Work and Pensions","EO","Male","500","365","28910","28120"
"In post","2023","65+","Department for Work and Pensions","G6/G7","Female","10","5","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","G6/G7","Male","45","30","62590","60780"
"In post","2023","65+","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions","SEO/HEO","Female","170","120","37170","34970"
"In post","2023","65+","Department for Work and Pensions","SEO/HEO","Male","120","90","42670","39150"
"In post","2023","65+","Department of Health and Social Care","AA/AO","Female","25","20","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","EO","Female","25","20","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","EO","Male","5","5","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","G6/G7","Female","30","30","61040","57910"
"In post","2023","65+","Department of Health and Social Care","G6/G7","Male","30","25","63160","60410"
"In post","2023","65+","Department of Health and Social Care","SCS level","Female","15","10","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","SCS level","Male","20","15","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2023","65+","Estyn","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Estyn","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Estyn","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","EO","Male","30","25","28700","28090"
"In post","2023","65+","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","EO","Female","10","10","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","EO","Male","5","5","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","G6/G7","Male","50","40","63670","62130"
"In post","2023","65+","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","65+","HM Land Registry","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","65+","HM Land Registry","AA/AO","Male","15","10","[c]","[c]"
"In post","2023","65+","HM Land Registry","EO","Female","30","20","[c]","[c]"
"In post","2023","65+","HM Land Registry","EO","Male","25","15","[c]","[c]"
"In post","2023","65+","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","65+","HM Land Registry","SEO/HEO","Male","40","25","38000","34850"
"In post","2023","65+","HM Revenue and Customs","AA/AO","Female","435","310","23100","22520"
"In post","2023","65+","HM Revenue and Customs","AA/AO","Male","265","215","23120","22520"
"In post","2023","65+","HM Revenue and Customs","EO","Female","245","170","30150","29730"
"In post","2023","65+","HM Revenue and Customs","EO","Male","185","125","30020","29730"
"In post","2023","65+","HM Revenue and Customs","G6/G7","Female","35","25","64320","64610"
"In post","2023","65+","HM Revenue and Customs","G6/G7","Male","95","65","66940","65230"
"In post","2023","65+","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","SCS level","Male","5","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs","SEO/HEO","Female","145","105","39520","36990"
"In post","2023","65+","HM Revenue and Customs","SEO/HEO","Male","310","220","40830","42060"
"In post","2023","65+","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","G6/G7","Male","10","5","[c]","[c]"
"In post","2023","65+","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","65+","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","AA/AO","Female","260","195","23620","22400"
"In post","2023","65+","Home Office","AA/AO","Male","185","155","23360","22400"
"In post","2023","65+","Home Office","EO","Female","160","115","29540","30060"
"In post","2023","65+","Home Office","EO","Male","210","150","30230","30200"
"In post","2023","65+","Home Office","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","65+","Home Office","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","65+","Home Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","SEO/HEO","Female","45","35","38210","37410"
"In post","2023","65+","Home Office","SEO/HEO","Male","85","65","38220","37310"
"In post","2023","65+","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","AA/AO","Female","310","265","22520","22220"
"In post","2023","65+","Ministry of Defence","AA/AO","Male","610","550","22620","21600"
"In post","2023","65+","Ministry of Defence","EO","Female","90","80","28540","27740"
"In post","2023","65+","Ministry of Defence","EO","Male","240","220","29580","28950"
"In post","2023","65+","Ministry of Defence","G6/G7","Female","20","15","[c]","[c]"
"In post","2023","65+","Ministry of Defence","G6/G7","Male","150","120","62020","59890"
"In post","2023","65+","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","SCS level","Male","10","10","[c]","[c]"
"In post","2023","65+","Ministry of Defence","SEO/HEO","Female","115","100","37870","35990"
"In post","2023","65+","Ministry of Defence","SEO/HEO","Male","495","435","40180","39130"
"In post","2023","65+","Ministry of Defence","Unknown","Female","10","5","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Unknown","Male","65","60","47360","43920"
"In post","2023","65+","Ministry of Justice","AA/AO","Female","660","490","23420","23000"
"In post","2023","65+","Ministry of Justice","AA/AO","Male","650","485","24960","23230"
"In post","2023","65+","Ministry of Justice","EO","Female","80","65","28880","28480"
"In post","2023","65+","Ministry of Justice","EO","Male","135","100","31000","29160"
"In post","2023","65+","Ministry of Justice","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","65+","Ministry of Justice","G6/G7","Male","35","30","68840","64140"
"In post","2023","65+","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","SEO/HEO","Female","80","60","40600","38910"
"In post","2023","65+","Ministry of Justice","SEO/HEO","Male","160","120","41830","38910"
"In post","2023","65+","Ministry of Justice","Unknown","Female","380","285","30810","29050"
"In post","2023","65+","Ministry of Justice","Unknown","Male","240","190","32050","29050"
"In post","2023","65+","National Crime Agency","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","65+","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","EO","Female","10","10","[c]","[c]"
"In post","2023","65+","National Crime Agency","EO","Male","20","15","[c]","[c]"
"In post","2023","65+","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","65+","National Crime Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","SEO/HEO","Male","30","30","47420","46810"
"In post","2023","65+","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","AA/AO","Female","110","85","25130","24890"
"In post","2023","65+","Scottish Government","AA/AO","Male","125","105","26850","26220"
"In post","2023","65+","Scottish Government","EO","Female","30","20","32340","31940"
"In post","2023","65+","Scottish Government","EO","Male","80","60","34470","33260"
"In post","2023","65+","Scottish Government","G6/G7","Female","15","10","[c]","[c]"
"In post","2023","65+","Scottish Government","G6/G7","Male","35","30","69100","65280"
"In post","2023","65+","Scottish Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","SEO/HEO","Female","40","30","44580","48410"
"In post","2023","65+","Scottish Government","SEO/HEO","Male","80","60","46230","48640"
"In post","2023","65+","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","65+","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","65+","The National Archives","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","65+","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","65+","UK Export Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","AA/AO","Female","105","60","21440","21200"
"In post","2023","65+","UK Statistics Authority","AA/AO","Male","115","75","21600","21200"
"In post","2023","65+","UK Statistics Authority","EO","Female","20","15","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","EO","Male","15","10","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
