"Status","Year","Disability","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","London","SCS level","Male","145","[c]","101880","90840"
"Leaver CS","2023","Declared non-disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","SEO/HEO","Female","915","[c]","38610","38660"
"Leaver CS","2023","Declared non-disabled","London","SEO/HEO","Male","835","[c]","39340","39150"
"Leaver CS","2023","Declared non-disabled","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","Unknown","Female","125","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","AA/AO","Female","4845","[c]","21810","21690"
"Leaver CS","2023","Declared non-disabled","Outside London","AA/AO","Male","3760","[c]","22660","21690"
"Leaver CS","2023","Declared non-disabled","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","EO","Female","2830","[c]","27740","27570"
"Leaver CS","2023","Declared non-disabled","Outside London","EO","Male","2130","[c]","28150","27570"
"Leaver CS","2023","Declared non-disabled","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","G6/G7","Female","680","[c]","60160","56450"
"Leaver CS","2023","Declared non-disabled","Outside London","G6/G7","Male","850","[c]","61720","59750"
"Leaver CS","2023","Declared non-disabled","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","SCS level","Female","60","[c]","97770","91130"
"Leaver CS","2023","Declared non-disabled","Outside London","SCS level","Male","85","[c]","104530","104570"
"Leaver CS","2023","Declared non-disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","SEO/HEO","Female","1990","[c]","37460","36740"
"Leaver CS","2023","Declared non-disabled","Outside London","SEO/HEO","Male","2145","[c]","38730","37960"
"Leaver CS","2023","Declared non-disabled","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outside London","Unknown","Female","705","[c]","37290","32730"
"Leaver CS","2023","Declared non-disabled","Outside London","Unknown","Male","310","[c]","43860","38790"
"Leaver CS","2023","Declared non-disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","AA/AO","Female","45","[c]","24080","24540"
"Leaver CS","2023","Undeclared","London","AA/AO","Male","60","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","EO","Female","55","[c]","29560","30260"
"Leaver CS","2023","Undeclared","London","EO","Male","45","[c]","30240","30410"
"Leaver CS","2023","Undeclared","London","G6/G7","Female","50","[c]","61330","59430"
"Leaver CS","2023","Undeclared","London","G6/G7","Male","80","[c]","61700","58720"
"Leaver CS","2023","Undeclared","London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","SEO/HEO","Female","70","[c]","37890","37660"
"Leaver CS","2023","Undeclared","London","SEO/HEO","Male","90","[c]","39420","38440"
"Leaver CS","2023","Undeclared","London","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","AA/AO","Female","410","[c]","21650","21690"
"Leaver CS","2023","Undeclared","Outside London","AA/AO","Male","455","[c]","23750","21780"
"Leaver CS","2023","Undeclared","Outside London","EO","Female","170","[c]","27720","27570"
"Leaver CS","2023","Undeclared","Outside London","EO","Male","225","[c]","28440","27570"
"Leaver CS","2023","Undeclared","Outside London","G6/G7","Female","45","[c]","56990","54590"
"Leaver CS","2023","Undeclared","Outside London","G6/G7","Male","75","[c]","62120","57540"
"Leaver CS","2023","Undeclared","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","SEO/HEO","Female","160","[c]","37720","37420"
"Leaver CS","2023","Undeclared","Outside London","SEO/HEO","Male","230","[c]","39130","38350"
"Leaver CS","2023","Undeclared","Outside London","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outside London","Unknown","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","AA/AO","Female","365","[c]","24320","25480"
"Leaver CS","2023","Unknown","London","AA/AO","Male","260","[c]","24430","24480"
"Leaver CS","2023","Unknown","London","EO","Female","360","[c]","29350","29660"
"Leaver CS","2023","Unknown","London","EO","Male","280","[c]","28950","29660"
"Leaver CS","2023","Unknown","London","G6/G7","Female","390","[c]","61420","59290"
"Leaver CS","2023","Unknown","London","G6/G7","Male","400","[c]","61840","59680"
"Leaver CS","2023","Unknown","London","SCS level","Female","60","[c]","99120","92840"
"Leaver CS","2023","Unknown","London","SCS level","Male","75","[c]","105300","95640"
"Leaver CS","2023","Unknown","London","SEO/HEO","Female","575","[c]","37390","36710"
"Leaver CS","2023","Unknown","London","SEO/HEO","Male","480","[c]","38550","38680"
"Leaver CS","2023","Unknown","London","Unknown","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","London","Unknown","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","AA/AO","Female","2155","[c]","22280","21780"
"Leaver CS","2023","Unknown","Outside London","AA/AO","Male","2080","[c]","23280","22180"
"Leaver CS","2023","Unknown","Outside London","EO","Female","695","[c]","28230","27570"
"Leaver CS","2023","Unknown","Outside London","EO","Male","920","[c]","29020","27140"
"Leaver CS","2023","Unknown","Outside London","G6/G7","Female","320","[c]","59120","56160"
"Leaver CS","2023","Unknown","Outside London","G6/G7","Male","405","[c]","59420","56180"
"Leaver CS","2023","Unknown","Outside London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","SCS level","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","Female","655","[c]","37020","37180"
"Leaver CS","2023","Unknown","Outside London","SEO/HEO","Male","850","[c]","37810","38170"
"Leaver CS","2023","Unknown","Outside London","Unknown","Female","315","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outside London","Unknown","Male","155","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","Female","35","[c]","46300","46450"
"Leaver CS","2023","Unknown","Overseas","SEO/HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","Male","185","[c]","37700","34250"
"Leaver Dept.","2023","Declared disabled","London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","EO","Female","70","[c]","30510","30740"
"Leaver Dept.","2023","Declared disabled","London","EO","Male","35","[c]","30020","29660"
"Leaver Dept.","2023","Declared disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","G6/G7","Female","80","[c]","59570","56430"
"Leaver Dept.","2023","Declared disabled","London","G6/G7","Male","50","[c]","57730","55720"
"Leaver Dept.","2023","Declared disabled","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","SEO/HEO","Female","165","[c]","38130","37380"
"Leaver Dept.","2023","Declared disabled","London","SEO/HEO","Male","90","[c]","37680","36680"
"Leaver Dept.","2023","Declared disabled","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","AA/AO","Female","155","[c]","21690","21690"
"Leaver Dept.","2023","Declared disabled","Outside London","AA/AO","Male","100","[c]","22010","21690"
"Leaver Dept.","2023","Declared disabled","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","EO","Female","180","[c]","27490","27570"
"Leaver Dept.","2023","Declared disabled","Outside London","EO","Male","105","[c]","27430","27570"
"Leaver Dept.","2023","Declared disabled","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","G6/G7","Female","45","[c]","54040","51840"
"Leaver Dept.","2023","Declared disabled","Outside London","G6/G7","Male","35","[c]","58820","56120"
"Leaver Dept.","2023","Declared disabled","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","SEO/HEO","Female","160","[c]","35000","34170"
"Leaver Dept.","2023","Declared disabled","Outside London","SEO/HEO","Male","100","[c]","35440","34240"
"Leaver Dept.","2023","Declared disabled","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","AA/AO","Female","90","[c]","24650","25480"
"Leaver Dept.","2023","Declared non-disabled","London","AA/AO","Male","70","[c]","25420","25480"
"Leaver Dept.","2023","Declared non-disabled","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","EO","Female","350","[c]","29870","29890"
"Leaver Dept.","2023","Declared non-disabled","London","EO","Male","255","[c]","29870","29660"
"Leaver Dept.","2023","Declared non-disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","G6/G7","Female","535","[c]","59660","57430"
"Leaver Dept.","2023","Declared non-disabled","London","G6/G7","Male","425","[c]","59440","56430"
"Leaver Dept.","2023","Declared non-disabled","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","SCS level","Female","90","[c]","85300","80000"
"Leaver Dept.","2023","Declared non-disabled","London","SCS level","Male","90","[c]","95760","86130"
"Leaver Dept.","2023","Declared non-disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","SEO/HEO","Female","850","[c]","37920","36270"
"Leaver Dept.","2023","Declared non-disabled","London","SEO/HEO","Male","645","[c]","38120","36790"
"Leaver Dept.","2023","Declared non-disabled","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","AA/AO","Female","880","[c]","21780","21690"
"Leaver Dept.","2023","Declared non-disabled","Outside London","AA/AO","Male","600","[c]","21950","21690"
"Leaver Dept.","2023","Declared non-disabled","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","EO","Female","960","[c]","27450","27570"
"Leaver Dept.","2023","Declared non-disabled","Outside London","EO","Male","710","[c]","27570","27570"
"Leaver Dept.","2023","Declared non-disabled","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","G6/G7","Female","270","[c]","55110","52750"
"Leaver Dept.","2023","Declared non-disabled","Outside London","G6/G7","Male","230","[c]","56820","54700"
"Leaver Dept.","2023","Declared non-disabled","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SCS level","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SCS level","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SEO/HEO","Female","905","[c]","36000","34780"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SEO/HEO","Male","670","[c]","36790","36020"
"Leaver Dept.","2023","Declared non-disabled","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","Unknown","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","Unknown","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
